Title_A,Authors_A,ISBN13_A,Pages_A,Rating_A,Ratings_Count_A,Publisher_A,Publish_Date_A,Title_B,Authors_B,ISBN13_B,Pages_B,Rating_B,Ratings_Count_B,Publisher_B,Publish_Date_B,Gold
The Spiritual Autobiography of Charles De Foucauld,"Jean-François Six, Charles de Foucauld",9780932085771.0,214,3.12,8,Word Among Us Press,September 1st 2004,Wild Ivy: The Spiritual Autobiography of Zen Master Hakuin,Hakuin,9780834823198.0,192.0,,,"Shambhala Publications, Inc.",07/26/2011,0
Memoirs of an Arabian Princess: An Autobiography,Emily Ruete,,307,3.63,537,D. Appleton and Company,1888,Theodore Roosevelt: Autobiography,Theodore Roosevelt,9781494866907.0,536.0,,,CreateSpace Independent Publishing Platform,01/02/2014,0
"The Gambler: An Autobiography Volume 2, 1920-1939",Stuart Cloete,9780002162623.0,221,4.4,5,Collins Publishers,January 28th 1973,"Taken alive and other stories with an autobiography, The home acre",Edward Payson Roe,2940022440218.0,,,,"New York, F. Collier &amp; son",,0
Anthropology and Autobiography,Judith Okely,9780415051897.0,268,2.5,4,Routledge,July 21st 1992,"Three Women, Plus the Stuff That Dreams Are Made of: Fictional Autobiography",Jack Lehman,9781492978848.0,54.0,,,CreateSpace Independent Publishing Platform,10/11/2013,0
Graphic Subjects: Critical Essays on Autobiography and Graphic Novels,Michael A. Chaney,9780299251048.0,336,2.86,7,University of Wisconsin Press,March 1st 2011,"Autobiography of Samuel S. Hildebrand, the renowned Missouri bushwhacker ... being his complete confession",Samuel S. Hildebrand,2940017763568.0,,,,"Jefferson City, Mo., State Times Printing House",,0
"Articles on Indian Books, Including: The Autobiography of an Unknown Indian, Autobiography of a Yogi, the Legacy of Muslim Rule in India, Shyamchi Aai",Hephaestus Books,9781243036322.0,112,4.0,2,Hephaestus Books,August 29th 2011,"Autobiography of a Winnebago Indian: Life, Ways, Acculturation, and the Peyote Cult",Paul Radin,9780486200965.0,91.0,,,Dover Publications,06/01/1963,0
"Did You Grow Up with Me, Too?: The Autobiography of June Foray","June Foray, Mark Evanier, Earl Kress",9781593934613.0,164,3.65,17,BearManor Media,July 4th 2009,Life and Work of Enoch Howard: An Autobiography (Classic Reprint),Enoch Howard,9781330205617.0,36.0,,,FB &amp;c Ltd,06/26/2015,0
Miss Aunt Nellie: The Autobiography of Nellie C Cornish,"Ellen V. Browne, Edward N. Beck",9780295738482.0,303,4.0,2,Univ of Washington Pr,June 1st 1965,Mr Nastase: The Autobiography,Ilie Nastase,9780007351640.0,416.0,,,HarperCollins Publishers,11/12/2009,0
Journey with Children: The Autobiography of a Teacher,Frances Pockman Hawkins,9780870814518.0,360,5.0,3,University Press of Colorado,June 1st 1997,"Autobiography, a Collection of the Most Instructive and Amusing Lives Ever Published Volume 5",Hardpress,9781314130218.0,346.0,,,HardPress Publishing,01/28/2013,0
The Autobiography of a Schizophrenic man,Lama Surya Das,,44,2.5,4,,,The Autobiography of St. Ignatius,Saint Ignatius Loyola,9781505726435.0,66.0,,,CreateSpace Publishing,12/25/2014,0
The Way It Was: My Autobiography,Stanley Matthews,9780747264279.0,629,3.76,34,Headline Book Publishing,June 1st 2001,Black Bolshevik: Autobiography of an Afro-American Communist,Harry Haywood,9780930720520.0,736.0,,,Liberator Press,05/01/1978,0
"I, Jesus: An Autobiography","Chuck Missler, William P. Welty",9781578215942.0,174,4.14,7,Koinonia Institute (2014),,"Jazz Odyssey: The Autobiography of Joe Darensbourg, as Told to Peter Vacher","Peter Vacher, Joe Darensbourg",9780807114421.0,231.0,,,Louisiana State University Press,03/28/1988,0
Leading from the Front: The Autobiography. General Sir Richard Dannatt,Richard Dannatt,9780552162616.0,0,3.6,10,Corgi Books,May 1st 2011,"Autobiography of Dr. D. B. Kellogg: Or, Explanation of Clairvoyance ...",Daniel B. Kellogg,2940023961163.0,,,,Chase,,0
Come What May: The Autobiography,Dónal Óg Cusack,,304,3.0,3,,,"Autobiography of Mark Twain, the authentic original version",Mark Twain,2940016310794.0,,5.0,1.0,Unforgotten Classics,02/13/2013,0
Stan Bowles: The Autobiography,Stan Bowles,9780752865393.0,384,3.92,12,Orion Publishing,April 1st 2005,"Autobiography of Adin Ballou, 1803-1890: Containing an Elaborate Record and Narrative of Hs Life ...",William Sweetzer Heywood Adin Ballou,2940017594834.0,,,,The Vox populi press,,0
Autobiography of Mother Jones,"Mary Harris Jones, Mary Field Parton, Clarence Darrow",9780486436456.0,160,3.96,107,Dover Publications,February 29th 2012,"Play On: Now, Then, and Fleetwood Mac: The Autobiography","Mick Fleetwood, Anthony Bozza",9780316403429.0,352.0,,,"Little, Brown and Company",10/28/2014,0
The Romantic Subject in Autobiography Romantic Subject in Autobiography: Rousseau and Goethe Rousseau and Goethe,Eugene L. Stelzig,9780813919751.0,279,4.0,1,University of Virginia Press,October 22nd 2000,Remembering Your Story: Creating Your Own Spiritual Autobiography,Richard Lyon Morgan,9780835809634.0,176.0,,,Upper Room Books,04/28/2002,0
The Rise and Fall of a Proper Negro: An Autobiography,Leslie Alexander Lacy,9780025672000.0,0,2.0,1,The MacMillan Company,May 1st 1970,"Life of Father Ignatius of St. Paul: Passionist, (the Hon.& Rev. George Spencer); Compiled Chiefly From His Autobiography, Journal,& Letters (Classic Reprint)",Pius A. Sp; Sancto,9781331101765.0,564.0,,,FB &amp;c Ltd,07/10/2015,0
Autobiography St John Neumann:,"Alfred C. Rush, St. John Neumann, John Cardinal Krol",9780819803856.0,115,0.0,0,Pauline Books & Media,November 1st 1994,Literary Remains of Henry Fynes Clinton: Consisting of an Autobiography and Literary Journal and Brief Essays on Theological Subjects,Henry Fynes Clinton,9781290069021.0,414.0,,,HardPress Publishing,01/10/2012,0
Autobiography of So-And-So: Poems in Prose,Maurice Kilwein Guevara,9780932826169.0,77,4.05,19,New Issues Press,January 1st 2001,"The Life of Hon. William F. Cody, Known As Buffalo Bill, the Famous Hunter, Scout, and Guide: An Autobiography",Buffalo Bill,9780809440160.0,365.0,,,Time-Life Books,01/01/1982,0
"Honoring The Body: The Autobiography Of Alexander Lowen, M.D.",Alexander Lowen,9780974373768.0,244,4.4,5,Bioenergetics Press,January 1st 2004,Born to Rebel: An Autobiography,Benjamin Mays,9780820325231.0,466.0,5.0,1.0,University of Georgia Press,04/14/2003,0
The Autobiography of a Seaman. Volume 1 of 2,Thomas Cochrane,9781275642843.0,442,4.33,3,Gale Ecc,February 1st 2012,The Autobiography of Vernell Everett: The Long Road to Where I Am,Vernell Everett,9781478723615.0,192.0,,,"Outskirts Press, Inc.",02/14/2014,0
The Autobiography of Thomas Jefferson,Thomas Jefferson,,115,3.0,1,Digireads.com,December 14th 2009,"You Don't Remember Me, Do You?: The Autobiography of Terry Conroy",Terry Conroy,9781785310195.0,192.0,,,Pitch Publishing,11/01/2015,0
"My Best for the Kingdom: History and Autobiography of John Lowe Butler, a Mormon Frontiersman",William G. Hartley,9781562362126.0,511,4.0,8,Aspen Books,January 1st 1993,My Life as an Author (Autobiography),Martin Farquhar Tupper,2940000866894.0,,,,B&amp;R Samizdat Express,03/01/2010,0
Yvonne: An Autobiography,"Yvonne De Carlo, Doug Warren",9780312002176.0,264,3.67,15,St Martins Pr,February 1st 1987,Autobiography of Friedrich Froebel - Scholar's Choice Edition,Friedrich Fr bel,9781297224102.0,190.0,,,Scholar's Choice,02/18/2015,0
Autobiography: The Story of a Long Life,Marion Harland,9781142608828.0,522,5.0,1,Nabu Press,January 12th 2010,Anyone Can DJ: An autobiography about the power of decisions,Dan Van Casteele,2940151684330.0,,,,22 Lions,02/20/2015,0
An Orderly Man (Dirk Bogarde's Autobiography),Dirk Bogarde,9780140172126.0,291,4.25,89,Penguin Books,1983,Mccoy The Autobiography,Tony Mccoy,9780141007922.0,288.0,,,Penguin UK,08/26/2003,0
Twenty-Five - An Autobiography,Beverley Nichols,9781406794472.0,256,3.45,11,Pomona Press,January 1st 2006,American Autobiography,Rachael McLennan,9780748670468.0,,,,Edinburgh University Press,11/26/2012,0
Private Faces: The Autobiography,Sian Phillips,9780340712559.0,294,3.73,11,Hodder & Stoughton,January 28th 1999,Writing Desire: Sixty Years of Gay Autobiography,Bertram Cohler,9780299222000.0,272.0,,,University of Wisconsin Press,05/28/2007,0
Paper Bullets: A Fictional Autobiography,Kip Fulbeck,9780295980782.0,273,3.62,69,University of Washington Press,April 30th 2001,An Autobiography: The Story of the Lord's Dealings with Mrs. Amanda Smith the Colored Evangelist,"Amanda Berry Smith, Jualynne E. Dodson",9780195052619.0,608.0,,,"Oxford University Press, USA",04/28/1988,0
"The Autobiography of a Flea, Book Four",Anonymous,,164,0.0,0,,,Autobiography and Life Stories of Elwood Walker Chambers,Elwood Chambers,9781475048100.0,428.0,,,CreateSpace Publishing,10/01/2012,0
Third Man to Fatty's Leg: An Autobiography,Steve James,9781904439417.0,302,3.9,10,First Stone,December 1st 2005,God's and Jesus' Autobiography: Life Time of God and Jesus on Earth,T. L. Thomas,9781453622896.0,48.0,,,CreateSpace Publishing,08/24/2010,0
An Independent Man: The Autobiography,Eddie  Jordan,9780752875347.0,416,3.8,51,Orion Publishing,June 1st 2007,Autobiography of Ma-Ka-Tai-Me-She-Kia-Kiak or Black Hawk (1882),Black Hawk,2940000785560.0,,5.0,4.0,B&amp;R Samizdat Express,02/01/2009,0
Fowler: My Autobiography,Robbie Fowler,9780330437639.0,352,3.65,258,Pan Macmillan,May 1st 2006,Autobiography Of Mark Twain - Abridged Edition,Mark Twain,9781608429943.0,600.0,,,KRE,12/14/2010,0
The Sport Of Queens; The Autobiography Of Dick Francis,Dick Francis,9780330266857.0,224,3.81,469,,,Autobiography - Russian - Self Realization Fellowship Pub,"Paramahansa Yogananda, Self Realization Fellowship Pub",9780876120996.0,608.0,,,Self-Realization Fellowship,10/13/2009,0
Journey with Children: The Autobiography of a Teacher,Frances Pockman Hawkins,9780870814518.0,360,5.0,3,University Press of Colorado,June 1st 1997,"The Life of William Carleton, Vol. 2: Being His Autobiography and Letters; And an Account of His Life and Writings, From the Point at Which the Autobiography Breaks Off (Classic Reprint)",William Carleton,9781330877418.0,378.0,,,FB &amp;c Ltd,07/07/2015,0
Steps In Time: An Autobiography,Fred Astaire,9780809591046.0,0,3.95,421,,,Autobiography,Thomas Carlyle John Stuart Mill,2940017594612.0,,,,Simon &amp; Schuster Adult Publishing Group,,0
Budgie The Autobiography of Goalkeeping Legend John Burridge,"John  Burridge, Colin Leslie",9781843582892.0,240,3.67,15,John Blake,April 28th 2011,"John G. Paton, Missionary to the New Hebrides: An Autobiography - Scholar's Choice Edition",Fleming H. Revell Company,9781297461866.0,412.0,,,Scholar's Choice,02/20/2015,0
Theme and Variations: An Autobiography,Bruno Walter,9780313226359.0,344,3.67,6,Greenwood Press,June 1st 1981,Cash: The Autobiography Lesson Plans,BookRags,2940014872287.0,,,,BookRags.com,08/12/2012,0
A Great Experiment: An Autobiography,Lord Robert Cecil,,390,0.0,0,Jonathan Cape,1941,Born to Ride: The Autobiography of Stephen Roche,Stephen Roche,9781448129669.0,288.0,,,Random House Adult Trade Publishing Group,06/07/2012,0
Luckier Than Most: An Autobiography,David Tomlinson,9780340534847.0,207,3.0,2,Trafalgar Square Publishing,February 1st 1992,"Louisiana, Napoleon and the United States: An Autobiography of Pierre-Clement de Laussat (1756-1835)",Maurice Lebel,9780819174475.0,226.0,,,University Press of America,10/12/1989,0
An Autobiography of George Washington As Told to His Scribe,George Washington,9780976968009.0,381,4.67,3,CMED Publishing,January 1st 2005,The Autobiography of Sergeant William Lawrence,"Nugent-Bankes, George",2940012703675.0,,,,Quality Classics,11/30/2010,0
The Autobiography of Jack Woodford,Jack Woodford,,349,3.67,3,askmar publishing,May 2012,"His Majesty, the Queen: An Autobiography",Frank Marino,9780692284377.0,210.0,,,"His Majesty, the Queen",09/05/2014,0
Lightning Joe: An Autobiography,J. Lawton Collins,9780891415305.0,462,4.25,4,Presidio Press,November 1st 1994,"The Life of Hon. William F. Cody, Known As Buffalo Bill, the Famous Hunter, Scout, and Guide: An Autobiography",Buffalo Bill,9780809440160.0,365.0,,,Time-Life Books,01/01/1982,0
"Super Bowl Diary: The Autobiography Of Ken ""The Snake"" Stabler",Ken Stabler,9780523401232.0,0,3.25,4,,,Mary King: The Autobiography,Mary King,9781409104780.0,304.0,,,"Orion Publishing Group, Limited",09/01/2009,0
Linford Christie: An Autobiography,"Linford Christie, Tony Ward",9780099717607.0,0,3.2,5,,,Edward Wortley Montagu: An Autobiography [ficious],Edward Vaughan Hyde Kenealy,2940024373620.0,,,,T. C. Newby,,0
The Autobiography of Jesus of Nazareth,John H. Gottcent,9781424183340.0,184,5.0,1,America Star Books,July 9th 2007,The Black Sheep : The Autobiography of a Paraplegic,Ray Burt,9781742983363.0,,,,Sid Harta Publishers,08/01/2013,0
The Quality of Mercy: An Autobiography,Mercedes McCambridge,9780812909456.0,245,3.56,9,Times Books,March 1st 1981,Real Truth for Real Choices: A Spiritual Autobiography,Liz Millican,9781499682069.0,172.0,,,CreateSpace Publishing,06/01/2014,0
Autobiography,Bernhard Langer,9780091712006.0,224,4.0,1,Hutchinson,October 6th 1988,My Own Story: The Autobiography of Billy the Kid,Ralph Estes,9781503006621.0,210.0,,,CreateSpace Publishing,01/12/2015,0
An Autobiography,Igor Stravinsky,9780393318562.0,192,3.74,111,W. W. Norton & Company,December 17th 1998,God's Grace for Graham: An Autobiography,Graham Jones as Told to Mary Alice Baker Ferguson,9781490850412.0,108.0,,,"Nelson, Thomas, Inc.",12/10/2014,0
Hitchhiking to Heaven: An Autobiography. Lionel Blue,Lionel Blue,9780340786611.0,340,3.45,11,Hodder & Stoughton,May 1st 2005,"Contemporary Authors Autobiography Series, Volume 3",Adele Sarkissian,9780810345027.0,450.0,,,Gale Group,03/28/1986,0
Frank Lloyd Wright: An Autobiography,Frank Lloyd Wright,9780764932434.0,561,3.8,138,Pomegranate Communications In,January 1st 2005,80 Not Out: The Autobiography,Patrick Moore,9781843570486.0,288.0,,,Contender Entertainment Group,08/30/2003,0
The Autobiography Of An Englishman,"""Y""",9780236310852.0,224,4.0,1,Elek (Paul) (Scientific Books) Ltd,February 27th 1975,Autobiography of Friedrich Froebel $c translated and annotated,Emilie Michaelis ... and H. Keatley Moore.,9783655155684.0,,,,MVB E-Books,01/01/2010,0
No Limits: My Autobiography,Ian Poulter,,320,3.93,56,Quercus,October 23rd 2014,Too Rich and Too Thin: Not an Autobiography,Barbara Deshong,9781590806418.0,372.0,4.5,2.0,Echelon Press Publishing,09/28/2009,0
Autobiography,Steve Thompson,9781849838054.0,320,0.0,0,Simon & Schuster UK,September 12th 2013,Stepping Stones of Life: AUTOBIOGRAPHY OF N.E.S. (PETER) SIMON (1898-1980),Peter Simon,9781483659473.0,97.0,5.0,1.0,Xlibris UK,07/12/2013,0
Rhinestone Cowboy An Autobiography,"Glen Campbell, Tom Carter",9780849911767.0,0,3.0,1,W Publishing Group,June 1st 1994,"The Bishop, the Hunchback, & the Lunatic: The Autobiography of a Mad-Doctor",an Apostate Son of a Baptist While Western Civilization as We Know It H,9781479195664.0,508.0,,,CreateSpace Publishing,02/12/2013,0
Lay Bare the Heart: An Autobiography of the Civil Rights Movement,"James Farmer, Don Carleton",9780875651880.0,370,4.25,56,Texas Christian University Press,June 1st 1998,Autobiography of Andrew T. Still: With a History of the Discovery and Development of the Science ...,Andrew Taylor Still,2940026619979.0,,,,The author,,0
Thanks for Coming!: An Autobiography,Jim Haynes,9780571131761.0,336,4.4,5,Faber & Faber,January 1st 1984,"Life, Laughter, and the Lord: An Autobiography",Rawlings,9781483630786.0,154.0,,,Xlibris Corporation,05/18/2013,0
The Right Place at the Wrong Time: The Autobiography of Corne Krige,Corne Krige,9781770070974.0,221,2.82,17,Zebra Press,January 1st 2005,One Furrow at a Time: The Autobiography of Dave Low,"Tom A. Low, Tom Low",9781887301008.0,160.0,,,Palmetto Bookworks,04/28/1995,0
The Breaks Are Off: My Autobiography,Graeme Swann,9781444727388.0,352,3.48,40,Hodder & Stoughton,January 1st 2012,Billy the Kid: An Autobiography,Daniel A Edwards,9780692437254.0,250.0,,,"Creative Texts Publishers, LLC",10/31/2014,0
The Autobiography,Seán Óg Ó hAilpín,9781844882748.0,320,3.7,10,Penguin Ireland,2013,Achsa: An Autobiography,Achsa Barnwell Peacock Donnels,9781891940019.0,103.0,,,Golden Eagle Press,09/28/1998,0
The Autobiography Of George Cohen Mbe,"George Cohen, James Lawton",9781903267110.0,336,3.67,3,Greenwater Publishing,April 19th 2003,Life of Benjamin Franklin: On the Basis of His Autobiography (Classic Reprint),Benjamin Franklin,9781330154151.0,260.0,,,FB &amp;c Ltd,06/24/2015,0
Vûdû Cartography: The Autobiography of Michael Houdeaux,Michael Bertiaux,,192,4.5,8,Fulgur Limited,2010,"Autobiography of a Blue-eyed Devil: My Life and Times in a Racist, Imperialist Society",Inga Muscio,9781609805203.0,288.0,,,Seven Stories Press,03/25/2014,0
In Spite of the Handicap: An Autobiography,James D. Corrothers,9780836988840.0,238,0.0,0,Books for Libraries,,"An autobiography of Anna Kay Scott, M.D. [microform]",Anna Kay Scott,2940030573847.0,,,,"Chicago, Ill. : Anna Kay Scott, M.D.",,0
Maradona: The Autobiography of Soccer's Greatest and Most Controversial Star,"Diego Maradona, Mark Weinstein",,328,4.33,3,Skyhorse Publishing,April 1st 2013,"Autobiography of Thomas Wilkinson Wallis : sculptor in wood, and extracts from his sixty years' journal ..",Thomas Wilkinson Wallis,2940017335161.0,,,,Louth : J.W. Goulding,,0
Autobiography of Jurji Zaidan,"جرجي  زيدان, Jurji Zaydan",9780894106538.0,118,4.67,3,Passeggiata Pr,June 28th 1990,"Kolokotrones, the Klepht and the Warrior: bsixty Years of Peril and Daring : an Autobiography",Theodoros Kolokotrones,9781407692531.0,376.0,,,HardPress Publishing,01/10/2012,0
Living on the Edge: The Autobiography of Peter J. Daniels,Peter J. Daniels,,472,4.8,5,,,"Autobiography of Z. S. Hastings, Written for His Boys",Z.S. Hastings,9781455410569.0,,3.0,2.0,B&amp;R Samizdat Express,04/01/2011,0
Dual Allegiance: An Autobiography,Ben Dunkelman,9780887801273.0,340,4.33,3,Goodread Biographies,January 1st 1984,"The autobiography of the Rev. Charles Freshman; late rabbi of the Jewish synagogue at Quebec, and graduate of the Jewish theological seminary at Prague; at present German Wesleyan minister at Preston, Ontario..",Charles Freshman,2940027397456.0,,,,"Toronto, S. Rose",,0
Red Auerbach: An Autobiography,"Red Auerbach, Joe Fitzgerald",9780399118937.0,331,4.25,4,Putnam Publishing Group,December 31st 1977,"The Works of Symon Patrick, D.D., Sometime Bishop of Ely: Including His Autobiography Volume 7",Patrick Simon 1626-1707,9781314584233.0,660.0,,,HardPress Publishing,06/28/2013,0
