ID,Title,Authors,ISBN13,Pages,Rating,Ratings_Count,Publisher,Publish_Date
2635,Autobiography of an Actress (1854),Anna Cora Ogden,9780217686709,449,4.0,1,General Books LLC,2009
2636,Jane Eyre: An Autobiography,BERNHARD TAUCHNITZ,,0,3.0,1,B. Tauchnitz Jun.,
2637,Brushes With History: An Autobiography,K.K. Birla,9780670081295,665,0.0,0,Penguin Books India,
2638,An Autobiography - The Original Classic Edition,Igor Stravinsky,9781486155156,62,4.0,1,Emereo Classics,June 18th 2012
2639,Psycho: The Autobiography,"Stuart Pearce, Bob Harris",9780747264828,438,3.4,72,Headline Book Publishing,2001
2640,Autobiography (Dodo Press),Albert Parsons,9781409943648,48,0.0,0,Dodo Press,March 20th 2009
2641,The Long Road Home: An Autobiography,John Moody,9780405069758,263,3.5,2,Arno Press,
2642,Hazel O'Conner: An Autobiography,Proteus,9780906071816,127,0.0,0,Scribner,December 1st 1981
2643,The Autobiography Of Peggy Eaton,Peggy Eaton,9780405128370,216,3.5,2,Arno Press,
2644,Autobiographies (Erasmus editions),Richard Kostelanetz,9780930012410,280,5.0,1,Future Press,January 1st 1981
2645,The Electric Windmill: An Inadvertent Autobiography,Tom Bethell,9780895265685,0,0.0,0,Regnery Publishing,
2646,A Scientific Autobiography: S Chandrasekhar,Kameshwar C. Wali,9789814299572,277,3.0,1,World Scientific Publishing Company,January 4th 2011
2647,Bluff Rock: Autobiography Of A Massacre,Katrina M. Schlunke,9781920731717,272,0.0,0,Fremantle Arts Centre Press,
2648,The Autobiography of William Plomer,William Plomer,9780800805432,455,4.0,1,Taplinger Publishing Company,January 1st 1976
2649,Furrball's Memoirs: A Cat's Autobiography,Furrball Minke,,60,4.0,1,Roe Jackson/Dovetailers Inc.,December 10th 2011
2650,"Augustus Carp, Esq. By Himself Being the Autobiography of a Really Good Man",Henry H. Bashford,9781598180350,136,3.87,235,Aegypan,October 1st 2006
2651,An Autobiography of Lessons Learned,Jagannath Giri,9781475985115,286,0.0,0,iUniverse,June 24th 2013
2652,Prelude and Fugue: An Autobiography,Joan Evans,,0,3.0,1,,
2653,Anne Francis: An Autobiography,Florence Bird,9780772007193,0,4.0,1,,
2654,The Autobiography of Thomas E. Henage,Thomas E. Henage,,494,4.0,1,,
2655,The Autobiography of a Flea: Complete Edition,A. Pukka Swiver,9781451568677,192,0.0,0,Createspace,March 26th 2010
2656,Italian American Autobiographies,Richard Gambino,9781883386009,144,0.0,0,University Of Rhode Island,June 1st 1993
2657,D-Day Survivor: An Autobiography,Harold Baumgarten,,256,4.5,2,Pelican Publishing,October 1st 2006
2658,The Sport of Queens: An Autobiography,Dick Francis,9781405916837,256,4.0,1,,
2659,An Autobiography of Theodore Roosevelt,Stephen Brennan,,320,2.0,1,Skyhorse Publishing,November 15th 2011
2660,Autobiography of Benvenuto Cellini,Charles J. Finger,9781428600102,96,0.0,0,Kessinger Publishing,May 15th 2006
2661,"Under My Skin: Volume One of My Autobiography, to 1949",Doris Lessing,9780060926649,448,4.05,473,Harper Perennial,September 1st 1995
2662,Autobiography Of Jesus Christ,Frank C. Laubach,9780940232303,0,5.0,1,,
2663,The Story Of A Musical Life; An Autobiography,George F. Root,9780404072056,256,4.0,2,AMS Press,
2664,Fifteen Years in Hell : an Autobiography,"Benson, Peter Luther",,232,3.0,2,HardPress Publishing,August 20th 2014
2665,An Autobiography of an Unknown Man,T. S. Grant,9780976680901,0,4.0,1,Spencer Publishing,May 30th 2005
2666,It stands to reason: a kind of autobiography,Johnny Speight,9780860070641,239,4.0,2,Futura Publications Ltd,September 1974
2667,True to Type: A Typographical Autobiography,Ruari McLean,9780907961116,225,0.0,0,Werner Shaw,June 1st 2000
2668,Malpractice: Autobiography of a Victim,Dean Lipton,9780498021855,251,5.0,2,A. S. Barnes,October 1st 1978
2669,Autobiography of a Law School,John Mixon,,0,5.0,1,,
2670,From Right to Left: An Autobiography,Frederick Vanderbilt Field,9780882081618,336,5.0,1,Lawrence Hill & Co,August 13th 1983
2671,"An Autobiography, Part 2",Herbert Spencer,9781417970322,564,0.0,0,Kessinger Publishing,January 1st 2005
2672,Open Secret: The Autobiography of the Former Director-General of MI5,Stella Rimington,9780099436720,320,3.51,221,Random House UK,September 1st 2002
2673,Autobiography with Letters V1,William Lyon Phelps,9780548514498,532,0.0,0,Kessinger Publishing,September 12th 2007
2674,"Temporalities, Autobiography and Everyday Life",Jan Campbell,9780719055751,320,0.0,0,Manchester University Press,October 4th 2002
2675,From the Ground Up: An Autobiography,Viola Macmillan,9781550224573,220,0.0,0,ECW Press,June 1st 2001
2676,Autobiography of Andrew T. Still,Andrew Still,,400,3.5,2,The author,
2677,Downstart: The Autobiography Of Brian Inglis,Brian Inglis,9780701133900,0,0.0,0,Chatto & Windus,January 1st 1990
2678,Out in the Open: An Autobiography,Geoffrey Dutton,9780702226816,528,4.0,1,University of Queensland Pr (Australia),December 12th 1994
2679,The History of Neuroscience in Autobiography,Larry R. Squire,9780126602463,575,0.0,0,Academic Press,January 1st 2004
2680,One Perfect Day: An Autobiography,"Paul Harragon, Brett Keeble",9780330361835,298,4.0,1,Ironbark,January 1st 1999
2681,Gone To The Dogs: An Autobiography,Dennis McCarthy,,0,0.0,0,,
2682,Is Love All? an autobiography,Eva Silberman,,321,5.0,1,Courtney Heldman,2012
2683,Tainted Life: The Autobiography,Marc Almond,9780330372015,465,4.15,118,Pan Macmillan,October 1st 2000
2684,Mark Twain's Own Autobiography,"Michael Kiskis, Wolfram Kandinsky",9780736622899,0,5.0,1,Books on Tap,October 9th 1992
2685,The Making of an American Psychologist: An Autobiography,"Syemour B. Sarason, Syemour B. Sarason",9781555421106,430,3.0,1,Jossey-Bass,March 1st 1988
2686,Patricia Hodge Autobiography,Patricia Hodge,9780753555279,256,0.0,0,Virgin Books,March 13th 2014
2687,Tina: Autobiography & Genealogy,Justina E. Smith,9780962024917,218,0.0,0,Broadblade Press,
2688,The Rags Of Time: A Fragment Of Autobiography,William Buchan,9780907675914,278,0.0,0,Ashfor,
2689,"""Bitch!"": The Autobiography of Lady Lawford",May Lawford,9780828319959,142,2.0,1,Branden Books,December 1st 1986
2690,The Inner Sole...a Fictional Autobiography,C.G. Wesley,9781483908151,316,3.5,2,Createspace,March 31st 2013
2691,Cheech & Chong: The Unauthorized Autobiography,Tommy Chong,,224,4.0,1,Simon Spotlight Entertainment,August 12th 2008
2692,A Ringside Seat: The Autobiography,MICHAEL BRUNSON,9780340728369,0,3.0,2,,
2693,Niall Quinn: The Autobiography,Niall Quinn,,432,5.0,1,Headline,November 6th 2014
2694,Neoconservatism: The Autobiography of an Idea,Irving Kristol,9780028740218,512,3.61,56,Free Press,September 20th 1995
2695,Come What May: The Autobiography,Dónal Óg Cusack,,304,3.0,3,,
2696,$67.50: Autobiography of a Life in Retail,"Hassold, Robert D.",,176,4.0,1,Tugboat Alley,2009
2697,"The Autobiography of a Flea, Book 3",Anonymous,,202,0.0,0,,
2698,The Autobiography of a Catholic Anarchist,"Ammon Hennacy, Dorothy Day",9781258202330,328,3.0,1,Catholic Worker Books,January 1954
2699,Sunshine & Shadow: An Autobiography,Jan Howard,9780685356869,490,4.0,1,Stoddart,
2700,The Autobiography of Frank M. James,Frank M. James,9781604770124,184,0.0,0,Xulon Press,October 1st 2007
2701,Made for Rugby: The Autobiography,Barrie McDermott,9780283073762,256,0.0,0,Macmillan UK,October 1st 2004
2702,Harvest of My Years: An Autobiography,Channing Pollock,,395,4.0,1,Bobbs-Merrill,1943
2703,The Test: My Autobiography,Brian O'Driscoll,9780241962688,320,4.2,5,Penguin Ireland,June 30th 2015
2704,Antonin Raymond: An Autobiography,Antonin Raymond,9780804810449,328,4.0,1,Tuttle Publishing,1973
2705,#2Sides: My Autobiography,Rio Ferdinand,,350,3.53,130,Blink Publishing,October 2nd 2014
2706,Alibi: an unauthorized autobiography,Dale Barnes,9781609840235,0,0.0,0,Lion Around Productions,December 10th 2007
2707,Schizophrenia and I: An Autobiography,John Carver,9781493141142,94,4.0,2,Xlibris Corporation,February 17th 2014
2708,Approach March; A Venture In Autobiography,Julian Amery,9780091132705,0,5.0,1,,
2709,Malcolm Macdonald An Autobiography,Malcolm MacDonald,9780213168797,0,4.0,1,,
2710,The Crusade: Autobiography of B.G. Shirke,Bi Ji Śirke,9788186172391,648,5.0,1,Ameya Prakasana,December 6th 2009
2711,Sun and Shadow: An Autobiography,Jean-Pierre Aumont,9780393335620,320,5.0,2,W. W. Norton & Company,May 1st 1977
2712,Autobiography: The Story of a Long Life,Marion Harland,9781142608828,522,5.0,1,Nabu Press,January 12th 2010
2713,Eyes of Eternity: A Spiritual Autobiography,Vesna Krmpotić,9780151296279,204,5.0,1,Houghton Mifflin Harcourt P,January 1st 1979
2714,Farangi - Autobiography of an Afghan Immigrant,Wazir Akbar Shpoon,9781257133772,190,4.0,1,Lulu.com,December 1st 2011
2715,Autobiography of an Actress (1854),Anna Cora Ogden,9780217686709,449,4.0,1,General Books LLC,2009
2716,To The Point: The No Holds Barred Autobiography,"Herschelle Gibbs, Steven Smith",9781770221314,236,3.23,117,Zebra Press,February 1st 2011
2717,Jane Eyre: An Autobiography,BERNHARD TAUCHNITZ,,0,3.0,1,B. Tauchnitz Jun.,
2718,Brushes With History: An Autobiography,K.K. Birla,9780670081295,665,0.0,0,Penguin Books India,
2719,An Autobiography - The Original Classic Edition,Igor Stravinsky,9781486155156,62,4.0,1,Emereo Classics,June 18th 2012
2720,Autobiography (Dodo Press),Albert Parsons,9781409943648,48,0.0,0,Dodo Press,March 20th 2009
2721,Truth Be Told... My Autobiography,Beverley Craven,,303,0.0,0,Beverley Craven,2012
2722,Glenn Hoddle: an autobiography.,Glenn. Hoddle,9780720714333,145,2.0,2,Pelham,1982
2723,The Changing Scenes of Life: An Autobiography,John Bagot Glubb,9780704323292,224,0.0,0,Quartet Books Ltd.,May 1st 1983
2724,Romantic Autobiography In England,Eugene Stelzig,9780754663669,219,0.0,0,Ashgate Publishing,April 1st 2009
2725,J.Y.: An Autobiography Of Jimmy Young,Jimmy Young,9780352300140,176,0.0,0,Star Books,1974
2726,"His Majesty, the Queen: An Autobiography",Frank Marino,9780692284377,210,4.0,1,His Majest,September 5th 2014
2727,"Michelle Kwan, Heart of a Champion: An Autobiography","Michelle Kwan, Laura M. James, Peggy Fleming",9780590763400,151,3.89,124,Scholastic,November 1997
2728,Autobiography of An Alcoholic Yogi,John  Morrison,,80,0.0,0,Xlibris,June 21st 2006
2729,Mum Shirl: An Autobiography,Roberta B. Sykes,9780858594067,0,0.0,0,,
2730,The Autobiography of our Beloved,Jamie Brown,,0,5.0,1,Smashwords,November 7th 2009
2731,Done in Oil: An Autobiography,"J. Howard Marshall, J. Howard Marshall II, Robert L. Bradley",9780890969878,304,0.0,0,Texas A&M University Press,June 1st 2000
2732,Lifetime Beginner: An Autobiography,Nikkyo Niwano,9784333003365,304,0.0,0,Kosei Publishing Co,December 15th 1989
2733,An Autobiography of Jack London,Stephen  Brennan,9781620873649,448,0.0,0,Skyhorse Publishing,January 2nd 2013
2734,Calling The Horses: A Racing Autobiography,Sir Peter O'Sullevan,9781473606869,336,5.0,1,Hodder & Stoughton,January 1st 2015
2735,Life on a Plate: The Autobiography,Greg Wallace,9781409139218,320,4.0,1,Orion Publishing,February 1st 2014
2736,Alan Mullery: The Autobiography,Alan Mullery,9780755314829,320,3.0,1,Headline Book Publishing,August 9th 2007
2737,Threads of Life: Autobiography and the Will,Richard Freadman,9780226261430,394,0.0,0,University Of Chicago Press,February 1st 2001
2738,Soldier: The Autobiography,Mike Jackson,9780593059074,400,3.86,71,Bantam Press/Transworld Publishers/Random House Group Ltd.,September 10th 2007
2739,Battleground: The Autobiography of Margaret A. Haley,"Margaret Haley, Robert L. Reid",9780252009136,330,5.0,1,University of Illinois Press,August 1st 1982
2740,Springtime in Taranaki: An Autobiography of Youth,Douglas Stewart,9781743312346,256,2.0,1,Allen & Unwin,August 1st 2012
2741,On the Wing: My Autobiography,"Willie Morgan, Simon Wadsworth",9781780577616,0,0.0,0,Mainstream Digital,August 1st 2013
2742,Foster and Allen: Autobiography,Mick Foster,9780753541937,256,4.0,2,Virgin Books,November 1st 2013
2743,"COMING , SIR ! : The Autobiography of a Waiter",Dave Marlowe,,268,3.0,1,George G Harrap & Co Ltd,1937
2744,The Autobiography of SATAN (Authorized Edition),William Glasser,,140,4.5,2,,
2745,Schizophrenia and I: An Autobiography,John Carver,9781493141142,94,4.0,2,Xlibris Corporation,February 17th 2014
2746,Approach March; A Venture In Autobiography,Julian Amery,9780091132705,0,5.0,1,,
2747,The Autobiography of Kerwin Maegraith,"Kerwin Maegraith, David Maegraith",,0,0.0,0,,
2748,Autobiography of a Redneck Hindu,Robert Ransom Odom,9781419662140,158,0.0,0,Booksurge Publishing,March 22nd 2007
2749,The Autobiography of Fidel Castro,"Norberto Fuentes, Anna Kushner",9780393068993,567,3.58,65,W. W. Norton & Company,December 7th 2009
2750,Winter's Tale: An Autobiography,David Winter,9780745950006,256,0.0,0,Lion UK,August 1st 2001
2751,Dickie Bird Autobiography,"Dickie Bird, Michael Parkinson",,528,5.0,1,Hodder & Stoughton,August 16th 2012
2752,On Superconductivity and Superfluidity: A Scientific Autobiography,Vitaly L. Ginzburg,9783540680048,232,0.0,0,Springer,January 1st 2009
2753,Telling and Keeping: A Writer's Autobiography,Maureen Lawrence,9780704341487,169,5.0,2,Rodale Books,March 1st 1990
2754,The Winning Touch: My Autobiography,"Stevie Chalmers, Graham McColl",9780755363247,288,3.5,2,Headline Book Publishing,August 1st 2013
2755,The Cambridge Companion to Autobiography,"Maria DiBattista, Emily Wittman",9781107609181,286,0.0,0,Cambridge University Press,April 8th 2014
2756,The Autobiography of Charles Darwin,Francis Darwin,,98,0.0,0,BookSurge Classics,May 1st 2009
2757,Autobiography of Mrs. Fletcher of Edinburgh,"Eliza Fletcher, Mary Richardson",9781108020923,352,2.5,2,Cambridge University Press,September 3rd 2010
2758,Patterns Of Experience In Autobiography,Susanna Egan,9780807815816,240,2.0,1,University of North Carolina Press,August 13th 1984
2759,Autobiography of Edward Austin Sheldon. --,"Edward Austin Sheldon, Mary Downing Sheldon Barnes",9781177828284,286,0.0,0,Nabu Press,August 28th 2010
2760,The Place of Knowing: A Spiritual Autobiography,Emma Lou Warner Thayne,9781450285278,272,4.1,62,iUniverse.com,January 21st 2011
2761,Beautiful Joe: An Autobiography,Marshall Saunders,,372,4.5,2,Nabu Press,January 3rd 2010
2762,Still with the Music: My Autobiography,"Karl Jenkins, Sam Jackson",,256,0.0,0,,
2763,Up from Slavery: An Autobiography,Booker T. Washington,9780554361161,224,5.0,1,BiblioLife,August 18th 2008
2764,Write Your Own Autobiography,Natalie M. Rosinsky,9780756535254,64,0.0,0,Compass Point Books,January 1st 2008
2765,Barefoot in the sky;: An autobiography,Sheila Scott,9780026086608,256,2.0,1,Macmillan,January 28th 1974
2766,The Americanization of Edward Bok: An Autobiography,Edward Bok,,338,4.04,54,The American Foundation Inc.,1965
2767,"Autobiographies 2: Inishfallen, Fare Thee Well; Rose and Crown; Sunset and Evening Star",Seán O'Casey,9780881840759,0,3.89,9,Carroll & Graf Publishers,May 1st 1984
2768,Autobiography: Drums Under the Window v. 3 (Autobiography / Sean O'Casey),Seán O'Casey,9780330029339,288,4.0,1,Macmillan,March 10th 1972
2769,The Education of a WASP (Wisconsin Studies in Autobiography) (Wisconsin Studies in American Autobiography),Lois M. Stalvey,,350,5.0,1,University of Wisconsin Press,February 1st 1989
2770,How to Write an Autobiography: An Essential Guide to Writing About Yourself in a Memoir or Autobiography,Maximo Sanders,,28,3.5,2,,
2771,Autobiography,A.A. Milne,,315,4.0,13,E. P. Dutton,1939
2772,Autobiography and National Identity in the Americas Autobiography and National Identity in the Americas,Steven Hunsaker,9780813918457,148,4.0,1,University of Virginia Press,March 22nd 1999
2773,The Romantic Subject in Autobiography Romantic Subject in Autobiography: Rousseau and Goethe Rousseau and Goethe,Eugene L. Stelzig,9780813919751,279,4.0,1,University of Virginia Press,October 22nd 2000
2774,The autobiography of a native hawaiian pearl harbor survivor: Counting my Blessings,Herb Weatherwax,,56,3.86,7,Pacific Historic Parks,2013
2775,Leading from the Front: The Autobiography. General Sir Richard Dannatt,Richard Dannatt,9780552162616,0,3.6,10,Corgi Books,May 1st 2011
2776,From Annapolis to Scapa Flow: The Autobiography of Edward L. Beach Sr.,"Edward L. Beach Sr., Edward L. Beach",9781557502988,302,3.86,7,US Naval Institute Press,November 1st 2002
2777,The Autobiography Of Emperor Haile Sellassie 1 King Of Kings Of Ehiopia Vol. 1,Edward Ullendorff,9780948390395,0,4.67,3,,
2778,An Autobiography: The Story of the Lord's Dealings with Mrs. Amanda Smith the Colored Evangelist,Amanda  Smith,9780195052619,608,3.5,4,Oxford University Pres,April 14th 1988
2779,The Substance and the Shadow: An Autobiography,Dilip Kumar,9789381398869,450,3.58,96,Hay House India,June 8th 2014
2780,Jane Eyre - An Autobiography - Vol 1 (جين إير #1),Charlotte Brontë,9781444681642,358,4.26,129,Van Doren Press,December 9th 2009
2781,Astounding Days: The Science Fictional Autobiography,Arthur C. Clarke,9780575047747,256,3.84,76,Gollancz,April 1st 1990
2782,Praeterita: The Autobiography Of John Ruskin,John Ruskin,9780192812537,0,3.96,46,Oxford University Pres,November 16th 1978
2783,"The Colored Cadet at West Point: Autobiography of Lieutenant Henry Ossian Flipper, U. S. A., First Graduate of Color from the U. S. Military Academy","Henry Ossian Flipper, Quintard Taylor",9780803268906,332,3.24,17,Bison Books,October 1st 1998
2784,Give me this mountain: an autobiography,Helen Roseveare,9780851103341,160,4.27,88,Inter-Varsity,July 1966
2785,Migrations of the Heart: An Autobiography,Marita Golden,9781400078318,240,4.17,89,Anchor,January 4th 2005
2786,It Isn't This Time of Year at All: An Unpremeditated Autobiography,Oliver St. John Gogarty,9780837138145,256,3.0,2,Greenwood Press,October 14th 1970
