Title_A,Author_A,Price_A,ISBN13_A,Publisher_A,Publication_Date_A,Pages_A,Dimensions_A,Title_B,Author_B,Price_B,ISBN13_B,Publisher_B,Publication_Date_B,Pages_B,Dimensions_B,Gold
The Indigo Spell (Richelle Mead's Bloodlines Series #3),Richelle Mead,$9.99 ,9781595146137,Penguin Young Readers Group,10/22/13,448.0,5.40(w) x 8.20(h) x 1.40(d),While He Was Away,Karen Schreck,$5.79,9781402264023,Sourcebooks Fire,"May. 1st, 2012",249,5.48 x 8.21 x 0.69 inches,0
Pay It Forward,Catherine Ryan Hyde,$13.45 ,9781476796383,Simon & Schuster,12/23/14,336.0,5.50(w) x 8.30(h) x 0.90(d),Young Fu of the Upper Yangtze,Elizabeth Foreman Lewis,$9.99,9780312380076,Square Fish,"Apr. 29th, 2008",306,5.20 x 7.65 x 0.86 inches,0
Falling into Place,Amy Zhang,$9.99 ,9780062295057,HarperCollins Publishers,7/7/15,320.0,5.20(w) x 8.50(h) x 0.90(d),Kingdom Keepers V(Kingdom Keepers (Paperback)),Ridley Pearson,$10.30,9781423171959,Hyperion Books,"Feb. 26th, 2013",560,,0
The Hobbit: The Enchanting Prelude to The Lord of the Rings,J. R. R. Tolkien,$8.99 ,9780345339683,Random House Publishing Group,7/28/86,320.0,4.19(w) x 8.87(h) x 0.85(d),Thirst No. 5(Thirst (Paperback)),Christopher Pike,$7.98,9781442467316,Simon Pulse,"Mar. 5th, 2013",528,,0
Revealed (House of Night Series #11),P. C. Cast,$9.99 ,9781250061409,St. Martin's Press,1/20/15,320.0,5.40(w) x 8.20(h) x 1.00(d),Tucket's Ride(Tucket Adventures (Paperback)),Gary Paulsen,$8.97,9780440411475,Yearling Books,"Mar. 9th, 1998",112,5.24 x 7.66 x 0.32 inches,0
Stung (Stung Series #1),Bethany Wiggins,$9.99 ,9780802735898,Walker & Company,2/18/14,320.0,5.40(w) x 8.20(h) x 0.90(d),"Comprehensive Curriculum of Basic Skills, Grade 6(Comprehensive Curriculum of Basic Skills)",American Education Publishing,$17.48,9781609963354,American Education Publishing,"Mar. 1st, 2011",544,8.30 x 10.60 x 1.10 inches,0
The Name of the Game Was Murder,Joan Lowery Nixon,$5.99 ,9780440219163,Random House Children's Books,11/28/94,192.0,4.25(w) x 6.93(h) x 0.52(d),What She Left Behind,Tracy Bilen,$10.86,9781442439511,Simon Pulse,"May. 1st, 2012",256,5.54 x 8.26 x 0.66 inches,0
The Last Hero: A Discworld Fable (Discworld Series #27),Terry Pratchett,$18.13 ,9780060507770,HarperCollins Publishers,8/28/02,176.0,9.42(w) x 10.30(h) x 0.66(d),Life Strategies for Teens(Life Strategies Series),Jay McGraw,$15.11,9780743215466,Fireside Books,"Dec. 4th, 2000",240,6.14 x 9.22 x 0.59 inches,0
Ghosts of War: The True Story of a 19-Year-Old GI,Ryan Smithson,$8.93 ,9780061664717,HarperCollins Publishers,5/4/10,321.0,5.20(w) x 7.90(h) x 1.00(d),No Pretty Pictures,Anita Lobel,$9.27,9780061565892,Collins,"Sep. 16th, 2008",239,5.30 x 8.00 x 0.70 inches,0
Her Dark Curiosity (Madman's Daughter Series #2),Megan Shepherd,$8.81 ,9780062128065,HarperCollins Publishers,12/23/14,448.0,5.31(w) x 8.00(h) x 1.12(d),Point Blank(Alex Rider Adventures (Paperback)),Anthony Horowitz,$13.42,9780399250262,Philomel Books,"Jan. 1st, 2008",144,6.28 x 9.00 x 0.39 inches,0
Betrayed (House of Night Series #2),P. C. Cast,$9.99 ,9780312360283,St. Martin's Press,10/2/07,320.0,5.47(w) x 8.33(h) x 0.82(d),Half-Blood(Covenant),Jennifer L. Armentrout,$10.60,9780983157205,Spencer Hill Press,"Oct. 15th, 2011",281,6.00 x 8.90 x 0.90 inches,0
Nick and Norah's Infinite Playlist,Rachel Cohn,$9.99 ,9780375835339,Random House Children's Books,8/28/07,208.0,5.50(w) x 8.19(h) x 0.44(d),"All the People, Since 1945",Joy Hakim,$16.62,9780199735532,"Oxford University Press, USA","Aug. 12th, 2010",297,7.50 x 9.26 x 0.60 inches,0
Her Dark Curiosity (Madman's Daughter Series #2),Megan Shepherd,$8.99 ,9780062128065,HarperCollins Publishers,12/23/14,448.0,5.31(w) x 8.00(h) x 1.12(d),Killers of the Dawn(Cirque Du Freak: Saga of Darren Shan (Paperback)),Darren Shan,$9.97,9780316106542,"Little, Brown Books for Young Readers","May. 1st, 2006",208,5.50 x 8.26 x 0.69 inches,0
Words Wound: Delete Cyberbullying and Make Kindness Go Viral,Justin W. Patchin,$13.11 ,9781575424514,"Free Spirit Publishing, Inc.",12/3/13,208.0,7.44(w) x 5.98(h) x 0.47(d),Los Juegos del Hambre = The Hunger Games(Hunger Games),Suzanne Collins,$19.87,9788427202122,Molino,"Mar. 1st, 2012",396,5.59 x 8.33 x 1.38 inches,0
The White Mountains (Tripods Series #1),John Christopher,$7.99 ,9781481414777,Aladdin,5/13/14,272.0,5.10(w) x 7.60(h) x 0.90(d),Scorpia(Alex Rider Adventures (Paperback)),Anthony Horowitz,$10.16,9780142405789,Puffin Books,"Feb. 16th, 2006",388,5.26 x 7.70 x 1.26 inches,0
Star Wars Episode I: The Phantom Menace,Terry Brooks,$7.99 ,9780345434111,Random House Publishing Group,2/29/00,384.0,6.88(w) x 10.88(h) x 0.94(d),The Unwritten Rule,Elizabeth Scott,$10.69,9781416978923,Simon Pulse,"May. 24th, 2011",210,6.63 x 8.27 x 0.63 inches,0
Something for Joey,Richard Peck,$6.99 ,9780553271997,Random House Children's Books,3/28/83,192.0,4.80(w) x 6.88(h) x 0.56(d),I Can't Keep My Own Secrets,Larry Smith,$9.95,9780061726842,Harper Teen,"Sep. 1st, 2009",192,4.90 x 6.90 x 0.50 inches,0
Soldier Boys,Dean Hughes,$7.99 ,9780689860218,Simon Pulse,4/2/03,240.0,6.94(w) x 10.90(h) x 0.65(d),Quesadilla Moon,Gary D. Castillo,$7.42,9781558854338,Pinata Books,"Apr. 1st, 2007",100,5.74 x 8.51 x 0.34 inches,0
"Buffy the Vampire Slayer Season Eight, Volume 2: No Future for You",Brian K. Vaughan,$13.15 ,9781593079635,Dark Horse Comics,5/28/08,320.0,6.60(w) x 10.10(h) x 0.40(d),"Tiger, Tiger",Lynne Reid Banks,$8.43,9780440420446,Laurel Leaf Library,"Feb. 13th, 2007",195,4.20 x 6.90 x 0.58 inches,0
Take a Thief (Heralds of Valdemar Series #5),Mercedes Lackey,$7.59 ,9780756400583,DAW,10/28/02,448.0,6.76(w) x 4.12(h) x 1.20(d),Downriver,Will Hobbs,$8.11,9781442445475,Atheneum Books for Young Readers,"Jul. 10th, 2012",198,5.30 x 7.67 x 0.57 inches,0
Princess in Waiting (Princess Diaries Series #4),Meg Cabot,$9.99 ,9780061543647,HarperCollins Publishers,4/22/08,256.0,5.31(w) x 8.00(h) x 0.57(d),Coraline,Neil Gaiman,$9.94,9780060575915,HarperTrophy,"May. 4th, 2004",194,4.12 x 6.74 x 0.59 inches,0
The Beach,Alex Garland,$13.03 ,9781573226523,Penguin Publishing Group,2/28/98,448.0,5.14(w) x 7.95(h) x 0.95(d),Lucy in the Sky,Anonymous,$8.54,9781442451858,Simon Pulse,"May. 1st, 2012",267,5.09 x 7.14 x 0.79 inches,0
The Dead and the Gone (Life As We Knew It #2),Susan Beth Pfeffer,$7.99 ,9780547258553,Houghton Mifflin Harcourt,1/18/10,321.0,5.00(w) x 6.90(h) x 0.90(d),Incarnate,Jodi Meadows,$10.86,9780062060761,Katherine Tegen Books,"Jan. 2nd, 2013",400,,0
Underdogs,Markus Zusak,$10.16 ,9780545542593,"Scholastic, Inc.",11/26/13,512.0,5.20(w) x 7.90(h) x 1.10(d),Override,Heather Anastasiu,$11.29,9781250003003,St. Martin's Griffin,"Feb. 19th, 2013",336,,0
Book of a Thousand Days,Shannon Hale,$8.99 ,9781599903781,Bloomsbury USA,9/15/09,336.0,5.06(w) x 7.78(h) x 0.94(d),The Disappearance of Haruhi Suzumiya(Melancholy of Haruhi Suzumiya (Paper)),Nagaru Tanigawa,$14.18,9780316038898,"Little, Brown Books for Young Readers","Nov. 2nd, 2010",183,5.56 x 8.24 x 0.53 inches,0
Lament: The Faerie Queen's Deception,Maggie Stiefvater,$7.25 ,9780738713700,"Llewellyn Worldwide, Ltd.",10/1/08,336.0,5.20(w) x 7.90(h) x 1.00(d),Rosa Parks,Rosa Parks,$8.45,9780141301204,Puffin Books,"Jan. 1st, 1999",192,5.18 x 7.74 x 0.57 inches,0
Classy: Exceptional Advice for the Extremely Modern Lady,Derek Blasberg,$13.21 ,9781595142795,Penguin Young Readers Group,4/6/10,256.0,5.76(w) x 8.60(h) x 0.57(d),The First Americans(History of US (Paperback)),Joy Hakim,$15.09,9780195327151,"Oxford University Press, USA","Jan. 1st, 2007",183,7.51 x 9.09 x 0.37 inches,0
The Summer After You and Me,Jennifer Salvato Doktorski,$9.99 ,9781492619031,Sourcebooks,5/5/15,304.0,8.20(w) x 5.50(h) x 0.90(d),Shakespeare Bats Cleanup,Ron Koertge,$8.44,9780763629397,Candlewick Press (MA),"Feb. 14th, 2006",116,5.10 x 7.50 x 0.40 inches,0
Lord of Chaos (Wheel of Time Series #6),Robert Jordan,$9.07 ,9780812513752,Tom Doherty Associates,11/1/95,1024.0,6.70(w) x 4.30(h) x 1.70(d),The Gift-Giver(163rd Street Trilogy (Paperback)),Joyce Hansen,$8.49,9780618611232,Clarion Books,"Oct. 17th, 2005",118,5.30 x 7.62 x 0.34 inches,0
The Silver Chair (Chronicles of Narnia Series #6),C. S. Lewis,$6.99 ,9780064471091,HarperCollins Publishers,3/28/02,272.0,4.10(w) x 6.70(h) x 0.70(d),The Vanishing Violin(Red Blazer Girls),Michael D. Beil,$9.26,9780375854545,Yearling Books,"May. 10th, 2011",329,5.10 x 7.60 x 0.90 inches,0
Seedfolks,Paul Fleischman,$8.99 ,9780064472074,HarperCollins Publishers,12/28/04,112.0,6.74(w) x 7.92(h) x 0.32(d),The House of Dies Drear,Virginia Hamilton,$9.23,9781416914051,Aladdin Paperbacks,"Jan. 1st, 2006",244,5.24 x 7.90 x 0.69 inches,0
Someone Like You (reissue),Sarah Dessen,$9.99 ,9780142401774,Penguin Young Readers Group,5/11/04,304.0,6.60(w) x 10.10(h) x 1.10(d),Inside the Shadow City(Kiki Strike),Kirsten Miller,$5.79,9781599900926,Bloomsbury Publishing PLC,"May. 29th, 2007",387,5.00 x 7.70 x 1.10 inches,0
The Brothers K,David James Duncan,$12.99 ,9780553378498,Random House Publishing Group,6/28/96,656.0,5.26(w) x 8.17(h) x 1.40(d),The Betrayal of Natalie Hargrove,Lauren Kate,$7.10,9781595145178,Razorbill,"Jun. 14th, 2011",235,5.63 x 8.23 x 0.68 inches,0
Forget You,Jennifer Echols,$8.95 ,9781439178232,MTV Books,7/20/10,292.0,5.00(w) x 6.90(h) x 0.90(d),On Fire,Nancy Holder,$11.48,9781451674477,MTV Books,"Jul. 17th, 2012",245,5.30 x 8.20 x 0.70 inches,0
Warriors Don't Cry: A Searing Memoir of the Battle to Integrate Little Rock's Central High,Melba Pattillo Beals,$12.03 ,9780671866396,Washington Square Press,2/1/95,336.0,5.31(w) x 8.25(h) x 0.80(d),Fallen Angels,Walter Dean Myers,,9780590409438,Scholastic Paperbacks,Unknown,320,4.22 x 6.82 x 0.85 inches,0
"Every You, Every Me",David Levithan,$9.99 ,9780375854514,Random House Children's Books,9/11/12,256.0,5.62(w) x 8.19(h) x 0.57(d),Stop Pretending,Sonya Sones,$9.83,9780064462181,HarperTempest,"Jan. 23rd, 2001",160,4.46 x 7.66 x 0.38 inches,0
Inferno (Chronicles of Nick Series #4),Sherrilyn Kenyon,$9.99 ,9781250002860,St. Martin's Press,4/1/14,464.0,5.30(w) x 8.10(h) x 1.40(d),The Grey King(Dark Is Rising Sequence (Simon Pulse)),Susan Cooper,$9.97,9781416949671,Simon Pulse,"May. 8th, 2007",165,5.55 x 8.25 x 0.53 inches,0
Solitary Witch: The Ultimate Book of Shadows for the New Generation,Silver RavenWolf,$19.67 ,9780738703190,"Llewellyn Worldwide, Ltd.",2/1/03,608.0,8.06(w) x 9.94(h) x 1.49(d),Legacy(Harlequin Teen),Cayla Kluver,$66.06,9780373210343,Harlequin Teen,"Jun. 28th, 2011",496,5.64 x 8.25 x 1.34 inches,0
I Am the Mission (Unknown Assassin Series #2),Allen Zadoff,$8.91 ,9780316199711,"Little, Brown Books for Young Readers",6/9/15,448.0,5.40(w) x 8.20(h) x 1.20(d),Zia,Scott O'Dell,$6.52,9780440219569,Laurel Leaf Library,"May. 31st, 1995",192,4.38 x 6.96 x 0.52 inches,0
Mort (Discworld Series #4),Terry Pratchett,$9.99 ,9780062225719,HarperCollins Publishers,1/29/13,304.0,4.20(w) x 7.50(h) x 0.90(d),Coin Magic [With Double-Headed Quarter],Klutz Press,$129.70,9781570540813,Klutz,"Mar. 31st, 1997",62,4.60 x 6.90 x 0.50 inches,0
Slated (Slated Series #1),Teri Terry,$9.99 ,9780142425039,Penguin Young Readers Group,8/29/13,368.0,5.40(w) x 8.20(h) x 1.10(d),Thunder Rolling in the Mountains,Scott O'Dell,$5.79,9780440408796,Yearling Books,"Oct. 31st, 1993",128,5.13 x 7.62 x 0.39 inches,0
"Grammar, Grades 7 - 8",Christine Schwab,$8.86 ,9781483815589,"Carson-Dellosa Publishing Company, Incorporated",2/2/15,128.0,8.30(w) x 10.60(h) x 0.40(d),Bamboo People,Mitali Perkins,$7.64,9781580893299,Charlesbridge Publishing,"Jul. 1st, 2012",272,5.50 x 8.30 x 0.90 inches,0
What My Girlfriend Doesn't Know,Sonya Sones,$7.95 ,9781442493841,Simon & Schuster Books For Young Readers,5/7/13,291.0,8.10(w) x 5.50(h) x 0.90(d),Wanting Mor,Rukhsana Khan,$10.55,9780888998620,Groundwood Books,"Sep. 1st, 2010",190,5.02 x 7.58 x 0.51 inches,0
"The Morganville Vampires, Volume 2",Rachel Caine,$9.99 ,9780451232892,Penguin Publishing Group,9/28/10,464.0,5.40(w) x 8.10(h) x 1.00(d),The Broken Blade(Fiction),William Durbin,$8.48,9780440411840,Yearling Books,"Apr. 6th, 1998",176,5.24 x 7.72 x 0.45 inches,0
Star Wars X-Wing #2: Wedge's Gamble,Michael A. Stackpole,$7.99 ,9780553568028,Random House Publishing Group,5/28/96,368.0,4.18(w) x 6.86(h) x 0.97(d),What Janie Found,Caroline B. Cooney,,9780440227724,Laurel Leaf Library,"Feb. 12th, 2002",192,4.22 x 6.92 x 0.56 inches,0
An Acceptable Time (Time Quintet Series #5),Madeleine L'Engle,$6.99 ,9780312368586,Square Fish,5/1/07,384.0,5.21(w) x 7.70(h) x 0.98(d),Parrotfish,Ellen Wittlinger,$15.69,9781442406216,Simon & Schuster,"Jan. 4th, 2011",294,5.38 x 8.63 x 0.82 inches,0
Burned (House of Night Series #7),P. C. Cast,$9.99 ,9780312387969,St. Martin's Press,9/27/11,336.0,8.26(w) x 5.52(h) x 0.88(d),The Bar Code Rebellion,Suzanne Weyn,$6.88,9780439803854,Scholastic Paperbacks,"Aug. 31st, 2006",265,5.12 x 6.64 x 0.76 inches,0
Unhinged (Splintered Series #2),A. G. Howard,$8.95 ,9781419713736,Amulet Books,1/6/15,416.0,5.40(w) x 8.10(h) x 1.30(d),The Vampire's Assistant(Cirque Du Freak: Saga of Darren Shan (Paperback)),Darren Shan,$9.97,9780316606844,"Little, Brown Young Readers","Oct. 1st, 2002",256,5.51 x 8.19 x 0.77 inches,0
Middle Ground,Katie Kacvinsky,$6.70 ,9780544104808,Houghton Mifflin Harcourt,11/19/13,336.0,5.40(w) x 8.20(h) x 1.00(d),Saint Louis Armstrong Beach,Brenda Woods,$8.69,9780142421864,Puffin Books,"Sep. 13th, 2012",420,,0
True Believer (Make Lemonade Trilogy #2),Virginia Euwer Wolff,$7.81 ,9780689852886,Simon Pulse,10/28/02,272.0,5.60(w) x 8.50(h) x 0.70(d),Skulduggery Pleasant(Skulduggery Pleasant (Paperback)),Derek Landy,$9.68,9780061240904,HarperCollins,"Aug. 25th, 2009",416,5.14 x 7.60 x 1.02 inches,0
Chew On This: Everything You Don't Want to Know about Fast Food,Eric Schlosser,$7.61 ,9780618593941,Houghton Mifflin Harcourt,4/23/07,318.0,5.40(w) x 8.20(h) x 0.70(d),Huntress,Malinda Lo,$11.03,9780316039994,"Little, Brown Books for Young Readers","Jun. 12th, 2012",371,5.40 x 8.00 x 1.30 inches,0
Alice in Zombieland (White Rabbit Chronicles Series #1),Gena Showalter,$9.99 ,9780373210893,Harlequin,8/27/13,416.0,5.54(w) x 8.06(h) x 1.09(d),China's Son,Da Chen,$9.11,9780440229261,Laurel Leaf Library,"Jul. 13th, 2004",213,6.14 x 6.90 x 0.65 inches,0
Soldier's Heart: Being the Story of the Enlistment and Due Service of the Boy Charley Goddard in the First Minnesota Volunteers,Gary Paulsen,$6.99 ,9780440228387,Random House Children's Books,9/28/00,128.0,6.86(w) x 4.08(h) x 0.41(d),Darkness Before Dawn,J. A. London,$115.20,9780062020659,Harper Teen,"May. 29th, 2012",272,,0
Night Star (Immortals Series #5),Alyson No��l,$9.99 ,9781250005946,St. Martin's Press,3/27/12,320.0,5.52(w) x 8.06(h) x 0.89(d),Forged by Fire,Sharon M. Draper,$8.68,9780689818516,Simon Pulse,"Jan. 1st, 1998",160,4.29 x 7.13 x 0.48 inches,0
The Living,Matt de la Pe��a,$9.99 ,9780385741217,Random House Children's Books,1/6/15,336.0,5.50(w) x 8.20(h) x 0.80(d),A Boy No More(Aladdin Historical Fiction),Harry Mazer,$8.43,9781416914044,Aladdin Paperbacks,"Mar. 1st, 2006",136,5.44 x 7.62 x 0.41 inches,0
Belle of the Brawl (Alphas Series #3),Lisi Harrison,$9.27 ,9780316035811,"Little, Brown Books for Young Readers",10/5/10,206.0,5.10(w) x 7.50(h) x 0.60(d),Stargirl,Jerry Spinelli,$9.88,9780375822339,Alfred A. Knopf,"May. 14th, 2002",186,5.29 x 8.03 x 0.47 inches,0
Down a Dark Hall,Lois Duncan,$9.00 ,9780316098984,"Little, Brown Books for Young Readers",4/19/11,240.0,5.50(w) x 8.25(h) x 0.75(d),Hanging on to Max,Margaret Bechard,$10.36,9780689862687,Simon Pulse,"Dec. 2nd, 2003",176,5.12 x 7.08 x 0.57 inches,0
One Night That Changes Everything,Lauren Barnholdt,$7.81 ,9781442403673,Simon Pulse,6/14/11,272.0,8.04(w) x 5.56(h) x 0.74(d),Malice(Malice (Quality)),Chris Wooding,$118.06,9780545160445,Scholastic Inc.,"Aug. 1st, 2010",377,5.32 x 8.00 x 0.90 inches,0
The Goats,Brock Cole,$9.99 ,9780312611910,Square Fish,6/22/10,192.0,5.48(w) x 8.15(h) x 0.51(d),Fiddle Fever,Sharon Arms Doucet,$15.75,9780618776825,Clarion Books,"Feb. 1st, 2007",166,5.24 x 7.64 x 0.52 inches,0
The Devouring (The Devouring Series #1),Simon Holt,$7.99 ,9780316027120,"Little, Brown Books for Young Readers",6/1/09,256.0,5.50(w) x 8.25(h) x 0.62(d),"War, Terrible War, 1855-1865(History of US (Paperback))",Joy Hakim,$14.14,9780195327205,"Oxford University Press, USA","Feb. 6th, 2007",167,7.40 x 9.10 x 0.40 inches,0
The Naming (Pellinor Series #1),Alison Croggon,$9.24 ,9780763631628,Candlewick Press,3/14/06,528.0,5.50(w) x 7.90(h) x 1.60(d),The Warrior Heir,Cinda Williams Chima,$11.01,9780786839179,Hyperion Books for Children,"Feb. 27th, 2007",426,6.34 x 8.26 x 0.94 inches,0
Toxic (Pretty Little Liars Series #15),Sara Shepard,$9.99 ,9780062287021,HarperCollins Publishers,5/12/15,352.0,5.20(w) x 7.90(h) x 0.90(d),The Secret of Sarah Revere(Great Episodes (Paperback)),Ann Rinaldi,$9.17,9780152046842,Graphia Books,"Jul. 1st, 2003",336,4.50 x 6.90 x 1.00 inches,0
The Fallout,S. A. Bodeen,$9.99 ,9781250050786,Square Fish,9/30/14,352.0,5.30(w) x 8.20(h) x 0.60(d),A Good Horse,Jane Smiley,$8.45,9780375862304,Yearling Books,"Aug. 23rd, 2011",246,5.10 x 7.40 x 0.80 inches,0
Megan Meade's Guide to the McGowan Boys,Kate Brian,$7.81 ,9781416900313,Simon & Schuster Books For Young Readers,9/5/06,288.0,5.50(w) x 8.25(h) x 0.80(d),Guantanamo Boy,Anna Perera,$8.28,9780807530788,Albert Whitman Teen,"Sep. 1st, 2012",339,5.07 x 8.00 x 0.76 inches,0
When It Happens,Susane Colasanti,$7.98 ,9780142411551,Penguin Young Readers Group,5/1/08,336.0,5.50(w) x 8.20(h) x 1.00(d),Vampire Diaries Fury Rack PB(Vampire Diaries: The Return (Quality)),L. J. Smith,,9780061990779,HarperCollins,"May. 31st, 2010",304,4.24 x 6.84 x 0.67 inches,0
Free from OCD: A Workbook for Teens with Obsessive-Compulsive Disorder,Timothy A. Sisemore,$12.07 ,9781572248489,New Harbinger Publications,8/1/10,144.0,7.90(w) x 9.90(h) x 0.40(d),Shabanu,Suzanne Fisher Staples,$7.97,9780307977885,Ember,"Sep. 11th, 2012",288,,0
"Book of Shadows / The Coven / Blood Witch (Sweep Series #1, #2, & #3)",Cate Tiernan,$8.99 ,9780142417171,Penguin Young Readers Group,9/2/10,592.0,5.00(w) x 7.15(h) x 1.11(d),Someone Is Hiding on Alcatraz Island,Eve Bunting,$7.81,9780425102947,Berkley Publishing Group,"Dec. 15th, 1986",136,4.22 x 6.77 x 0.44 inches,0
Dead Is the New Black (Dead Is Series #1),Marlene Perez,$7.99 ,9780152064082,Houghton Mifflin Harcourt,9/1/08,208.0,5.00(w) x 6.90(h) x 0.70(d),Sign of the Moon(Warriors: Omen of the Stars),Erin Hunter,$9.06,9780061555213,Harper,"Apr. 3rd, 2012",297,5.23 x 7.57 x 0.78 inches,0
End of Days (Penryn and the End of Days Series #3),Susan Ee,$9.99 ,9781477829707,Amazon Childrens Publishing,5/12/15,331.0,5.40(w) x 8.20(h) x 1.00(d),Inkheart(Inkheart Trilogy),Cornelia Funke,$13.78,9780545046268,Scholastic Paperbacks,"Jan. 1st, 2009",563,5.37 x 7.56 x 1.36 inches,0
Pop,Gordon Korman,$9.99 ,9780061742613,HarperCollins Publishers,1/18/11,260.0,5.20(w) x 7.90(h) x 0.80(d),Alice's Adventures in Wonderland(Dover Thrift Editions),Lewis Carroll,$5.99,9780486275437,Dover Publications,"May. 20th, 1993",96,5.19 x 8.24 x 0.26 inches,0
Forbidden,Tabitha Suzuma,$10.57 ,9781442419964,Simon Pulse,6/26/12,464.0,5.60(w) x 8.04(h) x 1.17(d),The One That I Want,Jennifer Echols,$5.79,9781442452367,Simon Pulse,"Feb. 7th, 2012",259,5.54 x 8.26 x 0.77 inches,0
Boy21,Matthew Quick,$7.84 ,9780316127967,"Little, Brown Books for Young Readers",6/18/13,250.0,5.40(w) x 8.20(h) x 0.80(d),"Tomorrow, When the War Began(Tomorrow)",John Marsden,$10.43,9780439829106,Scholastic Paperbacks,"Jun. 1st, 2006",277,5.20 x 8.00 x 0.60 inches,0
The Catcher in the Rye,J. D. Salinger,$8.92 ,9780316769174,"Little, Brown and Company",1/30/01,288.0,5.10(w) x 7.90(h) x 0.80(d),Corazon de Tinta,Cornelia Funke,$14.77,9780545079143,Scholastic en Espanol,"Jan. 31st, 2009",582,5.20 x 7.40 x 1.60 inches,0
Burn for Burn (Burn for Burn Series #1),Jenny Han,$9.99 ,9781442440760,Simon & Schuster Books For Young Readers,8/6/13,356.0,5.40(w) x 8.20(h) x 1.10(d),Summer of Fear,Lois Duncan,$6.33,9780440983248,Laurel Leaf Library,"Oct. 31st, 1977",208,4.23 x 6.74 x 0.61 inches,0
Star Wars The New Jedi Order #13: Traitor,Matthew Stover,$7.19 ,9780345428653,Random House Publishing Group,7/30/02,320.0,6.88(w) x 10.88(h) x 0.87(d),Sabriel(Abhorsen Trilogy (Paperback)),Garth Nix,$9.98,9780064471831,HarperTrophy,"Aug. 23rd, 1997",496,4.18 x 6.78 x 1.10 inches,0
Revealed (House of Night Series #11),P. C. Cast,$9.99 ,9781250061409,St. Martin's Press,1/20/15,320.0,5.40(w) x 8.20(h) x 1.00(d),China's Son,Da Chen,$9.11,9780440229261,Laurel Leaf Library,"Jul. 13th, 2004",213,6.14 x 6.90 x 0.65 inches,0
Guts: The True Stories behind Hatchet and the Brian Books,Gary Paulsen,$6.45 ,9780440407126,Random House Children's Books,11/12/02,160.0,6.92(w) x 4.24(h) x 0.44(d),Crossing Jordan,Adrian Fogelin,$10.94,9781561452811,Peachtree Jr,"Jul. 1st, 2002",140,6.10 x 8.50 x 0.41 inches,0
Girl of Nightmares,Kendare Blake,$9.99 ,9780765328687,Tom Doherty Associates,6/17/14,336.0,8.30(w) x 5.40(h) x 1.00(d),Alabama Moon,Watt Key,$9.99,9780312644802,Square Fish,"Aug. 3rd, 2010",294,5.16 x 7.78 x 0.86 inches,0
Ask Me No Questions,Marina Budhos,$9.99 ,9781416949206,Atheneum Books for Young Readers,9/11/07,176.0,5.50(w) x 0.50(h) x 8.20(d),Don't Sit on the Baby!,Halley Bondy,$9.85,9780982732236,Zest Books,"Jun. 5th, 2012",127,5.40 x 7.40 x 0.60 inches,0
"Dirt Bikes, Drones, and Other Ways to Fly",Conrad Wesselhoeft,$8.99 ,9780544542617,Houghton Mifflin Harcourt,9/15/15,352.0,5.40(w) x 8.20(h) x 1.00(d),"Draw 50 Flowers, Trees, and Other Plants",Lee J. Ames,$125.04,9780385471503,Watson-Guptill Publications,"Jun. 1st, 1994",64,8.72 x 12.16 x 0.20 inches,0
Rose Daughter,Robin McKinley,$7.24 ,9780441005833,Penguin Publishing Group,12/28/98,304.0,4.26(w) x 6.96(h) x 0.84(d),The Pushcart War,Jean Merrill,$11.78,9780440471479,Yearling Books,"May. 31st, 1987",222,5.13 x 7.53 x 0.60 inches,0
Stranger with My Face,Lois Duncan,$7.77 ,9780316099042,"Little, Brown Books for Young Readers",4/19/11,320.0,5.40(w) x 8.10(h) x 1.00(d),Friends with Boys,Faith Erin Hicks,$9.30,9781596435568,First Second,"Feb. 28th, 2012",224,6.04 x 8.52 x 0.71 inches,0
