Name_A,Address_A,City_A,State_A,Zipcode_A,Phone_A,Name_B,Address_B,City_B,State_B,Zipcode_B,Phone_B,Gold
Franklin Tap,325 S Franklin St,Chicago ,IL,60606.0,(312) 212-3262,Beautyful Lashes,415 N Crescent Dr,Beverly Hills,CA,90210.0,(310) 880-8932,0
Bandera Restaurant,3201 E Coast Hwy,Corona Del Mar ,CA,92625.0,(949) 673-3524,House of 29,39 S Greeley Ave,Chappaqua,NY,10514.0,(914) 861-2928,0
Cook's Seafood Restaurant & Market,751 El Camino Real,Menlo Park ,CA,94025.0,(650) 600-3490,Sushi 25,25 Elm St,New Canaan,CT,6840.0,(203) 966-1009,0
The Cheesecake Factory,3393 Peachtree Rd NE Suite 3076A,Atlanta ,GA,30326.0,(404) 816-2555,To Bang,1052 Kiely Blvd,Santa Clara,CA,95051.0,(408) 615-7540,0
Villa Pizza,6200 20th St Ste 470,Vero Beach ,FL,32966.0,(772) 567-9780,Saffron,230 S Beverly Dr,Beverly Hills,CA,90212.0,(310) 248-5211,0
Polo Deli,2916 Cardinal Dr,Vero Beach ,FL,32963.0,(772) 231-4091,Diddy Riese,926 Broxton Ave,Los Angeles,CA,90024.0,(310) 208-0448,0
Zodiac Restaurant,3393 Peachtree Rd NE,Atlanta ,GA,30326.0,(404) 266-8200,Prima Deli & Catering,31 Lake St,White Plains,NY,10603.0,(914) 328-0904,0
Bissell Mansion Restaurant And Dinner Theatre,4426 Randall Pl,Saint Louis ,MO,63107.0,(314) 533-9830,Gruber Painting,Serving Mountain View and the Surrounding Area,Phone number,,,,0
Round Table Pizza,1084 Foster City Blvd,Foster City ,CA,94404.0,(650) 341-7457,Take a Bao,10250 Santa Monica Blvd,Los Angeles,CA,90067.0,(310) 551-1100,0
Harvey B's,4506 Columbia Ave,Dallas ,TX,75226.0,(469) 334-0980,Koreana Beauty Salon,1998 Homestead Rd,Santa Clara,CA,95050.0,(408) 246-3300,0
HuHot Mongolian Grill,5430 E Arrowhead Pkwy,Sioux Falls ,SD,57110.0,(605) 221-1200,Olives,969-J Edgewater Blvd,Foster City,CA,94404.0,(650) 312-1515,0
The Bagel Restaurant & Deli,3107 N Broadway St,Chicago ,IL,60657.0,(773) 997-2333,Bellagio Spas & Salons,21165 Newport Coast Dr,Newport Beach,CA,92657.0,(949) 720-9277,0
Kinzie Chophouse,400 N Wells St,Chicago ,IL,60654.0,(312) 822-0191,JIMMY,610 N Rush St,Chicago,IL,60611.0,(312) 660-7191,0
Vitek's Bar B Q Inc,3428 Franklin Ave,Waco ,TX,76710.0,(254) 235-2415,"NEX II, Home and Garden Center",Edquiba Rd,Moffett Field,CA,94035.0,(650) 603-9927,0
Backyard Bar,213 S Rosemary Ave,West Palm Beach ,FL,33401.0,(561) 339-2444,Salon ZEN AVEDA,9100 Strada Place,Naples,FL,34108.0,(239) 260-8301,0
Casa Bianca Pizza Pie,1650 Colorado Blvd,Los Angeles ,CA,90041.0,(323) 505-4961,Kilted Mermaid,1937 Old Dixie Hwy,Vero Beach,FL,32960.0,(772) 569-5533,0
Mamie's Cafe & Homemade,110 E Allegheny St,Martinsburg ,PA,16662.0,(814) 793-9122,Tazza Cafe,408 Main St,Ridgefield,CT,6877.0,(203) 403-3332,0
Splendid Diner,106 Mamaroneck Ave,White Plains ,NY,10601.0,(914) 288-0000,St. Louis Smoothie,9914 Clayton Rd,Saint Louis,MO,63124.0,(314) 432-7009,0
Ruben's Empanadas,15 Bridge St,New York ,NY,10004.0,(212) 509-3825,Nordstrom,1453 Saint Louis Galleria,St Louis,MO,63117.0,(314) 884-4900,0
Fifth Street Saloon,48 S 5th St,Barron ,WI,54812.0,(715) 418-2038,Express Power Lunch,Financial District,Wall St & Pearl St,,10005.0,Phone number,0
Buffalo Wild Wings,4999 Old Orchard Ctr Unit D-150,Skokie ,IL,60077.0,(847) 570-0333,Pilates on the Green,26 Village Grn,Bedford,NY,10506.0,(914) 205-3406,0
Cafe Muse By Mosaic Foods,704 1st Ave N,Fargo ,ND,58102.0,(701) 232-3821,Taj Palace,95 S Broadway,White Plains,NY,10601.0,(914) 437-5900,0
Las Islas Marias,4770 W Grand Ave,Chicago ,IL,60639.0,(773) 920-3896,Falafel Bite,500 Lawrence Expy,Sunnyvale,CA,94085.0,(408) 736-2411,0
Lucky Wok,1810 Van Vranken Ave,Schenectady ,NY,12308.0,(518) 381-9888,The Atrium,975 Anderson Hill Rd,Rye Brook,NY,10573.0,(914) 935-6600,0
Fishermen's Grotto,9 Fishermans Wharf,San Francisco ,CA,94133.0,(415) 673-7025,Makebs,401 S Olive Ave,West Palm Beach,FL,33401.0,(561) 651-7444,0
Umami Burger,,,,,(650) 321-8626,Jan Pearce Training,1545 Portola Rd,Woodside,CA,94062.0,(650) 464-6483,0
McNally's Irish Pub,6211 S Old Village Pl,Sioux Falls ,SD,57108.0,(605) 271-7170,Vespucci Ristorante Italiano,147 E 3rd Ave,San Mateo,CA,94401.0,(650) 685-6151,0
Pelago,201 E Delaware Pl,Chicago ,IL,60611.0,(312) 280-0700,Balayage - Dallas,"8411 Preston Rd, Ste 102",Dallas,TX,75225.0,(904) 477-5778,0
Lomeli's Restaurant,2223 W Redondo Beach Blvd,Gardena ,CA,90247.0,(310) 464-4330,"Elizabeth Christensen, OD","6037 La Granada, Ste A",Rancho Santa Fe,CA,92067.0,(858) 756-3210,0
Mariela's Wine & Expresso Bar,71 Westchester Ave,Pound Ridge ,NY,10576.0,(914) 764-3488,CH Distillery,564 W Randolph St,Chicago,IL,60661.0,(312) 707-8780,0
Jim's Steak House,110 SW Jefferson Ave,Peoria ,IL,61602.0,(309) 673-5300,iDeviceMD,3330 Piedmont Rd NE,Atlanta,GA,30305.0,(678) 203-5994,0
Clarke's Charcoal Broiler,615 W El Camino Real,Mountain View ,CA,94040.0,(650) 967-0851,Studio One Eleven,"1051 Glendon Ave, Ste 111",Westwood Village,CA,90024.0,(310) 251-6177,0
Golden Corral Restaurants,7500 Peach St,Erie ,PA,16509.0,(814) 864-3488,Blue Dot Water,Serving Reno and the Surrounding Area,Phone number,,,,0
Gallaway's Restaurant,4 Leonard Ct,Hesston ,KS,67062.0,(620) 327-2447,Men Haircuts by Lilian,593 Woodside Rd,Redwood City,CA,94061.0,(650) 365-3563,0
Nola Restaurant & Bar,535 Ramona St,Palo Alto ,CA,94301.0,(650) 328-2722,Bangkok Bay Thai Cuisine,825 El Camino Real,Redwood City,CA,94063.0,(650) 365-5369,0
China Super Buffett,512 N Main St,Newton ,KS,67114.0,(316) 283-8088,"Boyarsky Harvey, DMD",888 Middlefield Rd,Palo Alto,CA,94301.0,(650) 327-3172,0
Duffy's of West Palm Beach,225 Clematis St,West Palm Beach ,FL,33401.0,(561) 249-1682,Autobahn Motorsport Haus,Serving Mountain View and the Surrounding Area,Phone number,,,,0
China Inn,3249 Jefferson Davis Hwy Ste 103,Stafford ,VA,22554.0,(540) 659-1700,Burger House,6913 Hillcrest Ave,Dallas,TX,75205.0,(214) 361-0370,0
Savannah's,1103 Scalp Ave,Johnstown ,PA,15904.0,(814) 266-4790,Mandarin House Restaurant,9150 Overland Plz,Overland,MO,63114.0,(314) 427-8070,0
Nick's Restaurant & Catering,4 Starr St,Danbury ,CT,6810.0,(203) 617-0647,DSW Designer Shoe Warehouse,1 Buckhead Loop Northeast,East Atlanta,GA,30326.0,(404) 869-4166,0
Wing Street,304 W Washington St,East Peoria ,IL,61611.0,(309) 699-6832,Kona Grill,8687 N Central Exwy,Dallas,TX,75225.0,(214) 369-7600,0
Sky Port Diner,35 Freemans Bridge Rd,Schenectady ,NY,12302.0,(518) 382-9773,Bill Cohen - State Farm Insurance Agent,325 Sharon Park Dr,Menlo Park,CA,94025.0,(650) 854-0500,0
Lupe's Tacos,12333 Ticonderoga Rd,Houston ,TX,77044.0,(281) 458-4949,Avenue Restaurant,12 N Meramec,Clayton,MO,63105.0,(314) 727-4141,0
On The Border Mexican Grill & Cantina,1770 Camino De La Reina,San Diego ,CA,92108.0,(619) 573-4589,Copia Home and Garden,475 Smith Ridge Rd,Vista,NY,10590.0,(914) 533-7242,0
Blue Front BBQ,1132 N Dixie Hwy,West Palm Beach ,FL,33401.0,(561) 833-6651,The Mac Shop,21A Trolley Sq,Wilmington,DE,19806.0,(888) 947-6227,0
Pappadeaux Seafood Kitchen,3950 Trailmobile Dr,Houston ,TX,77013.0,(281) 821-7684,At Leisure Travel,"Portola Valley, CA",Phone number,,94025.0,,0
Outback Steakhouse,66 31st Ave,San Mateo ,CA,94403.0,(650) 287-4329,Finger Nail,519 Plandome Rd,Manhasset,NY,11030.0,(516) 365-5115,0
Wang's Chinese Cafe,6033 Luther Ln,Dallas ,TX,75225.0,(214) 265-1688,Glazed & Infused,30 E Hubbard St,Chicago,IL,60611.0,(312) 226-5556,0
Chappaqua Restaurant & Cafe,10 S Greeley Ave,Chappaqua ,NY,10514.0,(914) 238-3869,M Waterfront Grille,4300 Gulf Shore Blvd N,Naples,FL,34103.0,(239) 263-4421,0
Pizza Inn,3207 Highway 65 N,Mc Gehee ,AR,71654.0,(870) 222-5292,Dixie Grill & Bar,5101 S Dixie Hwy,West Palm Beach,FL,33405.0,(561) 586-3189,0
Brendas Corner Restaurant,2055 E State Route K,West Plains ,MO,65775.0,(417) 256-5017,Michelle Damas Photography,Serving Mountain View and the Surrounding Area,Phone number,,,,0
Round Table Pizza,,,,,,Kostas Cafe,4914 Greenville Ave,Dallas,TX,75206.0,(214) 987-3225,0
Pizza Corner Frozen Pizza,PO Box 369,Saint Cloud ,MN,56302.0,(800) 666-9455,Sea Jasmine Thai Cuisine,971 Sebastian Blvd,Sebastian,FL,32958.0,(772) 589-6393,0
Porterhouse,60 E 3rd Ave,San Mateo ,CA,94401.0,(650) 579-5911,Bellissima Hair Salon,4060 S El Camino Real,San Mateo,CA,94403.0,(650) 784-5664,0
Taqueria Las Cazuelas,517 E 4th Ave,San Mateo ,CA,94401.0,(650) 685-2602,The Resort at Pelican Hill,22701 S Pelican Hill Rd,Newport Coast,CA,92657.0,(855) 315-8214,0
Fishermen's Grotto,9 Fishermans Wharf,San Francisco ,CA,94133.0,(415) 673-7025,"Michelle Boscia, Long Term Care Insurance Specialist",7 Oliver Rd,Bedford,NY,10506.0,(914) 589-8074,0
B Street & Vine,320 S B St,San Mateo ,CA,94401.0,(650) 347-8463,Pizza by Elizabeths,3801 Kennett Pike,Wilmington,DE,19807.0,(302) 654-4478,0
Oklahoma Boy's BBQ,,,,,(316) 452-5535,First Professional Dry Cleaners,16 Bedford Rd,Chappaqua,NY,10514.0,(914) 238-1645,0
Sadie's Bar and Grill,1420 Old Main,Newton ,KS,67114.0,(316) 841-9424,Settebello Pizzeria Napoletana,7864 East Coast Hwy,Newport Coast,CA,92657.0,(949) 715-2072,0
Serapio's Mexican Restaurant,1637 E US Highway 66,El Reno ,OK,73036.0,(405) 262-7744,Nadoz Bakery Cafe,12 the Blvd,St. Louis,MO,63117.0,(314) 726-3100,0
Workshop Burgers,233 University Ave,Palo Alto ,CA,94301.0,(650) 328-7437,River Street Sweets,3500 Peachtree St,Atlanta,GA,30326.0,(404) 364-0810,0
Clayton's Bakery & Deli,11744 Manchester Rd,Saint Louis ,MO,63131.0,(314) 690-2765,Darbar Indian Cuisine,129 Lytton Ave,Palo Alto,CA,94301.0,(650) 321-6688,0
Obika Mozzarella Bar,10250 Santa Monica Blvd,Los Angeles ,CA,90067.0,(310) 556-2452,Tory Electric,Serving Bedford and the Surrounding Area,Phone number,,10506.0,,0
Sky Harbor Steak House,1321 N Park Rd,Peoria ,IL,61604.0,(309) 674-5532,Evolution Motorcycles,2385 De La Cruz Blvd,Santa Clara,CA,95050.0,(408) 453-6386,0
Ham's Restaurant,310 W Franklin St,Chapel Hill ,NC,27516.0,(919) 933-3767,Tanta,118 W Grand Ave,Chicago,IL,60654.0,(312) 222-9700,0
Villarina's Pasta,22 Shelter Rock Ln # 34,Danbury ,CT,6810.0,(203) 917-4463,The Art of Shaving,"3393 Peachtree Rd, Ne",Atlanta ,GA,30326.0,(404) 841-8665,0
IHOP,510 El Camino Real,Belmont ,CA,94002.0,(650) 610-8887,Primebar,155 N Wacker Dr,Chicago,IL,60606.0,(312) 884-0000,0
Hardee's,1702 Freeway Dr,Reidsville ,NC,27320.0,(336) 342-2838,Coffee & More,100 S Murphy Ave,Sunnyvale,CA,94086.0,(408) 245-1900,0
Gino's Pizza,1334 Harper Rd,Beckley ,WV,25801.0,(304) 253-3137,SUGARED + BRONZED,9873 S Santa Monica Blvd,Beverly Hills,CA,90212.0,(424) 625-3969,0
Russian Family Restaurant,2086 Broadway St,Redwood City ,CA,94063.0,(650) 369-2950,Cherry Bomb Catering,Serving Reno and the Surrounding Area,Phone number,,,,0
Wingman,104 Nc 54,Carrboro ,NC,27510.0,(919) 928-9200,Anchor Auto Body,1028 W Evelyn Ave,Sunnyvale,CA,94086.0,(408) 737-8673,0
Olive Garden Italian Restaurant,,,,,,Starbucks,820 Woodside Rd,Redwood City,CA,94061.0,(650) 299-0327,0
Double B Bar-B-Que,2800 Fm 455 W,Sanger ,TX,76266.0,(940) 458-3321,Gyu-Kaku Japanese BBQ,169 Main St,White Plains,NY,10601.0,(914) 358-5206,0
Beef 'O' Bradys,782 S US Highway 1,Vero Beach ,FL,32962.0,(772) 794-2059,Starbucks,88 Park St,New Canaan,CT,6840.0,(203) 972-8110,0
Marvin's Place,529 W Choctaw St,Dumas ,AR,71639.0,(870) 382-3155,The Sandwich Spot,121 S Francis St,Sunnyvale,CA,94086.0,(408) 962-0463,0
Cracker Barrel Old Country Store,2112 Harper Rd,Beckley ,WV,25801.0,(304) 256-3820,Douglas Andrew Gonzalez,Serving Menlo Park and the Surrounding Area,Phone number,,,,0
Palms Grill,110 SW Arch St,Atlanta ,IL,61723.0,(217) 648-2233,Pawfection Pet Care,Serving Mountain View and the Surrounding Area,Phone number,,,,0
Gourmet To Go,9828 Clayton Rd,Saint Louis ,MO,63124.0,(314) 993-5442,"Lahijani Saul Soheil, MD","2080 Century Park E, Ste 501",Los Angeles,CA,90067.0,(310) 550-6886,0
Bagel Street Cafe,346 W Maude Ave,Sunnyvale ,CA,94085.0,(408) 738-1856,Brickwell Cycling & Multisports,1463 Northern Blvd,Manhasset,NY,11030.0,(516) 439-5553,0
Bodrum Cafe,383 Castro St,Mountain View ,CA,94041.0,(650) 396-7010,Yip Yick Ming Inc,18 Beaver St,New York,NY,10004.0,(212) 480-9010,0
Short Sugars Drive In,1328 S Scales St,Reidsville ,NC,27320.0,(336) 342-7487,"Winston Vaughan, MD","3351 El Camino Real, Ste 200",Atherton,CA,94027.0,(650) 399-4630,0
Brunetti's Express Restaurant,9167 Atlee Rd,Mechanicsville ,VA,23116.0,(804) 730-2339,Joint Effort Chiropractic,222 Westchester Ave,White Plains,NY,10604.0,(914) 368-7668,0
Hunan Garden 88 Inc,86 N State Rd,Briarcliff Manor ,NY,10510.0,(914) 923-1628,Southeast Kitchen,1901 Delaware Ave,Wilmington,DE,19806.0,(302) 691-7728,0
To Chau,853 Villa St,Mountain View ,CA,94041.0,(650) 961-8069,21 Studio Nail,21 King St,Chappaqua,NY,10514.0,(914) 238-8688,0
Peet's Coffee & Tea,899 Santa Cruz Ave,Menlo Park ,CA,94025.0,(650) 325-8989,Grand Cru Wine Merchants,840 S Waukegan Rd,Lake Forest,IL,60045.0,(847) 295-9463,0
Manucci's,,Montauk ,NY,11954.0,(631) 668-4455,Eastern Currents Acupuncture PC,8 Hillcrest Ave,Manhasset,NY,11030.0,(201) 210-9553,0
