Tag_A,Title_A,Authors_A,Month_A,Year_A,JournalRef_A,Tag_B,Title_B,Authors_B,Month_B,Year_B,JournalRef_B,Gold
Kanazawa_2018_CVPR,End-to-End Recovery of Human Shape and Pose,"Kanazawa, Angjoo and Black, Michael J. and Jacobs, David W. and Malik, Jitendra",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 7122-7131",arXiv:1712.06584,End-to-end Recovery of Human Shape and Pose,"Angjoo Kanazawa, Michael J. Black, David W. Jacobs, Jitendra Malik",June,2018,,1
Dogan_2018_CVPR,A Neural Multi-Sequence Alignment TeCHnique (NeuMATCH),"Dogan, Pelin and Li, Boyang and Sigal, Leonid and Gross, Markus",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 8749-8758",arXiv:1803.00057,A Neural Multi-sequence Alignment TeCHnique (NeuMATCH),"Pelin Dogan, Boyang Li, Leonid Sigal, Markus Gross",April,2018,,1
Wu_2018_CVPR,"Shift: A Zero FLOP, Zero Parameter Alternative to Spatial Convolutions","Wu, Bichen and Wan, Alvin and Yue, Xiangyu and Jin, Peter and Zhao, Sicheng and Golmant, Noah and Gholaminejad, Amir and Gonzalez, Joseph and Keutzer, Kurt",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 9127-9135",arXiv:1711.08141,"Shift: A Zero FLOP, Zero Parameter Alternative to Spatial Convolutions","Bichen Wu, Alvin Wan, Xiangyu Yue, Peter Jin, Sicheng Zhao, Noah Golmant, Amir Gholaminejad, Joseph Gonzalez, Kurt Keutzer",December,2017,,1
Ren_2018_CVPR,Gated Fusion Network for Single Image Dehazing,"Ren, Wenqi and Ma, Lin and Zhang, Jiawei and Pan, Jinshan and Cao, Xiaochun and Liu, Wei and Yang, Ming-Hsuan",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 3253-3261",arXiv:1804.00213,Gated Fusion Network for Single Image Dehazing,"Wenqi Ren, Lin Ma, Jiawei Zhang, Jinshan Pan, Xiaochun Cao, Wei Liu, Ming-Hsuan Yang",March,2018,,1
Aneja_2018_CVPR,Convolutional Image Captioning,"Aneja, Jyoti and Deshpande, Aditya and Schwing, Alexander G.",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5561-5570",arXiv:1711.09151,Convolutional Image Captioning,"Jyoti Aneja, Aditya Deshpande, Alexander Schwing",November,2017,,1
Yang_2018_CVPR,3D Human Pose Estimation in the Wild by Adversarial Learning,"Yang, Wei and Ouyang, Wanli and Wang, Xiaolong and Ren, Jimmy and Li, Hongsheng and Wang, Xiaogang",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5255-5264",arXiv:1806.07486,Standard Plane Detection in 3D Fetal Ultrasound Using an Iterative Transformation Network,"Yuanwei Li, Bishesh Khanal, Benjamin Hou, Amir Alansary, Juan J. Cerrolaza, Matthew Sinclair, Jacqueline Matthew, Chandni Gupta, Caroline Knight, Bernhard Kainz, Daniel Rueckert",October,2018,LNCS 11070 (2018) 392-400,0
Wang_2018_CVPR,Zero-Shot Recognition via Semantic Embeddings and Knowledge Graphs,"Wang, Xiaolong and Ye, Yufei and Gupta, Abhinav",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 6857-6866",arXiv:1812.09533,Temporal Hockey Action Recognition via Pose and Optical Flows,"Zixi Cai, Helmut Neher, Kanav Vats, David Clausi, John Zelek",December,2018,,0
Koutaki_2014_CVPR,Scale-space Processing Using Polynomial Representations,"Koutaki, Gou and Uchimura, Keiichi",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 2744-2751",arXiv:1710.10749,Cascade Region Proposal and Global Context for Deep Object Detection,"Qiaoyong Zhong, Chao Li, Yingying Zhang, Di Xie, Shicai Yang, Shiliang Pu",October,2017,,0
Su_2015_CVPR,Rolling Shutter Motion Deblurring,"Su, Shuochen and Heidrich, Wolfgang",June,2015,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2015, pp. 1529-1537",arXiv:1712.06131,Super-sparse Learning in Similarity Spaces,"Ambra Demontis, Marco Melis, Battista Biggio, Giorgio Fumera, Fabio Roli",December,2017,"IEEE Computational Intell. Mag., 11(4):36-45, Nov 2016",0
Ikehata_2014_CVPR,Photometric Stereo using Constrained Bivariate Regression for General Isotropic Surfaces,"Ikehata, Satoshi and Aizawa, Kiyoharu",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 2179-2186",arXiv:1803.01906,Abnormality Detection in Mammography using Deep Convolutional Neural Networks,"Pengcheng Xi, Chang Shu, Rafik Goubran",March,2018,,0
Sharmanska_2016_CVPR,Learning From the Mistakes of Others: Matching Errors in Cross-Dataset Learning,"Sharmanska, Viktoriia and Quadrianto, Novi",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 3967-3975",arXiv:1807.10575,Multi-Region Ensemble Convolutional Neural Network for Facial Expression Recognition,"Yingruo Fan, Jacqueline C. K. Lam, Victor O. K. Li",July,2018,,0
Qi_2018_CVPR,Low-Shot Learning With Imprinted Weights,"Qi, Hang and Brown, Matthew and Lowe, David G.",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 5822-5830",arXiv:1810.00308,Posture recognition using an RGB-D camera : exploring 3D body modeling and deep learning approaches,"Mohamed El Amine Elforaici, Ismail Chaaraoui, Wassim Bouachir, Youssef Ouakrim, Neila Mezghani",October,2018,,0
Wang_2017_CVPR,ChestX-ray8: Hospital-Scale Chest X-Ray Database and Benchmarks on Weakly-Supervised Classification and Localization of Common Thorax Diseases,"Wang, Xiaosong and Peng, Yifan and Lu, Le and Lu, Zhiyong and Bagheri, Mohammadhadi and Summers, Ronald M.",July,2017,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2017, pp. 2097-2106",arXiv:1811.06277,Image declipping with deep networks,"Shachar Honig, Michael Werman",November,2018,2018 25th IEEE International Conference on Image Processing (ICIP),0
Jiang_2015_CVPR,SALICON: Saliency in Context,"Jiang, Ming and Huang, Shengsheng and Duan, Juanyong and Zhao, Qi",June,2015,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2015, pp. 1072-1080",arXiv:1811.11165,Label-Noise Robust Generative Adversarial Networks,"Takuhiro Kaneko, Yoshitaka Ushiku, Tatsuya Harada",November,2018,,0
Yuan_2014_CVPR,Newton Greedy Pursuit: A Quadratic Approximation Method for Sparsity-Constrained Optimization,"Yuan, Xiao-Tong and Liu, Qingshan",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 4122-4129",arXiv:1809.06547,Deep Textured 3D Reconstruction of Human Bodies,"Abbhinav Venkat, Sai Sagar Jinka, Avinash Sharma",September,2018,"BRITISH MACHINE VISION CONFERENCE (BMVC), 2018",0
Choi_2016_CVPR,Visual Tracking Using Attention-Modulated Disintegration and Integration,"Choi, Jongwon and Jin Chang, Hyung and Jeong, Jiyeoup and Demiris, Yiannis and Young Choi, Jin",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4321-4330",arXiv:1803.06784,TOMAAT: volumetric medical image analysis as a cloud service,"Fausto Milletari, Johann Frei, Seyed-Ahmad Ahmadi",April,2018,,0
Yin_2018_CVPR,"GeoNet: Unsupervised Learning of Dense Depth, Optical Flow and Camera Pose","Yin, Zhichao and Shi, Jianping",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 1983-1992",arXiv:1810.00518,Layer-compensated Pruning for Resource-constrained Convolutional Neural Networks,"Ting-Wu Chin, Cha Zhang, Diana Marculescu",October,2018,,0
Mosinska-Domanska_2016_CVPR,Active Learning for Delineation of Curvilinear Structures,"Mosinska-Domanska, Agata and Sznitman, Raphael and Glowacki, Przemyslaw and Fua, Pascal",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5231-5239",arXiv:1812.06663,Attending Category Disentangled Global Context for Image Classification,"Keke Tang, Guodong Wei, Runnan Chen, Jie Zhu, Wenping Wang",December,2018,,0
Barron_2015_CVPR,Fast Bilateral-Space Stereo for Synthetic Defocus,"Barron, Jonathan T. and Adams, Andrew and Shih, YiChang and Hernandez, Carlos",June,2015,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2015, pp. 4466-4474",arXiv:1807.00583,Sample Efficient Semantic Segmentation using Rotation Equivariant Convolutional Networks,"Jasper Linmans, Jim Winkens, Bastiaan S. Veeling, Taco S. Cohen, Max Welling",July,2018,,0
Agudo_2014_CVPR,Good Vibrations: A Modal Analysis Approach for Sequential Non-Rigid Structure from Motion,"Agudo, Antonio and Agapito, Lourdes and Calvo, Begona and Montiel, Jose M. M.",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1558-1565",arXiv:1711.07426,Convolutional Networks for Object Category and 3D Pose Estimation from 2D Images,"Siddharth Mahendran, Haider Ali, Rene Vidal",July,2018,,0
Sigurdsson_2018_CVPR,Actor and Observer: Joint Modeling of First and Third-Person Videos,"Sigurdsson, Gunnar A. and Gupta, Abhinav and Schmid, Cordelia and Farhadi, Ali and Alahari, Karteek",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 7396-7404",arXiv:1807.08186,Decouple Learning for Parameterized Image Operators,"Qingnan Fan, Dongdong Chen, Lu Yuan, Gang Hua, Nenghai Yu, Baoquan Chen",August,2018,,0
Zach_2014_CVPR,A Principled Approach for Coarse-to-Fine MAP Inference,"Zach, Christopher",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1330-1337",arXiv:1801.01933,Improved Style Transfer by Respecting Inter-layer Correlations,"Mao-Chuang Yeh, Shuai Tang",January,2018,,0
Ma_2016_CVPR,Going Deeper into First-Person Activity Recognition,"Ma, Minghuang and Fan, Haoqi and Kitani, Kris M.",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 1894-1903",arXiv:1804.09400,3D Consistent & Robust Segmentation of Cardiac Images by Deep Learning with Spatial Propagation,"Qiao Zheng, Herv Delingette, Nicolas Duchateau, Nicholas Ayache",April,2018,,0
Yang_2018_CVPR,LEGO: Learning Edge With Geometry All at Once by Watching Videos,"Yang, Zhenheng and Wang, Peng and Wang, Yang and Xu, Wei and Nevatia, Ram",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 225-234",arXiv:1804.00651,Interactive Hand Pose Estimation: Boosting accuracy in localizing extended finger joints,"Cairong Zhang, Guijin Wang, Hengkai Guo, Xinghao Chen, Fei Qiao, Huazhong Yang",July,2018,"Electronic Imaging, Visual Information Processing and Communication IX (2018), pp. 251-1-251-6(6)",0
Pishchulin_2016_CVPR,DeepCut: Joint Subset Partition and Labeling for Multi Person Pose Estimation,"Pishchulin, Leonid and Insafutdinov, Eldar and Tang, Siyu and Andres, Bjoern and Andriluka, Mykhaylo and Gehler, Peter V. and Schiele, Bernt",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4929-4937",arXiv:1811.12481,Learning to Separate Multiple Illuminants in a Single Image,"Zhuo Hui, Ayan Chakrabarti, Kalyan Sunkavalli, Aswin C. Sankaranarayanan",November,2018,,0
Crocco_2016_CVPR,Structure From Motion With Objects,"Crocco, Marco and Rubino, Cosimo and Del Bue, Alessio",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4141-4149",arXiv:1712.08585,Denoising of image gradients and total generalized variation denoising,"Birgit Komander, Dirk A. Lorenz, Lena Vestweber",April,2018,,0
Riegler_2017_CVPR,OctNet: Learning Deep 3D Representations at High Resolutions,"Riegler, Gernot and Osman Ulusoy, Ali and Geiger, Andreas",July,2017,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2017, pp. 3577-3586",arXiv:1712.06061,Nearly Optimal Robust Subspace Tracking,"Praneeth Narayanamurthy, Namrata Vaswani",July,2018,,0
Ciliberto_2015_CVPR,Learning Multiple Visual Tasks While Discovering Their Structure,"Ciliberto, Carlo and Rosasco, Lorenzo and Villa, Silvia",June,2015,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2015, pp. 131-139",arXiv:1807.09413,3DFeat-Net: Weakly Supervised Local 3D Features for Point Cloud Registration,"Zi Jian Yew, Gim Hee Lee",July,2018,,0
Ladicky_2014_CVPR,Pulling Things out of Perspective,"Ladicky, Lubor and Shi, Jianbo and Pollefeys, Marc",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 89-96",arXiv:1811.07392,Facial Expression and Peripheral Physiology Fusion to Decode Individualized Affective Experience,"Yu Yin, Mohsen Nabian, Miolin Fan, ChunAn Chou, Maria Gendron, Sarah Ostadabbas",November,2018,,0
Qi_2016_CVPR,Volumetric and Multi-View CNNs for Object Classification on 3D Data,"Qi, Charles R. and Su, Hao and Niessner, Matthias and Dai, Angela and Yan, Mengyuan and Guibas, Leonidas J.",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5648-5656",arXiv:1803.11404,Cross-modal Deep Variational Hand Pose Estimation,"Adrian Spurr, Jie Song, Seonwook Park, Otmar Hilliges",March,2018,,0
Babenko_2015_CVPR,Tree Quantization for Large-Scale Similarity Search and Classification,"Babenko, Artem and Lempitsky, Victor",June,2015,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2015, pp. 4240-4248",arXiv:1807.04975,Recognition in Terra Incognita,"Sara Beery, Grant van Horn, Pietro Perona",July,2018,,0
Li_2015_CVPR,Simulating Makeup Through Physics-Based Manipulation of Intrinsic Image Layers,"Li, Chen and Zhou, Kun and Lin, Stephen",June,2015,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2015, pp. 4621-4629",arXiv:1806.00525,Audio Visual Scene-Aware Dialog (AVSD) Challenge at DSTC7,"Huda Alamri, Vincent Cartillier, Raphael Gontijo Lopes, Abhishek Das, Jue Wang, Irfan Essa, Dhruv Batra, Devi Parikh, Anoop Cherian, Tim K. Marks, Chiori Hori",June,2018,,0
Kossaifi_2018_CVPR,GAGAN: Geometry-Aware Generative Adversarial Networks,"Kossaifi, Jean and Tran, Linh and Panagakis, Yannis and Pantic, Maja",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 878-887",arXiv:1808.00297,TraMNet - Transition Matrix Network for Efficient Action Tube Proposals,"Gurkirt Singh, Suman Saha, Fabio Cuzzolin",August,2018,,0
Fiaschi_2014_CVPR,Tracking Indistinguishable Translucent Objects over Time using Weakly Supervised Structured Learning,"Fiaschi, Luca and Diego, Ferran and Gregor, Konstantin and Schiegg, Martin and Koethe, Ullrich and Zlatic, Marta and Hamprecht, Fred A.",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 2736-2743",arXiv:1806.05570,Direct Automated Quantitative Measurement of Spine via Cascade Amplifier Regression Network,"Shumao Pang, Stephanie Leung, Ilanit Ben Nachum, Qianjin Feng, Shuo Li",June,2018,,0
Gan_2015_CVPR,DevNet: A Deep Event Network for Multimedia Event Detection and Evidence Recounting,"Gan, Chuang and Wang, Naiyan and Yang, Yi and Yeung, Dit-Yan and Hauptmann, Alex G.",June,2015,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2015, pp. 2568-2577",arXiv:1801.00939,Topological Tracking of Connected Components in Image Sequences,"Rocio Gonzalez-Diaz, Maria-Jose Jimenez, Belen Medrano",January,2018,,0
Gaidon_2016_CVPR,Virtual Worlds as Proxy for Multi-Object Tracking Analysis,"Gaidon, Adrien and Wang, Qiao and Cabon, Yohann and Vig, Eleonora",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 4340-4349",arXiv:1812.10998,Learning from past scans: Tomographic reconstruction to detect new structures,"Preeti Gopal, Sharat Chandran, Imants Svalbe, Ajit Rajwade",December,2018,,0
Chang_2016_CVPR,Random Features for Sparse Signal Classification,"Rick Chang, Jen-Hao and Sankaranarayanan, Aswin C. and Vijaya Kumar, B. V. K.",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5404-5412",arXiv:1810.01638,Optimization Algorithm Inspired Deep Neural Network Structure Design,"Huan Li, Yibo Yang, Dongmin Chen, Zhouchen Lin",October,2018,,0
Deng_2017_CVPR,Factorized Variational Autoencoders for Modeling Audience Reactions to Movies,"Deng, Zhiwei and Navarathna, Rajitha and Carr, Peter and Mandt, Stephan and Yue, Yisong and Matthews, Iain and Mori, Greg",July,2017,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2017, pp. 2577-2586",arXiv:1812.00253,A Deep Learning Approach for Multi-View Engagement Estimation of Children in a Child-Robot Joint Attention task,"Jack Hadfield, Georgia Chalvatzaki, Petros Koutras, Mehdi Khamassi, Costas S. Tzafestas, Petros Maragos",December,2018,,0
Varas_2014_CVPR,Region-based Particle Filter for Video Object Segmentation,"Varas, David and Marques, Ferran",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 3470-3477",arXiv:1805.06776,Situation Assessment for Planning Lane Changes: Combining Recurrent Models and Prediction,"Oliver Scheel, Loren Schwarz, Nassir Navab, Federico Tombari",May,2018,,0
Kruthiventi_2016_CVPR,Saliency Unified: A Deep Architecture for Simultaneous Eye Fixation Prediction and Salient Object Segmentation,"Kruthiventi, Srinivas S. S. and Gudisa, Vennela and Dholakiya, Jaley H. and Venkatesh Babu, R.",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 5781-5790",arXiv:1811.08081,ChainGAN: A sequential approach to GANs,"Safwan Hossain, Kiarash Jamali, Yuchen Li, Frank Rudzicz",November,2018,,0
Brachmann_2018_CVPR,Learning Less Is More - 6D Camera Localization via 3D Surface Regression,"Brachmann, Eric and Rother, Carsten",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 4654-4662",arXiv:1812.07869,Deep Global-Relative Networks for End-to-End 6-DoF Visual Localization and Odometry,"Yimin Lin, Zhaoxiang Liu, Jianfeng Huang, Chaopeng Wang, Guoguang Du, Jinqiang Bai, Shiguo Lian, Bill Huang",December,2018,,0
Speciale_2018_CVPR,Consensus Maximization for Semantic Region Correspondences,"Speciale, Pablo and Paudel, Danda P. and Oswald, Martin R. and Riemenschneider, Hayko and Van Gool, Luc and Pollefeys, Marc",June,2018,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2018, pp. 7317-7326",arXiv:1803.03330,Motion deblurring of faces,"Grigorios G. Chrysos, Paolo Favaro, Stefanos Zafeiriou",March,2018,,0
Mathe_2016_CVPR,Reinforcement Learning for Visual Object Detection,"Mathe, Stefan and Pirinen, Aleksis and Sminchisescu, Cristian",June,2016,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2016, pp. 2894-2902",arXiv:1712.07472,Accurate 3D Reconstruction of Dynamic Scenes from Monocular Image Sequences with Severe Occlusions,"Vladislav Golyanik, Torben Fetzer, Didier Stricker",December,2017,,0
Zhang_2017_CVPR,Joint Geometrical and Statistical Alignment for Visual Domain Adaptation,"Zhang, Jing and Li, Wanqing and Ogunbona, Philip",July,2017,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2017, pp. 1859-1867",arXiv:1712.01359,3D Semantic Trajectory Reconstruction from 3D Pixel Continuum,"Jae Shin Yoon, Ziwei Li, Hyun Soo Park",December,2017,,0
