Title_A,Time_A,Director_A,Year_A,Cast_A,Title_B,Time_B,Director_B,Year_B,Cast_B,Gold
Macgyver - The Complete Third Season , 942 minutes ,Alan Simmonds,2005,Richard Dean Anderson,Challenge To Be Free,1 hr. 28 min.,Tay Garnett,1975,"Mike Mazurki, Jimmy Kane, Vic Christy, Fritz Ford, Tay Garnett, John McIntire",0
Willow (Blu-ray / DVD Combo) , 126 minutes ,Ron Howard,2013,Val Kilmer,RV,1 hr. 39 min.,Barry Sonnenfeld,2006,"Robin Williams, Cheryl Hines, Josh Hutcherson, Jeff Daniels, Joanna 'JoJo' Levesq..., Kristin Chenoweth",0
Doctor Who: The Key to Time (Special Collector's Edition) (Stories 98-103) , 633 minutes ,George Spenton-Foster,2009,Tom Baker,Sleeper,1 hr. 26 min.,Dru Brown,2009,"Bruce Hopkins, Scott 'Raven' Levy, Ty Hungerford",0
Tea With Mussolini , 117 minutes ,Franco Zeffirelli,1999,Maggie Smith,A Promise,1 hr. 38 min.,Patrice Leconte,2014,"Rebecca Hall, Alan Rickman, Richard Madden, Toby Murray, Maggie Steed, Shannon Tarbet",0
Transe (English Subtitled)   ,"2 hours, 0 minutes",Teresa Villaverde,2006,"Ana Moreira, Viktor Rakov",Girlfriend,1 hr. 34 min.,Justin Lerner,2011,"Jackson Rathbone, Shannon Woodward, Amanda Plummer, Evan Sneider, Rachel Melvin, Jerad Anderson",0
Snow White (English Subtitled)   ,"1 hour, 51 minutes",Samir,2007,"Julie Fournier, Carlos Leal",Radio Free Albemuth,1 hr. 51 min.,John Alan Simon,2014,"Jonathan Scarfe, Scott Wilson, Shea Whigham, Alanis Morissette, Katheryn Winnick, Hanna Hall",0
Bob's New Suit    ,"1 hour, 37 minutes",Alan R. Howard,2011,"Hayley DuMond, Jenny Shimizu",Breaking Through,1 hr. 25 min.,Cindy Abel,2014,"Tammy Baldwin (II), Alex Wan (II), Kathy Webb",0
Shooter (2007) , 126 minutes ,Various,2007,Various,The Man from Beyond,50 min.,Burton L. King,1922,"Harry Houdini, Arthur Maude, Albert Tavernier, Erwin Connelly, Frank Montgomery, Luis Alberni",0
Papillon , 150 minutes ,Franklin J. Schaffner,2005,Steve McQueen,Pig,1 hr. 30 min.,Henry Barrial,2014,"Rudolf Martin, Heather Ankeny, Keith Diamond, Ines Dali, Lenya Weber, Pamela Salem",0
Red vs. Blue The Blood Gulch Chronicles: The First Five Seasons , 550 minutes ,Matt Hullum,2010,Burnie Burns,Slow West,1 hr. 24 min.,John M. Maclean,2015,"Michael Fassbender, Kodi Smit-McPhee, Ben Mendelsohn, Brooke Williams, Rory McCann, Caren Pistorius",0
Empire of the Sun (Keepcase) , 152 minutes ,Steven Spielberg,2009,Christian Bale,Les gÌ©ants (The Giants),1 hr. 24 min.,Bouli Lanners,2011,"Zacharie Chasseriaud, Martin Nissen, Paul Bartel, Didier Toupy, Karim Leklou, Marthe Keller",0
The City of Lost Children , 112 minutes ,Marc Caro,1999,Briac Barthelemy,The Man Who Came Back,1 hr. 52 min.,Glen Pitre,2008,"Eric Braeden, Billy Zane, Carol Alt, James Patrick Stuart, Sean Young, Jennifer O'Dell",0
The Fighter    ,"1 hour, 56 minutes",David O. Russell,2010,"Mark Wahlberg, Christian Bale",Firewalker,1 hr. 46 min.,J. Lee Thompson,1986,"Chuck Norris, Louis Gossett Jr, Melody Anderson, Will Sampson, Sonny Landham, John Rhys-Davies",0
The Phantom of the Opera (2004)    ,"2 hours, 22 minutes",Joel Schumacher,2004,"Gerard Butler, Emmy Rossum",Fantastic Mr. Fox,1 hr. 27 min.,Wes Anderson,2009,"George Clooney, Meryl Streep, Jason Schwartzman, Bill Murray, Wallace Wolodarsky, Eric Chase Anderson",0
My Sister's Keeper (2009)    ,"1 hour, 50 minutes",Nick Cassavetes,2009,"Abigail Breslin, Walter Raney",Chariot,1 hr. 27 min.,Brad Osborne,2013,"Anthony Montgomery, Brina Palencia, Ian Sinclair, Michelle Sherrill, Eric Vale, Frederic Doss",0
October Sky    ,"1 hour, 48 minutes",Joe Johnston,1999,"Jake Gyllenhaal, Chris Cooper",The Big I Am,1 hr. 46 min.,Nic Auerbach,2010,"Leo Gregory, Vincent Regan, Beatrice Rosen, Steven Berkoff, Michael Madsen, Phil Davis",0
Bruce Lee: The Big Boss / Fist Of Fury , 206 minutes ,Wei Lo,2013,Bruce Lee,Ek Aur Ek Gyarah: By Hook or by Crook,3 hr. 25 min.,David Dhawan,2003,"Sanjay Dutt, Govinda, Amrita Arora, Nandini Singh, Jackie Shroff, Gulshan Grover",0
Prometheus (Blu-ray/ DVD + Digital Copy) , 248 minutes ,Ridley Scott,2012,Noomi Rapace,Mondo Cannibale (Barbarian Goddess) (El CanÌ_bal) (The Cannibals) (White Cannibal Queen),1 hr. 30 min.,JesÌ¼s Franco,1980,"Al Cliver, Sabrina Siani, Jerome Foulon, Shirley Knight, Antonio Mayans, Olivier Mathot",0
Wrath of the Titans    ,"1 hour, 40 minutes",Jonathan Liebesman,2012,"Sam Worthington, Liam Neeson",The Last of Sheila,2 hr.,Herbert Ross,1973,"Richard Benjamin, Dyan Cannon, James Coburn, Joan Hackett, James Mason, Ian McShane",0
Saltwater    ,"1 hour, 21 minutes",Charlie Vaughn,2012,"Ronnie Kerr, Ian Roberts",The Adventurer: The Curse of the Midas Box,1 hr. 38 min.,Jonathan Newman,2014,"Michael Sheen, Lena Headey, Keeley Hawes, Ioan Gruffudd, Aneurin Barnard, Sam Neill",0
The Patriot    ,"1 hour, 26 minutes",Frank Harris,2002,"Gregg Henry, Simone Griffeth",Creep Van,1 hr. 25 min.,Scott W. Mckinlay,2012,"Brian Kolodziej, Gerald Emerick, Amy Wehrell, Jason McCoy, Angela Armani, Charles Alexander Ma...",0
Salmon Fishing in the Yemen    ,"1 hour, 48 minutes",Lasse Hallström,2012,"Amr Waked, Emily Blunt",Al Capone,1 hr. 45 min.,Richard Wilson,1959,"Rod Steiger, Fay Spain, Martin Balsam, Nehemiah Persoff, James Gregory, Murvyn Vye",0
Justice League   ,23 minutes,Dan Riba,2002,"Kevin Conroy, Maria Canals-Barrera",And While We Were Here,1 hr. 24 min.,Kat Coiro,2013,"Kate Bosworth, Jamie Blackley, Iddo Goldberg, Claire Bloom",0
The Day After Tomorrow (Widescreen Edition) , 124 minutes ,Roland Emmerich,2004,Dennis Quaid,The Zero Theorem,1 hr. 47 min.,Terry Gilliam,2014,"Christoph Waltz, MÌ©lanie Thierry, David Thewlis, Lucas Hedges, Tilda Swinton, Ben Whishaw",0
Two For the Seesaw (1962) [Blu-ray] , 119 minutes ,Robert Wise,1916,Robert Mitchum,Fire and Ice,1 hr. 21 min.,Ralph Bakshi,1983,"William Ostrander, Maggie Roswell, Steve Sandor, Stephen Mendel, Leo Gordon, Susan Tyrrell",0
Thriller: A Cruel Picture , 107 minutes ,Bo A. Vibenius,2004,Solveig Andersson,5 Days Of War,1 hr. 53 min.,Renny Harlin,2011,"Rupert Friend, Richard Coyle, Emmanuelle Chriqui, Heather Graham, Johnathon Schaech, Rade Serbedzija",0
Judgment Night , 110 minutes ,Stephen Hopkins,2004,Emilio Estevez,House Arrest,1 hr. 42 min.,William Washington,2011,"Stacey Dash, The Game, David Dustin Kenyon, Bebe Drake, Rodney ""Red"" Grant, Roy Fegan",0
Take Me Home    ,"1 hour, 37 minutes",Sam Jaeger,2012,"Amber Jaeger, Sam Jaeger",The Kane Files: Life Of Trial,1 hr. 31 min.,Benjamin Gourley,2010,"Drew Fuller, William Atherton, Ethan Embry, William Devane, Whitney Able, Eve Mauro",0
Running Scared    ,"2 hours, 2 minutes",Wayne Kramer,2006,"Paul Walker, Cameron Bright",Mega Python Vs. Gatoroid,1 hr. 31 min.,Mary Lambert,2011,"Deborah Gibson, Tiffany, A Martinez, Tiffany A. Martinez, Kathryn Joosten, Kevin M. Horton",0
Amadeus (Director's Cut)    ,"3 hours, 1 minute",Milos Forman,2002,"F. Murray Abraham, Tom Hulce",The Garbage Pail Kids Movie,1 hr. 40 min.,Rod Amateau,1987,"Mackenzie Astin, Katie Barberi, Anthony Newley, Ron MacLachlan, Ron MacLachan, Kevin Thompson",0
Shakespeare In Love    ,"2 hours, 4 minutes",John Madden,1998,"Geoffrey Rush, Tom Wilkinson",Chipmunk Adventure,1 hr. 16 min.,Janice Karman,1987,"Ross Bagdasarian Jr, Janice Karman, Dody Goodman, Susan Tyrrell, Anthony De Longis, Frank Welker",0
Patema Inverted [Blu-ray] , 98 minutes ,Yasuhiro Yoshiura,2014,,Sin City,2 hr. 4 min.,Robert Rodriguez,2005,"Bruce Willis, Mickey Rourke, Jessica Alba, Clive Owen, Rosario Dawson, Nick Stahl",0
Four Windows (English Subtitled)   ,"1 hour, 20 minutes",Christian Moris Müller,2009,"David Behrens, Margarita Broich",In The Name Of The King: Two Worlds,1 hr. 36 min.,Uwe Boll,2011,"Aleks Paunovic, Dolph Lundgren, Heather Doerksen, Lochlyn Munro, Natassia Malthe",0
Grave of the Fireflies , 89 minutes ,Isao Takahata,2012,,His Kind of Woman,2 hr.,John Farrow,1951,"Robert Mitchum, Jane Russell, Vincent Price, Tim Holt, Charles McGraw, Marjorie Reynolds",0
Cloak & Dagger    ,"1 hour, 42 minutes",Richard Franklin,1984,"Henry Thomas, Dabney Coleman",Captain Scarlett,1 hr. 15 min.,Thomas Carr,1953,"Richard Greene, Leonora Amar, Lenora Amar, Ned Young, Isobel del Puerto, Manolo Fabregas",0
"Yesterday, Today, and Tomorrow    ","1 hour, 59 minutes",Vittorio De Sica,1963,"Sophia Loren, Marcello Mastroianni",Telstar (Telstar: The Joe Meek Story),1 hr. 57 min.,Nick Moran,2009,"Con O'Neill, Pam Ferris, J.J. Feild, James Corden, Tom Burke, Kevin Spacey",0
The Ultimate Matrix Collection [Blu-ray] , 505 minutes ,Andy Wachowski,2008,Keanu Reeves,The Holy Land Of Tyrol,2 hr.,Philipp J. Pamer,2010,"Inga Birkenfeld, Wolfgang Menardi, Manfred-Anton Algran..., Anton Algrang, Martin Abram, Verena Plangger",0
Sherlock Holmes & The Secret Weapon    ,"1 hour, 11 minutes",Roy William Neill,1943,"Basil Rathbone, Nigel Bruce",Far Cry,1 hr. 35 min.,Uwe Boll,2008,"Til Schweiger, Emmanuelle Vaugier, Craig Fairbrass, Udo Kier, Natalia Avelon, Ralf Moeller",0
Criminally Clueless- 8 Movie Collection , 782 minutes ,Various,2013,Richard Dreyfuss,The Forger,1 hr. 32 min.,Philip Martin,2015,"John Travolta, Christopher Plummer, Jennifer Ehle, Abigail Spencer, Tye Sheridan, Anson Mount",0
Viking Quest    ,"1 hour, 35 minutes",Todor Chapkanov,2015,"Harry Lister Smith, Jenny Boyd",Skyjacked,1 hr. 40 min.,John Guillermin,1972,"Charlton Heston, Yvette Mimieux, James Brolin, Claude Akins, Jeanne Crain, Susan Dey",0
Event Horizon    ,"1 hour, 36 minutes",Paul W.S. Anderson,1997,"Laurence Fishburne, Sam Neill",11/11/11,1 hr. 31 min.,Keith Allan,2011,"Jon Briddell, Erin Coker, Hayden Byerly, Lena La Fratta, Tracy Pulliam, Madonna Magee",0
Mr Majestyk , 103 minutes ,Richard Fleischer,2003,Charles Bronson,The Butcher,1 hr. 53 min.,Jesse V. Johnson,2008,"Eric Roberts, Guillermo DÌ_az, Keith David, Michael Ironside, Robert Davi, Irina BjÌ¦rklund",0
Top Gun    ,"1 hour, 50 minutes",Tony Scott,1986,"Tom Cruise, Kelly McGillis",Hot to Trot,1 hr. 24 min.,Michael Dinner,1988,"Bobcat Goldthwait, Bob Goldthwait, John Candy, Dabney Coleman, Virginia Madsen, Jim Metzler",0
Hours    ,"1 hour, 38 minutes",Eric Heisserer,2013,"Paul Walker, Genesis Rodriguez",Serena and the Ratts,1 hr. 37 min.,Kevin Barry Howe,2012,"Evalena Marie, Dave Neal, Marek Tarlowski, Jonathan Thomson, Jeremy Bates",0
The Rundown (Widescreen Edition) , 105 minutes ,Peter Berg,2004,Dwayne 'The Rock' Johnson,The Lie,1 hr. 20 min.,Joshua Leonard,2011,"Joshua Leonard, Jess Weixler, Mark Webber, Alia Shawkat, Jane Adams (II), Kelli Garner",0
Persona (Criterion Collection) (Blu-ray + DVD) , 83 minutes ,Ingmar Bergman,2014,Liv Ullmann,The Broken Circle Breakdown,1 hr. 52 min.,Felix Van Groeningen,2013,"Veerle Baetens, Johan Heldenbergh, Nell Cattrysse, Geert Van Rampelberg, Nils De Caster, Robbie Cleiren",0
Mr. & Mrs. Smith (Widescreen Edition) , 120 minutes ,Doug Liman,2005,Brad Pitt,Blissful Lies,1 hr. 35 min.,Jennifer Brown-Thomas,2012,"Leann Hunley, Zach Rose, Teri Galvan, Tiffany Lonsdale",0
Battle For Haditha    ,"1 hour, 33 minutes",Nick Broomfield,2013,"Matthew Knoll, Elliot Ruiz",Jackie Chan Presents: Wushu,1 hr. 38 min.,Antony Szeto,2008,"Sammo Hung Kam-Bo, Wang Wenjie, Fengchao Liu, Wang Fei, Yongchen Liu, Yachao Wang",0
Babies    ,"1 hour, 34 minutes",Michael Ray Rhodes,2013,"Lindsay Wagner, Dinah Manoff",Disaster Wars: Earthquake vs. Tsunami,,David Palmieri,2013,"Jenny Allford, Joe Estevez, Priscilla Barnes, Reggie Bannister",0
Still of the Night [Blu-ray] , 93 minutes ,Robert Benton,2015,Roy Scheider,A Little Chaos,1 hr. 56 min.,Alan Rickman,2015,"Kate Winslet, Matthias Schoenaerts, Alan Rickman, Stanley Tucci, Helen McCrory, Jennifer Ehle",0
Tremors 2: Aftershocks    ,"1 hour, 40 minutes",S.S. Wilson,1996,"Fred Ward, Chris Gartin",Poker Night,1 hr. 44 min.,Greg Francis,2014,"Ron Perlman, Giancarlo Esposito, Beau Mirchoff, Titus Welliver, Michael Eklund, Ron Eldard",0
A Good Year (Widescreen Edition) , 117 minutes ,Ridley Scott,2007,Russell Crowe,The Ice Harvest,1 hr. 28 min.,Harold Ramis,2005,"John Cusack, Billy Bob Thornton, Connie Nielsen, Lara Phillips, Bill Noble, Randy Quaid",0
The Hobbit: An Unexpected Journey (Extended Edition)    ,"3 hours, 3 minutes",Peter Jackson,2012,"Ian McKellen, Martin Freeman",Rude Dude,1 hr. 32 min.,Ian Fischer,2012,"Steve Rude, Mike Baron, Mike Richardson, Mike Allred",0
Attila , 177 minutes ,Dick Lowry,2002,Powers Boothe,The Cutter,1 hr. 32 min.,William Tannen,2005,"Chuck Norris, Joanna Pacula, Daniel Bernhardt, Bernie Kopell, Tracy Scoggins, Dean Cochran",0
The Paper Chase    ,"1 hour, 52 minutes",James Bridges,1973,"Timothy Bottoms, Lindsay Wagner",Mr. India,2 hr. 59 min.,Shekhar Kapur,1987,"Bob Christo, Ramesh Deo, Anil Kapoor, Annu Kapoor, Satish Kaushik, Amrish Puri",0
Veronica Mars , 107 minutes ,Rob Thomas,2014,Kristen Bell,Joe,1 hr. 56 min.,David Gordon Green,2014,"Nicolas Cage, Tye Sheridan, Gary Poulter, Ronnie Gene Blevins, Adrienne Mishler, A.J. Wilson McPhaul",0
The Librarian: Curse of the Judas Chalice , 90 minutes ,Jonathan Frakes,2009,Noah Wyle,Nightscape: Dark Reign Of Thanatos,1 hr. 35 min.,Dom Lenoir,2012,"Henry Amphlett, Tania Baressi, Julian Lamoral-Rober..., Robin Schnepp, Sam Stevenson, Sam Wells",0
Lovesick    ,"1 hour, 25 minutes",Luke Matheny,2015,"Matt LeBlanc, Ali Larter",Rift,1 hr. 40 min.,LazRael Lison,2011,"Leslie Easterbrook, Richmond Arquette, Darcy Fowers, Tom Wright, Ali Costello, Shary Nassimi",0
Yentl (Two-Disc Director's Cut) , 132 minutes ,Barbra Streisand,2009,Barbra Streisand,On the Road,2 hr. 4 min.,Walter Salles,2012,"Garrett Hedlund, Sam Riley, Kristen Stewart, Kirsten Dunst, Viggo Mortensen, Amy Adams",0
Scarlet Pimpernel    ,"1 hour, 38 minutes",Harold Young,2007,"Leslie Howard, Merle Oberon",Petunia,1 hr. 52 min.,JosÌ© Rafael PÌ©rez Balen,2013,"Thora Birch, Tobias Segal, Christine Lahti, Eddie Kaye Thomas, David Rasche, Chinasa Ogbuagu",0
Lost Horizon , 134 minutes ,Frank Capra,1999,Edward Everett Horton,Mexican Sunrise,1 hr. 16 min.,Rowdy Stovall,2012,"Armand Assante, Jordan Belfi, William Gregory Lee, Michelle Brew, Megan Brown, Tom Tartamella",0
Paranormal Activity 2    ,"1 hour, 32 minutes",Tod Williams,2010,"David Bierend, Brian Boland",Virginia City,2 hr. 1 min.,Michael Curtiz,1940,"Errol Flynn, Miriam Hopkins, Humphrey Bogart, Alan Hale, Randolph Scott, Frank McHugh",0
Mulholland Dr. [Blu-ray] , 147 minutes ,David Lynch,2015,Naomi Watts,The Age of Adaline,1 hr. 49 min.,Lee Toland Krieger,2015,"Blake Lively, Michiel Huisman, Harrison Ford, Ellen Burstyn, Kathy Baker, Amanda Crew",0
Real Steel , 127 minutes ,Shawn Levy,2011,Hugh Jackman,The Woodsman,1 hr. 22 min.,Christian Cisneros,2012,"Maurice Ripke, Julian Guevara, Robert Stewart, Eric Garcia",0
"Big Combo, The - 1955 (Digitally Remastered Version)    ","1 hour, 25 minutes",Joseph H. Lewis,2011,"Cornel Wilde, Richard Conte",Down By The River,1 hr. 16 min.,William Leonardo Molina,2012,"Sean Johnson, Adriana Ford, Alethea Bailey, Trenise Gray, Trense Gray, Beny Schwarzt",0
X-Men: Days of Future Past - The Rogue Cut    ,"2 hours, 29 minutes",Bryan Singer,2015,"Hugh Jackman, James McAvoy",Eternal Damn Nation,1 hr. 30 min.,Alan Del Tufo,2014,"Jade Elysan, Alan Del Tufo, Carson Dougherty, Wyatt Kuether, John B. McCann, Alan DelTufo",0
Love Story , 101 minutes ,Various,2001,Various,Body Armour,1 hr. 31 min.,Gerry Lively,2009,"Til Schweiger, Chazz Palminteri, Cristina Brondo, Gustavo SalmerÌ_n, Lluis Homar, Khan Bonfils",0
Days of Heaven    ,"1 hour, 34 minutes",Terrence Malick,1978,"Richard Gere, Brooke Adams",As Night Comes,1 hr. 55 min.,Richard Zelniker,2014,"Evanne Friedmann, Myko Olivier, Kent Harper, Luke Baines, Stacia Hitt, Myko Oliver",0
Mrs. Henderson Presents    ,"1 hour, 44 minutes",Stephen Frears,2005,"Judi Dench, Bob Hoskins",Riddick,1 hr. 59 min.,David Twohy,2013,"Vin Diesel, Matt Nable, Karl Urban, Katee Sackhoff, Bokeem Woodbine, Dave Bautista",0
Flight of the Cardinal    ,"1 hour, 27 minutes",Robert Gaston,2011,"Matthew Montgomery,Ross Beschler",Five,1 hr. 26 min.,Jennifer Aniston,2011,"Jeanne Tripplehorn, Patricia Clarkson, Tony Shalhoub, Kathy Najimy, Rosario Dawson, Lyndsy Fonseca",0
"It's a Mad, Mad, Mad, Mad World ", 161 minutes ,Stanley Kramer,2003,Spencer Tracy,Bad Asses on the Bayou,1 hr. 25 min.,Craig Moss,2015,"Danny Trejo, Danny Glover, John Amos, Loni Love",0
Little Shop of Horrors , 94 minutes ,Frank Oz,2009,Rick Moranis,"Roll Along, Cowboy",55 min.,Gus Meins,1937,"Smith Ballew, Cecilia Parker, Stanley Fields, Wally Albright, Ruth Robinson, Frank Milan",0
Little Shop of Horrors (1986)    ,"1 hour, 34 minutes",Frank Oz,1986,"Levi Stubbs, Rick Moranis",I'm In Love With A Church Girl,1 hr. 59 min.,Steve Race,2013,"Adrienne Bailon, Ja Rule, Michael Madsen, T-Bone, Stephen Baldwin, Vincent Pastore",0
McLintock!    ,"2 hours, 5 minutes",Andrew V. McLaglen,1963,"John Wayne, Maureen O'Hara",[REC] 3 Genesis,1 hr. 20 min.,Paco Plaza,2012,"Leticia Dolera, Diego MartÌ_n, Ismael Mello Martine..., ÌÛlex Monner, Claire Baschet, Dr. Wendell B. Harri...",0
Citizen Kane (70th Anniversary)    ,"2 hours, 0 minutes",Orson Welles,1941,"Joseph Cotten, Dorothy Comingore",The Strange Color of Your Body's Tears,1 hr. 42 min.,HÌ©lÌ¬ne Cattet,2014,"Klaus Tange, Jean-Michel Vovk, Sylvia Camarda, Sam Louwyck, Anna D'Annunzio, Manon Beuchot",0
"Girls, Guns and G-Strings: The Andy Sidaris Collection (12 Film Set) ", 1203 minutes ,Various,2011,Dona Speir,Super Model,1 hr. 45 min.,Vincent Kok,2004,"Ronald Cheng, Kar Yan Lam, Sam Lee, Sammy Leung, Vincent Kok, Chi-Chun Chan",0
Something Borrowed , 112 minutes ,Luke Greenfield,2011,Kate Hudson,Scaramouche,2 hr. 4 min.,Rex Ingram,1923,"Ramon Novarro, Alice Terry, Lewis Stone, Lloyd Ingraham, Julia Swayne Gordon, William Humphrey",0
Lost: The Complete Collection , 5074 minutes ,Adam Davidson,2010,Jorge Garcia,The Big Circus,1 hr. 48 min.,Joseph M. Newman,1959,"Rhonda Fleming, Victor Mature, Red Buttons, Kathryn Grant, Vincent Price, Gilbert Roland",0
Schindler's List    ,"3 hours, 15 minutes",Steven Spielberg,1993,"Liam Neeson, Ben Kingsley",Annie,1 hr. 58 min.,Will Gluck,2014,"Jamie Foxx, Rose Byrne, Bobby Cannavale, Cameron Diaz, Adewale Akinnuoye-Ag..., David Zayas",0
Lionheart , 105 minutes ,Sheldon Lettich,2013,Jean-Claude Van Damme,Transmorphers: Fall of Man,1 hr. 30 min.,Scott Wheeler,2009,"Bruce Boxleitner, Jennifer Rubin, Shane Van Dyke, Alana DiMaria, Amy Van Horne, Benjamin W. Smith",0
The Last House on the Left (Unrated & Theatrical Versions) , 224 minutes ,Dennis Iliadis,2009,Tony Goldwyn,The Chateau Meroux,1 hr. 34 min.,Bob Fugger,2012,"Amanda Righetti, Christopher Lloyd, Taylor Negron, Marla Sokoloff, Barry Watson, Jeffrey Weissman",0
The Aviator    ,"2 hours, 51 minutes",Martin Scorsese,2004,"Leonardo DiCaprio, Cate Blanchett",House Of The Rising Sun,1 hr. 30 min.,Brian A. Miller,2011,"David Bautista, Dave Bautista, Amy Smart, Danny Trejo, Dominic Purcell, Craig Fairbrass",0
Girls Und Panzer: TV Collection [Blu-ray] , 300 minutes ,Janice Williams,2013,Caitlynn French,Cannonball,1 hr. 33 min.,Paul Bartel,1976,"David Carradine, Bill McKinney, Veronica Hamel, Gerrit Graham, Robert Carradine, Belinda Balaski",0
Hand Cut    ,28 minutes,Edward Rosenblum,2015,Edward Rosenblum,Welp (Cub),1 hr. 25 min.,Jonas Govaerts,2014,"Stef Aerts, Evelien Bosmans, Titus De Voogdt, Gill Eeckelaert, Maurice Luijten, Jan Hammenecker",0
Emma    ,"2 hours, 2 minutes",Douglas McGrath,1996,"Gwyneth Paltrow, James Cosmo",The Good Lie,1 hr. 50 min.,Philippe Falardeau,2014,"Reese Witherspoon, Arnold Oceng, Ger Duany, Emmanuel Jal, Corey Stoll, Kuoth Wiel",0
Natural Born Killers (Director's Cut)    ,"2 hours, 2 minutes",Oliver Stone,2008,"Woody Harrelson, Juliette Lewis",It Felt Like Love,1 hr. 22 min.,Eliza Hittman,2014,"Gina Piersanti, Giovanna Salimeni, Ronen Rubinstein, Jesse Cordasco, Nick Rosen, Case Prime",0
Masterpiece Theatre: Wuthering Heights (2009)    ,"2 hours, 19 minutes",Coky Giedroyc,2009,"Tom Hardy, Charlotte Riley",Depth Charge,1 hr. 25 min.,Terrence O'Hara,2008,"Eric Roberts, Jason Gedrick, Chris Warren Jr., Barry Bostwick, Bridget Ann White, Robbie Alexander",0
Special ID [Blu-ray] , 99 minutes ,Clarence Fok Yiu-leung,2014,Donnie Yen,Little Glory,1 hr. 49 min.,Vincent Lannoo,2011,"Cameron Bright, Isabella Blake-Thoma..., Hannah Murray, Astrid Whettnall, Martin George Swabey, Aaron Tavaler",0
Beastly    ,"1 hour, 27 minutes",Daniel Barnz,2011,"Alex Pettyfer, Justin Bradley",Imagination,1 hr. 12 min.,Eric Leiser,2000,"Edmund Gildersleeve, Ed K. Gildersleeve, Nikki Haddad, Jessi Haddad, Courtney Sanford, Travis Poelle",0
Batman Returns (BD) [Blu-ray] , 126 minutes ,Tim Burton,2010,Michael Keaton,Something Better Somewhere Else,1 hr. 16 min.,Ron Lazzeretti,2010,"Naomi Ashley, Megan Moore Burns, Franco Campanella, Stephanie Childers, David Pasquesi, Christian Stolte",0
The Last Wagon , 98 minutes ,Delmer Daves,2006,Richard Widmark,Wuthering High School,1 hr. 30 min.,Anthony DiBlasi,2015,"Paloma Kwiatkowski, Sean Flynn, Francesca Eastwood, Andrew Jacobs, James Caan, Matthew Boehm",0
Where We Started    ,"1 hour, 46 minutes",Christopher J. Hansen,2014,"Matthew Brumlow, Cora Vander Broek",Psycho-Path: Mania,1 hr. 11 min.,Geraldine Winters,2013,"Jason Prager, Norman Keith Collins, Bobby Max, Sophia Sassoon, Eric Alecxander, Amanda Bochko",0
Drop Dead Fred , 103 minutes ,Ate de Jong,2003,Phoebe Cates,Already Dead,1 hr. 33 min.,Joe Otting,2008,"Ron Eldard, Christopher Plummer, Geoffrey Pierson, Patrick Kilpatrick, Til Schweiger, Marisa Coughlan",0
Free Willy 2: The Adventure Home    ,"1 hour, 38 minutes",Dwight H. Little,1995,"Jason James Richter, Francis Capra",Hostage Hotel,1 hr. 29 min.,Hal Needham,1999,"Burt Reynolds, Charles Durning, Keith Carradine, Michael Buie, Michael Blue, David Rasche",0
