Title_A,Year_A,Directors_A,Actors_A,Content_Rating_A,Genre_A,Duration_A,Title_B,Year_B,Directors_B,Actors_B,Content_Rating_B,Genre_B,Duration_B,Gold
Video Games: The Movie,2014.0,Jeremy Snead,"Sean Astin,Wil Wheaton,Zach Braff,Alison Haislip,Donald Faison,Chloe Dykstra,Chris Hardwick,Clare Grant,Nolan Bushnell",2.0,Documentary,105 minutes,I Witness,2003,Rowdy Herrington,"Jeff Daniels, James Spader, Portia de Rossi",5.7,"Drama, Action, Thriller",95 min ,0
Broken English,2007.0,,"Parker Posey,Melvil Poupaud,Drea de Matteo,Justin Theroux,Josh Hamilton,Tim Guinee,Gena Rowlands,Peter Bogdanovich,Roy Thinnes",2.5,"Comedy, Drama, Indie, Romance",97 minutes,The Defender,2004,Dolph Lundgren,"Dolph Lundgren, Jerry Springer, Shakara Ledard",5.0,Action,90 min ,0
Old Dogs,2009.0,Walt Becker,"John Travolta,Robin Williams,Seth Green,Bernie Mac,Matt Dillon,Ann-Margret,Rita Wilson,Amy Sedaris",1.0,"Comedy, Family",88 minutes,Hei mao,1991,Stephen Shin,"Jade Leung, Simon Yam, Thomas Lam",5.8,"Action, Crime, Drama",91 min ,0
Gravity,2013.0,Alfonso Cuarón,"Sandra Bullock,George Clooney,Basher Savage",4.0,"Drama, Science Fiction, Thriller",93 minutes,Evil Behind You,2006,Jim Carroll,"Hilary Kennedy, Manuel Velazquez, D.C. Lee",1.8,"Action, Comedy, Sci-Fi",90 min ,0
Predestination,2015.0,"Michael Spierig,Peter Spierig","Ethan Hawke,Sarah Snook,Noah Taylor,Christopher Kirby,Madeleine West",3.5,"Action, Science Fiction, Thriller",97 minutes,Torpedo Zone,1955,Duilio Coletti,"Lois Maxwell, Renato Baldini, Carlo Bellini",6.0,"Romance, War, Action",86 min ,0
The Night Listener,2006.0,Patrick Stettner,"Robin Williams,Toni Collette,Rory Culkin,Sandra Oh",3.0,"Drama, Indie, Thriller",91 minutes,Commando,1985,Mark L. Lester,"Arnold Schwarzenegger, Rae Dawn Chong, Dan Hedaya",6.7,"Action, Adventure, Thriller",90 min ,0
Taken,2009.0,Pierre Morel,"Liam Neeson,Maggie Grace,Famke Janssen,Katie Cassidy,Arben Bajraktaraj,Gerard Watkins",2.5,"Action, Crime, Foreign, Thriller",93 minutes,Black Friday,2001,Darren Doane,"Gary Daniels, Christopher Stapleton, Ryan Kos",3.3,"Action, Adventure",95 min ,0
Perfume: The Story of a Murderer,2007.0,Tom Tykwer,"Ben Whishaw,Dustin Hoffman,Alan Rickman,John Hurt,Rachel Hurd-Wood,Karoline Herfurth,David Calder",4.0,"Drama, Fantasy, Foreign",147 minutes,Reign of Fire,2002,Rob Bowman,"Matthew McConaughey, Christian Bale, Izabella Scorupco",6.2,"Action, Adventure, Fantasy",101 min ,0
Andre Gregory: Before and After Dinner,2013.0,Cindy Kleine,"Andre Gregory,Wallace Shawn",2.5,,108 minutes,Company,2002,Ram Gopal Varma,"Ajay Devgn, Mohanlal, Manisha Koirala",8.1,"Action, Crime, Thriller",155 min ,0
Spirit of the Beehive,1973.0,,"Ana Torrent,Isabel Telleria,Teresa Gimpera,Jose Villasante,Juan Margallo",4.0,"Drama, Fantasy, Foreign",97 minutes,Crowsnest,2012,Brenton Spencer,"Mittita Barber, Aslam Husain, Victor Zinck Jr.",3.8,"Action, Horror, Mystery",84 min ,0
Baby Peggy: The Elephant in the Room,2013.0,Vera Iwerebor,"Baby Peggy,Paul Petersen",3.0,Documentary,58 minutes,High Speed,2002,Jeff Jensen,"Paul Nicholls, Andrew Lee Potts, Massimo Ghini",6.0,"Action, Drama",108 min ,0
Far from Men,2015.0,David Oelhoffen,"Viggo Mortensen,Reda Kateb",2.5,Drama,101 minutes,Bloodsport 2,1996,Alan Mehrez,"Daniel Bernhardt, James Hong, Pat Morita",4.7,"Action, Sport",90 min ,0
Happy Tears,2010.0,,"Rip Torn,Parker Posey,Demi Moore,Ellen Barkin,Christian Camargo",3.0,"Comedy, Drama, Indie",95 minutes,Speedtrap,1977,Earl Bellamy,"Joe Don Baker, Tyne Daly, Richard Jaeckel",5.4,"Action, Crime, Drama",113 min ,0
Firewall,2006.0,Richard Loncraine,"Harrison Ford,Virginia Madsen,Paul Bettany,Mary Lynn Rajskub,Robert Patrick,Robert Forster,Alan Arkin,Carly Schroeder,Jimmy Bennett",3.0,"Action, Crime, Drama, Thriller",105 minutes,The Korean,2008,Thomas Dixon,"Josiah D. Lee, Paul Adamo, Paula Bellin",3.3,Action,98 min ,0
Great Expectations,2013.0,Mike Newell,"Ralph Fiennes,Helena Bonham-Carter,Jason Flemyng,Robbie Coltrane,Holliday Grainger,Jeremy Irvine,Ewen Bremner,Sally Hawkins",2.0,Drama,128 minutes,Sarkar Raj,2008,Ram Gopal Varma,"Amitabh Bachchan, Abhishek Bachchan, Aishwarya Rai Bachchan",6.8,"Action, Crime, Drama",125 min ,0
Kidnapping Mr. Heineken,2015.0,Daniel Alfredson,"Anthony Hopkins,Jim Sturgess,Sam Worthington,Ryan Kwanten,Mark van Eeuwen,Thomas Cocquerel",1.0,"Action, Crime, Drama, Thriller",,Yang men nu jiang zhi jun ling ru shan,2011,Frankie Chan,,4.4,Action,107 min ,0
Letters from Iwo Jima,2007.0,Clint Eastwood,"Ken Watanabe,Kazunari Ninomiya,Tsuyoshi Ihara,Ryo Kase,Shidou Nakamura",4.0,"Action, Adventure, Drama, Foreign, War",141 minutes,Year of the Dragon,1985,Michael Cimino,"Mickey Rourke, John Lone, Ariane",6.9,"Action, Crime, Drama",134 min ,0
White Material,2010.0,Claire Denis,,3.5,"Drama, Foreign",102 minutes,Death in the Air,1936,Elmer Clifton,"Lona Andre, John Carroll, Leon Ames",5.1,"Action, Adventure, Mystery",69 min ,0
Match,2015.0,Stephen Belber,"Matthew Lillard,Carla Gugino,Patrick Stewart,Maduka Steady",3.0,"Comedy, Drama",90 minutes,Tarzan and the Lost City,1998,Carl Schenkel,"Casper Van Dien, Jane March, Steven Waddington",3.9,"Action, Adventure, Family",83 min ,0
Walking with Dinosaurs,2013.0,Neil Nightingale,"Charlie Rowe,Karl Urban,Angourie Rice,John Leguizamo,Justin Long,Skyler Stone,Tiya Sircar",1.5,"Action, Animation, Documentary, Family",87 minutes,The Hurricane Express,1932,J.P. McGowan,"Tully Marshall, Conway Tearle, John Wayne",5.6,"Action, Adventure, Crime",227 min ,0
Expecting,2013.0,Jessie McCormack,"Radha Mitchell,Michelle Monaghan,Jon Dore,Michael Weston,Mimi Kennedy,Sarah Aldrich,Elizabeth Bond,Nuala Campbell",1.5,"Comedy, Drama",87 minutes,Blades of Blood,2010,Joon-ik Lee,"Jeong-min Hwang, Seung-won Cha, Ji-hye Han",6.0,Action,108 min ,0
My Old Lady,2014.0,Israel Horovitz,"Maggie Smith,Kevin Kline,Kristin Scott Thomas",3.0,"Comedy, Drama",104 minutes,Kung Fu Killer,2014,Teddy Chan,"Donnie Yen, Baoqiang Wang, Charlie Yeung",6.5,"Action, Thriller",100 min ,0
Scoop,2006.0,,,2.0,"Comedy, Drama, Foreign, Mystery, Romance, Science Fiction, Thriller",96 minutes,Devil's Mile,2014,Joseph O'Brien,"David Hayter, Maria del Mar, Casey Hudecki",3.5,"Action, Crime, Horror",88 min ,0
Hysteria,2012.0,Tanya Wexler,"Hugh Dancy,Maggie Gyllenhaal,Jonathan Pryce,Felicity Jones,Rupert Everett",3.0,"Comedy, Foreign, Romance",100 minutes,The Guy from Harlem,1977,Rene Martinez Jr.,"Loye Hawkins, Cathy Davis, Patricia Fulton",2.5,"Action, Crime, Drama",86 min ,0
Snow White and the Huntsman,2012.0,Rupert Sanders,"Kristen Stewart,Charlize Theron,Chris Hemsworth,Sam Claflin",3.5,"Action, Adventure, Drama, Fantasy",127 minutes,The Monkey King,2014,Pou-Soi Cheang,"Donnie Yen, Yun-Fat Chow, Aaron Kwok",4.7,"Action, Adventure, Family",119 min ,0
Inherent Vice,2014.0,Paul Thomas Anderson,"Joaquin Phoenix,Josh Brolin,Owen Wilson,Katherine Waterston,Reese Witherspoon,Benicio Del Toro,Jena Malone,Maya Rudolph,Martin Short,Martin Donovan,Eric Roberts,Michael K. Williams",4.0,"Crime, Drama, Mystery, Romance",148 minutes,The Night Fighters,1960,Tay Garnett,"Robert Mitchum, Richard Harris, Anne Heywood",6.0,"War, Drama, Action",90 min ,0
Sundance shorts 2012,2012.0,,,3.0,,,Digimon: The Movie,2000,Mamoru Hosoda,"Lara Jill Miller, Joshua Seth, Bob Papenbrook",5.8,"Animation, Action, Adventure",82 min ,0
300,2006.0,Zack Snyder,"Gerard Butler,Lena Headey,Dominic West,David Wenham,Vincent Regan,Michael Fassbender,Tom Wisdom,Andrew Pleavin,Andrew Tiernan,Rodrigo Santoro,Peter Mensah,Stephen McHattie",2.0,"Action, Drama, Fantasy, History",117 minutes,Elephant Tales,2006,Mario Andreacchio,"Patrick Bry, Aymeric Lecerf, Boris Ventura-Diaz",5.0,"Action, Adventure, Family",92 min ,0
The Gambler,2014.0,Rupert Wyatt,"Mark Wahlberg,Brie Larson,John Goodman,Jessica Lange,Michael K. Williams",2.0,"Crime, Drama, Thriller",111 minutes,I Spy,2002,Betty Thomas,"Eddie Murphy, Owen Wilson, Famke Janssen",5.4,"Action, Adventure, Comedy",97 min ,0
Dallas Buyers Club,2013.0,Jean-Marc Vallée,"Matthew McConaughey,Jennifer Garner,Jared Leto,Dallas Roberts,Jane McNeill,Steve Zahn,Dennis O'Hare,Kevin Rankin,Griffin Dunne,Juliet Reeves",3.0,Drama,117 minutes,Alien Battlefield,2013,Thomas Dixon,"Clint Glenn Hummel, Maria Aceves, Joshua DesRoches",2.9,"Action, Sci-Fi",87 min ,0
What Ever Happened to Baby Jane?,1962.0,,"Bette Davis, Joan Crawford",4.0,"Drama, Thriller",135 minutes,Bucktown,1975,Arthur Marks,"Fred Williamson, Pam Grier, Thalmus Rasulala",6.2,"Action, Crime, Drama",94 min ,0
The Red Machine,2010.0,,,3.5,"Adventure, Crime, Drama",84 minutes,Electra,1996,Julian Grant,"Shannon Tweed, Joe Tabb, Sten Eirik",3.2,"Action, Sci-Fi, Thriller",87 min ,0
G.B.F.,2014.0,Darren Stein,"Michael J. Willett,Paul Iacono,Sasha Pieterse,Evanna Lynch,Megan Mullally,Natasha Lyonne,Rebecca Gayheart,Jonathan Silverman,JoJo,Andrea Bowen",2.5,Comedy,92 minutes,Remains,2011,Colin Theys,"Grant Bowler, Evalena Marie, Tawny Cypress",4.2,"Action, Drama, Horror",88 min ,0
The Bank Job,2008.0,Roger Donaldson,"Jason Statham,Saffron Burrows,Stephen Campbell Moore,Daniel Mays,James Faulkner",2.5,"Foreign, Thriller",112 minutes,Hirokin: The Last Samurai,2012,Alejo Mo-Sun,"Wes Bentley, Jessica Szohr, Angus Macfadyen",3.4,"Action, Adventure, Drama",105 min ,0
The Producers,1968.0,Mel Brooks,,4.0,"Comedy, Music",88 minutes,Don,1978,Chandra Barot,"Amitabh Bachchan, Zeenat Aman, Pran",7.9,"Action, Crime, Thriller",166 min ,0
Veronika Voss,1982.0,,,4.0,"Crime, Drama",105 minutes,Boy s tenyu,2005,Aleksey Sidorov,"Denis Nikiforov, Elena Panova, Andrey Panin",6.1,"Action, Drama",132 min ,0
Everybody's Fine,2009.0,,"Robert De Niro,Kate Beckinsale,Sam Rockwell,Drew Barrymore,James Frain",2.5,Drama,99 minutes,Zama Zama,2012,Vickus Strijdom,"Lindani Nkosi, Presley Chweneyagae, Khulu Skenjana",5.4,Action,104 min ,0
Bee Season,2005.0,"Scott McGehee,David Siegel","Richard Gere,Juliette Binoche,Flora Cross,Max Minghella,Kate Bosworth,Robyn Blair,Justin Alioto",4.0,"Drama, Family",104 minutes,Chura Liyaa Hai Tumne,2003,Sangeeth Sivan,"Zayed Khan, Esha Deol, Gulshan Grover",3.9,"Action, Drama, Mystery",143 min ,0
The Human Centipede 3,2015.0,Tom Six,"Laurence R. Harvey,Eric Roberts,Bree Olson,Dieter Laser",0.0,Horror,103 minutes,I Proud to Be an Indian,2004,Puneet Sira,"Sohail Khan, Tim Lawrence, Scott Hinds",6.2,Action,129 min ,0
Taxi to the Dark Side,2008.0,,,4.0,Documentary,106 minutes,Hulchul,2004,Priyadarshan,"Akshaye Khanna, Kareena Kapoor, Sunil Shetty",6.8,"Action, Comedy, Drama",149 min ,0
Greed,1925.0,,,4.0,"Drama, History",,Shaolin Prince,1982,Chia Tang,"Lung Ti, Derek Yee, Jason Pai Piao",7.1,"Action, Comedy",100 min ,0
The Shining,1980.0,Stanley Kubrick,,4.0,"Drama, Horror, Thriller",142 minutes,On the Other Side of the Tracks,2012,David Charhon,"Omar Sy, Laurent Lafitte, Sabrina Ouazani",5.7,"Action, Comedy, Crime",96 min ,0
Hector and the Search for Happiness,2014.0,Peter Chelsom,"Simon Pegg,Rosamund Pike,Toni Collette,Stellan Skarsgård,Christopher Plummer,Jean Reno",1.0,Drama,114 minutes,Con Air,1997,Simon West,"Nicolas Cage, John Cusack, John Malkovich",6.8,"Action, Crime, Thriller",115 min ,0
Weekend,2011.0,,"Tom Cullen,Chris New,Jonathan Race,Laura Freeman,Jonathan Wright,Loretto Murray",3.0,"Drama, Foreign, Romance",96 minutes,Full Throttle,1995,Tung-Shing Yee,"Andy Lau, Paul Chun, Kar Lok Chin",6.7,"Action, Drama",114 min ,0
Fanny and Alexander,1983.0,,"Pernilla Allwin,Bertil Guve,Jan Malmsjo,Erland Josephson,Kabi Laretei,Gunn Wallgren,Ewa Froling,Gunnar Bjornstrand",4.0,"Drama, Fantasy, Foreign, Mystery",188 minutes,Kill Speed,2010,Kim Bass,"Andrew Keegan, Brandon Quinn, Natalia Cigliuti",4.0,"Action, Crime, Thriller",113 min ,0
Saving Christmas,2014.0,Darren Doane,"Kirk Cameron,Bridgette Cameron,Darren Doane",1.0,Family,80 minutes,Another 48 Hrs.,1990,Walter Hill,"Eddie Murphy, Nick Nolte, Brion James",5.8,"Action, Comedy, Crime",93 min ,0
Death Sentence,2007.0,James Wan,"Kevin Bacon,Aisha Tyler,Kelly Preston,Stuart Lafferty,Garrett Hedlund,Matthew O'Leary,John Goodman",2.5,"Action, Crime, Drama, Thriller",105 minutes,Nora-Neko Rock: Wild Jumbo,1970,Toshiya Fujita,"Meiko Kaji, Bunjaku Han, Takeo Chii",6.4,"Action, Crime, Drama",84 min ,0
The Grey Zone,2002.0,,"David Arquette,Daniel Benzali,Steve Buscemi,David Chandler,Allan Corduner,Harvey Keitel,Natasha Lyonne,Mira Sorvino",4.0,"Drama, War",108 minutes,Those Daring Young Men in Their Jaunty Jalopies,1969,Ken Annakin,"Bourvil, Lando Buzzanca, Walter Chiari",6.1,"Action, Comedy, Romance",122 min ,0
Richard III,1996.0,,"Ian McKellen,Annette Bening,John Wood,Matthew Groom,Nigel Hawthorne,Maggie Smith,Robert Downey Jr.,Kristin Scott Thomas,Jim Broadbent",4.0,"Documentary, Drama, Science Fiction, Thriller",104 minutes,Showdown at Area 51,2007,C. Roma,"Jason London, Gigi Edgley, Christa Campbell",3.4,"Action, Sci-Fi, Thriller",96 min ,0
Surfwise,2008.0,Doug Pray,,3.0,Documentary,93 minutes,Violent Cop,1989,Takeshi Kitano,"Takeshi Kitano, Maiko Kawakami, Makoto Ashikawa",7.2,"Action, Crime, Drama",103 min ,0
The Wild Hunt,2010.0,Alexandre Franchi,"Ricky Mabe,Mark A. Krupa,Trevor Hayes,Claudia Jurt,Nicolas Wright",3.0,"Action, Adventure, Comedy, Drama, Indie, Science Fiction, Thriller",96 minutes,Executioners from Shaolin,1977,Chia-Liang Liu,"Kuan Tai Chen, Lo Lieh, Yue Wong",7.3,"Action, Drama",98 min ,0
Cartel Land,2015.0,Matthew Heineman,,3.0,"Action, Documentary, Drama",98 minutes,China Gate,1957,Samuel Fuller,"Gene Barry, Angie Dickinson, Nat 'King' Cole",6.6,"Action, War, Drama",97 min ,0
Wild Canaries,2015.0,Lawrence Michael Levine,"Sophia Takal,Lawrence Michael Levine,Alia Shawkat,Annie Parisse,Jason Ritter,Kevin Corrigan",2.0,"Comedy, Mystery, Romance",96 minutes,Curry and Pepper,1990,Blackie Shou Liang Ko,"Stephen Chow, Jacky Cheung, Ann Bridgewater",6.6,"Crime, Action, Romance",101 min ,0
Jiro Dreams of Sushi,2012.0,David Gelb,,3.0,"Documentary, Foreign",82 minutes,Superman IV: The Quest for Peace,1987,Sidney J. Furie,"Christopher Reeve, Gene Hackman, Margot Kidder",3.7,"Action, Adventure, Family",134 min ,0
300: Rise of an Empire,2014.0,Noam Murro,"Lena Headey,Sullivan Stapleton,Eva Green,Jack O'Connell,Rodrigo Santoro,David Wenham,Callan Mulvey,Andrew Tiernan,Ashraf Barhom,Andrew Pleavin",2.5,Action,,The Abductors,1972,Don Schain,"Cheri Caffaro, Richard Smedley, Patrick Wright",4.9,"Action, Drama",90 min ,0
The Invisible War,2012.0,,,3.0,"Crime, Documentary, Drama, History",93 minutes,Elimination Game,2014,Jon Hewitt,"Dominic Purcell, Viva Bianca, Robert Taylor",3.6,Action,90 min ,0
Ghosts of Girlfriends Past,2009.0,Mark Waters,"Matthew McConaughey,Jennifer Garner,Michael Douglas,Breckin Meyer,Lacey Chabert,Robert Forster,Anne Archer",2.0,"Comedy, Fantasy, Romance, Science Fiction",100 minutes,That Darn Cat,1997,Bob Spiers,"Christina Ricci, Doug E. Doug, Dean Jones",4.5,"Action, Comedy, Family",89 min ,0
The Kidnapping of Michel Houellebecq,2015.0,Guillaume Nicloux,"Michel Houellebecq,Mathieu Nicourt,Maxime Lefrancois,Françoise Lebrun,Luc Schwarz",2.5,"Comedy, Drama",96 minutes,Jugnu,1973,Pramod Chakravorty,"Dharmendra, Hema Malini, Pran",6.9,"Musical, Action, Drama",149 min ,0
Declaration of War,2012.0,Valerie Donzelli,"Valerie Donzelli,Bastien Bouillon,Beatrice De Stael",3.0,"Drama, Foreign",100 minutes,To Die Is Hard,2010,Glenn Berggoetz,"Glenn Berggoetz, Baird Lefter, Lauren von Engeln",7.2,"Action, Comedy",87 min ,0
To Be Takei,2014.0,Jennifer M. Kroot,"George Takei,Leonard Nimoy,William Shatner,Nichelle Nichols,Lea Salonga,Howard Stern",3.0,Documentary,90 minutes,Honeyz,2007,Tom Six,"Monique van der Werff, Anna Speller, Peter Beense",4.5,"Action, Comedy, Crime",75 min ,0
Rampart,2012.0,Oren Moverman,"Woody Harrelson,Sigourney Weaver,Cynthia Nixon,Anne Heche,Robin Wright,Ice Cube",4.0,"Action, Drama, Thriller",108 minutes,Sunstorm,2001,Mike Marvin,"Bo Derek, Stacy Keach, Ray Raglin",3.6,Action,89 min ,0
Concerning Violence,2014.0,Göran Olsson,,1.5,Documentary,78 minutes,Street Hunter,1990,John A. Gallagher,"Steve James, Reb Brown, John Leguizamo",5.5,"Action, Drama",95 min ,0
The X-Files: I Want to Believe,2008.0,,,3.5,"Action, Adventure, Drama, Mystery, Science Fiction, Thriller",104 minutes,The Kid from Cleveland,1949,Herbert Kline,"George Brent, Lynn Bari, Russ Tamblyn",5.2,"Action, Drama, Sport",89 min ,0
Museum Hours,2012.0,Jem Cohen,"Mary Margaret O'Hara,Bobby Sommer,Ela Piplits",4.0,Drama,106 minutes,The Saint,1997,Phillip Noyce,"Val Kilmer, Elisabeth Shue, Rade Serbedzija",6.2,"Action, Adventure, Romance",116 min ,0
Through a Glass Darkly,1961.0,,"Harriet Andersson,Max von Sydow,Gunnar Bjornstrand,Lars Passgard",4.0,"Drama, Foreign, Indie",89 minutes,Noah,2014,Darren Aronofsky,"Russell Crowe, Jennifer Connelly, Anthony Hopkins",5.9,"Action, Adventure, Drama",138 min ,0
Looking for Eric,2009.0,Ken Loach,"Steve Evets,Eric Cantona,John Henshaw,Stephanie Bishop,Gerard Kearns,Lucy-Jo Hudson,Stefan Gumbs",2.0,"Comedy, Drama, Foreign, Indie",119 minutes,A Better Tomorrow,2010,Hae-sung Song,"Jin-mo Ju, Seung-heon Song, Kang-woo Kim",5.9,"Action, Drama",124 min ,0
Bloodsucking Bastards,2015.0,Brian James O'Connell,"Fran Kranz,Pedro Pascal,Joey Kern,Joel Murray,Emma Fitzpatrick,Yvette Yates,Justin Ware,David F. Park,Parvesh Cheena",2.5,"Comedy, Horror",86 minutes,L.A. Bounty,1989,Worth Keeter,"Sybil Danning, Wings Hauser, Blackie Dammett",4.3,Action,85 min ,0
Iron Man 3,2013.0,Shane Black,"Robert Downey Jr.,Gwyneth Paltrow,Guy Pearce,Don Cheadle,Ben Kingsley,Paul Bettany,Rebecca Hall,Jon Favreau,William Sadler,James Badge Dale",2.5,"Action, Adventure, Science Fiction",130 minutes,Shadowboxer,2005,Lee Daniels,"Cuba Gooding Jr., Helen Mirren, Vanessa Ferlito",5.6,"Action, Crime, Drama",93 min ,0
Nowhere Boy,2010.0,Sam Taylor-Wood,"Aaron Johnson,Kristin Scott Thomas,Anne-Marie Duff,David Threlfall,Thomas Brodie Sangster",3.5,"Drama, Foreign, Music",98 minutes,Chain Reaction,1996,Andrew Davis,"Keanu Reeves, Morgan Freeman, Rachel Weisz",5.5,"Action, Drama, Sci-Fi",107 min ,0
Cashback,2007.0,,"Sean Biggerstaff,Emilia Fox,Shaun Evans,Michelle Ryan,Stuart Goodwin,Michael Dixon,Michael Lambourne,Marc Pickering",2.5,"Comedy, Drama, Foreign, Romance",102 minutes,The Thieves,2012,Dong-hoon Choi,"Yun-seok Kim, Jung-jae Lee, Hye-su Kim",6.8,"Action, Crime",135 min ,0
The Romance of Astrea and Celadon,2009.0,,"Andy Gillet,Stephanie Crayencour,Veronique Reymond,Cecile Cassel,Rodolphe Pauly",2.5,"Drama, Foreign, Romance",109 minutes,300 Killers,2010,Matt Jaissle,"Johnny Andrews, Matt Jaissle, Sabastian Love",2.2,"Action, Horror, Thriller",75 min ,0
Goodbye First Love,2012.0,,"Lola Creton,Sebastian Urzendowsky,Magne-Havard Brekke",3.0,"Drama, Foreign, Romance",110 minutes,Yang men nu jiang zhi jun ling ru shan,2011,Frankie Chan,,4.4,Action,107 min ,0
3 Women,1977.0,,"Shelley Duvall,Janice Rule,Robert Fortier,Ruth Nelson,John Cromwell",4.0,"Drama, Indie",125 minutes,Born to Ride,1991,Graham Baker,"John Stamos, John Stockwell, Teri Polo",5.0,Action,89 min ,0
Babel,2006.0,Alejandro Gonzalez Inarritu,,4.0,"Drama, Indie",143 minutes,Mard,1998,Ganpati Bohra,,3.6,Action,135 min ,0
Faults,2015.0,Riley Stearns,"Mary Elizabeth Winstead,Jon Gries,Lance Reddick,Leland Orser",3.0,"Drama, Thriller",89 minutes,Skid Marks,2007,Karl Kozak,"Tyler Poelle, Mikey Post, Scott Dittman",3.8,"Action, Comedy",85 min ,0
Good People,2014.0,Henrik Ruben Genz,"James Franco,Kate Hudson,Anna Friel,Tom Wilkinson,Omar Sy,Sam Spruell,Michael Jibson",2.5,"Action, Crime, Thriller",,Blood Work,2002,Clint Eastwood,"Clint Eastwood, Jeff Daniels, Anjelica Huston",6.4,"Action, Crime, Drama",110 min ,0
Byzantium,2013.0,Neil Jordan,"Saoirse Ronan,Gemma Arterton,Sam Riley,Caleb Landry Jones,Warren Brown,Thure Lindhardt",3.5,"Drama, Fantasy, Thriller",118 minutes,The Last Road,2012,John Wheeler,"Aaron Long, Simon Sokowlowski, Laura Marklew",6.8,"Action, Adventure, Thriller",123 min ,0
Shoot 'em up,2007.0,,"Clive Owen,Paul Giamatti,Monica Bellucci,Daniel Pilon,Greg Bryk",3.5,"Action, Adventure, Thriller",86 minutes,Lost,2004,Darren Lemke,"Dean Cain, Ashley Scott, Danny Trejo",6.0,"Action, Adventure, Thriller",90 min ,0
The Empty Hours,2014.0,Aaron Fernandez Lesur,"Adriana Paz,Amaranta Abril,Bartolo Campos,Eliseo Lara Martínez,Fermín Martínez ,Kristyan Ferrer,Norma Pablo,Rebeca Villacorte,Sergio Lasgón",3.0,Romance,101 minutes,Gulaab Gang,2014,Soumik Sen,"Madhuri Dixit, Juhi Chawla, Divya Jagdale",6.2,"Action, Drama",139 min ,0
Waste Land,2011.0,"Lucy Walker,Joao Jardim,Karen Harley","Vik Muniz,Leide Laurentina da Sailva,Janaina Tschape,Fabio Ghivelder,Isis Rodrigues Garros,Jose Carlos da Silva Baia Lopes,Sebastiao Carlos dos Santos ,Valter dos Santos",3.0,"Documentary, Foreign",90 minutes,Loaded Weapon 1,1993,Gene Quintano,"Emilio Estevez, Samuel L. Jackson, Jon Lovitz",6.1,"Action, Comedy, Crime",84 min ,0
Elsa & Fred,2014.0,Michael Radford,"Shirley MacLaine,Christopher Plummer,Marcia Gay Harden,Scott Bakula,Chris Noth,George Segal,Erika Alexander,James Brolin,Wendell Pierce",1.0,"Comedy, Family, Romance",94 minutes,Night Hunter,1996,Rick Jacobson,"Don 'The Dragon' Wilson, Melanie Smith, Nicholas Guest",4.0,"Action, Drama, Horror",86 min ,0
The Double Life of Veronique,1991.0,Krzysztof Kieslowski,"Irene Jacob,Philippe Volter,Jerzy Gudejko,Guillaume de Tonquedec,Claude Duneton,Lorraine Evanoff",4.0,"Drama, Foreign, Indie, Thriller",96 minutes,Dracula Untold,2014,Gary Shore,"Luke Evans, Dominic Cooper, Sarah Gadon",6.3,"Action, Drama, Fantasy",92 min ,0
Hope Springs,2012.0,David Frankel,"Meryl Streep,Tommy Lee Jones,Steve Carell",3.0,"Comedy, Drama, Romance",100 minutes,From Russia with Love,1963,Terence Young,"Sean Connery, Robert Shaw, Lotte Lenya",7.5,"Action, Adventure, Thriller",115 min ,0
Le Havre,2011.0,,"Andre Wilms,Kati Outinen,Blondin Miguel,Jean-Pierre Darroussin,Elina Salo,Evelyne Didi",4.0,"Comedy, Drama, Foreign",93 minutes,Hostile,2014,Nathan Ambrosioni,"Anatolia Allieis, Nathan Ambrosioni, Vanessa Azzopardi",5.5,"Action, Drama, Fantasy",89 min ,0
