Title_A,Authors_A,Venue_A,Year_A,Title_B,Authors_B,Venue_B,Year_B,Gold
"Moment Method Solution Using Parametric Geometry,&quot; 1994 International IEEE AP-S Symposium Digest,  ","JM Song, WC Chew","Seattle, Washington, June,",,Indexing Images in Oracle8i,"M Annamalai, R Chopra, S DeFazio",SIGMOD Conference,2000,0
Office Location Dynamics in Toronto: Suburbanization and Central District Specialization,G Gad,"Urban Geography,",,Querying Multi-dimensional Data Indexed Using the Hilbert Space-filling Curve,"J Lawder, P King",SIGMOD Record,2001,0
A framework for clustering evolving data streams,"C CHARU, H Jia-wei","Proc the 29th VLDB Conference. Berlin: Johann Christoph  &hellip;,",,Data Modeling of Time-Based Media,"S Gibbs, C Breiteneder, D Tsichritzis",SIGMOD Conference,1994,0
"W., Myers","HN Dunning, J Moore","AT, Ibid,",,A Monte Carlo algorithm for fast projective clustering,"C Procopiuc, M Jones, P Agarwal, T Murali",SIGMOD Conference,2002,0
Framework for Mobile Users,"J Mysore, VVARS Orchestration","3rd International Conference on Mobile Data Management,",,Processing Object-Oriented Queries with Invertible Late Bound Functions,"S Flodin, T Risch",VLDB,1995,0
Closure of the nuclear fuel cycle: valence of actinides and safety,"VM Poplavskii, VI Matveev, NS Rabotnov",At.,,Spatial indexing of high-dimensional data based on relative approximation,"Y Sakurai, M Yoshikawa, S Uemura, H Kojima",VLDB J.,2002,0
"Physical impacts of explosions on marine mammals and turtles. Appendix D, Final environmental impact ",JC Craig Jr,"MD,",,Evaluation of Remote Backup Algorithms for Transaction-Processing Systems,"C Polyzois, H Garcia-Molina",ACM Trans. Database Syst.,1994,0
The Microsoft Object Mapping,"D Jones, JOR Martin","Microsoft Corporation,",,Reminiscences on Influential Papers,,,1998,0
Increasing Learning Among Developmental Education Students.,W Mooreâ?¦,"New Directions for Higher Education,",1976.0,"Large-Scale, Standards-Based Earth Observation Imagery and Web Mapping Services",P Baumann,VLDB,2003,0
The star of Bethlehem,KW Collins,,,The Ecobase Project: Database and Web Technologies for Environmental Information Systems,"A Tanaka, P Valduriez",SIGMOD Record,2001,0
Grid computing,S Lais,,,Cost-driven vertical class partitioning for methods in object oriented databases,"C Fung, K Karlapalem, Q Li",VLDB J.,2003,0
"Conflict management, gossip, and affective meaning on Nukulaelae",N Besnier,"See Ref,",,Concept Based Design of Data Warehouses: The DWQ Demonstrators,"M Jarke, C Quix, D Calvanese, M Lenzerini, E Franconi, S Ligoudistianos, P Vassiliadis, Y Vassiliou",SIGMOD Conference,2000,0
andThomasOâ??Hara. 1999. Developmentanduseofagold-standarddatasetforsubjectivity classifications.  ,RB JanyceWiebe,,,Provision of Market Services for eCo Compliant Electronic Market Places,"S Arpinar, A Dogac",SIGMOD Record,2000,0
Jini home networking: A Step Towards Pervasive Computing,"U Varshney, R Jain","IEEE Computer,",,Modelling temporal thematic map contents,"A d'Onofrio, E Pourabbas",SIGMOD Record,2003,0
Web services: Revolution in the making,"S Gambhir, MW Muchmore","PC Magazine,",,Enterprise Transaction Processing on Windows NT,G Hope,SIGMOD Conference,1995,0
The map of neuronal signal substances in flatworms,"MKS Gustafsson, M Reuter","Proc. Int. Conf. Neurobiol, Goa, India,",,InfoSleuth: Semantic Integration of Information in Open and Dynamic Environments (Experience Paper),"R Jr., W Bohrer, R Brice, A Cichocki, J Fowler, A Helal, V Kashyap, T Ksiezyk, G Martin, M Nodine, M Rashid, M Rusinkiewicz, R Shea, C Unnikrishnan, A Unruh, D Woelk",SIGMOD Conference,1997,0
Scale and rotation invariant recognition of 2-D shape using higher-order local autocorrelation  ,"K Hotta, T Kurita, T Mishima","Proceedings of the 1997 IEICE general conference, D-12-229,",,BANKS: Browsing and Keyword Searching in Relational Databases,"B Aditya, G Bhalotia, S Chakrabarti, A Hulgeri, C Nakhe, P Parag, S Sudarshan",VLDB,2002,0
Haritonova VN 1970,"UI Safronova, VN Charitonova",Optika i,,Resource Scheduling for Composite Multimedia Objects,"M Garofalakis, Y Ioannidis, B жzden",VLDB,1998,0
Change in spinal canal and nerve root foraminal measurements before and six months following  ,"D Wardlaw, F Smith, M Popeâ?¦","Trans ISMISS, Zurich, Switzerland",,Updates for Structure Indexes,"R Kaushik, P Bohannon, J Naughton, P Shenoy",VLDB,2002,0
MICRONET: A Microcomputer Network System for Managing Distributed Relational Databases,"SYW Su, S Lupkiewicz, C Lee","VLDB,",1978.0,Vertical Data Migration in Large Near-Line Document Archives Based on Markov-Chain Predictions,"A Kraiss, G Weikum",VLDB,1997,0
Introduction to Arakelov theory,S Lang,,1988.0,On Views and XML,S Abiteboul,SIGMOD Record,1999,0
Determination of the Longitudinal Phase Space Distribution produced with TTF Photo Injector,"M Geitz, S Schreiber, G von Walter, D Sertore, M  ","Proc. of the 21st Int. Free Electron Laser Conf., August,",1999.0,Applying an update method to a set of receivers,"M Andries, L Cabibbo, J Paredaens, J Bussche",ACM Trans. Database Syst.,2001,0
"Multiple criteria optimization: theory, computation, and application",RE Steuer,,1986.0,Title,,,1995,0
High Power Test of a Proto-Type Tuning-Free Cavity with an All-Pass Network,"T Rizawa, K Sato, H Tamura, M Yamamotoâ?¦",Procs. of the 11 thSymposium on Accelerator Science and ,,Erratum: A Database Model for Object Dynamics,"M Papazoglou, B Krфmer",VLDB J.,1997,0
An investigation of factors operative in the development of the personality characteristics of  ,A Kerckhoff,,1953.0,A Database Platform for Bioinformatics,S Banerjee,VLDB,2000,0
Frequent Expression of the Cell Death-Inducing Gene Bax in Reed-Sternberg Cells of Hodgkin's Disease,"P Brousset, D Benharroch, S Krajewski, G Laurent,  ",,,IrisNet: An Architecture for Internet-scale Sensing Services,"S Nath, A Deshpande, Y Ke, P Gibbons, B Karp, S Seshan",VLDB,2003,0
A phytosociological study of lowland hardwood forests in southern Wisconsin,GH Ware,,1955.0,An authorization system for digital libraries,"E Ferrari, N Adam, V Atluri, E Bertino, U Capuozzo",VLDB J.,2002,0
ILS: Its New Role in Schools.,T Mageau,"Electronic Learning,",1990.0,Energy and rate based MAC protocol for wireless sensor networks,"R Kannan, R Kalidindi, S Iyengar, V Kumar",SIGMOD Record,2003,0
Chief Technology Officer,BT Technologies,"BT Technology Journal,",2002.0,Staircase Join: Teach a Relational DBMS to Watch its (Axis) Steps,"T Grust, M Keulen, J Teubner",VLDB,2003,0
"Survey of Monal, Tragopan and Kokalas in Mountain Area of Pakistan","ZB Mirza, A Aleem","J. Bombay Nat. Hist. Soc., India,",,Microsoft English Query 7.5: Automatic Extraction of Semantics from Relational Databases and OLAP Cubes,A Blum,VLDB,1999,0
Modeling correlations in web traces and implications for designing replacement policies,"K Psounis, A Zhu, B Prabhakar, R Motwani","Computer Networks,",2004.0,Query Optimization in the Presence of Limited Access Patterns,"D Florescu, A Levy, I Manolescu, D Suciu",SIGMOD Conference,1999,0
Introduction to constraint databases,B Kuijpers,"ACM SIGMOD Record,",2002.0,Timer-Driven Database Triggers and Alerters: Semantics and a Challenge,"E Hanson, L Noronha",SIGMOD Record,1999,0
Rapid Design and Manufacture of Wearable Computers,"S Finger, M Terk, E Subrahmanian, C Kasabach, F  ","COMMUNICATIONS-ACM,",1996.0,"Adaptive, Hands-Off Stream Mining","S Papadimitriou, A Brockwell, C Faloutsos",VLDB,2003,0
Schnurri interacts with Mad in a Dpp-dependent manner,"Y Udagawa, J Hanai, K Tada, NC Grieder, M Momoeda, ","Genes to Cells,",2000.0,XML and Information Retrieval: a SIGIR 2000 Workshop,,,2001,0
A Three-Dimensional Framework with Accessible Nanopores: RbCuSb,"JA Hanko, MG Kanatzidis","Acc. Chem. Res,",1982.0,Chair's Message,,,2001,0
"Approximation and Collusion in Multicast Cost Sharing, submitted. Available in preprint form at http ","J Feigenbaum, A Krishnamurthy, R Sami, S Shenker",,2001.0,The Need for Distributed Asynchronous Transactions,"L Do, P Ram, P Drew",SIGMOD Conference,1999,0
Lâ??integration des donnees dans un systeme de reconnaissance de documents assistee,"F Bapst, R Brugger, A Zramdini, R Ingold",,,OdeFS: A File System Interface to an Object-Oriented Database,"N Gehani, H Jagadish, W Roome",VLDB,1994,0
Experimental results on QCD from CLEO II,T Browder,"Proc. 28th International Conference on High Energy Physics,",,Time management for new faculty,"A Ailamaki, J Gehrke",SIGMOD Record,2003,0
Automating the Generation and Sequencing of Test Cases from Larch Specification,"VS Alagar, A Celer","Technical Report, Concordia University, Montreal, Canada, June ",,Interaction of Query Evaluation and Buffer Management for Information Retrieval,"B Jѓnsson, M Franklin, D Srivastava",SIGMOD Conference,1998,0
Algorithms for partial logic,T Langholm,"Unpublished manuscript,",,Using SQL to Build New Aggregates and Extenders for Object- Relational Systems,"H Wang, C Zaniolo",VLDB,2000,0
,,,,Mining Surprising Patterns Using Temporal Description Length,"S Chakrabarti, S Sarawagi, B Dom",VLDB,1998,0
Real-Time Database Systems: Issues and Approaches,SH Son,ACM SIGMOD,,A Bandwidth Model for Internet Search,A Uhl,VLDB,2002,0
Career Beginnings Impact Evaluation: Findings from a Program for Disadvantaged High School Students.,"G Cave, J Quint",,1990.0,Merging Models Based on Given Correspondences,"R Pottinger, P Bernstein",VLDB,2003,0
Hot Isostatic Pressing--A New Tool in Materials Processing,VS Arunachalam,"Powder Metallurgy Alloys Symposium[Abstracts], Bombay, India &hellip;,",1980.0,An Internet-based negotiation server for e-commerce,"S Su, C Huang, J Hammer, Y Huang, H Li, L Wang, Y Liu, C Pluempitiwiriyawej, M Lee, H Lam",VLDB J.,2001,0
,,,,OPTICS: Ordering Points To Identify the Clustering Structure,"M Ankerst, M Breunig, H Kriegel, J Sander",SIGMOD Conference,1999,0
Collective Bargaining: Opportunities for&quot; Management&quot;.,CJ Naples,"New Directions for Higher Education,",1974.0,Information integration on the Web: a view from AI and databases (report on IIWeb-03),"S Kambhampati, C Knoblock",SIGMOD Record,2003,0
On the Development of Data Base Editions,"RW Taylor, DW Stemple","IFIP Working Conference Data Base Management,",,A System for Keyword Proximity Search on XML Databases,"A Balmin, V Hristidis, N Koudas, Y Papakonstantinou, D Srivastava, T Wang",VLDB,2003,0
Precise Interprocedural Analysis through Linear Algebra,"M Muller-Olm, H Seidl",,,"Report on the 10th Conference on Database Systems for Business, Technology, and the Web (BTW 2003)",,,2003,0
9th International Conference on Automated Deduction,"E Lusk, R Overbeek",,1989.0,Disseminating Updates on Broadcast Disks,"S Acharya, M Franklin, S Zdonik",VLDB,1996,0
Detection and measurement of natural selection,MT Clegg,"See Ref,",,W3QS: A Query System for the World-Wide Web,"D Konopnicki, O Shmueli",VLDB,1995,0
Root Cause Analysis of Laboratory Delays to an Emergency Department,"CMB Fernandes, R Walker, A Price, J Marsden, L  ","JOURNAL OF EMERGENCY MEDICINE,",1997.0,IPSOFACTO: A Visual Correlation Tool for Aggregate Network Traffic Data,"F Korn, S Muthukrishnan, Y Zhu",SIGMOD Conference,2003,0
"Dynamic Environment Generations for an ASTRAL Process,&quot;","Z Dang, RA Kemmerer",,,Copy Detection Mechanisms for Digital Documents,"S Brin, J Davis, H Garcia-Molina",SIGMOD Conference,1995,0
Automated direct determination of copper in urine and whole blood by Zeeman corrected atomic  ,P Dube,"At. Spectrosc,",,Chair's Message,,,2001,0
When Comparisons Arise,"DT Gilbert, RB Giesler, KA Morris","JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,",1995.0,The WorlInfo Assistant: Spatio-Temporal Information Integration on the Web,"J Ambite, C Knoblock, M Kolahdouzan, M Muslea, C Shahabi, S Thakkar",VLDB,2001,0
Who got new hope?,M Wiseman,,1997.0,SAP R/3: A Database Application System (Tutorial),,,1998,0
Mildred Pierce,AJ LaValley,,1980.0,Integration of Spatial Join Algorithms for Processing Multiple Inputs,"N Mamoulis, D Papadias",SIGMOD Conference,1999,0
Using Parisâ?? Law to Determine Fatigue Characteristicsâ??A discussion,"S Erkens, J Moraal, A Molenaar, J Groenendijk, M  ","&hellip;  Conference on Asphalt Pavements, Seattle, Washington, USA,",,Extracting Entity Profiles from Semistructured Information Spaces,"R Nado, S Huffman",SIGMOD Record,1997,0
TeXCP: Responsive Yet Stable Traffic Engineering,"S Kandula, D Katabi","Proc. ACM SIGCOMM,",,A Survey and Critique of Advanced Transaction Models,C Mohan,SIGMOD Conference,1994,0
SinghV (1997) A one-pass algorithm accurately estimating quantiles for disk-resident data,"K Alsabti, S Ranka","Proceedings of the 23rd conference on very large databases,  &hellip;,",,"Constructing and integrating data-centric Web Applications: Methods, Tools, and Techniques",,,2003,0
CHOROCHRONOS: Research on Spatiotemporal Database Systems,TK Sellis,,,Self-tuning Database Technology and Information Services: from Wishful Thinking to Viable Engineering,"G Weikum, A Mіnkeberg, C Hasse, P Zabback",VLDB,2002,0
P. Marron The MultiView project: object-oriented view technology and applications,"E Rundensteiner, H Kuno, Y Ra, V Crestana-Taube, M ",Proc. of the ACM SIGMOD International Conference on ,,I/O-Conscious Data Preparation for Large-Scale Web Search Engines,"M Lifantsev, T Chiueh",VLDB,2002,0
"Independent Study, Fieldwork, and Peer Teaching.",PG Friedman,"New Directions for Teaching and Learning,",1986.0,A survey of approaches to automatic schema matching,"E Rahm, P Bernstein",VLDB J.,2001,0
W. W] lson. An Overview of DB2 Paraflel Edition,"C Barn, G Fecteau, A Goyaf, H Hsiao, A Jhnigmn, S  ",Proceedings of 1995 SIGMOD International Conference on ,,Transactional Information Systems - Book Review,,,2001,0
An adaptive logic based on Jaskowskiâ??s D2,J Meheus,,,Hypothetical Queries in an OLAP Environment,"A Balmin, T Papadimitriou, Y Papakonstantinou",VLDB,2000,0
How high is up? Calibrating social comparison in the real world,"TA Nosanchuk, BH Erickson","Journal of Personality and Social Psychology,",,Opportunities in Information Management and Assurance,X Qian,SIGMOD Record,1997,0
"New York, 1999",NY Wiley,,,"Review of Spatial databases with application to GIS by Philippe Rigaux, Michel Scholl, and Agnes Voisard. Morgan Kaufmann 2002",,,2003,0
Degree conditions and a dominating longest cycle. I,"HJ Broersma, K Yoshimoto, S Zhang",,,The XPS Approach to Loading and Unloading Terabyte Databases,S Atal,VLDB,1996,0
"Basin-scale variability of phytoplankton biomass, production and growth in the Atlantic Ocean",E MaraÃ±Ã³n,"Deep-Sea Research I,",2000.0,"The Five-Minute Rule Ten Years Later, and Other Computer Storage Rules of Thumb","J Gray, G Graefe",SIGMOD Record,1997,0
SB-IGFET: An insulated-gate field-effect transistor using Schottky barrier contacts for source and  ,"MP Lepselter, SM Sze","Proc. IEEE,",,"Temporal Coalescing with Now, Granularity, and Incomplete Information",C Dyreson,SIGMOD Conference,2003,0
Fast parallel and gcd computations,"A BORODIN, J VON ZUR GATHEN, JE HOPCROFT","Proceedings o [the 23rd Annual IEEE Symposlum on Foundations &hellip;,",,Active rules for XML: A new paradigm for E-services,"A Bonifati, S Ceri, S Paraboschi",VLDB J.,2001,0
"Invited talk at the Workshop on Generalized Symmetries in Physics (Clausthal, July 1993)",VK Dobrev,"Proceedings, eds. H.-D. Doebner, VK Dobrev, AG Ushveridze (",,Database in Crisis and Transition: A Technical Agenda for the Year 2001,D Vaskevitch,SIGMOD Conference,1994,0
"Team, Guidelines for Incident Commanderâ??s Use of Firefighter Protective Ensemble (FFPE) with Self- ",USASDP Chemical,"MD,",,A Language Based Multidatabase System,"e Kќhn, T Tschernko, K Schwarz",SIGMOD Conference,1994,0
Broad band x-ray spectra of bright x-ray binaries,WHG Lewin,,,Query Evaluation in Deductive Databases with Alternating Fixpoint Semantics,W Chen,ACM Trans. Database Syst.,1995,0
Flow-Back: Providing Backward Recovery for Workflow Management Systems; Procs. 1998ACM SIGMOD Int,"B Kiepuszewski, R Muhlberger, M Orlowska","Conf. On Management of Data,",,ARIES/CSA: A Method for Database Recovery in Client-Server Architectures,"C Mohan, I Narang",SIGMOD Conference,1994,0
Insurers plan to limit year 2000 coverage,"RL Scheier, P Thibodeau","Computerworld,",,Integrating Replacement Policies in StorM: An Extensible Approach,"C Goh, B Ooi, S Bressan, K Tan",SIGMOD Conference,2000,0
Scheduling Support for Multicasting Sessions in Broadband Communication Networks,"KH Sheta, M Singhal","Computer Networks,",1999.0,Supporting Exceptions to Schema Consistency to Ease Schema Evolution in OODBMS,"E Amiel, M Bellosta, E Dujardin, E Simon",VLDB,1994,0
PicoDBMS: Validation and Experience'. 27th Int,"N Anciaux, C Bobineau, L Bouganim, P Pucheral, P  ","Conf. on Very Large Data Bases,",,Applying Update Streams in a Soft Real-Time Database System,"B Adelberg, H Garcia-Molina, B Kao",SIGMOD Conference,1995,0
Professors and Professional Programs: Fostering Mutually Beneficial Development.,RG Baldwin,"New Directions for Higher Education,",1987.0,"Title, Announcement",,,1995,0
