ID_A,ID_B,Flag,Title_A,Title_B,Model_Number_A,Model_Number_B,Brand_A,Brand_B,Price_A,Price_B
1199,14824,,Iomega 34337 Home Media Network Hard Drive - 1TB - RJ-45 Network USB,Iomega Home Media 1 TB Network Attached Storage 34337,34337,34337,Iomega,Iomega,129.98,79.99
2417,5900,,DICE 5v-Dock Cable - Optional 5v charging dock cable for iPod.  Dimensions 1x5x5,DICE ACC-DOC-GRN 5v Charging Dock Cable for Non-5v Kits,Dock-5v,ACC-DOC-GRN,,Dice,19,19
1863,15435,,Sony ZX Series Stereo Headphones White,Sony MDRZX100 WHI Outdoor Headphones,MDRZX100/WHI,MDRZX100/WHI,Sony,Sony,24.88,15.49
135,3741,,Panasonic SDR-S70S Silver SD Camcorder w 70x Optical Zoom 2.7  LCD Display,Panasonic SDR-S70S Camcorder Silver,Panasonic SDR-S70-S,SDR-S70S,Panasonic,Panasonic,236.32,181.95
455,1892,,Incipio CL-470 iPad Screen Protector 2pk Clear,Incipio CL-470 Screen Protector for iPad 2 Clear - 2 Pack,CL-470,CL-470,INCIPIO,Incipio,19,17.61
195,20940,,San Diego Chargers Pro Grip Mouse,San Diego Chargers Brown Pro-Grip Optical Mouse,MSNF25,,Team Pro Mark,Fanatics,26.99,
466,15279,,Verbatim Store n Go SuperSpeed USB 3.0 Portable Hard Drive 500GB,VERBATIM 97397 STORE N GO SUPER SPEED USB 3.0 PORTABLE HARD DRIVE 500GB,97397,,Verbatim,Verbatim,69.98,116.2
1977,12094,,Swann Alpha D5 - AIO 19  H.264 4 Channel Security Camera DVR,Swann Alpha D05 SWA49-D5 19-Inch LCD All-in-One 4 Channel H.264 DVR Security System,SWA49-D5,SWA49-D5,Swann,Swann,749.54,479
904,16990,,Scosche 1974-Up Ford Chrysler Jeep Multi-Purpose Kit Including 1999-Up Grand Cherokee,Scosche FCJ1276AB 1974-up Ford Chrysler Jeep Multi-Purpose Kit Including 1999-Up Grand Cherokee Intrepid CR1277,FCJ1276AB,FCJ1276AB,Scosche,Scosche,11.37,11.37
1300,14224,,Sony H Series NP-FH50 Actiforce InfoLithium Battery Hybrid,Sony InfoLithium H Series NP-FH50 - Camcorder battery Li-Ion 900 mAh,NPFH50,NPFH50.CE,Sony,Sony,38,24.99
2117,14496,,Case Logic 12.1  Laptop Sleeve,Case Logic LNEO-12 12.1-Inch Neoprene Netbook Sleeve Black,147731,LNEO-12Black,Case Logic,Case Logic,19.99,14.42
1770,5883,,Middle Atlantic HDR-4 External Fan Option,External 4.5 Fan For Hdr-4  Rack Spaces,HDR-FAN,FAN,Middle Atlantic,Middle Atlantic,55.99,55.93
152,692,,NeatReceipts Portable Mobile Sheetfed Scanner,NeatReceipts Mobile Scanner and Digital Filing System,00346NEAT,00346,NeatReceipts,Neat Receipts,199.98,199
447,5775,,Namo WebEditor Professional,Namo WebEditor Professional,NWEP-USNC,NWEP-USNC,Namo,Namo,78,76.24
400,714,,Motorola H17 Bluetooth Headset,Motorola H17 Bluetooth Headset Black,89334M,SJ0979A,Motorola,Motorola,38.84,24.94
322,20698,,Midland AVP-H1 Motorcycle Microphone Speakers for GMRS FRS Radios,Midland AVP-H1 Open Face Helmet Headset w Boom Microphone,AVP-H1,32455,Midland,Midland,34.79,32.99
806,14295,,Apricorn 250GB Padlock 256-Bit Hardware-Encrypted Portable Drive,Apricorn Aegis Padlock 250 GB USB 2.0 256-bit Encrypted Portable External Hard Drive A25-PL256-250 Grey,A25-PL256-250,A25-PL256-250,Apricorn,Apricorn,109.84,99.94
1191,10707,,Marware Eco-Flip iPad 2 Case Black,Marware Eco-Flip for iPad 2 Black 602956008545,6.02956E+11,6.02956E+11,Marware,Marware,43.99,23.41
1762,4577,,Buffalo Technology LinkStation Duo 1 TB 2 x 500 GB Network Attached Storage LS-WX1.0TL R1,Buffalo Technology LinkStation Mini 1 TB 2 x 500 GB Compact Network Attached Storage LS-WSX1.0TL R1,LSWX10TLR1,LS-WSX1.0TL/R1,Buffalo Technology,Buffalo Technology,192.63,199.99
1166,3696,,Polaroid 300 Instant Color Film Sheet,Polaroid PIF-300 Instant Film for 300 Series Cameras,PIF-300,PIF-300,Polaroid,Polaroid,14.98,11.08
557,6722,,LowePro Apex 100 AW All-Weather Digital SLR Camera Bag,Lowepro Apex 100 AW Black,LP34992,34992,Lowepro,Lowepro,27.47,
1580,11461,,Sony SS-CR3000 Home Theater Speaker Completer Package,Sony SS-CR3000 Center and Rear Channel Speaker Package,SS-CR3000,SSCR3000,Sony,Sony,99.99,69.98
1715,18513,,S J Paper MLA End Tab Classification Folder,S J Paper S59720 - MLA End Tab Classification Folder Straight Tab Letter Six-Section 25 Box,S59720,,,S J Paper,64.94,
115,9224,,Xantech 100W Decora-Style Impedance Matching Volume Control,XANTECH XVCD100 Decora Style Impedance Matching Volume Control,XVCD100,XVCD100,Xantech,Xantech,56.88,46.38
532,19818,,Wireless Mobile Mouse 6000 BlueTrack Red,Microsoft Wireless Mobile Mouse 6000 - Red,MHC-00019,MHC-00019,Microsoft,Microsoft,29.88,26.13
578,21737,,Da-Lite Tilt Lock Single Pair or Container of 12 pairs,Tilt Lock Single Pair or Container of 12 pairs Package One tilt lock,40964,,Da-Lite,Da-Lite,66.19,4.99
2503,16033,,SVAT TWR301-GX012 Digital Wireless DVR Security System with receiver SD Card Recording and Long Range Night Vision Cameras,SVAT GX301-012 DIGITAL WIRELESS DVR SECURITY SYSTEM WITH SD CARD RECORDING LONG RANGE NIGHT VISI,TWR301-GX012,,SVAT Electronics,SVAT,249.82,345
2197,19485,,Netgear ANT 9DBI In Outdoor Omni-Direc,ANT 9DBI In Outdoor Omni-Direc,ANT240920000S,,NETGEAR,Netgear,129.82,
2551,15808,,HTC MyTouch 3G White Unlocked,HTC myTouch 3G Unlocked Android Phone with 3G Support GPS Wi-Fi and Touch Screen - US Warranty - White,Mytouch 3G,HTC myTouch 3G,HTC,HTC,199,127.49
1137,17384,,Elite Screens CineGray Prime Vision Series Fixed Frame Screen - 135 Diagonal,CineGray Prime Vision Series Fixed Frame Screen - 135 Diagonal,PVR135H1,,Elite Screens,Elite,1069,1069
1517,889,,Kingston 1GB 667MHz DDR2 SODIMM Notebook Memory,Kingston KVR667D2S5 1G 1GB SO DIMM 200-Pin DDR II ValueRAM Memory,KVR667D2S5/1G,KVR667D2S5/1G,Kingston,Kingston,17.92,13.99
1961,2285,,Nikon Speedlight SB700 Electronic Flash for D7000,Nikon SB-700 AF Speedlight Flash for Nikon Digital SLR Cameras,SB700,SB700,Nikon,Nikon,329,
590,15496,,Sennheiser SH 230 Monaural Headset,Sennheiser SH230 Monaural Headset with Microphone,SH230,SH230,Sennheiser,Sennheiser,84,52.99
2406,18333,,HP LaserJet 53X Black Print Cartridge,New-Q7553XD HP 53X Toner 7000 Page Yield 2 Pack Case Pack 1 - 515509,Q7553X,,HP,HP,164.84,742.45
1752,20118,,Maxell 630020 12x High-Speed Rewritable CD-RW - Single,Maxell CD-RW Rewritable Media 700MB High Speed 4x-12x,630020,630020,Maxell,Maxell,1.98,2.3
2038,21544,,Corsair XMS2 4 GB 2 X 2 GB PC2-6400 800 MHz 240-PIN DDR2 Dual-Channel Memory Kit - TWIN2X4096-6400C5,Corsair XMS2 4 GB 2 X 2 GB PC2-6400 800 MHz 240-PIN DDR2 Dual-Channel Memory Kit - TWIN2X4096-6400C5,TWIN2X4096-6400C5,TWIN2X4096-6400C5,Corsair,Corsair,74.82,39.99
2410,11715,,Pioneer CD-Iu50V USB Interface Cable For iPod Iphone Tm,Pioneer CD-IU50V USB Interface Cable for iPod iPhone,CD-IU50V,CD-IU50V,Pioneer,Pioneer,55.88,21.99
718,20107,,Alera LCD CRT Mobile Computer Security Cabinet 26w x 24d x 63h Light Gray,LCD CRT Mobile Computer Security Cabinet 26w x 24d x 63h Light Gray,ALECC616326LG,,Alera,Alera,524.99,406.52
1316,7784,,Optoma BL-FP230C Replacement Projector Lamp for Optoma EP749 Projector,Optoma BL-FP230C replacement projector lamp bulb with housing - high quality replacement lamp,BL-FP230C,,Optoma,Shopforbattery,294.84,182.99
706,16537,,JVC Lightweight Folding Headphones with Bass Boost Black,New-Lightweight Folding Headphone with Bass Boost - Black - DQ2360,HAS600B,,JVC,JVC,49.95,51
612,8430,,Accell ProUltra 2m HDMI Ethernet Cable,Accell ProUltra Supreme B116C-007B-40 High Speed HDMI Cable with Ethernet 2m,B116C-007B-40,B116C-007B-40,Accell,Accell,22.88,20.66
1209,3255,,Xantech 283Dmw Designer Blink Emitter Single Mini Wire,XANTECH 283DMW DESIGNER BLINK EMITTER SINGLE MINI WIRE,283DMW,283DMW,Xantech,Xantech,11.88,13.09
1719,12857,,Kodak ESP 3250 All-in-One Printer Value Bundle,Kodak ESP 3250 All-in-One - Multifunction printer copier scanner - color - ink-jet - copying up to 30 ppm mono  29 ppm color - printing up to 30 ppm mono  29 ppm color - 100 sheets - Hi-Speed USB,,3250 All-in-One,,Kodak,58,95.5
1846,186,,Pioneer 6.5  3-Way Speakers 300W,Pioneer TS-A1674R A-Series 6 1 2 3-Way 300 Watts,TS-A1674R,TS-A1674R,Pioneer,Pioneer,90.88,
1300,15463,,Sony H Series NP-FH50 Actiforce InfoLithium Battery Hybrid,Sony NPFH50 H Series Actiforce Hybrid InfoLithium Battery for most Sony Camcorders and A230 A330 and A380 Alpha DSLR Retail Packaging,NPFH50,NP-FH50,Sony,Sony,38,30
1262,8267,,Bracketron NAV Mat II Universal GPS Friction Mount,Bracketron UFM-210-BL Nav-Mat II Ultra Thin Dash Mount for GPS,UFM-210-BL,UFM-210-BL,Bracketron,Bracketron,16.15,15.49
87,11618,,Samsung 33-0525-05 Samsung Fasciante i500 OEM Multimedia Dock,SAMSUNG 33-0525-05 SAMSUNG FASCIANTETM I500 OEM MULTIMEDIA DOCK,33-0525-05,ECR-D985BEG,Samsung,Samsung,29.88,12.9
1862,18358,,Innovera D2130B Black Compatible High-Yield Toner Print Cartridge,New-Innovera D2130B - D2130B Compatible High-Yield Toner 2500 Page-Yield Black - IVRD2130B,D2130B,,INNOVERA,Innovera,58.9,78
1550,18949,,Comprehensive 1 4 Standard Phone Plug to 3-Pin XLR Jack Set of 10,Comprehensive Premium - Audio adapter - mini-phone 3.5 mm M - 3 pin XLR F,SPP-XLRJ,,Comprehensive,Comprehensive Video,79.9,
267,2950,,Iomega eGo 500GB Helium Portable Hard Drive,Iomega eGo 500 GB USB 2.0 Portable External Hard Drive 34945,34945,34945,Iomega,Iomega,78.98,74.84
1624,6593,,Cables To Go 40316 Velocity HDMI High Definition Multimedia Interconnect,Cables To Go Velocity HDMI Cable 3 meters,40316,40316,Cables To Go,Cables To Go,29.88,11.88
1045,3010,,iFrogz iPod Touch 4 Luxe Original Case Blue Black,iFrogz IT4LO-BLU BLK Luxe Original for iPod Touch 4G - Blue Black,IT4LO-BLU/BLK,IT4LO-BLU/BLK,iFrogz,iFrogz,29.99,20.73
1633,20071,,Case Logic High Zoom Camera Case,Case Logic DCB-304 High Fixed Zoom Camera Case Black,152256,DCB-304,Case Logic,Case Logic,17.59,12.4
2345,6971,,HP Scanjet 5590 Digital Flatbed Scanner,HP ScanJet 5590 Digital FlatBed Scanner,HP SJ5590,L1910A#B1H,HP,HP,273.99,240.99
331,1600,,Scosche Increased Dynamic Range Chameleon Earphones IDR355MD,Scosche Increased Dynamic Range Noise Isolation Earphones with tapLINE II Remote and Mic Dark,IDR355MD,IDR355MD,Scosche,Scosche,24.34,23.5
2027,3204,,Canon 8367A001AA BCI-1421 Black Ink Tank For image PROGRAF W8200Pg Large Format Printer,Canon BCI 1421BK - Ink tank - 1 x black,8367A001AA,4.961E+12,Canon,Canon,149,159
377,9390,,Toshiba PH3100U-1E3S 1TB USB 3.0 Desktop Hard Drive,Toshiba 1 TB USB 3.0 External Hard Drive PH3100U-1E3S Black Silver,PH3100U-1E3S,PH3100U-1E3S,Toshiba,Toshiba,89,80.23
2354,13477,,Sony DPW30R2H 1.4GB Camcorder 8cm DVD RW,Sony Dpw30R2H 1.4 Gb Camcorder 8Cm Dvd Rw Single,DPW30R2H,DPW30R2H,Sony,Sony,8.88,3.49
987,6670,,Microsoft Wireless Desktop 800 for Business,Microsoft Wireless Desktop 800 for Business 5SH-00001,5SH-00001,5SH-00001,Microsoft,Microsoft,26.88,29.95
1551,11327,,TRENDnet TV-IP312W Wireless Day Night Internet Camera Server with 2-Way Audio,TRENDnet SecurView Wireless Day Night Internet Surveillance Camera Server with 2-Way Audio TV-IP312W Silver,,TV-IP312W,TRENDnet,TRENDnet,244.88,95.8
926,21758,,Oki 43502001 Type 9 Black Toner Cartridge,Oki 43502001 Type 9 Black Toner Cartridge,4.3502001E7,43502001,OKI,Oki Data,98,68.11
230,13259,,Wacom PTK640 Intuos4 Medium Pen Graphics Tablet,Wacom Intuos4 Medium Pen Tablet,PTK640,PTK640,Wacom Tech Corp.,Wacom,372.88,
331,16953,,Scosche Increased Dynamic Range Chameleon Earphones IDR355MD,3.5mm Scosche Dynamic Cameleon Headset Earbud IDR355MD,IDR355MD,,Scosche,KarenDeals,24.34,35.95
1230,5843,,Michigan Wolverines iPhone 4 Case Silicone Cover,Michigan Wolverines iPhone 4 Case Silicone Cover,FVA3437,,Tribeca,Tribeca,24.99,17.99
600,557,,Corsair CM2X2048-6400C5 XMS2 2GB PC2-6400 800MHz 240-Pin DDR2 CL5 Dual Channel Desktop Memory Kit,Corsair CM2X2048-6400C5 XMS2 2GB PC2-6400 800MHz 240-Pin DDR2 CL5 Desktop Memory Module,CM2X2048-6400C5,CM2X2048-6400C5,Corsair,Corsair,40.82,29.7
1564,431,,Asus F1A75-M Pro AMD A75 Micro ATX Motherboard,ASUS F1A75-M Pro -F1 Socket - A75 - SATA 6Gbps and USB 3.0 - mATX AMD Hudson D3 Micro ATX DDR3 1800 AMD - FM1 Motherboards,F1A75-M PRO,F1A75-M Pro,Asus,Asus,112,109.99
646,6761,,Lexmark Prospect Pro205 Wireless-N All-in-One Printer Scanner Copier Fax,Lexmark Prospect Pro205 Wireless Multifunction Inkjet Printer,Lexmark Pro205,90T6005,Lexmark,Lexmark,128.54,99.99
1642,15010,,Griffin PowerBlock Dual Universal Black,Griffin PowerBlock Dual Universal Charger for MP3 Players and USB Devices 2Amp - 1A per Port  Black,NA23061,NA23061,Griffin,Griffin Technology,27.88,8.3
735,5992,,Acer Diamond Black 11.6  Aspire One 722-BZ197 Laptop PC with AMD Dual-Core C-50 Processor and Windows 7 Home Premium,Acer Aspire One 722-BZ197 Netbook - Black,LU.SFT02.068,LU.SFT02.068,Acer,Acer,288,307.65
390,10544,,Canon Rechargeable Battery NB-2LH,Canon NB-2LH Rechargeable Battery Pack for Rebel XT XTi Digital SLR Cameras and VIXIA HV Series and ZR Series Camcorders Retail Package,NB-2LH Battery,9612A001,Canon,Canon,59.84,46
598,22044,,Avery Matte White CD DVD Labels for Inkjet Printers 40 Face Labels   80 Spine Labels,Avery CD DVD Labels Matte White 40 Disc Labels and 80 Spine Labels 8692,8692,8692,Avery Personal Creations,Avery,16.47,14.12
1074,2523,,Corsair HX3X12G1333C9 12 GB XMS3 6 x 2 GB PC3-10600 1333MHz 240-Pin DDR3 Core i7 Triple Channel Memory Kit Desktop Memory Module,Corsair HX3X12G1333C9 12 GB XMS3 6 x 2 GB PC3-10600 1333MHz 240-Pin DDR3 Core i7 Triple Channel Memory Kit,HX3X12G1333C9,HX3X12G1333C9,Corsair,Corsair,163.82,119.99
1559,4509,,Ape Case Standard DSLR Holster,Ape Case Large SLR Holster Camera Bag ACPRO650,ACPRO650,ACPRO650,Ape Case,Norazza  Inc.,29.88,25.47
1113,10801,,Kingston KVR800D2N5 1G ValueRAM 1GB DDR2-800 240-pin SDRAM Desktop Memory Module,Kingston ValueRam 1GB 800MHz DDR2 Non-ECC CL5 DIMM,KVR800D2N5/1G,KVR800D2N5/1G,Kingston,Kingston,20.92,13.94
1502,5286,,Logitech 985-000283 UE 200VI Blue,Ultimate Ears 200vi Noise-Isolating Headset Blue,985-000283,985-000283,Logitech,Ultimate Ears,39.88,37.67
1958,17571,,Wilson Jones Basic Vinyl Round Ring Binder,New-Wilson Jones 36834NBL - Basic Vinyl Round Ring Binder 1-1 2 Capacity Dark Blue - WLJ36834NBL,36834NBL,,Wilson Jones,Wilson Jones,6.79,14.64
1835,16332,,Guardian Ecoguard Indoor Rubber Wiper Mats 36 X 60 Charcoal,Guardian EG030504 - EcoGuard Indoor Wiper Mats Rubber 36 x 60 Charcoal,EG030504,,Guardian,Guardian,55.97,
804,4122,,Scosche KA2064B 2005 Kia Sportage ISO Kit,Scosche Ka2064B Dash Kit For 2005 and Up Kia Sportage,KA2064B,KA2064B,Scosche,Scosche,15.88,10.99
849,3154,,Clarion Half-Din Graphic Equalizer with Built-In Crossover,NEW CLARION EQS746 HALF-DIN GRAPHIC EQUALIZER WITH BUILT-IN CROSSOVER CAR STEREO HEAD UNITS,EQS746,,Clarion,Clarion,99.99,86.2
1293,18603,,National Brand Heavyweight Reinforced 11  Filler Paper 100 Sheets,National Brand 20122 - Rip Proof 20-lb.College Ruled Reinforced Filler Paper Letter WE 100 Sheets Pk,20122,,National Products Ltd.,National,7.47,29.87
2511,11626,,Sabrent 5-Port USB 2.0 PCI Card Adapter,Sabrent SBT-ALI5Y 5 Port Hi-Speed USB 2.0 PCI Hi Speed Card Adapter,SBT-ALI5Y,SBT-ALI5Y,Sabrent,Sabrent,9.88,9.39
1702,18550,,Smead Folders Front Interior Pocket Straight End Tab Letter Manila 50 Box,New-Smead 24117 - Folders Front Back Interior Pockets Straight End Tab Letter Manila 25 Box - SMD24117,24117,,,Smead,45.94,67
1418,7249,,WILSON JONES                                       Wallet File Letter Recycled Kraft,Wilson Jones WCC7204RK - Wallet File Letter Recycled Kraft,,,Wilson Jones,Wilson Jones,6.09,
1110,6058,,TomToim VIA 1505T,TomTom VIA 1405T 4.3-Inch Portable GPS Navigator with Lifetime Traffic,1EN501902,1EN4.019.02,TomTom,TomTom,179.95,
54,17893,,Da-Lite Da-Plex Base Rear Projection Screen - 57 3 4 x 77 Video Format,Da-Plex Base Rear Projection Screen - 57 3 4 x 77 Video Format,27528,,Da-Lite,Da-Lite,2608.99,2608.99
2549,19118,,Sabrent 6-in-1 USB 2.0 Flash Memory Card Reader,Sabrent CRW-EXT 68 in 1 Hi-Speed USB 2.0 External Flash Memory Card Reader Writer,CRW-EXT,CRW-EXT,Sabrent,Sabrent,10.98,9.37
2462,13244,,FileMate Imagine Series K2010 USB Standard Keyboard,Wintec FileMate Imagine Series K2010 USB Standard Keyboard - Jet Black 3FMNK2010UBK-R,,3FMNK2010UBK-R,,Wintec,15.12,15.99
2328,8545,,Connectland 1.20-Meter Stainless Steel Notebook Security Lock with Key,Connectland 1.20-Meter Stainless Steel Notebook Security Lock with Key,CL-NBK65016,CL-NBK65016,SYBA Multimedia,Syba,11.88,6.5
1691,4227,,Bravo View 12.1  OVR-121WFM Overhead Monitor with Bravo View Car Stand-Alone DVD Player Bundle,Bravo View OVR-121WFM 12.1 Widescreen Overhead LCD,,OVR-121WFM,,Bravo View,228,
1371,5173,,Zyxel WAP3205 Wireless N Access Point,ZyXEL WAP3205 Wireless N access point Ethernet client and universal repeater,WAP3205,WAP3205,ZyXEL,ZyXEL,49.88,39.99
1264,22052,,DigiPower 4-Section Tripod Dark Blue,Digipower TP-TR47DBL Tripops 4 Section Tripod in Dark Blue for Cameras,TPTR47DBL,TP-TR47DBL,DigiPower,DigiPower,29.99,25.62
1759,9790,,Fellowes GoRiser Laptop Elevator,Fellowes Laptop GoRiser,8030401,,Fellowes,Fellowes,21.88,19.95
2072,8815,,Lexar Media LJDFF8GBASBNA 4GB JumpDrive FireFly USB 2.0 Flash Drive,Lexar JumpDrive FireFly 8GB USB 2.0 Flash Drive LJDFF8GBASBNA Charcoal,LJDFF8GBASBNA,LJDFF8GBASBNA,Lexar Media,Lexar,16.57,14.99
67,3669,,Q-See Professional Indoor Dome Camera QSD360,Q-See QSD360 Indoor Outdoor Vandalproof Dome CCD Camera Color,QSD360,QSD360,Q-See,Q-See,99.82,103.88
2380,10268,,Axis GK-013 107-Key PS 2 Keyboard Black,Axis Gk-013 107 Key PS 2 Keyboard Black,GK-013,GK-013,Axis,Axis Communications,9.72,15.52
688,20213,,StarTech.com PEX1P 1 Port PCIe DP Parallel Adapter Card,StarTech.com 1-Port PCI Express Dual Profile Parallel Adapter Card - SPP EPP ECP PEX1P,PEX1P,PEX1P,StarTech,StarTech,32.88,26.99
1886,2011,,Avery 600pk High-Visibility Round Laser Labels White,Avery High Visibility 1-2 3 Inch Diameter White Labels 600 Pack 5293,5293,5293,Avery,Avery,12.54,12.54
103,11760,,Panasonic KX-TGA660B DECT 6.0 Plus Digital Cordless Handset Black,Panasonic KX-TGA660B Extra Handset for 664X Series Cordless Phones Black,KX-TGA660B,KX-TGA660B,Panasonic,Panasonic,40.88,35.63
576,1129,,Garmin Foretrex 401 Portable GPS System,NEW GARMIN 010-00777-00 FORETREX 401 PORTABLE GPS SYSTEM GPS,010-00777-00,,Garmin,Garmin,174.88,223.2
932,6452,,Crosley Radio Keepsake USB Turntable Tan,Crosley CR249-TA Radio Keepsake USB Turntable-Tan,CR249-TA,CR249 TA,Arkon,Crosley,118,111.86
1238,6975,,HP Q2429A Maintenance Kit,HP Q2429A 110V Printer Maintenance Kit,Q2429A,Q2429A,HP,HP,234.54,200
626,18444,,Da-Lite Da-Glas Standard Rear Projection Screen 72 x 96 Video Format,Da-Lite 27639 Da-Glas Standard Rear Projection Screen 72 x 96 Video Format,27639,,Da-Lite,Da-Lite,4448.99,
30,6032,,Vantec NexStar MX Dual 3.5  SATA Hard Drive Enclosure,Vantec NexStar MX NST-400MX-S2 Dual 3.5-Inch SATA to USB 2.0 with JBOD External Hard Drive Enclosure Black,NST-400MX-S2,NST-400MX-S2,Vantec,Vantec,49.71,44.99
2005,1748,,Pioneer CDx-P680 6-Disc CD Changer,Pioneer CDX-P680 6-Disc Cd Changer,CDX-P680,CDX-P680,Pioneer,Pioneer,218,
6,20933,,3M FR530CB Ergonomic Adjustable Footrest,FR530CB 3M Adjustable Footrest,FR530CB,FR530CB#,3M,3M#,67.88,67.34
2014,9227,,Xantech 29110Dbkit Designer Hidden Link Infrared Kit Black,XANTECH 29110DBKit Designer Hidden Link Infrared Kit Black,29110DBKIT,29110DBKIT,Xantech,Xantech,56.88,
560,20714,,Da-Lite Deluxe Hinged Screen Joining Clamp for Fast Fold Screens,Da-Lite Portable Rental Screen Deluxe Hinge Joining Clamp,89518,,Da-Lite,Da-Lite,31.99,31.99
896,12464,,Diaper Dude Black Coated Grey Digi Laptop Sleeve 13,Diaper Dude Black Coated Grey Laptop Sleeve 13-Inch Digi -Lp13Cc400,207492,DIGI -LP13CC400,Diaper Dude,Diaper Dude,32,32
2062,353,,Brenthaven ProLite III Shoulder Case Black,Brenthaven 17-Inch ProLite III Shoulder Case for Notebooks,114717,2370,Brenthaven,Brenthaven,79.99,64.26
694,2612,,Canon MP41DHII Printing Calculator,Canon MP41DHII - MP41DHII Two-Color Printing Calculator 14-Digit GLOview LCD Black Red,MP41DHII,,Canon,Canon,70.88,
2532,19977,,Night Owl Security Products Wired Color Security Camera with 60 of Cable,Night Owl Security Products CAM-CM01-245 Wired Color Security Camera with 60 of Cable,CAM-CM01-245,CAM-CM01-245,Night Owl,Night Owl Optics,49.71,39.99
1828,2579,,Casio Exilim EX-ZS10 14.1MP Digital Camera Black w 5x Optical Zoom 2.7  LCD Display,Casio Exilim EX-ZS10 Black 14 MP Stylish and Slim Digital Camera with 5x Wide-Angle Zoom and 720p HD Video Capture,EX-ZS10BK,EX-ZS10 Black,Casio,Casio,120,
316,7706,,PNY 8GB Micro Slide Attache USB Flash Drive - Silver,PNY Micro Slide Attache 8 GB USB 2.0 Flash Drive P-FDU8 GBSL-EF SIL Silver,P-FDU8GBSL-EF/SIL,P-FDU8GBSL-EF/SILS2,PNY,PNY,14.84,14.25
303,16642,,Quartet ShowIt Three-Panel Display System Fabric Blue Gray Black PVC Frame,Quartet SB93513Q - ShowIt Three-Panel Display System Fabric Blue Gray Black PVC Frame,,,Quartet,Quartet,222.29,
1540,4757,,Lexar Platinum II 16GB SD SDHC Memory Card,Lexar Platinum II 16 GB 100x SD SDHC Flash Memory Card LSD16GBSBNA100,LSD16GBSBNA100,LSD16GBSBNA100,Lexar,Lexar,32.98,27.98
1038,12169,,Planar 997-2797-00 PL Series PL1910M LCD Monitor,Planar PL1910M-BK 19-Inch Digital Analog LCD Monitor with Speakers Black,997-2797-00,997-2797-00,Planar,Planar,179,179
539,10462,,SRS Labs Analog RCA Volume Leveler,SRS Labs CYP DCT-6S Television Volume Leveling Adapter Featuring SRS TruVolume White,DCT6S,DCT-6S,SRS Labs,Srs,59.99,47.99
164,9825,,CP Technologies LevelONE WAN-2140 Panel Antenna,CP TECH - LevelOne WAN-2140 - Antenna - 802.11 b g - indoor outdoor - 14 dBi - directional - gray,WAN-2140,,CP TECH,CP Tech - Level One,78.67,104.29
2081,16296,,Alera Valencia Series Reversible Return Bridge Shell,New-Alera VA353624MY - Valencia Series Reversible Return Bridge Shell 35w x 23-5 8d Mahogany - ALEVA353624MY,VA354824MY,,Alera,Alera,109,
1366,18373,,Los Angeles Lakers iPod Touch 4G Hard Case,Los Angeles Lakers iPod Touch 4G Hard Case,FVA4614,,Tribeca,Tribeca,29.99,29.99
