#key=_id
#rtable=POINTER
#foreign_key_ltable=ltable.id
#foreign_key_rtable=rtable.id
#ltable=POINTER
"_id","ltable.id","rtable.id","ltable.title","ltable.director","ltable.year","ltable.cost","ltable.star","rtable.title","rtable.director","rtable.year","rtable.rotten_tomatoes","rtable.review1","rtable.review2","rtable.review3","rtable.review4","rtable.review5","gold"
276,3324,1756,"Days of Heaven","Terrence Malick",1978,"Rent HD $3.99,Rent SD $2.99,Buy HD $13.99,Buy SD $9.99,","Richard Gere, Brooke Adams","The Trail of '98","Clarence Brown",1928,0,,,,,,0
277,3336,6173,"5 Flights Up","Richard Loncraine",2015,$10.99,"Morgan Freeman","The Last 5 Years","Richard LaGravenese",2015,60,"Anna Kendrick, of all-round-awesome fame, is singing again in this adaptation of an off-Broadway musical.","It doesn't help that the songs, while solid, become repetitive in melody. And there's not a home run in the bunch. I walked out humming ... nothing from this movie.","Richard LaGravenese's adaptation of Jason Robert Brown's The Last Five Years presents an intriguing and compelling spin on the standard musical, and on storytelling in general.","It's a film to bring tears to the eyes of a cynic - in fact, a cynic might relish it more than anyone, since it's the counterpointing of exuberance with unashamed bleakness that makes The Last Five Years so rich.","A musical lives or dies based on the quality of its songs, and though The Last Five Years delivers some solid tunes none of them are earworms that'll stay with you beyond the closing credits.",0
278,3352,6341,"I'm Losing You","Bruce Wagner",1999,"Rent SD $2.99,Buy SD $9.99,","Frank Langella, Daniel von Bargen","I'll See You in My Dreams","Brett Haley",2015,94,"[Danner is] clearly having a ball with this character.","A touching, funny and thoughtful film that trades in honesty rather than artifice.","I'll See You in My Dreams is delicate and nuanced, with writing that rejects, or at least reshapes, the cliches of movies about people facing the glare of their sunset years.","The film cleverly uses the conventions more typical of romantic comedies several decades its junior ...","Danner is probably the main reason to see the movie, and her screen presence is impressive; she's an actor who manages to bring gravitas to any role, and that includes her work in goofy things like Ben Stiller's Meet the Parents series.",0
279,3368,4534,"A Few Good Men","Rob Reiner",1992,"Buy HD $11.99,Buy SD $7.99,","Tom Cruise, Jack Nicholson","The Men Next Door","Rob Williams",2012,0,,,,,,0
280,3376,3391,"The Lord of the Rings: The Return of the King","Peter Jackson",2003,"Rent SD $2.99,Buy HD $9.99,Buy SD $7.99,","Noel Appleby, Ali Astin","The Hobbit: The Battle of the Five Armies","Peter Jackson",2014,60,"Is it still fun? Yes. Is it indulgent? Absolutely.","At two hours 24 minutes the final Hobbit movie is the shortest of all of Peter Jackson's Middle-earth epics but it still feels like butter scraped over too much bread.","Such ingenuity is at the service of a project that lost its emotional core when Jackson decided to take Tolkien's relatively streamlined novel and pump it up into three plus-sized movies.","At two hours and 24 minutes it's the shortest of the trilogy, but it still feels longer than it needs to be.","Often spectacular and increasingly involving, The Hobbit: The Battle of the Five Armies delivers a good payoff for a trilogy marred with issues of self-indulgence.",0
281,3388,4262,"Black or White","Mike Binder",2015,"Rent HD $4.99,Rent SD $3.99,Buy HD $14.99,Buy SD $12.99,","Kevin Costner, Octavia Spencer","Snow White and the Huntsman","Rupert Sanders",2012,48,"Theron gives the picture some spine. As Snow White, Kristen Stewart supplies the heart.","This Snow White may not be the fairest of them all, but sometimes, especially during the heat of summer, fair-to-middling does just fine.","Strong effects, good design, and an exciting use of nature help to empower Stewart and Theron, who inject a rich, double dose of feminism.","Like its vain Queen, it's so enamored of its own mirror image that it's hard to see past the style and get lost in the story. But as sheer spectacle, it delivers the goods.","Ostracized teacher fights to clear his name after false child molestation accusation.",0
282,3407,121,"Film Noir 10-Movie Spotlight Collection (Double Indemnity / Touch of Evil / This Gun for Hire / The Glass Key / Phantom Lady / The Blue Dahlia / Black Angel / The Killers / The Big Clock / Criss Cross)","Orson Welles",2014,$36.49,"Brian Donlevy","Cidade de Deus (City of God)","Fernando Meirelles",2003,90,"I came away from this film impressed by its narrative control but unmoved by anything it had to say.","City of God delivers a bruising, visceral experience of the vicious spiral of violence that draws kids into a life of crime, brutality and murder as the only avenue open to them.","The performances, many from non-pros, are terrific.","Difficult to watch but hard to look away from.","The living conditions it projects are as horrendous as I had feared, but the movie is surprisingly easy to take as a rollicking homicidal entertainment.",0
283,3407,5154,"Film Noir 10-Movie Spotlight Collection (Double Indemnity / Touch of Evil / This Gun for Hire / The Glass Key / Phantom Lady / The Blue Dahlia / Black Angel / The Killers / The Big Clock / Criss Cross)","Orson Welles",2014,$36.49,"Brian Donlevy","Battle of the Year","Benson Lee",2013,0,,,,,,0
284,3433,5837,"The Theory of Everything","James Marsh",2014,"Buy HD $12.99,Buy SD $9.99,","Eddie Redmayne, Felicity Jones","Child Of God","James Franco",2014,38,"Beautifully shot, well acted, and the score is lovely, but the film has nothing to say about the human degradation in which it wallows. If you're gonna make me smell dung for two hours, at least fertilize my lawn.","There's no denying Franco's ambition, and in ""Child of God"" you can see evidence (almost for the first time) that he's reaching for something he may one day attain.","""Child of God"" fascinates like a song sung just out of tune but rhythmically sturdy enough to keep you listening in the hopes it'll right itself.","Surprisingly pretty good.","This wrong-headed adaptation of Cormac McCarthy's taut 1973 novel, as interpreted by director James Franco, spends too much time trying to create an element of compassion for this devilishly aberrant killer.",0
285,3464,6123,"The Babadook (Special Edition) [Deluxe Packaging] [Blu-ray]","Jennifer Kent",2015,$18.99,"Essie Davis","The Babadook","Jennifer Kent",2014,98,"The line between terrifying reality and terrifying fantasy isn't so much blurred as altogether obliterated.","This simple yet shiver-inducing tale, the auspicious feature debut of Australian writer/director Jennifer Kent, makes for one of the better horror movies of recent times.","It presents grief as a demon, questions reality, and creeps out the viewer by making psychopathology seem like something that could happen to anybody.","At its heart, ""The Babadook"" is a story of mother and son, whose relationship ultimately determines whether they survive the demon - or die trying.","In the running with Boyhood as my favorite movie of 2014 is another work that turns on the challenges of parenting. This one is a tad more insane.",0
286,3467,2666,"One Flew Over The Cuckoo's Nest","Milos Forman",1975,"Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $9.99,","Michael Berryman, Peter Brocco","One in the Chamber","William Kaufman",2012,0,,,,,,0
287,3468,3213,"The Last of the Mohicans Director's Definitive Cut","Michael Mann",1992,"Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $13.99,","Daniel Day-Lewis, Madeleine Stowe","Jarhead 2: Field of Fire (Unrated)","Don Michael Paul",2014,0,,,,,,0
288,3492,2084,"Sherlock Holmes (2009)","Guy Ritchie",2009,"Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $9.99,","Robert Downey Jr., Jude Law","Sherlock Holmes","Guy Ritchie",2009,70,"There's plenty of fun and entertainment to be had from Guy Ritchie's take on the character for both fans of Doyle's work and for those just getting to know Holmes and Watson.","... Bears the stamp of its director, Guy Ritchie, much more so than that of Sir Arthur Conan Doyle ...","The plot races and roars through a deliciously grungy combination of real sets and CGI for all sorts of big-action scenes in and around turn-of-the-century London.","Ritchie provides big dumb fun, but it's hard to imagine worse casting than Bob Downey, Jr. Maybe Verne Troyer or RuPaul. Downey's self-important bluster and lousy accent ruin the film. But pleasing score from Hans Zimmer's team.","Proof that Guy Richie can still make good films, though it's not without flaws.",1
289,3496,3079,"Children Of The Grave","Christopher Saint Booth",2013,"Buy SD $9.99,","Keith Age, John Zaffis","Battle of the Damned","Christopher Hatton",2013,0,,,,,,0
290,3508,2493,"Warrior","Gavin O'Connor",2011,"Rent HD $3.99,Rent SD $2.99,Buy HD $14.99,Buy SD $12.99,","Joel Edgerton, Tom Hardy","Warrior","Gavin O'Connor",2011,82,"Warrior"""" is basically an action flick for chicks. You would not believe the amount of melodrama.""","Warrior is an ode to valour-ruined men, in war, in peace, in the octagon.","Director Gavin O'Connor tries sprucing up the material by swapping out boxing for mixed martial arts, but it's still the same old story told the same old way. At least Real Steel had robots.","The punches always seem that much harder when you understand just why they hurt.","A straight genre picture, but the best MMA movie ever.",1
291,3512,2824,"The Pursuit Of Happyness","Gabriele Muccino",2006,"Buy HD $12.99,Buy SD $7.99,","Will Smith, Jaden Smith","Revelation Road: The Beginning Of The End","Gabriel Sabloff",2013,0,,,,,,0
292,3513,1273,"Strange Love Of Martha Ivers","Lewis Milestone",1946,"Rent SD $2.99,Buy SD $9.99,","Barbara Stanwyck, Van Heflin","Il Colosso di Rodi (The Colossus of Rhodes)","Sergio Leone",1961,57,"It was a film remarkable enough, at a time when the peplums had just about reached the end of their particular line, to warrant good notices for its crowd and spectacle scenes.","What a place! For that matter, what a picture!","It's not that any of this is specifically and irredeemably bad. It's just that none of it is very much good.","...Leone's first credited film as a director, and it shows clearly the course he was charting as a filmmaker.","This ludicrous costume epic complete with hambone acting is interesting to film buffs because it is an early work by the king of the spaghetti Westerns, director Sergio Leone.",0
293,3532,1731,"Because Of Winn-Dixie","Wayne Wang",2005,"Rent HD $3.99,Rent SD $2.99,Buy HD $12.99,Buy SD $13.99,","AnnaSophia Robb, Jeff Daniels","Ashes of Time Redux","Kar-Wai Wong",2008,80,"For this director's cut, Wong has trimmed several minutes and reorganized the narrative according to the passage of seasons, though the plot is still impenetrable.","Wong Kar-Wai doesn't supply much of a plot with a narrative engine to pull us through.","I struggled to engage with the archetypes contained within the images, even with all that meticulously restored golden-yellow sand.","Wong Kar Wai seems considerably more out of his depth than other Chinese filmmakers who have slummed in the martial arts genre. This can't compare to Chen Kaige's The Emperor and the Assassin or Yimou Zhang's House of Flying Daggers.","The kicks are more to the head and heart than to the body.",0
294,3585,974,"300: Rise of an Empire (2014)","Noam Murro",2014,"Rent HD $4.99,Rent SD $3.99,Buy HD $12.99,Buy SD $9.99,","Sullivan Stapleton, Eva Green","His Kind of Woman","John Farrow",1951,0,,,,"Price's role was priceless as the conceited thespian quoting Shakespeare during perilous moments.",,0
295,3589,1026,"World War I: Cause and Effects","Rick Manning",1999,"Buy SD $9.99,","Daniel Dorse","Connors' War","Nick Castle",2006,0,"...although Criss does show some potential as a performer, his efforts to step into the shoes of a blind character are laughable.","Standard cable fodder all the way, with only a few solid action scenes and maybe one colorful performance in the whole thing.",,,,0
296,3605,3581,"The Twilight Saga: Breaking Dawn - Part 1 (Two-Disc Special Edition)","Bill Condon",2012,$7.75,"Kristen Stewart","Breaking Glass","Brian Gibson",1980,0,,,,,,0
