ID,Title,Author,ISBN,Publisher,PublicationDate,Pages,price,ProductType
bn_1811,"Conceptual Modeling for E-Business and the Web: ER 2000 Workshops on Conceptual Modeling Approaches for E-Business and the World Wide Web and Conceptual Modeling, Salt Lake City, Utah, USA, October 9-12, 2000 Proceedings",Stephen W. Liddle,9783540410737,Springer Berlin Heidelberg,10/27/2000,182,,Paperback
bn_1812,Paradox 4 Programmers Instant Reference,"Loy Anderson,  Cary Jensen",9780782111491,"Wiley, John & Sons, Incorporated",09/01/1992,355,,Paperback
bn_1813,Access 2007 VBA Programmer's Reference,"Teresa Hennig,  Rob Cooper,  Geoffrey L. Griffith,  Armen Stein",9780470047033,Wiley,05/07/2007,1152,$31.80,Paperback
bn_1814,PostgreSQL Replication - Second Edition,Hans-Jurgen Schonig,9781783988549,Packt Publishing,07/28/2015,,$35.99,NOOK Book
bn_1815,Oracle Warehouse Builder 11gR2: Getting Started 2011,Bob Griesemer,9781849683456,Packt Publishing,05/16/2011,424,$23.09,NOOK Book
bn_1816,dBASE for Professionals with dBASE IV,Neil Dunlop,9780442207410,"Wiley, John & Sons, Incorporated",12/01/1989,382,,Paperback
bn_1817,Access 97 Answers: Certified Tech Support,"Edward Jones,  Jarel M. Jones",9780078823824,Osborne/McGraw-Hill,07/01/1997,408,,Paperback
bn_1818,Absolute Beginner's Guide to Microsoft Access 2002,"Susan Sales Harkins,  Mike Sales Gunderloy",9780789729194,Que,03/01/2003,320,$24.99,Paperback
bn_1819,SQL Fundamentals,John Patrick,9780130960160,Prentice Hall,05/11/1999,544,,Paperback
bn_1820,Predictive Data Mining: A Practical Guide / Edition 1,"Sholom M. Weiss,  Nitin Indurkhya",9781558604032,Elsevier Science,08/15/1997,228,$57.15,Paperback
bn_1821,"Video Database Systems: Issues, Products and Applications / Edition 1","Ahmed K. Elmagarmid,  Haitao Jiang,  Abdelsalam A. Helal,  Anupam Joshi",9780792398721,Springer US,03/31/1997,196,$152.67,Hardcover
bn_1822,"Steganography in Digital Media: Principles, Algorithms, and Applications",Jessica Fridrich,9780521190190,Cambridge University Press,12/31/2009,462,$110.96,Hardcover
bn_1823,Data Modeling and Design for Today's Architectures,Angelo R. Bobak,9780890068779,"Artech House, Incorporated",11/01/1997,504,$16.58,Hardcover
bn_1824,Mastering Framework III,"Douglas A. Hergert,  Jonathan Kamin",9780895885135,"Wiley, John & Sons, Incorporated",03/01/1989,613,,Paperback
bn_1825,The Relational Model for Database Management,E. F. Codd,9780201141924,Addison-Wesley,01/28/1990,538,,Hardcover
bn_1826,MYSQL/PHP Database Applications / Edition 2,"Brad Bulger,  Jay Greenspan,  David Wall",9780764549632,Wiley,10/17/2003,816,$1.99,Paperback
bn_1827,Pro SQL Server 2005 High Availability,Allan Hirt,9781430211808,Apress,10/29/2014,745,$94.99,Paperback
bn_1828,"Microsoft SQL Server 2005: A Beginner""s Guide",Dusan Petkovic,9780072260939,McGraw-Hill Professional Publishing,10/16/2005,704,$42.00,Paperback
bn_1829,"Oracle XSQL: Combining SQL, Oracle Text, XSLT, and Java to Publish Dynamic Web Content / Edition 1",Michael D. Thomas,9780471271208,Wiley,01/17/2003,592,$8.40,Paperback
bn_1830,Electronic Cataloging,"Sheila S. Intner,  Sally C. Tseng,  Mary Lynette Larsgaard",9780789022240,Taylor & Francis,01/28/2003,200,$74.95,Hardcover
bn_1831,MFDBS 87,J. Biskup,9780387191218,"Springer-Verlag New York, LLC",06/28/1988,247,,Hardcover
bn_1832,Developing High Quality Data Models,Matthew West,9780123751065,Elsevier Science,01/29/2011,408,$65.50,Paperback
bn_1833,Access 11: Power User / Edition 1,Course Technology,9780619203832,Cengage Learning,06/28/2004,146,$34.10,Other Format
bn_1834,FileMaker Pro 5.5 for Windows and Macintosh (Visual QuickStart Guide Series),Nolan Hester,9780201773200,Peachpit Press,12/28/2001,341,,Paperback
bn_1835,Oracle PL/SQL by Example,"Benjamin Rosenzweig,  Elena Rakhimov",9780133796780,Prentice Hall,03/10/2015,528,$52.59,Paperback
bn_1836,SAP R/3 Business Blueprint / Edition 1,"Thomas A. Curran,  Gerhard Keller,  Andrew Ladd",9780135211472,Prentice Hall,07/28/1997,320,$1.99,Paperback
bn_1837,Access for Windows Power Programming,"Que Corporation,  Michael Liozbanski",9781565291942,Que,04/15/1993,953,,Paperback
bn_1838,Developing Data Structured Data Bases,Michael H. Brackett,9780132043977,Prentice Hall Professional Technical Reference,08/01/1986,240,,Hardcover
bn_1839,"Transformation of Knowledge, Information and Data: Theory and Applications",Bommel,9781591405283,IGI Global,10/28/2004,338,$5.49,Paperback
bn_1840,Oracle8i Database Administration,Noel Yuhanna,9781884777783,"O'Reilly Media, Incorporated",12/01/1999,543,,Paperback
bn_1841,Object Databases: An ODMG Approach / Edition 1,Richard Cooper,9781850322948,Cengage Learning,01/28/1997,499,$2.59,Paperback
bn_1842,Admin911 Sql Server 2000,Brian Knight,9780072130973,"McGraw-Hill Companies, The",01/01/2001,388,$43.95,Paperback
bn_1843,MySQL in a Nutshell,Russell J.T. Dyer,9780596514334,"O'Reilly Media, Incorporated",04/01/2008,545,$26.55,Paperback
bn_1844,Getting Started with dBASE IV: For the IBM PC (5.25 inch Data Disk),Wiley,9780471586166,Wiley,01/01/1993,160,,Other Format
bn_1845,Search Patterns: Design for Discovery,"Peter Morville,  Jeffery Callender",9780596802271,"O'Reilly Media, Incorporated",02/02/2010,180,$24.58,Paperback
bn_1846,"Information Management and Planning: Database87; 14-16 April 1987, Craiglockhart Conference Centre, Edinburgh","Paul Feldman,  Simon Holloway,  Love Bhabuta",9780566090219,"Ashgate Publishing, Limited",06/01/1989,140,$75.24,Hardcover
bn_1847,Microsoft Access 97,"Teresa Adams,  Stella Smith",9780030237218,Harcourt College Publishers,09/28/1998,,,Paperback
bn_1848,Pro SQL Server 2005 Assemblies,"Robin Dewson,  Julian Skinner",9781590595664,Apress,01/04/2006,296,$49.99,Paperback
bn_1849,Machine Learning in Python: Essential Techniques for Predictive Analysis,Michael Bowles,9781118961742,Wiley,04/20/2015,360,$40.63,Paperback
bn_1850,Big Data Analytics: Disruptive Technologies for Changing the Game,Arvind Sathi,9781583473801,Mc Press,11/15/2012,96,$16.95,Paperback
bn_1851,Intelligent Data Handling,"L. Johnson,  S. Murdoch",9780412379208,Chapman & Hall,05/28/1990,177,,Paperback
bn_1852,Distributed Information Resources / Edition 1,Marvin Zelkowitz,9780120121489,Elsevier Science,01/01/1999,300,$195.00,Hardcover
bn_1853,Oracle SQL Developer's Guide,"Carolyn J. Hursch,  Jack L. Hursch",9780830625291,T A B Books,08/28/1991,240,,Paperback
bn_1854,Mastering Business Analysis with Crystal Reports 9,Chris Tull,9781556222931,"Wordware Publishing, Inc.",11/01/2003,450,,Multimedia
bn_1855,Practical Oracle Database Appliance,"Bobby Curtis,  Yury Velikanov,  Erik Benner,  Maris Elsins",9781430262664,Apress,01/29/2014,272,$35.99,NOOK Book
bn_1856,Beyond Big Data: Using Social MDM to Drive Deep Customer Insight,"Martin Oberhofer,  Eberhard Hechler,  Ivan Milman,  Scott Schumacher",9780133509809,IBM Press,10/31/2014,272,$30.39,Paperback
bn_1857,SAP ABAP Advanced cookbook,Rehan Zaidi,9781849684880,Packt Publishing,10/05/2012,316,$49.99,Paperback
bn_1858,Understanding dBase II,Alan Simpson,9780895881472,"Wiley, John & Sons, Incorporated",01/01/1984,260,,Paperback
bn_1859,Evaluating Information Systems: Public and Private Sector,"Zahir Irani,  Peter Love",9780080570105,Taylor & Francis,04/10/2008,384,$41.99,NOOK Book
bn_1860,dBASE II for the Programmer: A How-To-Do-It Book,Nelson T. Dinerstein,9780673159564,Addison Wesley School,01/01/1984,176,,Paperback
bn_1861,"Clean And Repair Registry: An Introductory Guide for Learning About Regisrty Cleaners, Repair, Errors, Tools, How To Clean, Best Cleaners And More!",Richard M. Agan,2940016434322,Aztec Publishing,04/23/2013,,$5.99,NOOK Book
bn_1862,"Data Mining Cookbook: Modeling Data for Marketing, Risk, and Customer Relationship Management / Edition 1",Olivia Parr Rud,9780471385646,Wiley,11/28/2000,416,$50.97,Paperback
bn_1863,"Big Data Analytics: From Strategic Planning to Enterprise Integration with Tools, Techniques, NoSQL, and Graph",David Loshin,9780124173194,Elsevier Science,09/13/2013,142,$25.18,Paperback
bn_1864,Support Vector Machines: Theory and Applications / Edition 1,Lipo Wang,9783642063688,Springer Berlin Heidelberg,11/19/2010,431,$357.34,Paperback
bn_1865,"Mobile Data Management: 4th International Conference, MDM 2003, Melbourne, Australia, January 21-24, 2003, Proceedings / Edition 1",Ming-Syan Chen,9783540003939,Springer Berlin Heidelberg,01/07/2003,414,$99.00,Paperback
bn_1866,Modeling Techniques in Predictive Analytics with Python and R: A Guide to Data Science,Thomas W. Miller,9780133892062,Pearson FT Press,10/15/2014,448,$67.15,Hardcover
bn_1867,Building a National Strategy for Digital Preservation: Issues in Digital Media Archiving,"Amy Friedlander,  Frank Romano,  Peter  Lyman,  Dale Flecker",9781887334914,Council on Library & Information Resources,08/01/2001,95,,Paperback
bn_1868,Discover Access 1997,Ricardo Birmele,9780764580260,"Wiley, John & Sons, Incorporated",04/01/1997,384,,Paperback
bn_1869,Pentaho Solutions: Business Intelligence and Data Warehousing with Pentaho and MySQL,"Roland Bouman,  Jos van Dongen",9780470484326,Wiley,08/31/2009,648,$39.77,Paperback
bn_1870,"Data Architecture: A Primer for the Data Scientist: Big Data, Data Warehouse and Data Vault","W.H. Inmon,  Dan Linstedt",9780128020449,Elsevier Science,12/10/2014,378,$51.68,Paperback
bn_1871,Relational Database Design: A Practical Approach,Element K,9781587193170,Element K LLC,02/28/2000,,,Paperback
bn_1872,"Database Theory - ICDT &#039;97: 6th International Conference, Delphi, Greece, January 8-10, 1997. Proceedings / Edition 1",Foto N. Afrati,9783540622222,Springer Berlin Heidelberg,12/23/1996,486,$129.00,Paperback
bn_1873,PHP MySQL Website Programming: Problem - Design - Solution / Edition 1,"Dilip Thomas,  Jessey White-Cinis,  Chris Lea,  Mike Buzzard",9781590591505,Apress,07/17/2003,528,$36.00,Paperback
bn_1874,Alison Balter's Mastering Access 2002 Enterprise Development,Alison Balter,9780672321139,Pearson Education,06/28/2002,802,,Other Format
bn_1875,Interactive Data Visualization for the Web,Scott Murray,9781449339739,"O'Reilly Media, Incorporated",04/02/2013,255,$27.38,Paperback
bn_1876,High Performance Delphi 3 Programming,"Don Taylor,  John Penman,  Et Al.",9781576101797,Coriolis Group,07/15/1997,600,,Paperback
bn_1877,Alison Balter's Mastering Microsoft Access 2000 Development,Alison Balter,9780672314841,Sams,06/26/1999,1342,,Paperback
bn_1878,Management Data Bases,R. Clay Sprowls,9780471818656,"Wiley, John & Sons, Incorporated",05/01/1976,382,,Hardcover
bn_1879,DB2 SQL Tuning Tips for z/OS Developers,Tony Andrews,9780133038460,IBM Press,11/02/2012,138,$33.53,Paperback
bn_1880,Definitive XML Schema,Priscilla Walmsley,9780132886727,Prentice Hall,09/24/2012,768,$54.51,Paperback
bn_1881,Logidata: Deductive Databases with Complex Objects,Paolo Atzeni,9780387569741,"Springer-Verlag New York, LLC",08/01/1993,281,,Paperback
bn_1882,Microsoft Office Access 2003,"Microsoft Official Academic Course,  Moac (Microsoft Academic Curriculum)",9780470069042,Wiley,10/20/2006,566,,Other Format
bn_1883,Teach Yourself Visual FoxPro 3.0 for the MAC,Nelson King,9781558284968,"Wiley, John & Sons, Incorporated",01/01/1996,528,,Paperback
bn_1884,SQL Server 7: A Beginner's Guide,"Dusan Petkovic,  Lance Ravella",9780072118919,Osborne/McGraw-Hill,04/26/1999,479,,Paperback
bn_1885,Oracle Application Server 10G Essentials,"Rick Greenwald,  Robert Stackowiak,  Donald Bales",9780596006211,"O'Reilly Media, Incorporated",08/18/2004,288,$27.72,Paperback
bn_1886,Inside Oracle Designer/2000,"Albert Lulushi,  Lulushi",9780138497538,Pearson Education,12/23/1997,992,,Multimedia Set
bn_1887,Client/Server Computing for Dummies,"Doug Lowe,  David Helda,  Lowe",9780764504761,Wiley,02/17/1999,406,,Paperback
bn_1888,Blender Videocorso. Modulo Intermedio vol.1: Lezione 1,Andrea Coppola,9788865746721,Area51 Publishing,03/16/2015,,$6.99,NOOK Book
bn_1889,Searching Multimedia Databases by Content / Edition 1,Christos Faloutsos,9780792397779,Springer US,09/30/1996,155,$239.00,Hardcover
bn_1890,Paradox 3.5: A Self Teaching Guide,Gloria Wheeler,9780471540168,Wiley,07/01/1991,352,,Paperback
bn_1891,Dr. Dobb's Database Development Tools and Techniques,Dr Dobbs Journal,9780879304805,C M P Books,09/01/1997,136,,Paperback
bn_1892,The DB2 Universal DRDA Certification Guide,Roman Brandl,9780130824257,Prentice Hall Professional Technical Reference,10/27/1998,291,,Paperback
bn_1893,Accessible Access 2003 / Edition 1,"Mark Whitehorn,  Bill Marklyn",9781852339494,Springer London,07/01/2005,9781852339494,$59.95,Paperback
bn_1894,ADO.NET Programming in Visual Basic.NET / Edition 2,"Steven E. Holzner,  Bob Howell,  Robert Howell",9780131018815,Prentice Hall,12/27/2002,406,$45.57,Paperback
bn_1895,Paradox 4.0 Programmer's Guide,Alan Zenreich,9780679791027,Random House Information Group,08/03/1993,1184,,Paperback
bn_1896,Beginner's Guide to Access 2.0,"Wrox Development,  Wrox Dev",9781874416210,"Wrox Press, Inc.",05/01/1994,516,,Paperback
bn_1897,Teradata Database Administration ? The Fundamentals,"Tom Coffing,  Thomas Coffing III",9781940540160,Coffing Publishing,09/01/2013,449,$106.99,NOOK Book
bn_1898,Deductive Databases and Their Applications / Edition 1,Robert Colomb,9780748407972,Taylor & Francis,02/28/1998,273,$79.95,Paperback
bn_1899,Microsoft Access for Teachers,Jan Ray,9780743938112,Teacher Created Materials,03/01/2002,240,,Paperback
bn_1900,Online and CD-ROM Databases in School Libraries: Readings,Ann Lathrop,9780872877566,Libraries Unlimited,06/28/1989,250,,Hardcover
bn_1901,"Problem-Solving Cases in Microsoft Access and Excel, Fourth Annual Edition / Edition 4","Ellen Monk,  Joseph Brady",9781418837068,Cengage Learning,01/18/2006,272,$1.99,Paperback
bn_1902,"Oracle Database 10g High Availability with RAC, Flashback &amp; Data Guard / Edition 1","Matthew Hart,  Scott Jesse",9780072254280,McGraw-Hill Professional Publishing,04/21/2004,448,$65.00,Paperback
bn_1903,Microsoft SQL Server 2005 Compact Edition,"Prashant Dhingra,  Trent Swanson",9780672329227,Sams,07/31/2007,601,,Paperback
bn_1904,"High Performance Data Mining: Scaling Algorithms, Applications and Systems",Yike Guo,9781475784152,Springer US,12/31/2013,106,$178.00,Paperback
bn_1905,Oracle Backup and Recovery Handbook,Rama Velpuri,9780078821066,McGraw-Hill Osborne,05/01/1995,384,,Paperback
bn_1906,B2B and Beyond: New Business Models Built on Trust,"Harry B. DeMaio CISSP,  Harry Demaio",9780471054665,Wiley,09/01/2001,400,,Hardcover
bn_1907,Microsoft Ado.Net Step by Step (Step By Step Series),Rebecca M. Riordan,9780735612365,Microsoft Press,01/02/2002,528,,Paperback
bn_1908,Oracle E-Business Suite Financials Handbook,"David James,  Graham Seibert,  Simon Russell",9780071770477,McGraw-Hill Education,12/18/2001,820,$37.49,NOOK Book
bn_1909,Microsoft SQL Server 2012 Bible,"Adam Jorgensen,  Jorge Segarra,  Patrick LeBlanc,  Denny Cherry",9781118106877,Wiley,08/28/2012,1416,$41.07,Paperback
bn_1910,SQL All-in-One Desk Reference for Dummies,Allen G. Taylor,9780470119280,Wiley,07/02/2007,720,,Paperback
bn_1911,Learning Data Analysis with Datadesk Student Version 6.0 / Edition 1,Paul F. Velleman,9780201258318,Addison-Wesley,10/28/1997,384,$1.99,Paperback
bn_1912,"Advances in Information Retrieval: 26th European Conference on IR Research, ECIR 2004, Sunderland, UK, April 5-7, 2004, Proceedings",Sharon McDonald,9783540213826,Springer Berlin Heidelberg,05/14/2004,426,$129.00,Paperback
bn_1913,Revolutionary Guide to Access 2.0,Stephen Wynkoop,9781874416395,"Wrox Press, Inc.",01/20/1995,776,,Paperback
bn_1914,Access Cookbook,"Andy Baron,  Ken Getz,  Paul Litwin",9780596000844,"O'Reilly Media, Incorporated",02/01/2002,720,,Paperback
bn_1915,Business and Economics Databases Online,Charles J. Popovich,9780872874541,Libraries Unlimited,03/01/1987,125,,Hardcover
bn_1916,FileMaker Pro 6 for Windows and Macintosh: Visual QuickStart Guide,Nolan Hester,9780321167828,Peachpit Press,11/05/2002,366,,Paperback
bn_1917,Knowledge Engineering: Unifying Knowledge Base and Database Design,John Debenham,9783642720369,Springer Berlin Heidelberg,12/13/2011,466,$149.00,Paperback
bn_1918,Visual Basic Developer's Guide to Ado (Developer's Handbook Series),Mike Gunderloy,9780782125566,"Wiley, John & Sons, Incorporated",09/01/1999,480,,Paperback
bn_1919,Joe Celko's Complete Guide to NoSQL: What Every SQL Professional Needs to Know about Non-Relational Databases,Joe Celko,9780124071926,Elsevier Science,10/31/2013,244,$44.95,Paperback
bn_1920,Designing Effective Database Systems,Rebecca M. Riordan,9780321290939,Addison-Wesley,01/10/2005,353,$52.79,Paperback
bn_1921,Oracle SQL Plus: The Definitive Guide,Jonathan Gennick,9780596007461,"O'Reilly Media, Incorporated",11/12/2004,584,$26.59,Paperback
bn_1922,"File Structures and Data Bases for CAD: Proceedings of the IFIP-WG 5-2 Working Conference, Seeheim, Federal Republic of Germany, September 14-16, 1981","Jose Luis EncarnacSao,  Frank-Lothar Krause",9780444864628,Elsevier Science & Technology Books,10/01/1982,372,,Hardcover
bn_1923,The Holy Grail of Data Storage Management / Edition 1,"Jon William Toigo,  Margaret Romao Toigo",9780130130556,Prentice Hall,08/16/1999,322,$1.99,Paperback
bn_1924,DBASE II for the First-Time User: A Visual Guide,Alan Freedman,9780835912440,Prentice Hall Professional Technical Reference,09/01/1984,,,Hardcover
bn_1925,Physical Database Design for SYBASE SQL Server,"Sybase Worldwide Professional Services G,  Jean Tabaka,  Dean Muench",9780131615236,Prentice Hall Professional Technical Reference,10/28/1994,256,,Hardcover
