Title_A,Authors_A,ISBN_A,Publisher_A,Pages_A,Price_A,Title_B,Authors_B,ISBN_B,Publisher_B,Pages_B,Price_B,Gold
SQL Server 7 Essential Reference,"Sharon Dooley,  Paul Allen",9780735708648,Pearson Education,500.0,,DB2 - Quick Upper Bound Estimate an Application Design Methodology,,9780738407692.0, Ibm (August 1995),146.0,,0
"Multi-Media Database Management Systems, 1995 International Workshop (Mmdbms '95)",I E E E Computer Society Press,9780818671685,IEEE Computer Society Press,176.0,,"Big Data Analytics: Second International Conference, BDA 2013, Mysore, India, December 16-18, 2013, Proceedings (Lecture Notes in Computer Science / ... Applications, incl. Internet/Web, and HCI)",,9783319036885.0," Springer; 2013 edition (November 13, 2013)",197.0,,0
Surveillance Studies: An Overview / Edition 1,David Lyon,9780745635927,Wiley,256.0,$4.02,Mastering Business Analysis with Crystal Reports 9 (Wordware Applications Library),Chris Tull,9781556222931.0," Wordware Publishing, Inc. (November 25, 2003)",450.0,,0
ICDT Eighty-Eight,M. Gyssens,9780387501710,"Springer-Verlag New York, LLC",409.0,,Oracle JDeveloper 10g: Empowering J2EE Development (Expert's Voice),Harshad Oak,9781590591420.0," Apress; 1 edition (January 21, 2004)",296.0,,0
"ORACLE 12c. Programaci n SQL*Plus, SQL y PL/SQL",Maria Perez Marques,9781494492694,CreateSpace Independent Publishing Platform,362.0,$25.95,OCP Upgrade to Oracle Database 12c Exam Guide (Exam 1Z0-060) (Oracle Press),Sam R. Alapati,9780071819978.0," McGraw-Hill Education; 2 edition (June 3, 2014)",528.0,$45.19,0
Data Modeling for Information Professionals,"Bob Schmidt,  David (Ed.) Warren,  David Warren",9780130804501,Prentice Hall Professional Technical Reference,279.0,,Data Warehousing OLAP and Data Mining,S. Nagabhushana,9788122417647.0," New Age International Pvt Ltd Publishers (December 1, 2008)",350.0,,0
Getting Started with Couchbase Server,MC Brown,9781449331061,"O'Reilly Media, Incorporated",90.0,$19.99,"SQL for Beginners: Learn the Structured Query Language for the Most Popular Databases including Microsoft SQL Server, MySQL, MariaDB, PostgreSQL, and Oracle",Preston Prescott,9781508503422.0," CreateSpace Independent Publishing Platform (February 16, 2015)",94.0,,0
Clipper Programming Guide,Rick Spence,9780915391417,"Slawson Communications, Incorporated",700.0,,Instant Oracle BPM for Financial Services How-to,B. M. Madhusudhan Rao,9781782170143.0," Packt Publishing (April 24, 2013)",62.0,,0
C++ Database Development: Covers All Versions of C++,Al Stevens,9781558282162,Wiley,320.0,,MOS 2013 Study Guide for Microsoft Access (MOS Study Guide),John Pierce,9780735669192.0," Microsoft Press; 1 edition (June 25, 2013)",232.0,$16.15,0
Sap R/3 Reporting Tools,Danielle Larocca,9780072123425,McGraw-Hill Professional,528.0,,"SQL for Beginners: Learn the Structured Query Language for the Most Popular Databases including Microsoft SQL Server, MySQL, MariaDB, PostgreSQL, and Oracle",Preston Prescott,9781508503422.0," CreateSpace Independent Publishing Platform (February 16, 2015)",94.0,,0
Paradox for Windows Quick Reference,Rick Dobson,9780880229470,Que,160.0,,Powerbuilder Foundation Class Library Professional Reference (Team Powersoft Series),William Green,9780079132673.0, Computing Mcgraw-Hill (November 1997),448.0,,0
Database Management Systems,Frost,9780246122186,"Wiley, John & Sons, Incorporated",,,Java Persistence with Hibernate,"Christian Bauer, Gavin King",9781932394887.0," Manning Publications; Revised edition (November 24, 2006)",904.0,,0
Berkeley DB,"Sleepycat Software,  Inc Sleepycat Software",9780735710641,Pearson Technology Group 2,688.0,$54.99,Access 2002 on Your Side: Microsoft Office XP,,9782746013544.0," ENI Publishing (November 1, 2001)",300.0,,0
"Data Mining: Concepts, Models, Methods, and Algorithms",Mehmed Kantardzic,9780470890455,Wiley,552.0,$111.75,DB2 Udb Backup and Recovery With Ess Copy Services,Lijun Gu,9780738425146.0, Ibm (August 2002),138.0,,0
Zabbix Network Monitoring Essentials,"Andrea Dalle Vacche,  Stefano Kewan Lee",9781784394080,Packt Publishing,,$14.99,PHP Programming with MySQL,Don Gosselin,9780619216870.0," Course Technology; 1 edition (December 26, 2005)",704.0,$11.49,0
Oracle and UNIX Performance Tuning with Cdrom,Ahmed Alomari,9780138491673,Prentice Hall Professional Technical Reference,400.0,,Microsoft Access 2010 Inside Out,Jeff Conrad,," Microsoft Press; Pap/Cdr edition (September 1, 2010)",1488.0,$22.99,0
FileMaker Pro 6 Advanced for Windows and Macintosh: Visual QuickPro Guide,Cyndi Baron,9780321162199,Peachpit Press,450.0,$20.04,SAS Data Integration Studio 4.6: User's Guide,,9781612905235.0," SAS Institute (December 5, 2012)",764.0,,0
Visual Basic Database Programming,Michael Kofler,9780201721935,Pearson Education,592.0,,"New Perspectives on Microsoft Office Access 2003 with VBA, Advanced",Anthony S. Briggs,9780619206734.0," Cengage Learning; 1 edition (August 18, 2004)",542.0,$4.01,0
PostgreSQL Essential Reference,Barry Stinson,9780735711211,Sams,400.0,$44.99,How to Use Microsoft Access 2000,Pamela Rice Hahn,9780672314919.0," Sams; 1st edition (July 21, 1999)",350.0,,0
Coloring Web Graphics (with CD-ROM),"Lynda Weinman,  Bruce Heavin",9781562056698,Macmillan Computer Publishing,3138.0,,MySQL Certification Study Guide,,9780672326325.0," MySQL Press (April 15, 2004)",648.0,,0
Clinical Data Management / Edition 2,Richard K. Rondel,9780471983293,Wiley,366.0,$287.00,PL/1 Programmer's Guide to Embedded SQL for DB2,Jonathan S. Sayles,9780894353468.0, Tarquin Publications (December 1992),372.0,,0
MS SQL Server 2005: Developing Client/Server Applications,Vlad Pirogov,9781931769556,"A-List, LLC",550.0,,Oracle SQL Tuning: A Close Look at Explain Plans,,9781453804193.0," CreateSpace Independent Publishing Platform (October 13, 2010)",110.0,,0
Microsoft SQL Server 2005 Reporting Services Step by Step,"Stacia Misner,  Hitachi Consulting",9780735622500,Microsoft Press,576.0,,DB2 Answers! Certified Tech Support,Sheryl Larsen,9780072119145.0," McGraw-Hill/Osborne Media (May 1, 1999)",444.0,,0
Object-Oriented Database System: Design and Implementation for Advanced Applications,Hiroshi Ishikawa,9784431683100,Springer Japan,164.0,$99.00,"Four Software Tools With Lotus 1-2-3, Wordperfect, and dBASE Iii+ (Wadsworth series in computer information systems)",Tim Duffy,9780534092108.0, Wadsworth Pub Co (February 1988),110.0,,0
Accessible Access 2003 / Edition 1,"Mark Whitehorn,  Bill Marklyn",9781852339494,Springer London,9781852339494.0,$59.95,IBM DB2 Data Archive Expert for Z/os: Put Your Data in Its Place,,9780738498485.0," Ibm (February 20, 2004)",368.0,,0
Inside Paradox 5.0 for Windows,Richard Wagner,9781562052461,New Riders,1209.0,,FileMaker Pro 2.0 for Macintosh: A Practical Handbook for Designing Sophisticated Databases,"Rich Coulombre, Jonathan Price",9780201622126.0, Addison Wesley Publishing Company; Pap/Dskt edition (January 1993),465.0,,0
Advanced Oracle SQL Tuning: The Definitive Reference,Donald K. Burleson,9780991638604,Rampant TechPress,782.0,$51.22,"Algorithm Theory - SWAT '96: 5th Scandinavian Workshop on Algorithm Theory, Reykjavik, Iceland, July 1996. Proceedings (Lecture Notes in Computer Science)",,9783540614227.0," Springer; 1996 edition (June 19, 1996)",462.0,,0
MacIntosh Bible Guide to FileMaker Pro 2.0,Charles Rubin,9780940235229,Peachpit Press,280.0,,MCSE Exam Notes: SQL Server 7 Administration,,9780782124774.0, Sybex Inc (June 1999),360.0,,0
Solving Data Mining Problems Through Pattern Recognition / Edition 1,"Unica Technologies Inc,  C. D. Reed,  Benjamin Van Roy,  Yuchun Lee",9780130950833,Pearson Education,400.0,$1.99,Microsoft PowerPivot for Excel 2010: Give Your Data Meaning (Business Skills),"Alberto Ferrari, Marco Russo",9780735640580.0," Microsoft Press; 1 edition (October 15, 2010)",416.0,$25.36,0
FileMaker Pro 14: The Missing Manual,"Susan Prosser,  Stuart Gripman",9781491917480,"O'Reilly Media, Incorporated",972.0,$26.19,PHP y MySQL practico / Practical PHP and MySQL: Para Disenadores Y Programadores Web (Spanish Edition),,9788441523111.0, Anaya Multimedia (January 2008),896.0,,0
Developing Quality Complex Database Systems,Shirely Becker,9781878289889,IGI Global,386.0,$74.95,Information Modeling of Organizations,Vaclav Repa,9788090466135.0," Tomas Bruckner (October 1, 2012)",110.0,,0
DB2 Developer's Guide: A Solutions-Oriented Approach to Learning the Foundation and Capabilities of DB2 for z/OS,Craig S. Mullins,9780132836425,IBM Press,1656.0,$85.71,Programming for PaaS,Lucas Carlson,9781449334901.0," O'Reilly Media; 1 edition (August 10, 2013)",144.0,$20.15,0
Microsoft Office Access 2013 Complete: In Practice / Edition 1,"Randy Nordell,  Annette Easton",9780077486921,McGraw-Hill Higher Education,864.0,$125.08,MySQL (2nd Edition) (Developer's Library),,9780735712126.0," Sams; 2 edition (January 17, 2003)",1248.0,$23.49,0
Business Research Handbook,Kathy Shimpock-Vieweg,9780316808811,Wolters Kluwer Law & Business,1860.0,,Microsoft Office Access 2003: Introductory,,, Course Technology Ptr (Sd) (December 2003),216.0,,0
Data Mining with SQL Server 2005,"ZhaoHui Tang,  Jamie MacLennan",9780471462613,Wiley,480.0,,Learning C# 3.0,Jesse Liberty,9780596521066.0," O'Reilly Media; 3rd edition (November 28, 2008)",696.0,$26.18,0
"PHP, MySQL, JavaScript & HTML5 All-in-One For Dummies","Steve Suehring,  Janet Valade",9781118213704,Wiley,720.0,$30.97,"New Perspectives on Computer Concepts 2014, Introductory (with Microsoft Office 2013 Try It! and CourseMate(TM) Printed Access Card)","June Jamrich Parsons, Dan Oja",9781285766997.0," Course Technology; 17 edition (March 11, 2014)",248.0,$134.95,0
DB2 10 for z/OS Database Administration: Certification Study Guide,"Susan Lawson,  Daniel Luksetich",9781583473696,Mc Press,1008.0,$74.95,Cassandra High Availability,Robbie Strickland,9781783989126.0," Packt Publishing - ebooks Account (December 30, 2014)",186.0,,0
"New Perspectives on Microsoft Office Access 2003, Brief, CourseCard Edition / Edition 1","Joseph J. Adamski,  Kathy T. Finnegan",9781418839079,Cengage Learning,216.0,$1.99,dBASE IV 2.0 Programmer's Reference,,9781583483961.0," iUniverse; 2 edition (January 24, 2000)",548.0,$23.95,0
"Making Sense of Data II: A Practical Guide to Data Visualization, Advanced Data Mining Methods, and Applications / Edition 1","Glenn J. Myatt,  Myatt,  Wayne P. Johnson",9780470222805,Wiley,308.0,$74.60,"Engineering the Complex SOC: Fast, Flexible Design with Configurable Processors",,9780131455375.0," Prentice Hall; 1 edition (June 14, 2004)",496.0,$74.13,0
MS Visual FOXPro 6.0 Manual En Espanol / Spanish,Adrian Turek,9789879744116,MP Ediciones S.A.,344.0,,Software Design and Data Structures in Turbo PASCAL,Elliot B. Koffman,9780201156249.0, Addison Wesley Publishing Company (June 2000),593.0,$1.28,0
DB2 10 for z/OS Database Administration: Certification Study Guide,"Susan Lawson,  Daniel Luksetich",9781583473696,Mc Press,1008.0,$74.95,Microsoft Access for Windows 95 (Quicktorial),,9780538715416.0, South-Western Educational Publishing; Pap/Dsk edition (January 1997),156.0,,0
Dr. Dobb's Database Development Tools and Techniques,Dr Dobbs Journal,9780879304805,C M P Books,136.0,,Data Strategy,Sid Adelman,9780321240996.0," Addison-Wesley Professional; 1 edition (June 25, 2005)",384.0,$36.85,0
Microsoft SQL Server 2005 Unleashed,"Ray Rankins,  Paul T. Bertucci,  Chris Gallelli,  Alex T. Silverstein",9780672328244,Sams,1752.0,,Teradata SQL: Unleash the Power,Tom Coffing,9780970498090.0," Coffing Data Warehousing (October 15, 2001)",441.0,,0
Exploring Microsoft Access 97,"Robert T. Grauer,  Maryann Barber,  Maryann Barber,  Maryann T. Barber",9780137542277,Pearson Education,416.0,$2.25,Getting started with Julia Programming Language,,9781783284795.0," Packt Publishing - ebooks Account (February 27, 2015)",159.0,,0
"UNIX, a Database Approach",Sumitabha Das,9780070157453,"McGraw-Hill Companies, The",475.0,,Engineering Design and Creo Parametric 3.0,,9781935673224.0," College House Enterprises, LLC (July 25, 2014)",602.0,,0
Building Visual FoxPro 5 Applications,"Barrie A. Sosinsky,  R. Lawrence Bryant",9780764580239,International Data Group,623.0,,"Sql Server 2012 Pure T-SQL: Business Solutions for Power Users, Developers, and the Rest of Us",,9780988330030.0," AlphaPress; 1st edition (April 11, 2014)",352.0,,0
"Making Sense of Data II: A Practical Guide to Data Visualization, Advanced Data Mining Methods, and Applications / Edition 1","Glenn J. Myatt,  Myatt,  Wayne P. Johnson",9780470222805,Wiley,308.0,$74.60,Oracle Essentials: Oracle Database 11g,"Rick Greenwald, Robert Stackowiak",," O'Reilly Media; Fourth Edition edition (November 8, 2007)",408.0,$18.23,0
Microsoft Access 97 for Windows QuickStart,Jim O'Shea,9781562764739,Ziff-Davis Press,368.0,,Filemaker Pro 4 for Windows & Macintosh (Visual QuickStart Guide),Nolan Hester,9780201696646.0, Peachpit Pr; 3rd edition (June 1998),321.0,,0
Access Cookbook,"Andy Baron,  Ken Getz,  Paul Litwin",9780596000844,"O'Reilly Media, Incorporated",720.0,,Liskin's dBASE IV 1.1. Programming Book,,9780078816819.0, Mcgraw-Hill Osborne Media (February 1991),1337.0,,0
"Mainframe Databasing with Lotus 1-2-3/M, Version 1",Martin Chetlen,9780442010171,"Wiley, John & Sons, Incorporated",302.0,,Microsoft Big Data Solutions,"Adam Jorgensen, James Rowland-Jones",9781118729083.0," Wiley; 1 edition (March 10, 2014)",408.0,$25.37,0
Quick Course in Access 7 for Windows 95: Education/Training Edition,"Joyce Cox,  Nathan Dudley",9781879399525,Nelson Education Limited,172.0,$10.54,Digital Multimedia Perception and Design,,9781591408611.0," Idea Group Publishing (May 10, 2006)",318.0,,0
Compute! 'S Quick and Easy Guide to dBASE III Plus,Chuck Doherty,9780874551075,"Compute Publications International, Limited",259.0,,Enterprise SOA: Designing IT for Business Innovation,Dan Woods,9780596102388.0," O'Reilly Media; Revised edition (May 8, 2006)",456.0,$9.05,0
UML for Database Design / Edition 1,"Eric J. Naiburg,  Robert A. Maksimchuk",9780201721638,Addison-Wesley,320.0,$2.63,Teach Yourself Access 97 VISUALLY (IDG's 3-D Visual Series),,9780764560262.0," Visual; 1 edition (July 23, 1997)",303.0,$14.09,0
Crash Course in dBASE for Windows Programming,Chris Green,9781565299382,Que,283.0,,MCSE Readiness Review Exam 70-029: Designing and Implementing Databases with Microsoft SQL Server 7,Robert Sheldon,9780735606739.0," Microsoft Press (January 1, 2000)",450.0,,0
"Advances in Conceptual Modeling: ER&#039;99 Workshops on Evolution and Change in Data Management, Reverse Engineering in Information Systems, and the World Wide Web and Conceptual Modeling Paris, France, November 15-18, 1999 Proceedings / Edition 1",Peter P. Chen,9783540666530,Springer Berlin Heidelberg,396.0,$109.00,Pro Oracle Database 11g RAC on Linux (Expert's Voice in Oracle),,9781430229582.0," Apress; 2nd ed. 2010 edition (September 30, 2010)",840.0,$52.93,0
Creating SQL Server 2005 Applications with Visual Studio 2005 / Edition 1,"Joline Morrison,  Michael Morrison,  Michael Morrison,  Charles M. Morrison",9780131463554,Prentice Hall,600.0,$58.54,"Skills for Success with Microsoft Office 2010, Volume 1, myitlab with Pearson eText -- Access Card -- for Skills for Success with Office 2010, and Microsoft Office 180-day trial Spring 2011 Package",,9780132847490.0," Prentice Hall; 1 edition (July 1, 2011)",668.0,$21.76,0
OpenStack Trove,"Amrith Kumar,  Douglas Shelley",9781484212226,Apress,336.0,$49.99,Data Protection and Information Lifecycle Management,,9780131927575.0," Prentice Hall (October 3, 2005)",288.0,$49.99,0
Database Management and Design,"Gary W. Hansen,  James V. Hansen",9780132007597,Prentice Hall Professional Technical Reference,576.0,$1.99,"PhoneGap 3, Beginner's Guide, 2nd Edition",,9781782160984.0," Packt Publishing; 2nd New edition edition (September 24, 2013)",308.0,,0
Pentaho Solutions: Business Intelligence and Data Warehousing with Pentaho and MySQL,"Roland Bouman,  Jos van Dongen",9780470484326,Wiley,648.0,$39.77,SQL Server 2000 Stored Procedure Programming,Dejan Sunderic,9780072125665.0," McGraw-Hill/OsborneMedia; 1st edition (October 2, 2000)",732.0,$54.95,0
"Construction and Analysis of Safe, Secure, and Interoperable Smart Devices: International Workshop, CASSIS 2004, Marseille, France, March 10-14, 2004, Revised Selected Papers / Edition 1",Gilles Barthe,9783540242871,Springer Berlin Heidelberg,258.0,$89.99,Oracle PL/SQL by Example (3rd Edition),,9780131172616.0," Prentice Hall; 3 edition (September 20, 2003)",768.0,$9.07,0
Constraint Databases / Edition 1,Gabriel Kuper,9783642085420,Springer Berlin Heidelberg,428.0,$149.00,Windows for the Oracle DBA: The Definitive Reference (Oracle In-Focus) (Volume 44),,9780977671519.0," Rampant TechPress; First edition (August 23, 2013)",342.0,,0
Oracle Big Data Handbook,"Tom Plunkett,  Brian Macdonald,  Bruce Nelson,  Mark Hornick",9780071827263,McGraw-Hill Professional Publishing,464.0,$38.75,"Databases: Design, Development, & Deployment Using Microsoft Access w/ Student CD",,9780072886306.0," Career Education; 2 edition (April 24, 2003)",552.0,$4.28,0
Linq in Action,"Fabrice Marguerie,  Steve Eichert,  Jim Wooley",9781933988160,"O'Reilly Media, Incorporated",576.0,$28.50,dBASE III Plus Made Easy,Miriam Liskin,9780078812941.0, Mcgraw-Hill Osborne Media (November 1987),350.0,,0
