ID_A,ID_B,Title_A,Title_B,Authors_A,Authors_B
3163,3105,The Extreme Value Machine,The Marginal Value of Adaptive Gradient Methods in Machine Learning,"Ethan M. Rudd, Lalit P. Jain, Walter J. Scheirer, Terrance E. Boult","Ashia C. Wilson, Rebecca Roelofs, Mitchell Stern, Nati Srebro, Benjamin Recht"
2396,288,On the Convergence of A Family of Robust Losses for Stochastic Gradient Descent,Parallelized Stochastic Gradient Descent,"Bo Han, Ivor W. Tsang, Ling Chen","Martin Zinkevich, Markus Weimer, Lihong Li, Alex J. Smola"
994,2576,Toward Diverse Text Generation with Inverse Reinforcement Learning,Cooperative Inverse Reinforcement Learning,"Zhan Shi, Xinchi Chen, Xipeng Qiu, Xuanjing Huang","Dylan Hadfield-Menell, Stuart J. Russell, Pieter Abbeel, Anca Dragan"
3665,3081,Computational Histological Staining and Destaining of Prostate Core Biopsy RGB Images with Generative Adversarial Neural Networks,Structured Generative Adversarial Networks,"Aman Rana, Gregory Yauney, Alarice Lowe, Pratik Shah","Zhijie Deng, Hao Zhang, Xiaodan Liang, Luona Yang, Shizhen Xu, Jun Zhu, Eric P. Xing"
2890,1941,One-Shot Generalization in Deep Generative Models,Max-Margin Deep Generative Models,"Danilo Jimenez Rezende, Shakir Mohamed, Ivo Danihelka, Karol Gregor, Daan Wierstra","Chongxuan Li, Jun Zhu, Tianlin Shi, Bo Zhang"
2860,1944,A Characterization of the Dirichlet Distribution with Application to Learning Bayesian Networks,Learning Bayesian Networks with Thousands of Variables,"Dan Geiger, David Heckerman","Mauro Scanagatta, Cassio P. de Campos, Giorgio Corani, Marco Zaffalon"
3135,3669,Multi-pretrained Deep Neural Network,Constructing Deep Neural Networks by Bayesian Network Structure Learning,"Zhen Hu, Zhuyin Xue, Tong Cui, Shiqiang Zong, Chenglong He","Raanan Y. Rohekar, Shami Nisimov, Yaniv Gurwicz, Guy Koren, Gal Novik"
3736,2881,Risk-sensitive Inverse Reinforcement Learning via Semi- and Non-Parametric Methods,Repeated Inverse Reinforcement Learning,"Sumeet Singh, Jonathan Lacotte, Anirudha Majumdar, Marco Pavone","Kareem Amin, Nan Jiang, Satinder Singh"
752,3275,Learning to fail: Predicting fracture evolution in brittle material models using recurrent graph convolutional neural networks,Fast-Slow Recurrent Neural Networks,"Max Schwarzer, Bryce Rogan, Yadong Ruan, Zhengming Song, Diana Y. Lee, Allon G. Percus, Viet T. Chau, Bryan A. Moore, Esteban Rougier, Hari S. Viswanathan, Gowri Srinivasan","Asier Mujika, Florian Meier, Angelika Steger"
2580,3172,Efficient Optimal Learning for Contextual Bandits,Multi-Task Learning for Contextual Bandits,"Miroslav Dudik, Daniel Hsu, Satyen Kale, Nikos Karampatziakis, John Langford, Lev Reyzin, Tong Zhang","Aniket Anand Deshmukh, Urun Dogan, Clay Scott"
2009,3524,Quantum generative adversarial networks,PacGAN: The power of two samples in generative adversarial networks,"Pierre-Luc Dallaire-Demers, Nathan Killoran","Zinan Lin, Ashish Khetan, Giulia Fanti, Sewoong Oh"
175,3803,Lifelong Federated Reinforcement Learning: A Learning Architecture for Navigation in Cloud Robotic Systems,Lifelong Inverse Reinforcement Learning,"Boyi Liu, Lujia Wang, Ming Liu, Chengzhong Xu","Jorge Armando Mendez Mendez, Shashank Shivkumar, Eric Eaton"
270,3275,Expressive power of recurrent neural networks,Fast-Slow Recurrent Neural Networks,"Valentin Khrulkov, Alexander Novikov, Ivan Oseledets","Asier Mujika, Florian Meier, Angelika Steger"
1816,2790,CATERPILLAR: Coarse Grain Reconfigurable Architecture for Accelerating the Training of Deep Neural Networks,Compression-aware Training of Deep Networks,"Yuanfang Li, Ardavan Pedram","Jose M. Alvarez, Mathieu Salzmann"
85,2900,Stacked Generative Adversarial Networks,Stabilizing Training of Generative Adversarial Networks through Regularization,"Xun Huang, Yixuan Li, Omid Poursaeed, John Hopcroft, Serge Belongie","Kevin Roth, Aurelien Lucchi, Sebastian Nowozin, Thomas Hofmann"
2901,572,Learning RoboCup-Keepaway with Kernels,Non-parametric Group Orthogonal Matching Pursuit for Sparse Learning with Multiple Kernels,"Tobias Jung, Daniel Polani","Vikas Sindhwani, Aurelie C. Lozano"
2780,3275,Online Fall Detection using Recurrent Neural Networks,Fast-Slow Recurrent Neural Networks,"Mirto Musci, Daniele De Martini, Nicola Blago, Tullio Facchinetti, Marco Piastra","Asier Mujika, Florian Meier, Angelika Steger"
1451,962,Perturbed-History Exploration in Stochastic Multi-Armed Bandits,Risk-Aversion in Multi-armed Bandits,"Branislav Kveton, Csaba Szepesvari, Mohammad Ghavamzadeh, Craig Boutilier","Amir Sani, Alessandro Lazaric, Rmi Munos"
1444,3389,Musical Tempo and Key Estimation using Convolutional Neural Networks with Directional Filters,Structure-Aware Convolutional Neural Networks,"Hendrik Schreiber, Meinard Mller","Jianlong Chang, Jie Gu, Lingfeng Wang, GAOFENG MENG, SHIMING XIANG, Chunhong Pan"
774,1483,Sample-Efficient Learning of Mixtures,Learning Mixtures of Submodular Functions for Image Collection Summarization,"Hassan Ashtiani, Shai Ben-David, Abbas Mehrabian","Sebastian Tschiatschek, Rishabh K. Iyer, Haochen Wei, Jeff A. Bilmes"
609,3147,Robust Deep Gaussian Processes,Doubly Stochastic Variational Inference for Deep Gaussian Processes,Jeremias Knoblauch,"Hugh Salimbeni, Marc Deisenroth"
2151,2684,Complex Unitary Recurrent Neural Networks using Scaled Cayley Transform,Full-Capacity Unitary Recurrent Neural Networks,"Kehelwala D. G. Maduranga, Kyle E. Helfrich, Qiang Ye","Scott Wisdom, Thomas Powers, John Hershey, Jonathan Le Roux, Les Atlas"
2789,3524,Generative Mixture of Networks,PacGAN: The power of two samples in generative adversarial networks,"Ershad Banijamali, Ali Ghodsi, Pascal Poupart","Zinan Lin, Ashish Khetan, Giulia Fanti, Sewoong Oh"
2380,4218,Algorithmic Composition of Melodies with Deep Recurrent Neural Networks,Reversible Recurrent Neural Networks,"Florian Colombo, Samuel P. Muscinelli, Alexander Seeholzer, Johanni Brea, Wulfram Gerstner","Matthew MacKay, Paul Vicol, Jimmy Ba, Roger B. Grosse"
1160,142,Protein Secondary Structure Prediction Using Cascaded Convolutional and Recurrent Neural Networks,Tiled convolutional neural networks,"Zhen Li, Yizhou Yu","Jiquan Ngiam, Zhenghao Chen, Daniel Chia, Pang W. Koh, Quoc V. Le, Andrew Y. Ng"
2290,2819,Combinatorial Semi-Bandits with Knapsacks,Improving Regret Bounds for Combinatorial Semi-Bandits with Probabilistically Triggered Arms and Its Applications,"Karthik Abinav Sankararaman, Aleksandrs Slivkins","Qinshi Wang, Wei Chen"
187,3389,Implementation of Training Convolutional Neural Networks,Structure-Aware Convolutional Neural Networks,"Tianyi Liu, Shuangsang Fang, Yuehui Zhao, Peng Wang, Jun Zhang","Jianlong Chang, Jie Gu, Lingfeng Wang, GAOFENG MENG, SHIMING XIANG, Chunhong Pan"
223,2886,Solving Almost all Systems of Random Quadratic Equations,Solving Most Systems of Random Quadratic Equations,"Gang Wang, Georgios B. Giannakis, Yousef Saad, Jie Chen","Gang Wang, Georgios Giannakis, Yousef Saad, Jie Chen"
3327,408,Learning Multimodal Graph-to-Graph Translation for Molecular Optimization,Structure Learning for Optimization,"Wengong Jin, Kevin Yang, Regina Barzilay, Tommi Jaakkola","Shulin Yang, Ali Rahimi"
223,1819,Solving Almost all Systems of Random Quadratic Equations,Solving Random Quadratic Systems of Equations Is Nearly as Easy as Solving Linear Systems,"Gang Wang, Georgios B. Giannakis, Yousef Saad, Jie Chen","Yuxin Chen, Emmanuel Candes"
1457,4218,Stacked Convolutional and Recurrent Neural Networks for Bird Audio Detection,Reversible Recurrent Neural Networks,"Sharath Adavanne, Konstantinos Drossos, Emre ak?r, Tuomas Virtanen","Matthew MacKay, Paul Vicol, Jimmy Ba, Roger B. Grosse"
3736,2576,Risk-sensitive Inverse Reinforcement Learning via Semi- and Non-Parametric Methods,Cooperative Inverse Reinforcement Learning,"Sumeet Singh, Jonathan Lacotte, Anirudha Majumdar, Marco Pavone","Dylan Hadfield-Menell, Stuart J. Russell, Pieter Abbeel, Anca Dragan"
2011,2684,Strongly-Typed Recurrent Neural Networks,Full-Capacity Unitary Recurrent Neural Networks,"David Balduzzi, Muhammad Ghifary","Scott Wisdom, Thomas Powers, John Hershey, Jonathan Le Roux, Les Atlas"
2901,2126,Learning RoboCup-Keepaway with Kernels,Learning Stationary Time Series using Gaussian Processes with Nonparametric Kernels,"Tobias Jung, Daniel Polani","Felipe Tobar, Thang D. Bui, Richard E. Turner"
3565,3389,Mixed Precision Training of Convolutional Neural Networks using Integer Operations,Structure-Aware Convolutional Neural Networks,"Dipankar Das, Naveen Mellempudi, Dheevatsa Mudigere, Dhiraj Kalamkar, Sasikanth Avancha, Kunal Banerjee, Srinivas Sridharan, Karthik Vaidyanathan, Bharat Kaul, Evangelos Georganas, Alexander Heinecke, Pradeep Dubey, Jesus Corbal, Nikita Shustrov, Roma Dubtsov, Evarist Fomenko, Vadim Pirogov","Jianlong Chang, Jie Gu, Lingfeng Wang, GAOFENG MENG, SHIMING XIANG, Chunhong Pan"
3639,1837,Stochastic Pooling for Regularization of Deep Convolutional Neural Networks,Shepard Convolutional Neural Networks,"Matthew D. Zeiler, Rob Fergus","Jimmy SJ Ren, Li Xu, Qiong Yan, Wenxiu Sun"
1408,4304,Learning to Reason with Third-Order Tensor Products,Learning to Reason with Third Order Tensor Products,"Imanol Schlag, Jrgen Schmidhuber","Imanol Schlag, Jrgen Schmidhuber"
1866,1036,Analysis of Distributed Stochastic Dual Coordinate Ascent,Trading Computation for Communication: Distributed Stochastic Dual Coordinate Ascent,"Tianbao Yang, Shenghuo Zhu, Rong Jin, Yuanqing Lin",Tianbao Yang
1836,2192,ST-GAN: Spatial Transformer Generative Adversarial Networks for Image Compositing,Coupled Generative Adversarial Networks,"Chen-Hsuan Lin, Ersin Yumer, Oliver Wang, Eli Shechtman, Simon Lucey","Ming-Yu Liu, Oncel Tuzel"
3856,962,Perturbed-History Exploration in Stochastic Multi-Armed Bandits,Risk-Aversion in Multi-armed Bandits,"Branislav Kveton, Csaba Szepesvari, Mohammad Ghavamzadeh, Craig Boutilier","Amir Sani, Alessandro Lazaric, Rmi Munos"
1129,3275,Multi-Step Prediction of Occupancy Grid Maps with Recurrent Neural Networks,Fast-Slow Recurrent Neural Networks,"Nima Mohajerin, Mohsen Rohani","Asier Mujika, Florian Meier, Angelika Steger"
548,4218,Learning to Diagnose with LSTM Recurrent Neural Networks,Reversible Recurrent Neural Networks,"Zachary C. Lipton, David C. Kale, Charles Elkan, Randall Wetzel","Matthew MacKay, Paul Vicol, Jimmy Ba, Roger B. Grosse"
1482,956,On the Sample Complexity of Learning Graphical Games,On the Sample Complexity of Robust PCA,Jean Honorio,"Matthew Coudron, Gilad Lerman"
3232,3947,GANAX: A Unified MIMD-SIMD Acceleration for Generative Adversarial Networks,Graphical Generative Adversarial Networks,"Amir Yazdanbakhsh, Hajar Falahati, Philip J. Wolfe, Kambiz Samadi, Nam Sung Kim, Hadi Esmaeilzadeh","Chongxuan LI, Max Welling, Jun Zhu, Bo Zhang"
8,3993,Forward-Backward Stochastic Neural Networks: Deep Learning of High-dimensional Partial Differential Equations,Neural Ordinary Differential Equations,Maziar Raissi,"Tian Qi Chen, Yulia Rubanova, Jesse Bettencourt, David K. Duvenaud"
1013,2716,Low-pass Recurrent Neural Networks - A memory architecture for longer-term correlation discovery,Dilated Recurrent Neural Networks,"Thomas Stepleton, Razvan Pascanu, Will Dabney, Siddhant M. Jayakumar, Hubert Soyer, Remi Munos","Shiyu Chang, Yang Zhang, Wei Han, Mo Yu, Xiaoxiao Guo, Wei Tan, Xiaodong Cui, Michael Witbrock, Mark A. Hasegawa-Johnson, Thomas S. Huang"
2011,2479,Strongly-Typed Recurrent Neural Networks,Combining Fully Convolutional and Recurrent Neural Networks for 3D Biomedical Image Segmentation,"David Balduzzi, Muhammad Ghifary","Jianxu Chen, Lin Yang, Yizhe Zhang, Mark Alber, Danny Z. Chen"
1312,1027,On Training Deep Boltzmann Machines,Multi-Prediction Deep Boltzmann Machines,"Guillaume Desjardins, Aaron Courville, Yoshua Bengio","Ian Goodfellow, Mehdi Mirza, Aaron Courville, Yoshua Bengio"
3511,675,Towards Autoencoding Variational Inference for Aspect-based Opinion Summary,Variational Inference for Crowdsourcing,"Tai Hoang, Huy Le, Tho Quan","Qiang Liu, Jian Peng, Alexander T. Ihler"
2901,133,Learning RoboCup-Keepaway with Kernels,Efficient algorithms for learning kernels from multiple similarity matrices with general convex loss functions,"Tobias Jung, Daniel Polani","Achintya Kundu, Vikram Tankasali, Chiranjib Bhattacharyya, Aharon Ben-tal"
303,3081,Improving Generalization and Stability of Generative Adversarial Networks,Structured Generative Adversarial Networks,"Hoang Thanh-Tung, Truyen Tran, Svetha Venkatesh","Zhijie Deng, Hao Zhang, Xiaodan Liang, Luona Yang, Shizhen Xu, Jun Zhu, Eric P. Xing"
278,675,Black-box Variational Inference for Stochastic Differential Equations,Variational Inference for Crowdsourcing,"Thomas Ryder, Andrew Golightly, A. Stephen McGough, Dennis Prangle","Qiang Liu, Jian Peng, Alexander T. Ihler"
2992,142,Robust Convolutional Neural Networks under Adversarial Noise,Tiled convolutional neural networks,"Jonghoon Jin, Aysegul Dundar, Eugenio Culurciello","Jiquan Ngiam, Zhenghao Chen, Daniel Chia, Pang W. Koh, Quoc V. Le, Andrew Y. Ng"
1779,675,Neural Variational Inference for Text Processing,Variational Inference for Crowdsourcing,"Yishu Miao, Lei Yu, Phil Blunsom","Qiang Liu, Jian Peng, Alexander T. Ihler"
1691,1837,Impact of Fully Connected Layers on Performance of Convolutional Neural Networks for Image Classification,Shepard Convolutional Neural Networks,"S H Shabbeer Basha, Shiv Ram Dubey, Viswanath Pulabaigari, Snehasis Mukherjee","Jimmy SJ Ren, Li Xu, Qiong Yan, Wenxiu Sun"
3135,1525,Multi-pretrained Deep Neural Network,Deep Convolutional Neural Network for Image Deconvolution,"Zhen Hu, Zhuyin Xue, Tong Cui, Shiqiang Zong, Chenglong He","Li Xu, Jimmy SJ Ren, Ce Liu, Jiaya Jia"
1017,2383,Lipschitz Generative Adversarial Nets,InfoGAN: Interpretable Representation Learning by Information Maximizing Generative Adversarial Nets,"Zhiming Zhou, Jiadong Liang, Yuxuan Song, Lantao Yu, Hongwei Wang, Weinan Zhang, Yong Yu, Zhihua Zhang","Xi Chen, Yan Duan, Rein Houthooft, John Schulman, Ilya Sutskever, Pieter Abbeel"
2605,3803,Apprenticeship Learning using Inverse Reinforcement Learning and Gradient Methods,Lifelong Inverse Reinforcement Learning,"Gergely Neu, Csaba Szepesvari","Jorge Armando Mendez Mendez, Shashank Shivkumar, Eric Eaton"
2011,1841,Strongly-Typed Recurrent Neural Networks,Convolutional Neural Networks with Intra-Layer Recurrent Connections for Scene Labeling,"David Balduzzi, Muhammad Ghifary","Ming Liang, Xiaolin Hu, Bo Zhang"
139,1837,Investigating Label Noise Sensitivity of Convolutional Neural Networks for Fine Grained Audio Signal Labelling,Shepard Convolutional Neural Networks,"Rainer Kelz, Gerhard Widmer","Jimmy SJ Ren, Li Xu, Qiong Yan, Wenxiu Sun"
874,4061,Learning Compact Recurrent Neural Networks with Block-Term Tensor Decomposition,Relational recurrent neural networks,"Jinmian Ye, Linnan Wang, Guangxi Li, Di Chen, Shandian Zhe, Xinqi Chu, Zenglin Xu","Adam Santoro, Ryan Faulkner, David Raposo, Jack Rae, Mike Chrzanowski, Theophane Weber, Daan Wierstra, Oriol Vinyals, Razvan Pascanu, Timothy Lillicrap"
2170,3378,Learning From Less Data: Diversified Subset Selection and Active Learning in Image Classification Tasks,Active Learning from Peers,"Vishal Kaushal, Anurag Sahoo, Khoshrav Doctor, Narasimha Raju, Suyash Shetty, Pankaj Singh, Rishabh Iyer, Ganesh Ramakrishnan","Keerthiram Murugesan, Jaime Carbonell"
726,3947,Generative Adversarial Networks recover features in astrophysical images of galaxies beyond the deconvolution limit,Graphical Generative Adversarial Networks,"Kevin Schawinski, Ce Zhang, Hantian Zhang, Lucas Fowler, Gokula Krishnan Santhanam","Chongxuan LI, Max Welling, Jun Zhu, Bo Zhang"
645,3947,Anime Style Space Exploration Using Metric Learning and Generative Adversarial Networks,Graphical Generative Adversarial Networks,"Sitao Xiang, Hao Li","Chongxuan LI, Max Welling, Jun Zhu, Bo Zhang"
417,947,Stochastic Variational Inference for Bayesian Sparse Gaussian Process Regression,Fast Bayesian Inference for Non-Conjugate Gaussian Process Regression,"Haibin Yu, Trong Nghia Hoang, Kian Hsiang Low, Patrick Jaillet","Emtiyaz Khan, Shakir Mohamed, Kevin P. Murphy"
3680,3066,Coresets for Kernel Regression,Multiresolution Kernel Approximation for Gaussian Process Regression,"Yan Zheng, Jeff M. Phillips","Yi Ding, Risi Kondor, Jonathan Eskreis-Winkler"
1160,4218,Protein Secondary Structure Prediction Using Cascaded Convolutional and Recurrent Neural Networks,Reversible Recurrent Neural Networks,"Zhen Li, Yizhou Yu","Matthew MacKay, Paul Vicol, Jimmy Ba, Roger B. Grosse"
332,2261,Convolutional Neural Networks for Medical Image Analysis: Full Training or Fine Tuning?,Doubly Convolutional Neural Networks,"Nima Tajbakhsh, Jae Y. Shin, Suryakanth R. Gurudu, R. Todd Hurst, Christopher B. Kendall, Michael B. Gotway, Jianming Liang","Shuangfei Zhai, Yu Cheng, Zhongfei (Mark) Zhang, Weining Lu"
2725,3389,Hierarchical Transfer Convolutional Neural Networks for Image Classification,Structure-Aware Convolutional Neural Networks,"Xishuang Dong, Hsiang-Huang Wu, Yuzhong Yan, Lijun Qian","Jianlong Chang, Jie Gu, Lingfeng Wang, GAOFENG MENG, SHIMING XIANG, Chunhong Pan"
752,3389,Learning to fail: Predicting fracture evolution in brittle material models using recurrent graph convolutional neural networks,Structure-Aware Convolutional Neural Networks,"Max Schwarzer, Bryce Rogan, Yadong Ruan, Zhengming Song, Diana Y. Lee, Allon G. Percus, Viet T. Chau, Bryan A. Moore, Esteban Rougier, Hari S. Viswanathan, Gowri Srinivasan","Jianlong Chang, Jie Gu, Lingfeng Wang, GAOFENG MENG, SHIMING XIANG, Chunhong Pan"
3807,1270,Optimal and Adaptive Algorithms for Online Boosting,(Nearly) Optimal Algorithms for Private Online Learning in Full-information and Bandit Settings,"Alina Beygelzimer, Satyen Kale, Haipeng Luo","Abhradeep Guha Thakurta, Adam Smith"
27,288,Stochastic Gradient Descent as Approximate Bayesian Inference,Parallelized Stochastic Gradient Descent,"Stephan Mandt, Matthew D. Hoffman, David M. Blei","Martin Zinkevich, Markus Weimer, Lihong Li, Alex J. Smola"
1451,1061,Perturbed-History Exploration in Stochastic Multi-Armed Bandits,Distributed Exploration in Multi-Armed Bandits,"Branislav Kveton, Csaba Szepesvari, Mohammad Ghavamzadeh, Craig Boutilier","Eshcar Hillel, Zohar S. Karnin, Tomer Koren, Ronny Lempel, Oren Somekh"
2926,3237,On the Quantization of Cellular Neural Networks for Cyber-Physical Systems,On the Complexity of Learning Neural Networks,Xiaowei Xu,"Le Song, Santosh Vempala, John Wilmes, Bo Xie"
