ID,Title,Authors,Date,Journal-ref
1812,Transferable Pedestrian Motion Prediction Models at Intersections,"Macheng Shen, Golnaz Habibi, Jonathan P. How","15 March, 2018",
1813,Bridging Adversarial Robustness and Gradient Interpretability,"Beomsu Kim, Junghoon Seo, Taegyun Jeon","27 March, 2019",
1814,A neural network trained to predict future video frames mimics critical properties of biological neuronal responses and perception,"William Lotter, Gabriel Kreiman, David Cox","29 May, 2018",
1815,Correct-by-synthesis reinforcement learning with temporal logic constraints,"Min Wen, Ruediger Ehlers, Ufuk Topcu","5 March, 2015",
1816,CATERPILLAR: Coarse Grain Reconfigurable Architecture for Accelerating the Training of Deep Neural Networks,"Yuanfang Li, Ardavan Pedram","8 June, 2017",
1817,autoBagging: Learning to Rank Bagging Workflows with Metalearning,"Fbio Pinto, Vtor Cerqueira, Carlos Soares, Joo Mendes-Moreira","28 June, 2017",
1818,Meta-Unsupervised-Learning: A supervised approach to unsupervised learning,"Vikas K. Garg, Adam Tauman Kalai","3 January, 2017",
1819,A Forest from the Trees: Generation through Neighborhoods,"Yang Li, Tianxiang Gao, Junier Oliva","4 February, 2019",
1820,Exact Learning from an Honest Teacher That Answers Membership Queries,Nader H. Bshouty,"13 June, 2017",
1821,Loss minimization and parameter estimation with heavy tails,"Daniel Hsu, Sivan Sabato","18 April, 2016","Journal of Machine Learning Research, 17(18):1--40, 2016"
1822,NIPS 2016 Workshop on Representation Learning in Artificial and Biological Neural Networks (MLINI 2016),"Leila Wehbe, Anwar Nunez-Elizalde, Marcel van Gerven, Irina Rish, Brian Murphy, Moritz Grosse-Wentrup, Georg Langs, Guillermo Cecchi","10 April, 2017",
1823,Automated Data Slicing for Model Validation:A Big data - AI Integration Approach,"Yeounoh Chung, Tim Kraska, Neoklis Polyzotis, Ki Hyun Tae, Steven Euijong Whang","6 January, 2019",
1824,Frequentist Consistency of Variational Bayes,"Yixin Wang, David M. Blei","24 May, 2018",
1825,Multimodal Sentiment Analysis To Explore the Structure of Emotions,"Anthony Hu, Seth Flaxman","25 May, 2018",
1826,Low-Depth Optical Neural Networks,"Xiao-Ming Zhang, Man-Hong Yung","3 April, 2019",
1827,Concept Drift and Anomaly Detection in Graph Streams,"Daniele Zambon, Cesare Alippi, Lorenzo Livi","9 February, 2018",
1828,Boosting Factor-Specific Functional Historical Models for the Detection of Synchronisation in Bioelectrical Signals,"David Rgamer, Sarah Brockhaus, Kornelia Gentsch, Klaus Scherer, Sonja Greven","13 May, 2017",
1829,Asymptotic Confidence Regions for High-dimensional Structured Sparsity,"Benjamin Stucky, Sara van de Geer","28 June, 2017",
1830,Pushing the boundaries of parallel Deep Learning -- A practical approach,"Paolo Viviani, Maurizio Drocco, Marco Aldinucci","25 June, 2018",
1831,A PAC-Bayesian Approach to Spectrally-Normalized Margin Bounds for Neural Networks,"Behnam Neyshabur, Srinadh Bhojanapalli, Nathan Srebro","23 February, 2018",
1832,A Model for Using Physiological Conditions for Proactive Tourist Recommendations,"Rinita Roy, Linus W. Dietz","10 April, 2019",
1833,By-passing the Kohn-Sham equations with machine learning,"Felix Brockherde, Leslie Vogt, Li Li, Mark E. Tuckerman, Kieron Burke, Klaus-Robert Mller","15 June, 2017",
1834,Ternary Hybrid Neural-Tree Networks for Highly Constrained IoT Applications,"Dibakar Gope, Ganesh Dasika, Matthew Mattina","4 March, 2019","2nd Conference on Systems and Machine Learning (SysML), 2019"
1835,Ridge Fusion in Statistical Learning,"Bradley S. Price, Charles J. Geyer, Adam J. Rothman","5 May, 2014",
1836,ST-GAN: Spatial Transformer Generative Adversarial Networks for Image Compositing,"Chen-Hsuan Lin, Ersin Yumer, Oliver Wang, Eli Shechtman, Simon Lucey","5 March, 2018",
1837,i-RevNet: Deep Invertible Networks,"Jrn-Henrik Jacobsen, Arnold Smeulders, Edouard Oyallon","20 February, 2018","ICLR 2018 - International Conference on Learning Representations, Apr 2018, Vancouver, Canada. 2018, https://iclr.cc/"
1838,Identifying Malicious Web Domains Using Machine Learning Techniques with Online Credibility and Performance Data,"Zhongyi Hu, Raymond Chiong, Ilung Pranata, Willy Susilo, Yukun Bao","23 February, 2019",2016 IEEE Congress on Evolutionary Computation (CEC)
1839,Towards Building an Intelligent Anti-Malware System: A Deep Learning Approach using Support Vector Machine (SVM) for Malware Classification,Abien Fred Agarap,"7 February, 2019",
1840,"How an Electrical Engineer Became an Artificial Intelligence Researcher, a Multiphase Active Contours Analysis",Kush R. Varshney,"29 March, 2018",
1841,The Well Tempered Lasso,"Yuanzhi Li, Yoram Singer","8 June, 2018",
1842,Faster Eigenvector Computation via Shift-and-Invert Preconditioning,"Dan Garber, Elad Hazan, Chi Jin, Sham M. Kakade, Cameron Musco, Praneeth Netrapalli, Aaron Sidford","25 May, 2016",
1843,High Dimensional Low Rank plus Sparse Matrix Decomposition,"Mostafa Rahmani, George Atia","16 March, 2017",
1844,A Machine-learning Based Ensemble Method For Anti-patterns Detection,"Antoine Barbez, Foutse Khomh, Yann-Gal Guhneuc","29 January, 2019",
1845,Hierarchical Deep Reinforcement Learning: Integrating Temporal Abstraction and Intrinsic Motivation,"Tejas D. Kulkarni, Karthik R. Narasimhan, Ardavan Saeedi, Joshua B. Tenenbaum","31 May, 2016",
1846,A Fast Iterative Bayesian Inference Algorithm for Sparse Channel Estimation,"Niels Lovmand Pedersen, Carles Navarro Manchn Bernard Henri Fleury","6 March, 2013",
1847,Geometry of Online Packing Linear Programs,"Marco Molinaro, R. Ravi","25 April, 2012",
1848,An Exploration of Softmax Alternatives Belonging to the Spherical Loss Family,"Alexandre de Brbisson, Pascal Vincent","28 February, 2016",
1849,Improved Predictive Models for Acute Kidney Injury with IDEAs: Intraoperative Data Embedded Analytics,"Lasith Adhikari, Tezcan Ozrazgat-Baslanti, Paul Thottakkara, Ashkan Ebadi, Amir Motaei, Parisa Rashidi, Xiaolin Li, Azra Bihorac","11 May, 2018",
1850,Deep Stochastic Configuration Networks with Universal Approximation Property,"Dianhui Wang, Ming Li","16 March, 2018",
1851,On the Limitation of MagNet Defense against $L_1$-based Adversarial Examples,"Pei-Hsuan Lu, Pin-Yu Chen, Kang-Cheng Chen, Chia-Mu Yu","9 May, 2018",
1852,Fast Optimal Bandwidth Selection for RBF Kernel using Reproducing Kernel Hilbert Space Operators for Kernel Based Classifiers,Bharath Bhushan Damodaran,"14 April, 2018",
1853,An analytic comparison of regularization methods for Gaussian Processes,"Hossein Mohammadi, Rodolphe Le Riche, Nicolas Durrande, Eric Touboul, Xavier Bay","5 May, 2017",
1854,NED: An Inter-Graph Node Metric Based On Edit Distance,"Haohan Zhu, Xianrui Meng, George Kollios","15 February, 2016",
1855,Max-Margin Adversarial (MMA) Training: Direct Input Space Margin Maximization through Adversarial Training,"Gavin Weiguang Ding, Yash Sharma, Kry Yik Chau Lui, Ruitong Huang","1 February, 2019",
1856,Non-Deterministic Policies in Markovian Decision Processes,"Mahdi Milani Fard, Joelle Pineau","16 January, 2014","Journal Of Artificial Intelligence Research, Volume 40, pages 1-24, 2011"
1857,Similarity Preserving Representation Learning for Time Series Analysis,"Qi Lei, Jinfeng Yi, Roman Vaculin, Lingfei Wu, Inderjit S. Dhillon","8 March, 2017",
1858,A Comparison of First-order Algorithms for Machine Learning,"Yu Wei, Pock Thomas","26 April, 2014",
1859,A novel extension of Generalized Low-Rank Approximation of Matrices based on multiple-pairs of transformations,"Soheil Ahmadi, Mansoor Rezghi","27 February, 2019",
1860,Multi-Relational Learning at Scale with ADMM,"Lucas Drumond, Ernesto Diaz-Aviles, Lars Schmidt-Thieme","3 April, 2016",
1861,Graph Memory Networks for Molecular Activity Prediction,"Trang Pham, Truyen Tran, Svetha Venkatesh","26 January, 2018",
1862,End-to-end Learning of Action Detection from Frame Glimpses in Videos,"Serena Yeung, Olga Russakovsky, Greg Mori, Li Fei-Fei","13 March, 2017",
1863,Learning to Detect,"Neev Samuel, Tzvi Diskin, Ami Wiesel","19 May, 2018",
1864,BilBOWA: Fast Bilingual Distributed Representations without Word Alignments,"Stephan Gouws, Yoshua Bengio, Greg Corrado","4 February, 2016",
1865,"What can be estimated? Identifiability, estimability, causal inference and ill-posed inverse problems","Oliver J. Maclaren, Ruanui Nicholson","11 April, 2019",
1866,Analysis of Distributed Stochastic Dual Coordinate Ascent,"Tianbao Yang, Shenghuo Zhu, Rong Jin, Yuanqing Lin","23 March, 2014",
1867,Paranom: A Parallel Anomaly Dataset Generator,Justin Gottschlich,"9 January, 2018",
1868,Blind Image Denoising via Dependent Dirichlet Process Tree,"Fengyuan Zhu, Guangyong Chen, Jianye Hao, Pheng-Ann Heng","12 January, 2016",
1869,Practical Gauss-Newton Optimisation for Deep Learning,"Aleksandar Botev, Hippolyt Ritter, David Barber","13 June, 2017",
1870,Can Multisensory Cues in VR Help Train Pattern Recognition to Citizen Scientists?,Alina Striner,"31 March, 2018",
1871,"Refinement revisited with connections to Bayes error, conditional entropy and calibrated classifiers",Hamed Masnadi-Shirazi,"11 March, 2013",
1872,Bayesian Rose Trees,"Charles Blundell, Yee Whye Teh, Katherine A. Heller","15 March, 2012",
1873,Disentangling by Factorising,"Hyunjik Kim, Andriy Mnih","6 June, 2018",
1874,Neural Decision Trees,Randall Balestriero,"6 March, 2017",
1875,Centripetal SGD for Pruning Very Deep Convolutional Networks with Complicated Structure,"Xiaohan Ding, Guiguang Ding, Yuchen Guo, Jungong Han","8 April, 2019",
1876,Particle filter-based Gaussian process optimisation for parameter inference,"Johan Dahlin, Fredrik Lindsten","31 March, 2014",
1877,FeTa: A DCA Pruning Algorithm with Generalization Error Guarantees,"Konstantinos Pitas, Mike Davies, Pierre Vandergheynst","12 March, 2018",
1878,Weakly Supervised PLDA Training,"Lantian Li, Yixiang Chen, Dong Wang, Chenghui Zhao","23 May, 2017",
1879,Generative models for local network community detection,Twan van Laarhoven,"12 April, 2018","Phys. Rev. E 97, 042316 (2018)"
1880,Nonparametric Detection of Geometric Structures over Networks,"Shaofeng Zou, Yingbin Liang, H. Vincent Poor","6 April, 2016",
1881,GQ-STN: Optimizing One-Shot Grasp Detection based on Robustness Classifier,"Alexandre Garipy, Jean-Christophe Ruel, Brahim Chaib-draa, Philippe Gigure","6 March, 2019",
1882,Generalization in Machine Learning via Analytical Learning Theory,"Kenji Kawaguchi, Yoshua Bengio, Vikas Verma, Leslie Pack Kaelbling","6 March, 2019",
1883,Massively Multitask Networks for Drug Discovery,"Bharath Ramsundar, Steven Kearnes, Patrick Riley, Dale Webster, David Konerding, Vijay Pande","6 February, 2015",
1884,Sea surface temperature prediction and reconstruction using patch-level neural network representations,"Said Ouala, Cedric Herzet, Ronan Fablet","31 May, 2018",
1885,Using KL-divergence to focus Deep Visual Explanation,"Housam Khalifa Bashier Babiker, Randy Goebel","25 January, 2018",
1886,Logically-Constrained Neural Fitted Q-Iteration,"Mohammadhosein Hasanbeig, Alessandro Abate, Daniel Kroening","14 March, 2019",
1887,Learning to Adaptively Scale Recurrent Neural Networks,"Hao Hu, Liqiang Wang, Guo-Jun Qi","15 February, 2019",
1888,Neural Random-Access Machines,"Karol Kurach, Marcin Andrychowicz, Ilya Sutskever","9 February, 2016",
1889,Towards more accurate clustering method by using dynamic time warping,Khadoudja Ghanem,"12 April, 2013","International Journal of Data Mining & Knowledge Management Process (IJDKP) Vol.3, No.2, March 2013"
1890,Private Incremental Regression,"Shiva Prasad Kasiviswanathan, Kobbi Nissim, Hongxia Jin","4 January, 2017",
1891,We Are Not Your Real Parents: Telling Causal from Confounded using MDL,"David Kaltenpoth, Jilles Vreeken","21 January, 2019",
1892,ENIGMA-NG: Efficient Neural and Gradient-Boosted Inference Guidance for E,"Karel Chvalovsk, Jan Jakub?v, Martin Suda, Josef Urban","7 March, 2019",
1893,Disentangling Multiple Conditional Inputs in GANs,"Gkhan Yildirim, Calvin Seward, Urs Bergmann","20 June, 2018",
1894,Distributed Data Vending on Blockchain,"Jiayu Zhou, Fengyi Tang, He Zhu, Ning Nan, Ziheng Zhou","15 March, 2018",
1895,Outlier Detection using Improved Genetic K-means,"M. H. Marghny, Ahmed I. Taloba","27 February, 2014",
1896,The ALAMO approach to machine learning,"Zachary T. Wilson, Nikolaos V. Sahinidis","30 May, 2017",
1897,Domain-Adversarial Neural Networks,"Hana Ajakan, Pascal Germain, Hugo Larochelle, Franois Laviolette, Mario Marchand","9 February, 2015",
1898,Don't Fall for Tuning Parameters: Tuning-Free Variable Selection in High Dimensions With the TREX,"Johannes Lederer, Christian Mller","24 May, 2015",
1899,Meta-Learning with Differentiable Convex Optimization,"Kwonjoon Lee, Subhransu Maji, Avinash Ravichandran, Stefano Soatto","7 April, 2019",
1900,On the Computational Complexity of High-Dimensional Bayesian Variable Selection,"Yun Yang, Martin J. Wainwright, Michael I. Jordan","29 May, 2015",
1901,Two New Approaches to Compressed Sensing Exhibiting Both Robust Sparse Recovery and the Grouping Effect,"Mehmet Eren Ahsen, Niharika Challapalli, Mathukumalli Vidyasagar","20 June, 2017",
1902,Distributed Tree Kernels,"Fabio Massimo Zanzotto, Lorenzo Dell'Arciprete","18 June, 2012",
1903,Sampling-based Gradient Regularization for Capturing Long-Term Dependencies in Recurrent Neural Networks,"Artem Chernodub, Dimitri Nowicki","13 February, 2017",
1904,Pathwise Derivatives for Multivariate Distributions,"Martin Jankowiak, Theofanis Karaletsos","22 March, 2019",
1905,Thompson Sampling for Dynamic Pricing,"Ravi Ganti, Matyas Sustik, Quoc Tran, Brian Seaman","8 February, 2018",
1906,Episodic Memory Reader: Learning What to Remember for Question Answering from Streaming Data,"Moonsu Han, Minki Kang, Hyunwoo Jung, Sung Ju Hwang","18 March, 2019",
1907,SGD Learns the Conjugate Kernel Class of the Network,Amit Daniely,"19 May, 2017",
1908,Decision Making Agent Searching for Markov Models in Near-Deterministic World,"Gabor Matuz, Andras Lorincz","1 March, 2011",
1909,Unsupervised Ranking Model for Entity Coreference Resolution,"Xuezhe Ma, Zhengzhong Liu, Eduard Hovy","15 March, 2016",
1910,Maximum Selection and Ranking under Noisy Comparisons,"Moein Falahatgar, Alon Orlitsky, Venkatadheeraj Pichapati, Ananda Theertha Suresh","15 May, 2017",
1911,Effects of Loss Functions And Target Representations on Adversarial Robustness,"Sean Saito, Sujoy Roy","8 February, 2019",
1912,A Hybrid Monte Carlo Architecture for Parameter Optimization,James Brofos,"9 May, 2014",
1913,Generalization error bounds for learning to rank: Does the length of document lists matter?,"Ambuj Tewari, Sougata Chaudhuri","6 March, 2016","ICML 2015, volume 37 of JMLR Workshop and Conference Proceedings, pg.- 315-323, 2015"
1914,Sequence Training of DNN Acoustic Models With Natural Gradient,"Adnan Haider, Philip C. Woodland","6 April, 2018",
1915,Knowledge Completion for Generics using Guided Tensor Factorization,"Hanie Sedghi, Ashish Sabharwal","28 March, 2018",
1916,Asynchronous Delay-Aware Accelerated Proximal Coordinate Descent for Nonconvex Nonsmooth Problems,"Ehsan Kazemi, Liqiang Wang","4 February, 2019",
1917,SGDR: Stochastic Gradient Descent with Warm Restarts,"Ilya Loshchilov, Frank Hutter","3 May, 2017",
1918,"gym-gazebo2, a toolkit for reinforcement learning using ROS 2 and Gazebo","Nestor Gonzalez Lopez, Yue Leire Erro Nuin, Elias Barba Moral, Lander Usategui San Juan, Alejandro Solano Rueda, Vctor Mayoral Vilches, Risto Kojcev","18 March, 2019",
1919,VAE-GANs for Probabilistic Compressive Image Recovery: Uncertainty Analysis,"Vineet Edupuganti, Morteza Mardani, Joseph Cheng, Shreyas Vasanawala, John Pauly","31 January, 2019",
1920,A Multi-View Ensemble Classification Model for Clinically Actionable Genetic Mutations,"Xi Sheryl Zhang, Dandi Chen, Yongjun Zhu, Chao Che, Chang Su, Sendong Zhao, Xu Min, Fei Wang","17 March, 2019",
1921,State-Space Inference for Non-Linear Latent Force Models with Application to Satellite Orbit Prediction,"Jouni Hartikainen, Mari Seppanen, Simo Sarkka","18 June, 2012",
1922,Markov Chain Neural Networks,"Maren Awiszus, Bodo Rosenhahn","2 May, 2018",
1923,Artificial Constraints and Lipschitz Hints for Unconstrained Online Learning,Ashok Cutkosky,"24 February, 2019",
1924,Cell segmentation with random ferns and graph-cuts,"Arnaud Browet, Christophe De Vleeschouwer, Laurent Jacques, Navrita Mathiah, Bechara Saykali, Isabelle Migeotte","17 February, 2016",
1925,Deceiving End-to-End Deep Learning Malware Detectors using Adversarial Examples,"Felix Kreuk, Assi Barak, Shir Aviv-Reuven, Moran Baruch, Benny Pinkas, Joseph Keshet","10 January, 2019",
1926,Pure-Exploration for Infinite-Armed Bandits with General Arm Reservoirs,"Maryam Aziz, Kevin Jamieson, Javed Aslam","12 January, 2019",
1927,Stochastic Conditional Gradient++,"Hamed Hassani, Amin Karbasi, Aryan Mokhtari, Zebang Shen","19 February, 2019",
