ID,Title,Authors,Date,Journal-ref
2804,Active Bias: Training More Accurate Neural Networks by Emphasizing High Variance Samples,"Haw-Shiuan Chang, Erik Learned-Miller, Andrew McCallum",December 2017,Neurips 2017
2805,Differentiable Learning of Submodular Models,"Josip Djolonga, Andreas Krause",December 2017,Neurips 2017
2806,Inductive Representation Learning on Large Graphs,"Will Hamilton, Zhitao Ying, Jure Leskovec",December 2017,Neurips 2017
2807,Subset Selection and Summarization in Sequential Data,"Ehsan Elhamifar, M. Clara De Paolis Kaluza",December 2017,Neurips 2017
2808,Question Asking as Program Generation,"Anselm Rothe, Brenden M. Lake, Todd Gureckis",December 2017,Neurips 2017
2809,Revisiting Perceptron: Efficient and Label-Optimal Learning of Halfspaces,"Songbai Yan, Chicheng Zhang",December 2017,Neurips 2017
2810,Gradient Descent Can Take Exponential Time to Escape Saddle Points,"Simon S. Du, Chi Jin, Jason D. Lee, Michael I. Jordan, Aarti Singh, Barnabas Poczos",December 2017,Neurips 2017
2811,Union of Intersections (UoI) for Interpretable Data Driven Discovery and Prediction,"Kristofer Bouchard, Alejandro Bujan, Farbod Roosta-Khorasani, Shashanka Ubaru, Mr. Prabhat, Antoine Snijders, Jian-Hua Mao, Edward Chang, Michael W. Mahoney, Sharmodeep Bhattacharya",December 2017,Neurips 2017
2812,One-Shot Imitation Learning,"Yan Duan, Marcin Andrychowicz, Bradly Stadie, OpenAI Jonathan Ho, Jonas Schneider, Ilya Sutskever, Pieter Abbeel, Wojciech Zaremba",December 2017,Neurips 2017
2813,Learning the Morphology of Brain Signals Using Alpha-Stable Convolutional Sparse Coding,"Mainak Jas, Tom Dupr la Tour, Umut Simsekli, Alexandre Gramfort",December 2017,Neurips 2017
2814,Integration Methods and Optimization Algorithms,"Damien Scieur, Vincent Roulet, Francis Bach, Alexandre d'Aspremont",December 2017,Neurips 2017
2815,"Sharpness, Restart and Acceleration","Vincent Roulet, Alexandre d'Aspremont",December 2017,Neurips 2017
2816,Learning Koopman Invariant Subspaces for Dynamic Mode Decomposition,"Naoya Takeishi, Yoshinobu Kawahara, Takehisa Yairi",December 2017,Neurips 2017
2817,Soft-to-Hard Vector Quantization for End-to-End Learning Compressible Representations,"Eirikur Agustsson, Fabian Mentzer, Michael Tschannen, Lukas Cavigelli, Radu Timofte, Luca Benini, Luc V. Gool",December 2017,Neurips 2017
2818,Learning spatiotemporal piecewise-geodesic trajectories from longitudinal manifold-valued data,"Stphanie ALLASSONNIERE, Juliette Chevallier, Stephane Oudard",December 2017,Neurips 2017
2819,Improving Regret Bounds for Combinatorial Semi-Bandits with Probabilistically Triggered Arms and Its Applications,"Qinshi Wang, Wei Chen",December 2017,Neurips 2017
2820,Predictive-State Decoders: Encoding the Future into Recurrent Networks,"Arun Venkatraman, Nicholas Rhinehart, Wen Sun, Lerrel Pinto, Martial Hebert, Byron Boots, Kris Kitani, J. Bagnell",December 2017,Neurips 2017
2821,Optimistic posterior sampling for reinforcement learning: worst-case regret bounds,"Shipra Agrawal, Randy Jia",December 2017,Neurips 2017
2822,Mean teachers are better role models: Weight-averaged consistency targets improve semi-supervised deep learning results,"Antti Tarvainen, Harri Valpola",December 2017,Neurips 2017
2823,Matching neural paths: transfer from recognition to correspondence search,"Nikolay Savinov, Lubor Ladicky, Marc Pollefeys",December 2017,Neurips 2017
2824,Linearly constrained Gaussian processes,"Carl Jidling, Niklas Wahlstrm, Adrian Wills, Thomas B. Schn",December 2017,Neurips 2017
2825,Fixed-Rank Approximation of a Positive-Semidefinite Matrix from Streaming Data,"Joel A. Tropp, Alp Yurtsever, Madeleine Udell, Volkan Cevher",December 2017,Neurips 2017
2826,Multi-Modal Imitation Learning from Unstructured Demonstrations using Generative Adversarial Nets,"Karol Hausman, Yevgen Chebotar, Stefan Schaal, Gaurav Sukhatme, Joseph J. Lim",December 2017,Neurips 2017
2827,Learning to Inpaint for Image Compression,"Mohammad Haris Baig, Vladlen Koltun, Lorenzo Torresani",December 2017,Neurips 2017
2828,Adaptive Bayesian Sampling with Monte Carlo EM,"Anirban Roychowdhury, Srinivasan Parthasarathy",December 2017,Neurips 2017
2829,ADMM without a Fixed Penalty Parameter: Faster Convergence with New Adaptive Penalization,"Yi Xu, Mingrui Liu, Qihang Lin, Tianbao Yang",December 2017,Neurips 2017
2830,Shape and Material from Sound,"Zhoutong Zhang, Qiujia Li, Zhengjia Huang, Jiajun Wu, Josh Tenenbaum, Bill Freeman",December 2017,Neurips 2017
2831,Flexible statistical inference for mechanistic models of neural dynamics,"Jan-Matthis Lueckmann, Pedro J. Goncalves, Giacomo Bassetto, Kaan cal, Marcel Nonnenmacher, Jakob H. Macke",December 2017,Neurips 2017
2832,Online Prediction with Selfish Experts,"Tim Roughgarden, Okke Schrijvers",December 2017,Neurips 2017
2833,Tensor Biclustering,"Soheil Feizi, Hamid Javadi, David Tse",December 2017,Neurips 2017
2834,DPSCREEN: Dynamic Personalized Screening,"Kartik Ahuja, William Zame, Mihaela van der Schaar",December 2017,Neurips 2017
2835,Learning Unknown Markov Decision Processes: A Thompson Sampling Approach,"Yi Ouyang, Mukul Gagrani, Ashutosh Nayyar, Rahul Jain",December 2017,Neurips 2017
2836,Testing and Learning on Distributions with Symmetric Noise Invariance,"Ho Chung Law, Christopher Yau, Dino Sejdinovic",December 2017,Neurips 2017
2837,A Dirichlet Mixture Model of Hawkes Processes for Event Sequence Clustering,"Hongteng Xu, Hongyuan Zha",December 2017,Neurips 2017
2838,Deanonymization in the Bitcoin P2P Network,"Giulia Fanti, Pramod Viswanath",December 2017,Neurips 2017
2839,Accelerated consensus via Min-Sum Splitting,"Patrick Rebeschini, Sekhar C. Tatikonda",December 2017,Neurips 2017
2840,Generalized Linear Model Regression under Distance-to-set Penalties,"Jason Xu, Eric Chi, Kenneth Lange",December 2017,Neurips 2017
2841,Adaptive stimulus selection for optimizing neural population responses,"Benjamin Cowley, Ryan Williamson, Katerina Clemens, Matthew Smith, Byron M. Yu",December 2017,Neurips 2017
2842,Nonbacktracking Bounds on the Influence in Independent Cascade Models,"Emmanuel Abbe, Sanjeev Kulkarni, Eun Jee Lee",December 2017,Neurips 2017
2843,Learning with Feature Evolvable Streams,"Bo-Jian Hou, Lijun Zhang, Zhi-Hua Zhou",December 2017,Neurips 2017
2844,Online Convex Optimization with Stochastic Constraints,"Hao Yu, Michael Neely, Xiaohan Wei",December 2017,Neurips 2017
2845,Max-Margin Invariant Features from Transformed Unlabelled Data,"Dipan Pal, Ashwin Kannan, Gautam Arakalgud, Marios Savvides",December 2017,Neurips 2017
2846,Regularized Modal Regression with Applications in Cognitive Impairment Prediction,"Xiaoqian Wang, Hong Chen, Weidong Cai, Dinggang Shen, Heng Huang",December 2017,Neurips 2017
2847,Translation Synchronization via Truncated Least Squares,"Xiangru Huang, Zhenxiao Liang, Chandrajit Bajaj, Qixing Huang",December 2017,Neurips 2017
2848,From which world is your graph,"Cheng Li, Felix MF Wong, Zhenming Liu, Varun Kanade",December 2017,Neurips 2017
2849,A New Alternating Direction Method for Linear Programming,"Sinong Wang, Ness Shroff",December 2017,Neurips 2017
2850,Regret Analysis for Continuous Dueling Bandit,Wataru Kumagai,December 2017,Neurips 2017
2851,Best Response Regression,"Omer Ben-Porat, Moshe Tennenholtz",December 2017,Neurips 2017
2852,TernGrad: Ternary Gradients to Reduce Communication in Distributed Deep Learning,"Wei Wen, Cong Xu, Feng Yan, Chunpeng Wu, Yandan Wang, Yiran Chen, Hai Li",December 2017,Neurips 2017
2853,Learning Affinity via Spatial Propagation Networks,"Sifei Liu, Shalini De Mello, Jinwei Gu, Guangyu Zhong, Ming-Hsuan Yang, Jan Kautz",December 2017,Neurips 2017
2854,Linear regression without correspondence,"Daniel J. Hsu, Kevin Shi, Xiaorui Sun",December 2017,Neurips 2017
2855,NeuralFDR: Learning Discovery Thresholds from Hypothesis Features,"Fei Xia, Martin J. Zhang, James Y. Zou, David Tse",December 2017,Neurips 2017
2856,Cost efficient gradient boosting,"Sven Peter, Ferran Diego, Fred A. Hamprecht, Boaz Nadler",December 2017,Neurips 2017
2857,Probabilistic Rule Realization and Selection,"Haizi Yu, Tianxi Li, Lav R. Varshney",December 2017,Neurips 2017
2858,"Nearest-Neighbor Sample Compression: Efficiency, Consistency, Infinite Dimensions","Aryeh Kontorovich, Sivan Sabato, Roi Weiss",December 2017,Neurips 2017
2859,A Scale Free Algorithm for Stochastic Bandits with Bounded Kurtosis,Tor Lattimore,December 2017,Neurips 2017
2860,Learning Multiple Tasks with Multilinear Relationship Networks,"Mingsheng Long, ZHANGJIE CAO, Jianmin Wang, Philip S. Yu",December 2017,Neurips 2017
2861,Deep Hyperalignment,"Muhammad Yousefnezhad, Daoqiang Zhang",December 2017,Neurips 2017
2862,"Online to Offline Conversions, Universality and Adaptive Minibatch Sizes",Kfir Levy,December 2017,Neurips 2017
2863,Stochastic Optimization with Variance Reduction for Infinite Datasets with Finite Sum Structure,"Alberto Bietti, Julien Mairal",December 2017,Neurips 2017
2864,Deep Learning with Topological Signatures,"Christoph Hofer, Roland Kwitt, Marc Niethammer, Andreas Uhl",December 2017,Neurips 2017
2865,Predicting User Activity Level In Point Processes With Mass Transport Equation,"Yichen Wang, Xiaojing Ye, Hongyuan Zha, Le Song",December 2017,Neurips 2017
2866,Submultiplicative Glivenko-Cantelli and Uniform Convergence of Revenues,"Noga Alon, Moshe Babaioff, Yannai A. Gonczarowski, Yishay Mansour, Shay Moran, Amir Yehudayoff",December 2017,Neurips 2017
2867,Deep Dynamic Poisson Factorization Model,"Chengyue Gong, win-bin huang",December 2017,Neurips 2017
2868,Positive-Unlabeled Learning with Non-Negative Risk Estimator,"Ryuichi Kiryo, Gang Niu, Marthinus C. du Plessis, Masashi Sugiyama",December 2017,Neurips 2017
2869,Optimal Sample Complexity of M-wise Data for Top-K Ranking,"Minje Jang, Sunghyun Kim, Changho Suh, Sewoong Oh",December 2017,Neurips 2017
2870,Reliable Decision Support using Counterfactual Models,"Peter Schulam, Suchi Saria",December 2017,Neurips 2017
2871,QSGD: Communication-Efficient SGD via Gradient Quantization and Encoding,"Dan Alistarh, Demjan Grubic, Jerry Li, Ryota Tomioka, Milan Vojnovic",December 2017,Neurips 2017
2872,Convergent Block Coordinate Descent for Training Tikhonov Regularized Deep Neural Networks,"Ziming Zhang, Matthew Brand",December 2017,Neurips 2017
2873,"Train longer, generalize better: closing the generalization gap in large batch training of neural networks","Elad Hoffer, Itay Hubara, Daniel Soudry",December 2017,Neurips 2017
2874,Flexpoint: An Adaptive Numerical Format for Efficient Training of Deep Neural Networks,"Urs Kster, Tristan Webb, Xin Wang, Marcel Nassar, Arjun K. Bansal, William Constable, Oguz Elibol, Scott Gray, Stewart Hall, Luke Hornof, Amir Khosrowshahi, Carey Kloss, Ruby J. Pai, Naveen Rao",December 2017,Neurips 2017
2875,Model evidence from nonequilibrium simulations,Michael Habeck,December 2017,Neurips 2017
2876,Minimal Exploration in Structured Stochastic Bandits,"Richard Combes, Stefan Magureanu, Alexandre Proutiere",December 2017,Neurips 2017
2877,Learned D-AMP: Principled Neural Network based Compressive Image Recovery,"Chris Metzler, Ali Mousavi, Richard Baraniuk",December 2017,Neurips 2017
2878,Deliberation Networks: Sequence Generation Beyond One-Pass Decoding,"Yingce Xia, Fei Tian, Lijun Wu, Jianxin Lin, Tao Qin, Nenghai Yu, Tie-Yan Liu",December 2017,Neurips 2017
2879,Adaptive Clustering through Semidefinite Programming,Martin Royer,December 2017,Neurips 2017
2880,Log-normality and Skewness of Estimated State/Action Values in Reinforcement Learning,"Liangpeng Zhang, Ke Tang, Xin Yao",December 2017,Neurips 2017
2881,Repeated Inverse Reinforcement Learning,"Kareem Amin, Nan Jiang, Satinder Singh",December 2017,Neurips 2017
2882,The Numerics of GANs,"Lars Mescheder, Sebastian Nowozin, Andreas Geiger",December 2017,Neurips 2017
2883,Practical Bayesian Optimization for Model Fitting with Bayesian Adaptive Direct Search,"Luigi Acerbi, Wei Ji",December 2017,Neurips 2017
2884,Learning Chordal Markov Networks via Branch and Bound,"Kari Rantanen, Antti Hyttinen, Matti Jrvisalo",December 2017,Neurips 2017
2885,Revenue Optimization with Approximate Bid Predictions,"Andres Munoz, Sergei Vassilvitskii",December 2017,Neurips 2017
2886,Solving Most Systems of Random Quadratic Equations,"Gang Wang, Georgios Giannakis, Yousef Saad, Jie Chen",December 2017,Neurips 2017
2887,Unsupervised Learning of Disentangled and Interpretable Representations from Sequential Data,"Wei-Ning Hsu, Yu Zhang, James Glass",December 2017,Neurips 2017
2888,Lookahead Bayesian Optimization with Inequality Constraints,"Remi Lam, Karen Willcox",December 2017,Neurips 2017
2889,Hierarchical Methods of Moments,"Matteo Ruffini, Guillaume Rabusseau, Borja Balle",December 2017,Neurips 2017
2890,Interpretable and Globally Optimal Prediction for Textual Grounding using Image Concepts,"Raymond Yeh, Jinjun Xiong, Wen-Mei Hwu, Minh Do, Alexander Schwing",December 2017,Neurips 2017
2891,Revisit Fuzzy Neural Network: Demystifying Batch Normalization and ReLU with Generalized Hamming Network,Lixin Fan,December 2017,Neurips 2017
2892,Speeding Up Latent Variable Gaussian Graphical Model Estimation via Nonconvex Optimization,"Pan Xu, Jian Ma, Quanquan Gu",December 2017,Neurips 2017
2893,Batch Renormalization: Towards Reducing Minibatch Dependence in Batch-Normalized Models,Sergey Ioffe,December 2017,Neurips 2017
2894,Generating steganographic images via adversarial training,"Jamie Hayes, George Danezis",December 2017,Neurips 2017
2895,Near-linear time approximation algorithms for optimal transport via Sinkhorn iteration,"Jason Altschuler, Jonathan Weed, Philippe Rigollet",December 2017,Neurips 2017
2896,PixelGAN Autoencoders,"Alireza Makhzani, Brendan J. Frey",December 2017,Neurips 2017
2897,Consistent Multitask Learning with Nonlinear Output Relations,"Carlo Ciliberto, Alessandro Rudi, Lorenzo Rosasco, Massimiliano Pontil",December 2017,Neurips 2017
2898,Alternating minimization for dictionary learning with random initialization,"Niladri Chatterji, Peter L. Bartlett",December 2017,Neurips 2017
2899,Learning ReLUs via Gradient Descent,Mahdi Soltanolkotabi,December 2017,Neurips 2017
2900,Stabilizing Training of Generative Adversarial Networks through Regularization,"Kevin Roth, Aurelien Lucchi, Sebastian Nowozin, Thomas Hofmann",December 2017,Neurips 2017
2901,Expectation Propagation with Stochastic Kinetic Model in Complex Interaction Systems,"Le Fang, Fan Yang, Wen Dong, Tong Guan, Chunming Qiao",December 2017,Neurips 2017
2902,Data-Efficient Reinforcement Learning in Continuous State-Action Gaussian-POMDPs,"Rowan McAllister, Carl Edward Rasmussen",December 2017,Neurips 2017
2903,Compatible Reward Inverse Reinforcement Learning,"Alberto Maria Metelli, Matteo Pirotta, Marcello Restelli",December 2017,Neurips 2017
2904,First-Order Adaptive Sample Size Methods to Reduce Complexity of Empirical Risk Minimization,"Aryan Mokhtari, Alejandro Ribeiro",December 2017,Neurips 2017
2905,Hiding Images in Plain Sight: Deep Steganography,Shumeet Baluja,December 2017,Neurips 2017
2906,Neural Program Meta-Induction,"Jacob Devlin, Rudy R. Bunel, Rishabh Singh, Matthew Hausknecht, Pushmeet Kohli",December 2017,Neurips 2017
2907,Bayesian Dyadic Trees and Histograms for Regression,"Stphanie van der Pas, Veronika Rockova",December 2017,Neurips 2017
2908,A graph-theoretic approach to multitasking,"Noga Alon, Daniel Reichman, Igor Shinkar, Tal Wagner, Sebastian Musslick, Jonathan D. Cohen, Tom Griffiths, Biswadip dey, Kayhan Ozcimder",December 2017,Neurips 2017
2909,Consistent Robust Regression,"Kush Bhatia, Prateek Jain, Parameswaran Kamalaruban, Purushottam Kar",December 2017,Neurips 2017
2910,Natural Value Approximators: Learning when to Trust Past Estimates,"Zhongwen Xu, Joseph Modayil, Hado P. van Hasselt, Andre Barreto, David Silver, Tom Schaul",December 2017,Neurips 2017
2911,Bandits Dueling on Partially Ordered Sets,"Julien Audiffren, Liva Ralaivola",December 2017,Neurips 2017
2912,Elementary Symmetric Polynomials for Optimal Experimental Design,"Zelda E. Mariet, Suvrit Sra",December 2017,Neurips 2017
2913,Emergence of Language with Multi-agent Games: Learning to Communicate with Sequences of Symbols,"Serhii Havrylov, Ivan Titov",December 2017,Neurips 2017
2914,Training Deep Networks without Learning Rates Through Coin Betting,"Francesco Orabona, Tatiana Tommasi",December 2017,Neurips 2017
2915,Pixels to Graphs by Associative Embedding,"Alejandro Newell, Jia Deng",December 2017,Neurips 2017
2916,Runtime Neural Pruning,"Ji Lin, Yongming Rao, Jiwen Lu, Jie Zhou",December 2017,Neurips 2017
2917,Eigenvalue Decay Implies Polynomial-Time Learnability for Neural Networks,"Surbhi Goel, Adam Klivans",December 2017,Neurips 2017
2918,MMD GAN: Towards Deeper Understanding of Moment Matching Network,"Chun-Liang Li, Wei-Cheng Chang, Yu Cheng, Yiming Yang, Barnabas Poczos",December 2017,Neurips 2017
2919,The Reversible Residual Network: Backpropagation Without Storing Activations,"Aidan N. Gomez, Mengye Ren, Raquel Urtasun, Roger B. Grosse",December 2017,Neurips 2017
2920,Fast Rates for Bandit Optimization with Upper-Confidence Frank-Wolfe,"Quentin Berthet, Vianney Perchet",December 2017,Neurips 2017
2921,Zap Q-Learning,"Adithya M Devraj, Sean Meyn",December 2017,Neurips 2017
2922,Expectation Propagation for t-Exponential Family Using q-Algebra,"Futoshi Futami, Issei Sato, Masashi Sugiyama",December 2017,Neurips 2017
2923,Few-Shot Learning Through an Information Retrieval Lens,"Eleni Triantafillou, Richard Zemel, Raquel Urtasun",December 2017,Neurips 2017
2924,Formal Guarantees on the Robustness of a Classifier against Adversarial Manipulation,"Matthias Hein, Maksym Andriushchenko",December 2017,Neurips 2017
