ID_A,ID_B,Flag,Title_A,Title_B,Authors_A,Authors_B
3447,1597,,A Deep Embedding Model for Co-occurrence Learning,Smoothed Gradients for Stochastic Variational Inference,"Yelong Shen, Ruoming Jin, Jianshu Chen, Xiaodong He, Jianfeng Gao, Li Deng","Stephan Mandt, David Blei"
3125,3276,,Deep Learning for Surface Material Classification Using Haptic And Visual Information,Learning Disentangled Representations with Semi-Supervised Deep Generative Models,"Haitian Zheng, Lu Fang, Mengqi Ji, Matti Strese, Yigitcan Ozer, Eckehard Steinbach","Siddharth Narayanaswamy, T. Brooks Paige, Jan-Willem van de Meent, Alban Desmaison, Noah Goodman, Pushmeet Kohli, Frank Wood, Philip Torr"
2449,2543,,A Tight Convergence Analysis for Stochastic Gradient Descent with Delayed Updates,Lifelong Learning with Weighted Majority Votes,"Yossi Arjevani, Ohad Shamir, Nathan Srebro","Anastasia Pentina, Ruth Urner"
3025,2714,,Convergence of the ADAM algorithm from a Dynamical System Viewpoint,Breaking the Nonsmooth Barrier: A Scalable Parallel Method for Composite Optimization,"Anas Barakat, Pascal Bianchi","Fabian Pedregosa, Rmi Leblond, Simon Lacoste-Julien"
1910,1831,,Maximum Selection and Ranking under Noisy Comparisons,A Generalization of Submodular Cover via the Diminishing Return Property on the Integer Lattice,"Moein Falahatgar, Alon Orlitsky, Venkatadheeraj Pichapati, Ananda Theertha Suresh","Tasuku Soma, Yuichi Yoshida"
675,3642,,Deep Reinforcement Learning for Time Optimal Velocity Control using Prior Knowledge,Paraphrasing Complex Network: Network Compression via Factor Transfer,"Gabriel Hartmann, Zvi Shiller, Amos Azaria","Jangho Kim, Seonguk Park, Nojun Kwak"
1368,1175,,"Unifying Data, Model and Hybrid Parallelism in Deep Learning via Tensor Tiling",Top-Down Regularization of Deep Belief Networks,"Minjie Wang, Chien-chin Huang, Jinyang Li","Hanlin Goh, Nicolas Thome, Matthieu Cord, Joo-Hwee Lim"
823,546,,RAVEN: A Dataset for Relational and Analogical Visual rEasoNing,Sparse Features for PCA-Like Linear Regression,"Chi Zhang, Feng Gao, Baoxiong Jia, Yixin Zhu, Song-Chun Zhu","Christos Boutsidis, Petros Drineas, Malik Magdon-Ismail"
2790,2770,,Minimax sparse principal subspace estimation in high dimensions,Diffusion Approximations for Online Principal Component Estimation and Global Convergence,"Vincent Q. Vu, Jing Lei","Chris Junchi Li, Mengdi Wang, Han Liu, Tong Zhang"
3297,2408,,ADef: an Iterative Algorithm to Construct Adversarial Deformations,Blind Attacks on Machine Learners,"Rima Alaifari, Giovanni S. Alberti, Tandri Gauksson","Alex Beatson, Zhaoran Wang, Han Liu"
460,526,,Creation of a Deep Convolutional Auto-Encoder in Caffe,Prismatic Algorithm for Discrete D.C. Programming Problem,"Volodymyr Turchenko, Artur Luczak","Yoshinobu Kawahara, Takashi Washio"
67,840,,Texygen: A Benchmarking Platform for Text Generation Models,Algorithms for Learning Markov Field Policies,"Yaoming Zhu, Sidi Lu, Lei Zheng, Jiaxian Guo, Weinan Zhang, Jun Wang, Yong Yu","Abdeslam Boularias, Jan R. Peters, Oliver B. Kroemer"
2339,1912,,The Hierarchical Dirichlet Process Hidden Semi-Markov Model,Distributionally Robust Logistic Regression,"Matthew J. Johnson, Alan Willsky","Soroosh Shafieezadeh Abadeh, Peyman Mohajerin Mohajerin Esfahani, Daniel Kuhn"
648,3248,,Enabling FDD Massive MIMO through Deep Learning-based Channel Prediction,Do Deep Neural Networks Suffer from Crowding?,"Maximilian Arnold, Sebastian Drner, Sebastian Cammerer, Sarah Yan, Jakob Hoydis, Stephan ten Brink","Anna Volokitin, Gemma Roig, Tomaso A. Poggio"
908,11,,Recovering communities in the general stochastic block model without knowing the parameters,Occlusion Detection and Motion Estimation with Convex Optimization,"Emmanuel Abbe, Colin Sandon","Alper Ayvaci, Michalis Raptis, Stefano Soatto"
336,322,,Using Apple Machine Learning Algorithms to Detect and Subclassify Non-Small Cell Lung Cancer,Dimensionality Reduction Using the Sparse Linear Model,"Andrew A. Borkowski, Catherine P. Wilson, Steven A. Borkowski, Lauren A. Deland, Stephen M. Mastorides","Ioannis A. Gkioulekas, Todd Zickler"
3143,3744,,Verifying Properties of Binarized Deep Neural Networks,Bipartite Stochastic Block Models with Tiny Clusters,"Nina Narodytska, Shiva Prasad Kasiviswanathan, Leonid Ryzhyk, Mooly Sagiv, Toby Walsh",Stefan Neumann
3493,256,,Non-Stationary Streaming PCA,Phoneme Recognition with Large Hierarchical Reservoirs,"Daniel Bienstock, Apurv Shukla, SeYoung Yun","Fabian Triefenbach, Azarakhsh Jalalvand, Benjamin Schrauwen, Jean-pierre Martens"
3382,1530,,Infinitely imbalanced binomial regression and deformed exponential families,"How hard is my MDP?"" The distribution-norm to the rescue""",Tomonari Sei,"Odalric-Ambrym Maillard, Timothy A. Mann, Shie Mannor"
1437,351,,A Feature Selection Method for Multivariate Performance Measures,Large-Scale Sparse Principal Component Analysis with Application to Text Data,"Qi Mao, Ivor W. Tsang","Youwei Zhang, Laurent E. Ghaoui"
70,4202,,Grounded Language Learning in a Simulated 3D World,Stein Variational Gradient Descent as Moment Matching,"Karl Moritz Hermann, Felix Hill, Simon Green, Fumin Wang, Ryan Faulkner, Hubert Soyer, David Szepesvari, Wojciech Marian Czarnecki, Max Jaderberg, Denis Teplyashin, Marcus Wainwright, Chris Apps, Demis Hassabis, Phil Blunsom","Qiang Liu, Dilin Wang"
1404,987,,Generative Multi-Adversarial Networks,Training and Analysing Deep Recurrent Neural Networks,"Ishan Durugkar, Ian Gemp, Sridhar Mahadevan","Michiel Hermans, Benjamin Schrauwen"
1788,3980,,Cross-Modal Data Programming Enables Rapid Medical Machine Learning,L4: Practical loss-based stepsize adaptation for deep learning,"Jared Dunnmon, Alexander Ratner, Nishith Khandwala, Khaled Saab, Matthew Markert, Hersh Sagreiya, Roger Goldman, Christopher Lee-Messer, Matthew Lungren, Daniel Rubin, Christopher R","Michal Rolinek, Georg Martius"
3375,665,,Dynamic Pricing with Finitely Many Unknown Valuations,Nonconvex Penalization Using Laplace Exponents and Concave Conjugates,"Nicol Cesa-Bianchi, Tommaso Cesari, Vianney Perchet","Zhihua Zhang, Bojun Tu"
523,1272,,The Responsibility Weighted Mahalanobis Kernel for Semi-Supervised Training of Support Vector Machines for Classification,#NAME?,"Tobias Reitmaier, Bernhard Sick","Yifei Ma, Roman Garnett, Jeff Schneider"
2990,1323,,conLSH: Context based Locality Sensitive Hashing for Mapping of noisy SMRT Reads,Matrix factorization with binary components,"Angana Chakraborty, Sanghamitra Bandyopadhyay","Martin Slawski, Matthias Hein, Pavlo Lutsik"
1658,2399,,Tensor machines for learning target-specific polynomial features,Hierarchical Clustering via Spreading Metrics,"Jiyan Yang, Alex Gittens","Aurko Roy, Sebastian Pokutta"
2946,504,,Word level Script Identification from Bangla and Devanagri Handwritten Texts mixed with Roman Script,Variance Penalizing AdaBoost,"Ram Sarkar, Nibaran Das, Subhadip Basu, Mahantapas Kundu, Mita Nasipuri, Dipak Kumar Basu","Pannagadatta K. Shivaswamy, Tony Jebara"
3732,208,,The Limits of Post-Selection Generalization,Multiparty Differential Privacy via Aggregation of Locally Trained Classifiers,"Kobbi Nissim, Adam Smith, Thomas Steinke, Uri Stemmer, Jonathan Ullman","Manas Pathak, Shantanu Rane, Bhiksha Raj"
1211,1726,,"Building Bayesian Neural Networks with Blocks: On Structure, Interpretability and Uncertainty",Stochastic variational inference for hidden Markov models,"Hao Henry Zhou, Yunyang Xiong, Vikas Singh","Nick Foti, Jason Xu, Dillon Laird, Emily Fox"
1433,4173,,Deep Neural Networks with Random Gaussian Weights: A Universal Classification Strategy?,Co-teaching: Robust training of deep neural networks with extremely noisy labels,"Raja Giryes, Guillermo Sapiro, Alex M. Bronstein","Bo Han, Quanming Yao, Xingrui Yu, Gang Niu, Miao Xu, Weihua Hu, Ivor Tsang, Masashi Sugiyama"
1673,750,,Robust And Scalable Learning Of Complex Dataset Topologies Via Elpigraph,CPRL -- An Extension of Compressive Sensing to the Phase Retrieval Problem,"Luca Albergante, Evgeny M. Mirkes, Huidong Chen, Alexis Martin, Louis Faure, Emmanuel Barillot, Luca Pinello, Alexander N. Gorban, Andrei Zinovyev","Henrik Ohlsson, Allen Yang, Roy Dong, Shankar Sastry"
606,3362,,Classification and Bayesian Optimization for Likelihood-Free Inference,Cross-Spectral Factor Analysis,"Michael U. Gutmann, Jukka Corander, Ritabrata Dutta, Samuel Kaski","Neil Gallagher, Kyle R. Ulrich, Austin Talbot, Kafui Dzirasa, Lawrence Carin, David E. Carlson"
3144,3120,,Discretization of Temporal Data: A Survey,On the Fine-Grained Complexity of Empirical Risk Minimization: Kernel Methods and Neural Networks,"P. Chaudhari, D. P. Rana, R. G. Mehta, N. J. Mistry, M. M. Raghuwanshi","Arturs Backurs, Piotr Indyk, Ludwig Schmidt"
1437,2541,,A Feature Selection Method for Multivariate Performance Measures,Fast Distributed Submodular Cover: Public-Private Data Summarization,"Qi Mao, Ivor W. Tsang","Baharan Mirzasoleiman, Morteza Zadimoghaddam, Amin Karbasi"
1651,2161,,A Novel Template-Based Learning Model,Sorting out typicality with the inverse moment matrix SOS polynomial,"Mohammadreza Abolghasemi-Dahaghani, Farzad Didehvar, Alireza Nowroozi","Edouard Pauwels, Jean B. Lasserre"
526,2519,,Modelling-based experiment retrieval: A case study with gene expression clustering,Deep Submodular Functions: Definitions and Learning,"Paul Blomstedt, Ritabrata Dutta, Sohan Seth, Alvis Brazma, Samuel Kaski","Brian W. Dolhansky, Jeff A. Bilmes"
2463,1623,,Learning Aligned-Spatial Graph Convolutional Networks for Graph Classification,Generative Adversarial Nets,"Lu Bail, Yuhang Jiao, Lixin Cui, Edwin R. Hancock","Ian Goodfellow, Jean Pouget-Abadie, Mehdi Mirza, Bing Xu, David Warde-Farley, Sherjil Ozair, Aaron Courville, Yoshua Bengio"
394,1438,,Optimal Approximation with Sparsely Connected Deep Neural Networks,Constant Nullspace Strong Convexity and Fast Convergence of Proximal Methods under High-Dimensional Settings,"Helmut Blcskei, Philipp Grohs, Gitta Kutyniok, Philipp Petersen","Ian En-Hsu Yen, Cho-Jui Hsieh, Pradeep K. Ravikumar, Inderjit S. Dhillon"
2170,1525,,Learning From Less Data: Diversified Subset Selection and Active Learning in Image Classification Tasks,Deep Convolutional Neural Network for Image Deconvolution,"Vishal Kaushal, Anurag Sahoo, Khoshrav Doctor, Narasimha Raju, Suyash Shetty, Pankaj Singh, Rishabh Iyer, Ganesh Ramakrishnan","Li Xu, Jimmy SJ Ren, Ce Liu, Jiaya Jia"
2413,380,,Generative Adversarial Network with Multi-Branch Discriminator for Cross-Species Image-to-Image Translation,Reconstructing Patterns of Information Diffusion from Incomplete Observations,"Ziqiang Zheng, Zhibin Yu, Haiyong Zheng, Yang Wu, Bing Zheng, Ping Lin","Flavio Chierichetti, David Liben-nowell, Jon M. Kleinberg"
63,2318,,A Direct Sum Result for the Information Complexity of Learning,Adaptive Skills Adaptive Partitions (ASAP),"Ido Nachum, Jonathan Shafer, Amir Yehudayoff","Daniel J. Mankowitz, Timothy A. Mann, Shie Mannor"
3983,1469,,client2vec: Towards Systematic Baselines for Banking Applications,The Large Margin Mechanism for Differentially Private Maximization,"Leonardo Baldassini, Jose Antonio Rodrguez Serrano","Kamalika Chaudhuri, Daniel J. Hsu, Shuang Song"
1028,4227,,Learning Discrete Structures for Graph Neural Networks,Learning SMaLL Predictors,"Luca Franceschi, Mathias Niepert, Massimiliano Pontil, Xiao He","Vikas Garg, Ofer Dekel, Lin Xiao"
2755,3466,,Real-Time Energy Disaggregation of a Distribution Feeder's Demand Using Online Learning,Generalizing Graph Matching beyond Quadratic Assignment Model,"Gregory S. Ledva, Laura Balzano, Johanna L. Mathieu","Tianshu Yu, Junchi Yan, Yilin Wang, Wei Liu, baoxin Li"
3111,438,,Variational Information Maximization for Feature Selection,Algorithms and hardness results for parallel large margin learning,"Shuyang Gao, Greg Ver Steeg, Aram Galstyan","Phil Long, Rocco Servedio"
3878,4234,,Scalable Kernel Clustering: Approximate Kernel k-means,Deep Predictive Coding Network with Local Recurrent Processing for Object Recognition,"Radha Chitta, Rong Jin, Timothy C. Havens, Anil K. Jain","Kuan Han, Haiguang Wen, Yizhen Zhang, Di Fu, Eugenio Culurciello, Zhongming Liu"
625,3679,,"Assume, Augment and Learn: Unsupervised Few-Shot Meta-Learning via Random Labels and Data Augmentation",The Nearest Neighbor Information Estimator is Adaptively Near Minimax Rate-Optimal,"Antreas Antoniou, Amos Storkey","Jiantao Jiao, Weihao Gao, Yanjun Han"
2439,495,,Towards Structured Deep Neural Network for Automatic Speech Recognition,Probabilistic Joint Image Segmentation and Labeling,"Yi-Hsiu Liao, Hung-Yi Lee, Lin-shan Lee","Adrian Ion, Joao Carreira, Cristian Sminchisescu"
126,4085,,ODIN: ODE-Informed Regression for Parameter and State Inference in Time-Continuous Dynamical Systems,cpSGD: Communication-efficient and differentially-private distributed SGD,"Philippe Wenk, Gabriele Abbati, Stefan Bauer, Michael A Osborne, Andreas Krause, Bernhard Schlkopf","Naman Agarwal, Ananda Theertha Suresh, Felix Xinnan X. Yu, Sanjiv Kumar, Brendan McMahan"
3123,1838,,Exploration--Exploitation in MDPs with Options,Matrix Manifold Optimization for Gaussian Mixtures,"Ronan Fruit, Alessandro Lazaric","Reshad Hosseini, Suvrit Sra"
2715,1358,,Performance Dynamics and Termination Errors in Reinforcement Learning: A Unifying Perspective,Augmentative Message Passing for Traveling Salesman Problem and Graph Partitioning,"Nikki Lijing Kuang, Clement H. C. Leung","Siamak Ravanbakhsh, Reihaneh Rabbany, Russell Greiner"
731,1908,,Universal Sampling Rate Distortion,Lifelong Learning with Non-i.i.d. Tasks,"Vinay Praneeth Boda, Prakash Narayan","Anastasia Pentina, Christoph H. Lampert"
2916,3175,,Unsupervised Meta-Learning for Reinforcement Learning,Selective Classification for Deep Neural Networks,"Abhishek Gupta, Benjamin Eysenbach, Chelsea Finn, Sergey Levine","Yonatan Geifman, Ran El-Yaniv"
3643,1653,,Max-Margin Stacking and Sparse Regularization for Linear Classifier Combination and Selection,Extracting Latent Structure From Multiple Interacting Neural Populations,"Mehmet Umut Sen, Hakan Erdogan","Joao Semedo, Amin Zandvakili, Adam Kohn, Christian K. Machens, Byron M. Yu"
481,546,,A Rank Minrelation - Majrelation Coefficient,Sparse Features for PCA-Like Linear Regression,Patrick E. Meyer,"Christos Boutsidis, Petros Drineas, Malik Magdon-Ismail"
2797,3884,,The Cost of Privacy: Optimal Rates of Convergence for Parameter Estimation with Differential Privacy,Learning a latent manifold of odor representations from neural responses in piriform cortex,"T. Tony Cai, Yichen Wang, Linjun Zhang","Anqi Wu, Stan Pashkovski, Sandeep R. Datta, Jonathan W. Pillow"
1615,2771,,The Classification of Cropping Patterns Based on Regional Climate Classification Using Decision Tree Approach,Avoiding Discrimination through Causal Reasoning,"T. A. Munandar, Sumiati","Niki Kilbertus, Mateo Rojas Carulla, Giambattista Parascandolo, Moritz Hardt, Dominik Janzing, Bernhard Schlkopf"
3661,671,,Learning Determinantal Point Processes,Convolutional-Recursive Deep Learning for 3D Object Classification,"Alex Kulesza, Ben Taskar","Richard Socher, Brody Huval, Bharath Bath, Christopher D. Manning, Andrew Y. Ng"
3872,1125,,Adversarial Examples in RF Deep Learning: Detection of the Attack and its Physical Robustness,Approximate Inference in Continuous Determinantal Processes,"Silvija Kokalj-Filipovic, Rob Miller","Raja Hafiz Affandi, Emily Fox, Ben Taskar"
1485,2714,,Submodular Load Clustering with Robust Principal Component Analysis,Breaking the Nonsmooth Barrier: A Scalable Parallel Method for Composite Optimization,"Yishen Wang, Xiao Lu, Yiran Xu, Di Shi, Zhehan Yi, Jiajun Duan, Zhiwei Wang","Fabian Pedregosa, Rmi Leblond, Simon Lacoste-Julien"
2891,2104,,Latent Representations of Dynamical Systems: When Two is Better Than One,Rate-Agnostic (Causal) Structure Learning,Max Tegmark,"Sergey Plis, David Danks, Cynthia Freeman, Vince Calhoun"
2478,2264,,Integrating Deep Features for Material Recognition,VIME: Variational Information Maximizing Exploration,"Yan Zhang, Mete Ozay, Xing Liu, Takayuki Okatani","Rein Houthooft, Xi Chen, Xi Chen, Yan Duan, John Schulman, Filip De Turck, Pieter Abbeel"
3199,3284,,Latent Sequence Decompositions,Recurrent Ladder Networks,"William Chan, Yu Zhang, Quoc Le, Navdeep Jaitly","Isabeau Prmont-Schwarz, Alexander Ilin, Tele Hao, Antti Rasmus, Rinu Boney, Harri Valpola"
1332,915,,"""Show me the cup"": Reference with Continuous Representations",Scalable imputation of genetic data with a discrete fragmentation-coagulation process,"Gemma Boleda, Sebastian Pad, Marco Baroni","Lloyd Elliott, Yee W. Teh"
1754,188,,On the statistical evaluation of algorithmic's computational experimentation with infeasible solutions,Epitome driven 3-D Diffusion Tensor image segmentation: on extracting specific structures,Iago A Carvalho,"Kamiya Motwani, Nagesh Adluru, Chris Hinrichs, Andrew Alexander, Vikas Singh"
3353,2959,,Language Modeling with Generative Adversarial Networks,"REBAR: Low-variance, unbiased gradient estimates for discrete latent variable models","Mehrad Moradshahi, Utkarsh Contractor","George Tucker, Andriy Mnih, Chris J. Maddison, John Lawson, Jascha Sohl-Dickstein"
928,2955,,Sampling Acquisition Functions for Batch Bayesian Optimization,Multitask Spectral Learning of Weighted Automata,"Alessandro De Palma, Celestine Mendler-Dnner, Thomas Parnell, Andreea Anghel, Haralampos Pozidis","Guillaume Rabusseau, Borja Balle, Joelle Pineau"
