ID_A,ID_B,Description_A,Description_B,Color_A,Color_B,Price_A,Price_B
AM2362,1121,Givenchy Noir Couture Mascara - # 1 Black Satin - 8g/0.28oz,Givenchy noir couture,1 Black Satin,1 Black Satin,$34.93,$33.00
AM4136,1757,"Givenchy Le Rouge Intense Color Sensuously Mat Lipstick, Rose Dressing 202",Givenchy le rouge,,209 Rose Perfecto ,$45.50,$36.00
AM4783,2145,Make up for Ever Step 1 Skin Equalizer Radiant Primer Blue,MAKE UP FOR EVER step 1 skin equalizer,,Radiant Primer Yellow - For Light to Medium Skin,$36.00,$36.00
AM3657,7841,Make up for Ever Artist Shadow Custom Palette Case,MAKE UP FOR EVER artist shadow,,ME216 Electric Blue (Metallic),$11.95,$21.00
AM4932,2200,Too Faced La Creme Color Drenched Lip Cream-Taffy,Too Faced la creme,,Stilleto Red,$19.95,$22.00
AM2090,971,Clinique Chubby Stick Moisturizing Lip Colour Balm - Mega Melon 04 Travel Size,CLINIQUE chubby stick moisturizing lip colour balm,,Super Strawberry,$7.59,$17.00
AM6053,2712,Shiseido The Makeup Powdery Foundation I60 Natural Deep Ivory 0.38 oz,Shiseido the makeup powdery foundation,,I60 Natural Deep Ivory,$29.79,$29.50
AM2663,1283,Estee Lauder Pure Color Envy Liquid Lip Potion Fragile Ego,Estee Lauder pure color envy liquid lip potion,Fragile Ego,Fragile Ego,$36.89,$30.00
AM5110,6135,SEPHORA COLLECTION 8 HR Mattifying Compact Foundation 16 Linen,SEPHORA COLLECTION 8 hr mattifying compact foundation,,06 Beige (D05),$35.00,$22.00
AM0108,70,MAKE UP FOR EVER Aqua Liner 16 Diamond White 0.058 oz,MAKE UP FOR EVER aqua liner,16 Diamond White,16 Diamond White,$26.00,$23.00
AM4903,2201,Too Faced La Creme Color Drenched Lip Cream-Pink Chocolate,Too Faced la creme,,Sweet Maple,$22.00,$22.00
AM4134,1753,Givenchy Le Rouge Lipstick No.202 (Rose Dressing),Givenchy le rouge,,202 Rose Dressing,$49.90,$36.00
AM6022,2554,Make Up For Ever Aqua Eyes Eye Liner Collection,MAKE UP FOR EVER aqua eyes,,Star Black 1L,$49.95,$19.00
AM4136,1766,"Givenchy Le Rouge Intense Color Sensuously Mat Lipstick, Rose Dressing 202",Givenchy le rouge,,307 Grenat Initi&#233;,$45.50,$36.00
AM4619,2070,"Yves Saint Laurent Touche Eclat Blur Primer, Deluxe Travel Size, .33oz",Yves Saint Laurent touche eclat blur primer,,,$7.94,$52.00
AM4529,1956,Smashbox Be Legendary Lipstick (Peach Rose & red grape) Duo set,Smashbox be legendary lipstick,,Fig,$17.42,$20.00
AM4749,2136,Anastasia Beverly Hills Perfect Brow Pencil - Soft Brown,Anastasia Beverly Hills perfect brow pencil,Soft Brown,Soft Brown,$39.85,$23.00
AM3657,7745,Make up for Ever Artist Shadow Custom Palette Case,MAKE UP FOR EVER artist shadow,,I212 Periwinkle (Iridescent),$11.95,$21.00
AM0466,5434,"NARS Velvet Shadow Stick, shade=Hollywoodland",NARS velvet shadow stick,Aigle Noir,Aigle Noir,$28.00,$28.00
AM5506,2400,NARS The Multiple - # Malibu - 14g/0.5oz,NARS the multiple,,Na Pali Coast,$51.98,$39.00
AM0967,543,"Laura Mercier Smooth Finish Flawless Fluide, shade=Chestnut",Laura Mercier smooth finish flawless fluide,,Espresso,$18.00,$48.00
AM5109,6144,SEPHORA COLLECTION 8 HR Mattifying Compact Foundation 30 Sand (D30),SEPHORA COLLECTION 8 hr mattifying compact foundation,,26 Peach (R30),$37.00,$22.00
AM5110,6151,SEPHORA COLLECTION 8 HR Mattifying Compact Foundation 16 Linen,SEPHORA COLLECTION 8 hr mattifying compact foundation,,50 Mocha (D50),$35.00,$22.00
AM4932,2201,Too Faced La Creme Color Drenched Lip Cream-Taffy,Too Faced la creme,,Sweet Maple,$19.95,$22.00
AM4631,2073,Dior Instant Eye Makeup Remover 125ml,Dior instant eye makeup remover,1,,$85.50,$30.00
AM0961,556,"Laura Mercier Smooth Finish Flawless Fluide, shade=Chai",Laura Mercier smooth finish flawless fluide,,Vanille,$19.75,$48.00
AM2656,448,BareMinerals And Away We Glow 9 Piece Collection - - 9 Piece,bareMinerals ,,Faux Tan,$69.99,$20.00
AM5467,4976,Laura Mercier Secret Camouflage,Laura Mercier secret camouflage,,SC-5,$31.28,$34.00
AM4903,2194,Too Faced La Creme Color Drenched Lip Cream-Pink Chocolate,Too Faced la creme,,Naked Dolly,$22.00,$22.00
AM4336,1898,Bobbi Brown Blush Desert Pink,Bobbi Brown blush,Pretty Pink,Pretty Pink,$30.00,$28.00
AM5207,2336,Bobbi Brown Bb Cream Broad Spectrum SPF 35 Light 1.35g/40ml Full Size,Bobbi Brown bb cream broad spectrum spf 35,Light,Light,$45.45,$44.00
AM5043,448,bareMinerals fit and fabulous 4 Piece Workout Ready Collection,bareMinerals ,,Faux Tan,$23.55,$20.00
AM4649,2079,Yves Saint Laurent Volupte Tint In Oil - #02 Oh My Gold 6ml/0.2oz,Yves Saint Laurent volupte tint in oil,,I Rose You 4,$29.99,$32.00
AM0485,260,Clinique Take The Day Off Cleansing Balm (Quantity of 1),CLINIQUE take the day off cleansing balm,1,,$49.86,$29.00
