ID_A,ID_B,Flag,Description_A,Description_B,Color_A,Color_B,Price_A,Price_B
AM3086,2589,,Sephora Colorful Eyeshadow N49 Be On The A-List 0.07 oz,CLINIQUE superfine liner for brows,,Soft Brown ,$15.99,$16.50
AM2347,6886,,"Laura Mercier Secret Brightening Powder - Secret Brightening Powder #1, 0.14 oz.",Bite Beauty lip lab limited release creme deluxe lipstick,#1,Shade 009 - Spiced Apple,$56.00,$36.00
AM4701,4944,,Caudalie The Grape Cure Set,Shiseido advanced hydro liquid compact refill spf 15,,O20 Natural Light Ochre,$44.00,$30.00
AM4600,7394,,"Laura Mercier Secret Brightening Powder - Secret Brightening Powder #1, 0.14 oz.",Yves Saint Laurent rouge volupte shine,#1,2 Pourpre Intouchable,$56.00,$36.00
AM0746,4095,,"Laura Mercier Secret Brightening Powder - Secret Brightening Powder #1, 0.14 oz.",CLINIQUE all about shadow 8 pan palette,#1,Neutral Territory 2,$56.00,$36.00
AM1035,4525,,D&G Dolce & Gabbana 0DG6081 26508F60 Square Sunglasses,SEPHORA COLLECTION eyebrow editor complete brow kit,1,01 Honey Blonde,$97.56,$19.00
AM2149,10673,,Giorgio Armani Smooth Silk Eye Pencil - # 06 Green 1.05g/0.037oz,Black Up contouring stick,5,CONT 05,$30.00,$42.00
AM6342,5863,,Clinique - Chubby Stick Shadow Tint For Eyes - # 03 Fuller Fudge (0.1 oz.) 1 pcs sku# 1900580MA,NARS audacious lipstick,Fuller Fudge,Charlotte,$52.78,$32.00
AM1784,905,,Guerlain Terracotta Bronzing Powder No. 1,KEVYN AUCOIN the contour book art sculpting defining,0,,$48.45,$59.00
AM3773,6542,,NARS All Day Luminous Weightless Foundation Shade Fiji - Light 5 - Light with yellow undertones 30ml,Fresh sugar lip treatment spf 15,Fiji ,Sugar Honey Tinted,$69.99,$22.50
AM3401,9850,,SEPHORA COLLECTION Colorful Eyeshadow N- 51 Rock The Runway 0.07 oz,Bobbi Brown foundation stick,,Golden,$22.00,$44.00
AM5334,1544,,Undercover Pot - # UC-1 (For Fair Skin) 5.8g/0.2oz,SEPHORA COLLECTION lip liner to go,1,11 Rose,$42.23,$6.00
AM2639,895,,Kevyn Aucoin Beauty The  Celestial Powder-Candlelight,Urban Decay sheer revolution lipstick,Candlelight,Rapture,$35.47,$22.00
AM4299,5871,,Sigma Eye Shadow Palette - Warm Neutrals,NARS audacious lipstick,,Janet,$39.00,$32.00
AM3032,4591,,SEPHORA COLLECTION Colorful Eyeshadow N- 51 Rock The Runway 0.07 oz,Smashbox camera ready bb cream spf 35,,Light,$22.00,$39.00
AM1316,154,,"GIORGIO ARMANI LUMINOUS SILK FOUNDATION # 3.75, 30ML, 1FL OZ",Buxom buxom full bodied lip gloss,5,Hey Baby,$62.00,$19.00
AM3667,10124,,Clinique - EVEN BETTER 09-sand fluid foundation 30 ml,Koh Gen Do maifanshi lipgloss,Sand,BE403,$41.38,$26.00
AM1737,3773,,Laura Mercier Smooth Focus Pressed Setting Powder Shine Control - Matte Translucent 8.1g/0.28oz,Estee Lauder pure color matte sculpting lipstick,1,Decisive Poppy,$32.56,$30.00
AM0220,6982,,MAKE UP FOR EVER 130 Large Powder Brush,stila smudge stick waterproof eye liner,1,Blue Ribbon,$87.27,$22.00
AM0589,8996,,Giorgio Armani 'Lasting Silk' UV Foundation SPF 20,stila color balm lipstick,,Vivienne,$62.00,$22.00
AM0333,149,,blinc Eyebrow Mousse,SEPHORA COLLECTION pro angled liner brush 22,Clear,,$24.00,$16.00
AM3593,8696,,New 2013 Clinique Even Better Compact Makeup Spf 15 ~ HONEY,Laura Mercier second skin cheek colour,Honey,Rose Bloom,$46.50,$26.00
AM4146,7032,,Koh Gen Do Makeup Sponge for Liquid/Cream Foundation - 2 Sponges,Dior contour lipliner pencil,2,463 Bois de Rose,$18.00,$30.00
AM0700,7942,,SEPHORA COLLECTION Dramatic Performance Longwear Lash Kit,Dior diorshow iconic overcurl waterproof mascara,,Black,$24.00,$28.50
AM3006,4106,,Sephora Colorful Eyeshadow N49 Be On The A-List 0.07 oz,Giorgio Armani light master primer,,,$15.99,$57.00
AM1889,3402,,Sheer Finish Pressed Powder - # 01 Pale Yellow - Bobbi Brown - Powder - Sheer Finish Pressed Powder - 11g/0.38oz,Dermablend smooth liquid camo foundation,Pale Yellow,Copper,$50.01,$35.00
AM2474,3201,,Dolce & Gabbana DG4138 Sunglasses-501/87 Shiny Black (Gray Lens)-62mm,Laura Mercier tinted moisturizer broad spectrum,1,Nude,$176.72,$44.00
AM4767,1591,,Anastasia Tinted Brow Gel Espresso,Tweezerman glitterati python slant tweezer,Espresso,,$36.82,$26.00
AM0101,6550,,Make Up For Ever Aqua Liner High Precision Waterproof Eyeliner - # 1 (Diamond Gold) - 1.7ml/0.058oz,Fresh sugar lip treatment spf 15,1,Sugar Tulip Tinted,$59.00,$22.50
AM2790,6315,,Hourglass 1.5MM Mechanical Gel Eye Liner - Obsidian Ultra Black,SEPHORA COLLECTION colorful 5 eyeshadow palette,Obsidian,N&#176;10 Milk To Dark Chocolate,$29.00,$25.00
AM1185,8614,,Charlotte Tilbury Luxury Palette Color - Coded Eyeshadow Palette # The Dolce Vita,Bobbi Brown tinted eye brightener,,Light Bisque 2,$92.46,$32.00
AM5354,10144,,Laura Mercier Secret Brightener #2 (For Medium to Tan and Darker Skin Tones) 1.5g/0.05oz (BOXED),Guerlain lingerie de peau powder foundation compact,1,02 Beige Clair,$20.92,$66.00
AM3326,7071,,SEPHORA COLLECTION Colorful Eyeshadow N- 51 Rock The Runway 0.07 oz,Dolce & Gabbana the eyeshadow smooth eye colour quad,,Desert 123,$22.00,$62.00
AM3810,4626,,Smashbox Jet Set Waterproof Eye Liner Teal 0.10 oz,Lancome le duo contour highlighter stick,1,Buff,$18.00,$36.00
AM5552,8492,,Tweezerman Stainless Brow Shaping Scissor and Brush,SEPHORA COLLECTION 10 hr wear perfection foundation,,55 Deep Cocoa (N),$15.72,$20.00
AM2697,9900,,bareMinerals Glow For The Bronze Kit,SEPHORA COLLECTION bright future gel serum concealer,,04 Butter Cream,$59.99,$14.00
AM5698,2470,,stila Convertible Color Dual Lip and Cheek Cream,stila convertible color,Poppy,Sweet Pea,$24.00,$25.00
AM5265,7534,,Laura Mercier Lip Pencil Crushed Berry 1.49G/0.05Oz,Laura Mercier foundation primer,Crushed Berry,,$24.49,$34.00
AM4555,9860,,Smashbox Be Legendary Lipstick Pink Petal 0.1 oz,Bobbi Brown foundation stick,Legendary,Warm Almond,$21.00,$44.00
AM2672,10997,,Bare Escentuals bareMinerals READY Bronzer  The High Dive,BURBERRY fresh glow luminous fluid foundation,The High Dive,Ochre Nude No. 12,$23.00,$52.00
AM0635,2007,,Giorgio Armani 'Lasting Silk' UV Foundation SPF 20,Buxom buxom eyeshadow bar single eyeshadow refill,2,Feather Boa,$62.00,$12.00
AM5978,10695,,Koh Gen Do Maifanshi Aqua Foundation Illuminator - Color - IL00,CLINIQUE high impact mascara,IL00,Black ,$68.00,$16.50
AM5130,1038,,CLINIQUE LASH DOUBLING MASCARA 2 X 3.5ml BLACK,CLINIQUE even better compact makeup broad spectrum spf 15,2,04 Creamwhip,$3.00,$32.00
AM3049,2672,,Sephora Colorful Mono Eyeshadow ROOF TOP PARTY N. 57,Ciat_ London skinny shadow stick tm shimmer eyeshadow,,Pussy Bow,$10.99,$15.00
AM4919,3320,,Shiseido Face Care 0.63 Oz Translucent Loose Powder For Women,tarte bb tinted treatment 12 hour primer broad spectrum spf 30 sunscreen,Translucent Loose Powder,Fair,$35.99,$36.00
AM3522,10116,,Clinique 2013 7 Piece Skincare Makeup Gift Set including Even Better Makeup Foudation,Dior diorshow new look mascara,Cream Chamois,264 Bleu New Look Blue ,$18.39,$28.50
AM4119,10392,,Benefit They're Real Mascara,Shiseido lacquer rouge,Black,RD321 Ebi,$32.49,$25.00
AM3150,5450,,SEPHORA COLLECTION Colorful Eyeshadow N- 11 Break The Bank 0.07 oz,BECCA mineral blush,,Wild Honey,$24.00,$32.00
AM2218,4721,,Exclusive By Shiseido Shimmering Rouge - # RS312 Iced Rose 2.2g/0.07oz,SEPHORA COLLECTION waterproof contour eye pencil,RS312 Iced Rose,29 My Boyfriend's Jeans,$69.99,$10.00
AM0871,3074,,MAKE UP FOR EVER Full Cover Concealer Dark Beige 12,CLINIQUE beyond perfecting foundation concealer,1,2 Alabaster,$30.00,$27.00
AM4331,3291,,Bobbi Brown Pot Rouge for Lips and Cheeks Pale pink,Givenchy rouge interdit satin lipstick,Pale Pink,17 Rouge Cancan,$52.00,$32.00
AM5021,8313,,Bare Minerals Ready Touch Up Veil Broad Spectrum SPF 15 Light 0.3 oz by Bare Escentuals,MAKE UP FOR EVER smoky lash,Light,Smoky Lash,$15.85,$23.00
AM4740,859,,Anastasia Perfect Brow Pencil - Dark Brown - 0.034 oz,Lancome le crayon khol smoky eyeliner,Dark Brown,Black Coffee,$23.00,$26.00
AM6279,3099,,Shiseido The Makeup Powdery Foundation SPF15 w/ Case - I00 Very Light Ivory - 11g/0.38oz,LASHFOOD browfood phyto medic eyebrow enhancer,I00 Very Light Ivory,,$68.00,$88.00
AM3080,933,,Sephora Colorful Mono Eyeshadow ROOF TOP PARTY N. 57,tarte amazonian clay volumizing brow powder,,Rich Brown,$10.99,$25.00
AM0602,10896,,GIORGIO ARMANI Lasting Silk UV Foundation SPF 20 Sunscreen 4.5 _30ml/1oz.,Kat Von D ink liner,2,Bukowski,$62.00,$19.00
