ID_A,ID_B,Flag,Title_A,Title_B,Year_A,Year_B,Authors_A,Authors_B
PXf2IRLtHNUJ,conf/vldb/MatiasVW00,,The property industry,Dynamic Maintenance of Wavelet-Based Histograms,,2000,JR Bryson,"Y Matias, J Vitter, M Wang"
PrfTYHJM7QwJ,conf/vldb/Baumann03,,Increasing Learning Among Developmental Education Students.,"Large-Scale, Standards-Based Earth Observation Imagery and Web Mapping Services",1976,2003,W Mooreâ?¦,P Baumann
tF1eKPy3_FIJ,conf/vldb/HuntAI01,,Greedy by Choice,A Database Index to Large Biological Sequences,,2001,S Greco,"E Hunt, M Atkinson, R Irving"
rN--YZIXgL0J,conf/vldb/LaudBCSR02,,Temporal Pattern Mining Scheme for Data Streams,"The gRNA: A Highly Programmable Infrastructure for Prototyping, Developing and Deploying Genomics-Centric Applications",2003,2002,"WG Teng, MS Chen, PSYA Regression-Based","A Laud, S Bhowmick, P Cruz, D Singh, G Rajesh"
r2TlK7giCzcJ,journals/tods/WolfsonJH97,,Above and below: Mapping social positions within the academy,An Adaptive Data Replication Algorithm,,1997,"W Shumar, J Church","O Wolfson, S Jajodia, Y Huang"
_55rQ6Rc80sJ,journals/sigmod/Rosenthal98,,Weir,Where Will Object Techonology Drive Data Administration?,,1998,S Reis,A Rosenthal
yVIwwbQbgT0J,journals/vldb/FengYLH02,,COGNITIVE ECONOMY AND THE ROLE OF REPRESENTATION IN ON-LINE LEARNING,A template model for multidimensional inter-transactional association rules,2002,2002,DJ Finton,"L Feng, J Yu, H Lu, J Han"
d6zLbf7UvVIJ,journals/tods/Kuo96,,Leading the field: the role of the information professional in the next century,Model and Verification of a Data Manager Based on ARIES,1999,1996,"J Marfleet, C Kelly",D Kuo
xW90WVqC3EIJ,conf/vldb/AlexandrovABBBCDFHJKKKLLMMMPNPPRRSSW02,,Administrative and Organizational Issues in Campus Computing.,OBK - An Online High Energy Physics' Meta-Data Repository,1988,2002,BL Hawkins,"I Alexandrov, A Amorim, E Badescu, M Barczyk, D Burckhart-Chromek, M Caprini, M Dobson, J Flammer, R Hart, R Jones, A Kazarov, S Kolos, V Kotov, D Liko, L Lucio, L Mapelli, M Mineev, L Moneta, I Papadopoulos, M Nassiakou, N Parrington, L Pedro, A Ribeiro,"
HbvOshjZLYsJ,conf/sigmod/Aulakh98,,Evaluation of an alternating-PRF method for extending the range of unambiguous Doppler velocity,About Quark Digital Media System,1984,1998,"T DAZHANG, SG GEOTIS, RE PASSARELLI",K Aulakh
Gi3XNiXsAncJ,conf/vldb/AndreiV01,,Geometrically-necessary dislocation density in continuum crystal plasticity theory and FEM  ,User-Optimizer Communication using Abstract Plans in Sybase ASE,,2001,"H Dai, DM Parks","M Andrei, P Valduriez"
30GmNaTvXkgJ,conf/vldb/AlexandrovABBBCDFHJKKKLLMMMPNPPRRSSW02,,An Upper Bound for the Maximum Cut Mean Value,OBK - An Online High Energy Physics' Meta-Data Repository,1997,2002,"A Bertoni, P Campadelli, R Posenato","I Alexandrov, A Amorim, E Badescu, M Barczyk, D Burckhart-Chromek, M Caprini, M Dobson, J Flammer, R Hart, R Jones, A Kazarov, S Kolos, V Kotov, D Liko, L Lucio, L Mapelli, M Mineev, L Moneta, I Papadopoulos, M Nassiakou, N Parrington, L Pedro, A Ribeiro,"
FSKgYYRr4UgJ,conf/vldb/GarofalakisG02,,Academic-Practitioner Collaboration in Management Research: A Case of Cross-Profession Collaboration,Querying and Mining Data Streams: You Only Get One Look,2001,2002,"TM Amabile, C Patterson, J Mueller, T Wojcik, PW  ",
5GNnH4ThnmEJ,conf/vldb/BrownG01,,Dimension of the solution set for differential inclusions,A Prototype Content-Based Retrieval System that Uses Virtual Images to Save Space,,2001,"Z Dzedzej, B Gelman","L Brown, L Gruenwald"
InHODkK6LAIJ,journals/sigmod/ChrysanthisSZ03,,Extending the Dolev-Yao Intruder for Analyzing an Unbounded Number of Sessions,Report on the 4th International Conference on Mobile Data Management,2003,2003,"Y Chevalier, R Kusters, M Rusinowitch, M Turuani,  ",
H2qCU9-_uykJ,conf/sigmod/AdelbergGK95,,PicoDBMS: Validation and Experience'. 27th Int,Applying Update Streams in a Soft Real-Time Database System,,1995,"N Anciaux, C Bobineau, L Bouganim, P Pucheral, P  ","B Adelberg, H Garcia-Molina, B Kao"
mUjwOoR-X5MJ,journals/vldb/LaurentLSV01,,Pre-operative endometrial thinning agents before hysteroscopic surgery for heavy menstrual bleeding,Monotonic complements for independent data warehouses,2000,2001,"MC Sowter, AA Singla, A Lethaby","D Laurent, J Lechtenbіrger, N Spyratos, G Vossen"
wnCDOGAT9tQJ,conf/sigmod/GatziuGD95,,Review of Intensive Assessment Recommendations Conducted at the Assistive Technology and Assessment  ,The SAMOS Active DBMS Prototype,2001,1995,KJ Miess,"S Gatziu, A Geppert, K Dittrich"
url:http://links.jstor.org/sici3Fsici3D0146-4949(196321252F22)4253A2253C209253AMBAMJA253E2.0.CO253B2-8,journals/vldb/BernsteinIR03,,Mr. Bloom and Mr. Joyce: A Note on&quot; Heroism&quot; in&quot; Ulysses&quot;,Guest editorial,1963,2003,RE Kuehn,
P0SvDJJDLFgJ,conf/vldb/PapadiasTS03,,Talking to Strangers: An Evaluation of the Factors Affecting Electronic Collaboration Groupware  ,The TPR*-Tree: An Optimized Spatio-Temporal Access Method for Predictive Queries,,2003,S Whittaker,"Y Tao, D Papadias, J Sun"
lhERpZrvV64J,journals/sigmod/WinslettCDHZZ02,,"Katz 1988: DA Patterson, G. Gibson, and RH Katz, A Case for Redundant Arrays of Inexpensive Disks ( ",Database Research at the University of Illinois at Urbana-Champaign,,2002,G Patterson,"M Winslett, K Chang, A Doan, J Han, C Zhai, Y Zhou"
mkQqQC9ctdIJ,journals/sigmod/ShethM02,,Biosynthesis of complex lipids,Amicalola Report: Database and Information System Research Challenges and Opportunities in Semantic Web and Enterprises,1961,2002,EP Kennedy,"A Sheth, R Meersman"
url:http://adsabs.harvard.edu/abs/1991PhDT........67M,conf/sigmod/Ojjeh99,,Nonholonomic motion of free-flying space robots,Microsoft Site Server (Commerce Edition),1991,1999,R Mukherjee,B Ojjeh
R5658FmXm7cJ,journals/vldb/NgC98,,Long pulse operation of a 0.5 MW-118 GHz gyrotron with cryogenic window,Integrating Reliable Memory in Databases,,1998,"S Alberti, O Braz, P Garin, E Giguet, M Pain, PH  ","W Ng, P Chen"
WTHx8XFOaRgJ,conf/sigmod/ChandrasekaranCDFHHKMRS03,,Conceptual and nonconceptual processes in the concept-shift behavior of kindergarten children,TelegraphCQ: Continuous Dataflow Processing,1974,2003,RH Ellis,"S Chandrasekaran, O Cooper, A Deshpande, M Franklin, J Hellerstein, W Hong, S Krishnamurthy, S Madden, F Reiss, M Shah"
QRkvhgn2PHAJ,conf/sigmod/AdaliBSS98,,Initial Trust Formation in New Organizational Relationships,A Multi-Similarity Algebra,1998,1998,"DH McKnight, LL Cummings, NL Chervany","S Adali, P Bonatti, M Sapino, V Subrahmanian"
0HXGql_si4kJ,conf/vldb/NetzCBF00,,Cyanide Overdose: Survival With Fatal Blood Concentration Without Antidotal Therapy,Integration of Data Mining with Database Technology,1994,2000,"A Saincher, N Swirsky, M Tenenbein","A Netz, S Chaudhuri, J Bernhardt, U Fayyad"
k13xD0uym1oJ,conf/sigmod/Hammond99,,"Goverance, Ownership, and Corporate Entrepreneurship: The Moderating Impact of Industry  ",Merge Replication in Microsoft's SQL Server 7.0,1996,1999,SA Zahra,B Hammond
DXvAhy7CVTYJ,conf/sigmod/LakshmananPZ03,,Recent developments in 2D positive systems theory,QC-Trees: An Efficient Summary Structure for Semantic OLAP,1997,2003,"E Fornasini, ME Valcher","L Lakshmanan, J Pei, Y Zhao"
gfW2tYeANmAJ,journals/vldb/DanYC95,,A value pluralism model of ideological reasoning,Characterization of Database Access Pattern for Analytic Prediction of Buffer Hit Probability,,1995,PE Tetlock,"A Dan, P Yu, J Chung"
PurSnqtdtCgJ,journals/sigmod/SmithO99,,The Garlic project - group of 2 &raquo;,Unpacking The Semantics of Source and Usage To Perform Semantic Reconciliation In Large-Scale Information Systems,1996,1999,"MT Roth, M Arya, L Haas, M Carey, W Cody, R Fagin, ","K Smith, L Obrst"
Q8sCk0apksoJ,conf/vldb/JohnsonM98,,Effficient importance sampling for Monte Carlo evaluation of exceedance probabilities,Performance Measurements of Tertiary Storage Devices,2004,1998,"HP Chan, TL Lai","T Johnson, E Miller"
BRT6YrWkc7AJ,journals/tods/TariSS97,,"The Relation Between Perception and Behavior, or How to Win a Game of Trivial Pursuit",Object Normal Forms and Dependency Constraints for Object-Oriented Schemata,1998,1997,"A Dijksterhuis, A Van Knippenberg","Z Tari, J Stokes, S Spaccapietra"
3j2opukr6s8J,conf/vldb/Banerjee00,,On the numerical determination of the dimension of an attractor,A Database Platform for Bioinformatics,1985,2000,F Takens,S Banerjee
MylvK93JdKoJ,conf/sigmod/ZadorozhnyRVUB02,,Finding similar identities among objects from multiple web sources,Efficient evaluation of queries in a mediator for WebSources,,2002,"JCP Carvalho, AS da Silva","V Zadorozhny, L Raschid, M Vidal, T Urhan, L Bright"
318zNjWA2asJ,conf/sigmod/RundensteinerCLCZNJLW99,,An amateurÃ¢â?¬â?¢ s introductionto recursive query processing strategies,SERF: ODMG-Based Generic Re-structuring Facility,,1999,"F Bancilhon, R Ramakrishnan","E Rundensteiner, K Claypool, M Li, L Chen, X Zhang, C Natarajan, J Jin, S Lima, S Weiner"
SpQcMjkfM6EJ,journals/vldb/Li03,,Keynote address to the ACM History of Programming Languages~ Conference,Computing complete answers to queries in the presence of limited access patterns,,2003,GM HOPPER,C Li
AUIrySLPsDMJ,journals/sigmod/LightstoneLZ02,,Black is beautiful: A reexamination of racial preference and identification,Toward Autonomic Computing with DB2 Universal Database,1970,2002,"J Hraba, G Grant","S Lightstone, G Lohman, D Zilio"
WNF92KyZ-zgJ,conf/vldb/NaumannLF99,,Stuttering Treatment Rating Recorder (STRR) Version 2.0 (computer program),Quality-driven Integration of Heterogenous Information Systems,,1999,"S Fowler, R Ingham","F Naumann, U Leser, J Freytag"
TSvYx-eQvykJ,conf/vldb/Fox02,,A Logical Foundation for Deductive Object-Oriented Databases,Toward Recovery-Oriented Computing,2002,2002,"M Liu, G Dobbie, TW Ling",A Fox
VcQka_Llu8sJ,journals/sigmod/Keim96,,Prosody phrasing without syntax via part-ofspeech amalgamation,Pixel-oriented Database Visualizations,,1996,A Maghbouleh,D Keim
tclIqBceohMJ,conf/vldb/HaasKU99,,Locational adaptations in world refining,Loading a Cache with Query Results,,1999,CJ Dean,"L Haas, D Kossmann, I Ursu"
0se-tFgMMScJ,journals/sigmod/GerlhofKM96,,DNA Ploidy Status and DNA Content Instability Within Single Tumors in Renal Cell Carcinoma,On the Cost of Monitoring and Reorganization of Object Bases for Clustering,1993,1996,"PP Bringuier, R Bouvier, N Berger, E Piaton","C Gerlhof, A Kemper, G Moerkotte"
JbD7-mlV9aEJ,conf/vldb/TreschPL95,,Performance analysis of systems with multi-channel communication architectures,Type Classification of Semi-Structured Documents,,1995,K Lahiri,"M Tresch, N Palmer, A Luniewski"
1bHRw8WjUo4J,conf/sigmod/JoshiA01,,Semantic Query Optimization in Datalog Programs,Mining Needle in a Haystack: Classifying Rare Classes via Two-phase Rule Induction,,2001,"AY Levy, Y Sagiv","M Joshi, R Agarwal"
url:http://www.kluweronline.com/article.asp3FPIPS3D509221126PDF3D1,conf/vldb/GrustKT03,,Chief Technology Officer,Staircase Join: Teach a Relational DBMS to Watch its (Axis) Steps,2002,2003,BT Technologies,"T Grust, M Keulen, J Teubner"
zPOwg176GrYJ,journals/sigmod/DomenigD99,,Trainees'Attributes and Attitudes: Neglected Influences on Training Effectiveness,An Overview and Classification of Mediated Query Systems,1986,1999,RA Noe,"R Domenig, K Dittrich"
R4GBIfrB0C4J,conf/sigmod/FaloutsosSTT00,,A new statistical approach to timing analysis of VLSI circuits,Spatial Join Selectivity Using Power Laws,,2000,"RB Lin, MC Wu","C Faloutsos, B Seeger, A Traina, C Jr."
WjbH9XYnTLwJ,conf/sigmod/Blakeley94,,Carr R1: A substrate amplification system for enzyme-linked immunoassays. 11,Open Object Database Management Systems,,1994,"J Verrier Jones, M Mansour, H James, D Sadi",
url:http://portal.acm.org/ft_gateway.cfm3Fid3D110116326type3Dpdf,conf/sigmod/2002,,The Multimedia Challenges Raised by Pervasive Games,"Proceedings of the 2002 ACM SIGMOD International Conference on Management of Data, Madison, Wisconsin, June 3-6, 2002",2005,2002,"M Capra, M Radenkovic, S Benford, L Oppermann, A  ",
2SoMYoFOuUIJ,conf/sigmod/Seshadri99,,Fighting McKinsey,"``Honey, I Shrunk the DBMS'': Footprint, Mobility, and Beyond (Panel)",2001,1999,P Strassmann,P Seshadri
#NAME?,conf/vldb/ChakrabartiSD98,,Incremental grid growing: Encoding high-dimensional structure into a two-dimensional feature map,Mining Surprising Patterns Using Temporal Description Length,,1998,"J Blackmore, R Miikkulainen","S Chakrabarti, S Sarawagi, B Dom"
eJ_B_aWFR48J,conf/vldb/Uhl02,,Real-Time Database Systems: Issues and Approaches,A Bandwidth Model for Internet Search,,2002,SH Son,A Uhl
if2N2C__TdcJ,conf/sigmod/LabioWGG00,,TimeMine (demonstration session): visualizing automatically constructed timelines,Efficient Resumption of Interrupted Warehouse Loads,2000,2000,"R Swan, J Allan","W Labio, J Wiener, H Garcia-Molina, V Gorelik"
dU_1AuEqAtIJ,conf/vldb/ChoG00,,An Image Retrieval System Depending On Object Layout,The Evolution of the Web and Implications for an Incremental Crawler,,2000,"KAHNY Matsumoto, T Yokoyama, Y Matsushita","J Cho, H Garcia-Molina"
YoyZ0Cce3MgJ,conf/sigmod/MinPC03,,Hamiltonian Perturbations of Infinite-dimensional Linear Systems with Imaginary Spectrum,XPRESS: A Queriable Compression for XML Data,,2003,SB Kuksin,"J Min, M Park, C Chung"
SZFX4x7zBygJ,conf/sigmod/ChangG99,,ERP Beyond Y2K,Mind Your Vocabulary: Query Mapping Across Heterogeneous Information Sources,,1999,R Freedman,"K Chang, H Garcia-Molina"
eJ_B_aWFR48J,conf/vldb/KemperK94,,Real-Time Database Systems: Issues and Approaches,Dual-Buffering Strategies in Object Bases,,1994,SH Son,"A Kemper, D Kossmann"
hvP76JfWNKYJ,conf/sigmod/Vaskevitch94,,"Invited talk at the Workshop on Generalized Symmetries in Physics (Clausthal, July 1993)",Database in Crisis and Transition: A Technical Agenda for the Year 2001,,1994,VK Dobrev,D Vaskevitch
EiJNzQEWUv0J,conf/sigmod/PangCL94,,"Semiology of graphics: diagrams, networks, maps",Managing Memory for Real-Time Queries,1983,1994,J Bertin,"H Pang, M Carey, M Livny"
eaPfuGTXwE4J,journals/sigmod/AbiteboulH95,,Simulatable auditing,"\Response to \""\""A Close Look at the IFO Data Model\""\""\""""",,1995,"K Kenthapadi, N Mishra, K Nissim","S Abiteboul, R Hull"
4sCUHeERIzEJ,journals/tods/ShashaLSV95,,Implementing a Formally Verifiable Security Protocol in Java Card,Transaction Chopping: Algorithms and Performance Studies,2004,1995,"E Hubbers, M Oostdijk, E Poll","D Shasha, F Llirbat, E Simon, P Valduriez"
kCGWqjJgV2gJ,journals/sigmod/NorrieBSW94,,The effects of uterine ligaments on fetal injury risk in frontal automobile crashes,The Database Research Group at ETH Zurich,2003,1994,"D Moorcroft, J Stitzel, S Duma, G Duma","M Norrie, S Blott, H Schek, G Weikum"
2DiLFd0rgPgJ,conf/vldb/NicklasGS03,,Linking Business to Deliver Value: A Data Management Challenge,"NexusScout: An Advanced Location-Based Application on a Distributed, Open Mediation Platform",2000,2003,A Deshpande,"D Nicklas, M Groпmann, T Schwarz"
NdNIOpmzExwJ,conf/vldb/MignetMAC01,,AutoDep-Facilitating Deposition to the Protein Data Bank through the New Web-Based Submission Form,Change-Centric Management of Versions in an XML Warehouse,,2001,"DR Stampf, EE Abola, NO Manning, D Xue, JL Sussman","A Marian, S Abiteboul, G Cobena, L Mignet"
nQdyChzmJ-gJ,conf/sigmod/ChoALS03,,Collaborative Ontology Construction for Information Integration,LockX: A System for Efficiently Querying Secure XML,,2003,"R Fike, W Pratt","S Cho, S Amer-Yahia, L Lakshmanan, D Srivastava"
bWeD1RT9sXYJ,conf/sigmod/Han96,,Setting Environmental Justice in Space and Place: Acute and Chronic Airborne Toxic Releases in the  ,Data Mining Techniques,,1996,"SL Cutter, WD Solecki",J Han
j5IzwmJdFHEJ,journals/vldb/C94b,,Neo-realism in International Relations,"Title, Foreword",1997,1994,S Chatterjee,
QBcmes9IusUJ,journals/sigmod/BorgidaCS98,,"New York, 1973; b) J. Dunitz",KRDB '98: The 5th International Workshop on Knowledge Representation Meets Databases,,1998,A Press,
RERoqLHP3xUJ,conf/vldb/NipplM98,,Pathfinder: XQueryâ??The Relational Way,"TOPAZ: a Cost-Based, Rule-Driven, Multi-Phase Parallelizer",2005,1998,"P Boncz, T Grust, M van Keulen, S Manegold, J  ","C Nippl, B Mitschang"
url:http://www.csa.com/partners/viewrecord.php3Frequester3Dgs26collection3DTRD26recid3D8204540533MD,journals/vldb/SuHHHLWLPLL01,,Hot Isostatic Pressing--A New Tool in Materials Processing,An Internet-based negotiation server for e-commerce,1980,2001,VS Arunachalam,"S Su, C Huang, J Hammer, Y Huang, H Li, L Wang, Y Liu, C Pluempitiwiriyawej, M Lee, H Lam"
dORkkFWNFUUJ,conf/vldb/ConradGJM02,,Integrating Active Concepts into an Object-Oriented database System.,Database Selection Using Actual Physical and Acquired Logical Collection Resources in a Massive Domain-specific Operational Environment,,2002,ACMS Anthology,"J Conrad, X Guo, P Jackson, M Meziou"
ERqqWPMwU2sJ,conf/vldb/WeikumMHZ02,,CHOROCHRONOS: Research on Spatiotemporal Database Systems,Self-tuning Database Technology and Information Services: from Wishful Thinking to Viable Engineering,,2002,TK Sellis,"G Weikum, A Mіnkeberg, C Hasse, P Zabback"
DSvdCoSwFzkJ,conf/vldb/SeidlK97,,"hf. Franklin, and S. Zdonik. Broadcast Disks: Data Management for Asymmetric Communication  ",Efficient User-Adaptable Similarity Search in Large Multimedia Databases,,1997,"SA PI, R Alamo","T Seidl, H Kriegel"
rZaEjDMkuWMJ,conf/sigmod/CorralMTV00,,Mod  le de pr  diction du â??deuxi  me formant effectifâ??F2â??â??application Ã  lâ??  tude de la  ,Closest Pair Queries in Spatial Databases,,2000,"M Mantakas, JL Schwartz, P Escudier","A Corral, Y Manolopoulos, Y Theodoridis, M Vassilakopoulos"
3FCOEuxE5WoJ,conf/vldb/JosifovskiR99,,Knowledge-basedevaluationasdesignsupportforgraphical user interfaces,Integrating Heterogenous Overlapping Databases through Object-Oriented Transformations,,1999,"J LÃ¶wgren, T Nordqvist","V Josifovski, T Risch"
og9ZYUWYflgJ,conf/vldb/ChaHKK01,,Convexity and almost fixed point properties in graphs: a study of many-valued functions in Helly and ,Cache-Conscious Concurrency Control of Main-Memory Indexes on Shared-Memory Multiprocessor Systems,,2001,"R Tsaur, MB Smyth","S Cha, S Hwang, K Kim, K Kwon"
2sOVHZTXJXIJ,journals/tods/Jagadish95,,Concurrency Control in B+ Trees Using Preparatory Operations,The INCINERATE Data Model,,1995,"Y Mond, Y Raz",H Jagadish
dMqfdv5FELsJ,conf/sigmod/LuoKMPWLN02,,"The reduction of intergroup tensions: a survey of research on problems of ethnic, racial, and  ",Middle-tier database caching for e-business,1947,2002,RM Williams,"Q Luo, S Krishnamurthy, C Mohan, H Pirahesh, H Woo, B Lindsay, J Naughton"
