ID_A,ID_B,Title_A,Title_B,Year_A,Year_B,Authors_A,Authors_B
lDNAWc5SrmIJ,conf/vldb/CarinoO98,Plan-Per-Tuple Optimization Solution - Parallel Execution of Expensive User-Defined Functions,Plan-Per-Tuple Optimization Solution - Parallel Execution of Expensive User-Defined Functions,1998.0,1998,"F Carino, WO'Connell","F Cariёo, W O'Connell"
1VEHUogTMZMJ,conf/vldb/SeifertS02,A Multi-version Cache Replacement and Prefetching Policy for Hybrid Data Delivery Environments,A Multi-version Cache Replacement and Prefetching Policy for Hybrid Data Delivery Environments,2002.0,2002,"A Seifert, MH Scholl","A Seifert, M Scholl"
TUOBVMb4PBsJ,journals/sigmod/Franklin97,Editor's Notes,Editor's Notes,,1997,DW Leslie,
JSrjKrTM_3sJ,journals/sigmod/PoessF00,New TPC Benchmarks for Decision Support and Web Commerce,New TPC Benchmarks for Decision Support and Web Commerce,2000.0,2000,"M Poess, C Floyd","M Pіss, C Floyd"
OHR5iQWPuyYJ,conf/vldb/GardarinST96,"Calibrating the Query Optimizer Cost Model of IRO-DB, an Object-Oriented Federated Database System","Calibrating the Query Optimizer Cost Model of IRO-DB, an Object-Oriented Federated Database System",1996.0,1996,"G Gardarin, F Sha, ZH Tang","G Gardarin, F Sha, Z Tang"
j4wcclZqY0oJ,journals/vldb/ChienTZ02,Efficient schemes for managing multiversionXML documents,Efficient schemes for managing multiversionXML documents,2002.0,2002,"SY Chien, VJ Tsotras, C Zaniolo","S Chien, V Tsotras, C Zaniolo"
6Cdfxiuibd0J,conf/sigmod/BeyerR99,Bottom-Up Computation of Sparse and Iceberg CUBEs,Bottom-Up Computation of Sparse and Iceberg CUBEs,1999.0,1999,"K Beyer, R Ramakrishnan","K Beyer, R Ramakrishnan"
JvthmGX_uoQJ,conf/vldb/GalanisWJD03,Locating Data Sources in Large Distributed Systems,Locating Data Sources in Large Distributed Systems,2003.0,2003,"L Galanis, Y Wang, SR Jeffery, DJ DeWitt","L Galanis, Y Wang, S Jeffery, D DeWitt"
gQW6iYG5Vh0J,conf/vldb/Duranti01,The Long-Term Preservation of Authentic Electronic Records,The Long-Term Preservation of Authentic Electronic Records,2001.0,2001,L Duranti,L Duranti
Opm5VlTzQTAJ,conf/vldb/MeoPC96,A New SQL-like Operator for Mining Association Rules,A New SQL-like Operator for Mining Association Rules,1996.0,1996,R Meo,"R Meo, G Psaila, S Ceri"
c__Nxyn_uvwJ,conf/sigmod/McAuliffeCS96,Towards Effective and Efficient Free Space Management,Towards Effective and Efficient Free Space Management,,1996,"ML McAulie, MJ Carey, MH Solomon","M McAuliffe, M Carey, M Solomon"
hnMltY0uSf0J,conf/sigmod/YerneniLGU99,Computing Capabilities of Mediators,Computing Capabilities of Mediators,1999.0,1999,"R Yerneni, C Li, H Garcia-Molina, J Ullman","R Yerneni, C Li, H Garcia-Molina, J Ullman"
Ult4nmnmJp8J,conf/vldb/BouganimCDDGS99,Miro Web: Integrating Multiple Data Sources through Semistructured Data Types,Miro Web: Integrating Multiple Data Sources through Semistructured Data Types,1999.0,1999,"L Bouganim, T Chan-Sine-Ying, TT Dang-Ngoc, JL  ","L Bouganim, T Chan-Sine-Ying, T Dang-Ngoc, J Darroux, G Gardarin, F Sha"
k7RinzPIdhYJ,conf/sigmod/ProcopiucJAM02,A Monte Carlo algorithm for fast projective clustering,A Monte Carlo algorithm for fast projective clustering,2002.0,2002,CM Procopiuc,"C Procopiuc, M Jones, P Agarwal, T Murali"
TtV6gGLQ9NMJ,conf/sigmod/DarR94,A Performance Study of Transitive Closure Algorithms,A Performance Study of Transitive Closure Algorithms,1994.0,1994,"S Dar, R Ramakrishnan","S Dar, R Ramakrishnan"
HzOZXA_VJk8J,journals/sigmod/ReichB98,A Componentized Architecture for Dynamic Electronic Markets,A Componentized Architecture for Dynamic Electronic Markets,1998.0,1998,"B Reich, I Ben-Shaul","B Reich, I Ben-Shaul"
eznFJ2e_pQQJ,journals/sigmod/LawderK01,Querying Multi-dimensional Data Indexed Using the Hilbert Space-filling Curve,Querying Multi-dimensional Data Indexed Using the Hilbert Space-filling Curve,2001.0,2001,JK Lawder,"J Lawder, P King"
url:http://portal.acm.org/ft_gateway.cfm3Fid3D21977226type3Dpdf26dl3DGUIDE26dl3DACM26CFID3D1111111126CFTOKEN3D2222222,journals/sigmod/Qian95b,"Opportunities at ARPA, NSF, and Elsewhere","Opportunities at ARPA, NSF, and Elsewhere",1995.0,1995,X Qian,X Qian
hWiIngXs5I0J,conf/sigmod/Meseck01,"Data Management: Lasting Impact of the Wild, Wild, Web","Data Management: Lasting Impact of the Wild, Wild, Web",2001.0,2001,RM Meseck,R Meseck
BXB96UFPHn8J,conf/sigmod/DeshpandeRSN98,Caching Multidimensional Queries Using Chunks,Caching Multidimensional Queries Using Chunks,1998.0,1998,"PM Deshpande, A Shukla","P Deshpande, K Ramasamy, A Shukla, J Naughton"
hYQ_6_v-Cd4J,conf/vldb/ShanmugasundaramGTZDN99,Relational Databases for Querying XML Documents: Limitations and Opportunities,Relational Databases for Querying XML Documents: Limitations and Opportunities,,1999,JSKTC Zhangâ?¦,"J Shanmugasundaram, K Tufte, C Zhang, G He, D DeWitt, J Naughton"
v-O39agJIB4J,conf/vldb/ZhangL97,Dynamic Memory Adjustment for External Mergesort,Dynamic Memory Adjustment for External Mergesort,,1997,"PA Larson, W Zhang","W Zhang, P Larson"
MCuFKbwcWIIJ,conf/vldb/CareyK98,Reducing the Braking Distance of an SQL Query Engine,Reducing the Braking Distance of an SQL Query Engine,1998.0,1998,"MJ Carey, D Kossmann","M Carey, D Kossmann"
SdqZz-Rnmk4J,journals/vldb/Amer-YahiaCLS02,Tree pattern query minimization,Tree pattern query minimization,2002.0,2002,"S Amer-Yahia, S Cho, LVS Lakshmanan, D Srivastava","S Amer-Yahia, S Cho, L Lakshmanan, D Srivastava"
nD_Yjp9TNuIJ,conf/sigmod/HanKS97,GeoMiner: A System Prototype for Spatial Data Mining,GeoMiner: A System Prototype for Spatial Data Mining,1997.0,1997,"J Han, K Koperski, N Stefanovic","J Han, K Koperski, N Stefanovic"
Rg8V7NSK9tMJ,journals/tods/MamoulisP01,Multiway spatial joins,Multiway spatial joins,2001.0,2001,"N Mamoulis, D Papadias","N Mamoulis, D Papadias"
25kJ4dWczjEJ,conf/vldb/AtzeniMM97,To Weave the Web,To Weave the Web,,1997,"PAG Mecca, P Merialdo","P Atzeni, G Mecca, P Merialdo"
hcYKj7CHbWYJ,conf/vldb/WangYM97,STING: A Statistical Information Grid Approach to Spatial Data Mining,STING: A Statistical Information Grid Approach to Spatial Data Mining,1997.0,1997,"W Wang, J Yang, R Muntz","W Wang, J Yang, R Muntz"
CiumYR8Q4WcJ,journals/sigmod/DunhamH95a,Mobile Computing and Databases: Anything New?,Mobile Computing and Databases: Anything New?,,1995,"BB Noble, A Helal","M Dunham, A Helal"
GBVvAWWCTcgJ,conf/vldb/GinisHKMT97,Data Manager for Evolvable Real-time Command and Control Systems,Data Manager for Evolvable Real-time Command and Control Systems,1997.0,1997,"E Hughes, R Ginis, B Thuraisingham, P Krupp, J  ","E Hughes, R Ginis, B Thuraisingham, P Krupp, J Maurer"
-rTWS2erFQcJ,conf/vldb/RossS97,Fast Computation of Sparse Datacubes,Fast Computation of Sparse Datacubes,1997.0,1997,"KA Ross, D Srivastava","K Ross, D Srivastava"
U8CMJBaJyX8J,conf/vldb/AgrawalCN00,Automated Selection of Materialized Views and Indexes in SQL Databases,Automated Selection of Materialized Views and Indexes in SQL Databases,2000.0,2000,"S Agrawal, S Chaudhuri, VR Narasayya","S Agrawal, S Chaudhuri, V Narasayya"
hCSzil0nuVEJ,conf/vldb/Blecken00,Media360 Workflow-Implementing a Workflow Engine Inside a Database,Media360 Workflow-Implementing a Workflow Engine Inside a Database,2000.0,2000,C Blecken,C Blecken
RgDMwqhT30wJ,conf/sigmod/KanthRA02,Quadtree and R-tree indexes in oracle spatial: a comparison using GIS data,Quadtree and R-tree indexes in oracle spatial: a comparison using GIS data,2002.0,2002,RKV Kothuri,"K Kanth, S Ravada, D Abugov"
ewsBMN0qVa4J,conf/vldb/KornLKF98,"Ratio Rules: A New Paradigm for Fast, Quantifiable Data Mining","Ratio Rules: A New Paradigm for Fast, Quantifiable Data Mining",1998.0,1998,"F Korn, A Labrinidis, Y Kotidis, C Faloutsos","F Korn, A Labrinidis, Y Kotidis, C Faloutsos"
PJ755vWjC9MJ,conf/vldb/StathatosRB97,Adaptive Data Broadcast in Hybrid Networks,Adaptive Data Broadcast in Hybrid Networks,,1997,"K Stathotos, N Roussopoulos, JS Baras","K Stathatos, N Roussopoulos, J Baras"
lAbG3uFZvVUJ,journals/sigmod/Widom94,Research Issues in Active Database Systems: Report from the Closing Panel at RIDE-ADS '94,Research Issues in Active Database Systems: Report from the Closing Panel at RIDE-ADS '94,1994.0,1994,J Widom,J Widom
fz1XAzoKPo0J,conf/sigmod/HaasH99,Ripple Joins for Online Aggregation,Ripple Joins for Online Aggregation,,1999,"PJ Haas, JM Hellerstein","P Haas, J Hellerstein"
bSRLP5_ErFMJ,conf/vldb/PedersenJD00,The TreeScape System: Reuse of Pre-Computed Aggregates over Irregular OLAP Hierarchies,The TreeScape System: Reuse of Pre-Computed Aggregates over Irregular OLAP Hierarchies,2000.0,2000,"TB Pedersen, CS Jensen, CE Dyreson","T Pedersen, C Jensen, C Dyreson"
MqgSlx1jbPsJ,journals/tods/ChomickiTB01,Querying ATSQL databases with temporal logic,Querying ATSQL databases with temporal logic,2001.0,2001,"J Chomicki, D Toman, MH Bohlen","J Chomicki, D Toman, M Bіhlen"
cFMtMf7bLzIJ,conf/sigmod/TrisoliniLN99,Data Integration and Warehousing in Telecom Italia,Data Integration and Warehousing in Telecom Italia,1999.0,1999,S Trisolini,"S Trisolini, M Lenzerini, D Nardi"
RaOQG4YyzM4J,journals/sigmod/BusslerFM02,A Conceptual Architecture for Semantic Web Enabled Web Services,A Conceptual Architecture for Semantic Web Enabled Web Services,2002.0,2002,"C Bussler, D Fensel, A Maedche","C Bussler, D Fensel, A Maedche"
T6NrBxCU2moJ,conf/sigmod/CandanLLHA01,Enabling Dynamic Content Caching for Database-Driven Web Sites,Enabling Dynamic Content Caching for Database-Driven Web Sites,,2001,"K Selcuk, WS Li, Q Luoand, WP Hsiung, D Agrawal","K Candan, W Li, Q Luo, W Hsiung, D Agrawal"
nqaF5CzBelgJ,conf/vldb/BaralisW94,An Algebraic Approach to Rule Analysis in Expert Database Systems,An Algebraic Approach to Rule Analysis in Expert Database Systems,,1994,"E Bar&amp;s, J Widom","E Baralis, J Widom"
5ObmwcHCFQsJ,journals/sigmod/PaepckeGRC00,Beyond Document Similarity: Understanding Value-Based Search and Browsing Technologies,Beyond Document Similarity: Understanding Value-Based Search and Browsing Technologies,2000.0,2000,"SIGMOD Record, 2000","A Paepcke, H Garcia-Molina, G Rodrэguez-Mulр, J Cho"
pGix0qZ6Uz4J,conf/sigmod/GuptaHR97,Revisiting Commit Processing in Distributed Database Systems,Revisiting Commit Processing in Distributed Database Systems,1997.0,1997,"R Gupta, J Haritsa, K Ramamritham","R Gupta, J Haritsa, K Ramamritham"
J9MeFW0vDJAJ,journals/vldb/AilamakiDH02,Data page layouts for relational databases on deep memory hierarchies,Data page layouts for relational databases on deep memory hierarchies,2002.0,2002,"A Ailamaki, DJ DeWitt, MD Hill","A Ailamaki, D DeWitt, M Hill"
QGopit06CLEJ,conf/vldb/ZhangL97,Dynamic Memory Adjustment for External Mergesort,Dynamic Memory Adjustment for External Mergesort,1997.0,1997,"W Zhang, PA Larson","W Zhang, P Larson"
fJn_2E8aihYJ,conf/vldb/KumarRRT99,Extracting Large-Scale Knowledge Bases from the Web,Extracting Large-Scale Knowledge Bases from the Web,1999.0,1999,"R Kumar, P Raghavan, S Rajagopalan, A Tomkins","R Kumar, P Raghavan, S Rajagopalan, A Tomkins"
url:http://portal.acm.org/ft_gateway.cfm3Fid3D31006626type3Dpdf26dl3DGUIDE26dl3DACM26CFID3D1111111126CFTOKEN3D2222222,journals/sigmod/RoantreeMH99,The OASIS Multidatabase Prototype,The OASIS Multidatabase Prototype,1999.0,1999,W Hasselbring,"M Roantree, J Murphy, W Hasselbring"
2eJIgKjsQF4J,conf/sigmod/LahiriG01,Fast-Start: Quick Fault Recovery in Oracle,Fast-Start: Quick Fault Recovery in Oracle,,2001,"T Lahiri, A Ganesh, R Weiss, A Joshi","T Lahiri, A Ganesh, R Weiss, A Joshi"
2CYtbbiwv-AJ,conf/vldb/NatsevCSLV01,Supporting Incremental Join Queries on Ranked Inputs,Supporting Incremental Join Queries on Ranked Inputs,2001.0,2001,"A Natsev, YC Chang, JR Smith, CS Li, JS Vitter","A Natsev, Y Chang, J Smith, C Li, J Vitter"
es2kSNccUGMJ,conf/vldb/DeckerK03,The Semantic Web: Semantics for Data on the Web,The Semantic Web: Semantics for Data on the Web,2003.0,2003,"S Decker, V Kashyap",
D8a4umAppIcJ,conf/sigmod/ChoiC02,Selectivity estimation for spatio-temporal queries to moving objects,Selectivity estimation for spatio-temporal queries to moving objects,2002.0,2002,"YJ Choi, CW Chung","Y Choi, C Chung"
qWGJZFXi414J,conf/vldb/BliujuteJSS98,R-Tree Based Indexing of Now-Relative Bitemporal Data,R-Tree Based Indexing of Now-Relative Bitemporal Data,,1998,"RBCSJ SimonasSaltenis, G Slivinskas","R Bliujute, C Jensen, S Saltenis, G Slivinskas"
lOZF0Ee3rUQJ,conf/sigmod/CluetDSS98,Your Mediators Need Data Conversion!,Your Mediators Need Data Conversion!,,1998,"S Cluet, C Delobel","S Cluet, C Delobel, J Simщon, K Smaga"
CduLyvAaxVsJ,conf/vldb/GravanoG97,Merging Ranks from Heterogeneous Internet Sources,Merging Ranks from Heterogeneous Internet Sources,1997.0,1997,"L Gravano, H Garcia-Molina","L Gravano, H Garcia-Molina"
gndV1O-oEkMJ,conf/vldb/KangC02,Exploiting Versions for On-line Data Warehouse Maintenance in MOLAP Servers,Exploiting Versions for On-line Data Warehouse Maintenance in MOLAP Servers,2002.0,2002,"HG Kang, CW Chung","H Kang, C Chung"
AWah9GLEFTAJ,conf/sigmod/HwangLYMMGCSS94,The MYRIAD Federated Database Prototype,The MYRIAD Federated Database Prototype,,1994,"SY Hwang, EP Lim, HR Yang, S Musukula, K Mediratta ","S Hwang, E Lim, H Yang, S Musukula, K Mediratta, M Ganesh, D Clements, J Stenoien, J Srivastava"
VQ41LtuXMrUJ,conf/vldb/BaulierBGJGKKMMNNRSS98,DataBlitz: A High Performance Main-Memory Storage Manager,DataBlitz: A High Performance Main-Memory Storage Manager,,1998,J Baulier,"J Baulier, P Bohannon, S Gogate, S Joshi, C Gupta, A Khivesera, H Korth, P McIlroy, J Miller, P Narayan, M Nemeth, R Rastogi, A Silberschatz, S Sudarshan"
_sltXCfRKhYJ,journals/sigmod/Fankhauser01,XQuery Formal Semantics: State and Challenges,XQuery Formal Semantics: State and Challenges,2001.0,2001,P Fankhauser,P Fankhauser
e60hJN21ZO0J,conf/vldb/PereiraFLS00,Publish/Subscribe on the Web at Extreme Speed,Publish/Subscribe on the Web at Extreme Speed,,2000,"R Preotiuc-Pietro, J Pereira, F Llirbat, F Fabret, ","J Pereira, F Fabret, F Llirbat, R Preotiuc-Pietro, K Ross, D Shasha"
Nn0x6RmkrVwJ,conf/vldb/LiCHPALHAY01,Cache Portal: Technology for Accelerating Database-driven e-commerce Web Sites,Cache Portal: Technology for Accelerating Database-driven e-commerce Web Sites,2001.0,2001,"WS Li, KS Candan, WP Hsiung, O Po, D Agrawal, Q  ","W Li, K Candan, W Hsiung, O Po, D Agrawal, Q Luo, W Huang, Y Akca, C Yilmaz"
1tmW1mOCZqIJ,conf/vldb/SetzerZ94,New Concurrency Control Algorithms for Accessing and Compacting B-Trees,New Concurrency Control Algorithms for Accessing and Compacting B-Trees,1994.0,1994,"VW Setzer, A Zisman","V Setzer, A Zisman"
b201QeqnlNkJ,journals/sigmod/CabreraLM01,Detection and Classification of Intrusions and Faults using Sequences of System Calls,Detection and Classification of Intrusions and Faults using Sequences of System Calls,2001.0,2001,"JBD Cabrera, L Lewis, RK Mehra","J Cabrera, L Lewis, R Mehra"
djYvVVRYNTwJ,journals/vldb/NguSHL01,Combining multi-visual features for efficient indexing in a large image database,Combining multi-visual features for efficient indexing in a large image database,2001.0,2001,"AHH Ngu, QZ Sheng, DQ Huynh, R Lei","A Ngu, Q Sheng, D Huynh, R Lei"
WG-3vX59MvIJ,conf/vldb/YanA94,Integrating a Structured-Text Retrieval System with an Object-Oriented Database System,Integrating a Structured-Text Retrieval System with an Object-Oriented Database System,,1994,"TW Yantt, J Annevelinkt","T Yan, J Annevelink"
c-5n9qQKLaEJ,conf/sigmod/LeeKC99,Multi-dimensional Selectivity Estimation Using Compressed Histogram Information,Multi-dimensional Selectivity Estimation Using Compressed Histogram Information,1999.0,1999,"JH Lee, DH Kim, CW Chung","J Lee, D Kim, C Chung"
rAHGAfoqookJ,conf/vldb/TamuraK99,Dynamic Load Balancing for Parallel Association Rule Mining on Heterogenous PC Cluster Systems,Dynamic Load Balancing for Parallel Association Rule Mining on Heterogenous PC Cluster Systems,1999.0,1999,"M Tamura, M Kitsuregawa","M Tamura, M Kitsuregawa"
YgouJdrCoZQJ,journals/sigmod/SycaraKWL99,Dynamic Service Matchmaking Among Agents in Open Information Environments,Dynamic Service Matchmaking Among Agents in Open Information Environments,1999.0,1999,"K Sycara, M Klusch, S Widoff, J Lu","K Sycara, M Klusch, S Widoff, J Lu"
TUOBVMb4PBsJ,journals/sigmod/Liu01,Editor's Notes,Editor's Notes,,2001,DW Leslie,
2SYiXa0vGN4J,conf/vldb/ChangG97,Effective Memory Use in a Media Server,Effective Memory Use in a Media Server,1997.0,1997,"E Chang, H Garcia-Molina","E Chang, H Garcia-Molina"
url:http://www.springerlink.com/index/M131V2216478525N.pdf,journals/tods/Snodgrass01,Editorial,Editorial,2001.0,2001,"J Regnault, R Temple",
IqjYD8NRzR0J,conf/vldb/ZhouLZLZJT01,VXMLR: A Visual XML-Relational Database System,VXMLR: A Visual XML-Relational Database System,,2001,"AZH Lu, S Zheng, YLLZW Ji, Z Tian","A Zhou, H Lu, S Zheng, Y Liang, L Zhang, W Ji, Z Tian"
5mM4rpgyeNoJ,conf/vldb/MadhavanBR01,Generic Schema Matching with Cupid,Generic Schema Matching with Cupid,,2001,"J Mahadavan, PA Bernstein, E Rahm","J Madhavan, P Bernstein, E Rahm"
w5_HkketH-wJ,conf/sigmod/TheobaldW02,The XXL search engine: ranked retrieval of XML data using indexes and ontologies,The XXL search engine: ranked retrieval of XML data using indexes and ontologies,2002.0,2002,"A Theobald, G Weikum","A Theobald, G Weikum"
8-HpAN0xpjcJ,conf/vldb/HelmerNM03,Estimating the Output Cardinality of Partial Preaggregation with a Measure of Clusteredness,Estimating the Output Cardinality of Partial Preaggregation with a Measure of Clusteredness,2003.0,2003,"S Helmer, T Neumann, G Moerkotte","S Helmer, T Neumann, G Moerkotte"
zbzO-4fuIwUJ,conf/vldb/LakshmananPZ03,Efficacious Data Cube Exploration by Semantic Summarization and Compression,Efficacious Data Cube Exploration by Semantic Summarization and Compression,2003.0,2003,"LVS Lakshmanan, J Pei, Y Zhao","L Lakshmanan, J Pei, Y Zhao"
url:http://portal.acm.org/ft_gateway.cfm3Fid3D29060826type3Dpdf26dl3DGUIDE26dl3DACM26CFID3D1111111126CFTOKEN3D2222222,journals/sigmod/LometBCLN98,The Microsoft Database Research Group,The Microsoft Database Research Group,1998.0,1998,"D Lomet, R Barga, S Chaudhuri","D Lomet, R Barga, S Chaudhuri, P Larson, V Narasayya"
Uv3mhmUGwdcJ,conf/vldb/BohmMSW01,Fast Evaluation Techniques for Complex Similarity Queries,Fast Evaluation Techniques for Complex Similarity Queries,2001.0,2001,", M Mlivoncic, HJ Schek, R Weber","K Bіhm, M Mlivoncic, H Schek, R Weber"
f9JfEpe5a24J,conf/sigmod/Mohan96,State of the Art in Workflow Management Research and Products,State of the Art in Workflow Management Research and Products,1996.0,1996,C Mohan,
95LnCs7V35YJ,conf/vldb/BunemanDHOW95,A Data Transformation System for Biological Data Sources,A Data Transformation System for Biological Data Sources,1995.0,1995,"P Buneman, SB Davidson, K Hart, C Overton, L Wong","P Buneman, S Davidson, K Hart, G Overton, L Wong"
Q6pHDaV3sG4J,conf/vldb/PottingerB03,Merging Models Based on Given Correspondences,Merging Models Based on Given Correspondences,2003.0,2003,"RA Pottinger, PA Bernstein","R Pottinger, P Bernstein"
MtScC-fTWCEJ,conf/vldb/LevySSZ94,Challenges for Global Information Systems,Challenges for Global Information Systems,1994.0,1994,"AY Levy, A Silberschatz, D Srivastava, M Zemankova","A Levy, A Silberschatz, D Srivastava, M Zemankova"
url:http://www.springerlink.com/index/LD48KCXJWTCRACDL.pdf,journals/vldb/ApersCS02,Editorial,Editorial,2002.0,2002,"J Harmer, J Turnbull",
wivJNEQEWzMJ,conf/sigmod/AgrawalW00,A Framework for Expressing and Combining Preferences,A Framework for Expressing and Combining Preferences,2000.0,2000,"R Agrawal, EL Wimmers","R Agrawal, E Wimmers"
