Name_A,Votes_A,Rating_A,Phone_A,Address_A,Zipcode_A,Cuisine_A,Name_B,Votes_B,Rating_B,Phone_B,Address_B,Zipcode_B,Cuisine_B,Gold
Moy Goy Inn,109,4.2,(708) 354-5992,719 W. Hillgrove Avenue,60525,Chinese,Adrienne’s Pizzabar,853,4.0,(212) 248-3838,54 Stone St,10004,Pizza,0
Uncle Darrow's Cajun Creole Eatery,60,3.7,(310) 306-4862,"2560 Lincoln Blvd, Venice",90291,"Seafood, Southern",Ippudo NY,7588,4.0,(212) 388-0088,65 4th Ave,10003,"Ramen,Ramen",0
Paris Baguette,29,3.4,(212) 244-0404,"6 West 32nd Street, New York",10001,"Cafe, Bakery",Snuffer’s Restaurant & Bar,70,3.5,(214) 265-9911,8411 Preston RdSte 112,75225,Burgers,0
Amorino Beverly Hills,4,3.2,(424) 335-0317,9605 S Santa Monica Blvd,90210,,Seoul Garden Restaurant,378,4.0,(213) 386-8477,1833 W Olympic Blvd,90006,Korean,0
Seasons 52,170,3.8,(847) 517-5252,1770 E. Higgins Road,60173,New American,The Food Sermon Kitchen,53,4.5,(718) 484-7555,355 Rogers Ave,11225,Caribbean,0
P.F. Chang's,421,3.6,(214) 265-8669,"NorthPark Center, 8697 North Central Expressway, Level One, Dallas",75225,"Asian, Chinese",Luna’s Tortilla Factory,57,4.0,(214) 747-2661,8524 Harry Hines Blvd,75235,Mexican,0
Monkey King Noodle Co.,49,3.4,(469) 206-3658,"3014 Main Street, Dallas",75226,"Asian, Chinese",First Draft,207,4.0,(312) 461-1062,649 S Clark St,60605,Bars,0
Sweet Georgia Brown,1258,4.5,(214) 375-2020,"2840 E Ledbetter Drive, Dallas",75216,BBQ,Y O Ranch Steakhouse,320,4.0,(214) 744-3287,702 Ross Ave,75202,Steakhouses,0
Lark Cake Shop,39,3.5,(323) 667-2968,"3337 West Sunset Boulevard, Los Angeles",90026,,Wingstop,20,3.0,(608) 258-9464,1234 Regent St,53715,Chicken Wings,0
Maria's Mexican Restaurant,54,3.4,(773) 992-2288,"9440 Foster Avenue, Chicago",60656,"Mexican, Seafood",Winslow’s,34,4.5,(214) 559-4470,3908 Cedar Springs Rd,75219,Pizza,0
Absolute Bagels,277,4.4,(212) 932-2052,"2788 Broadway, New York",10025,Bagels,Holy Ravioli,15,4.5,(214) 696-3993,4446 Lovers Ln,75225,Italian,0
Ocean Prime,225,3.3,(214) 965-0440,"2101 Cedar Springs Road, Dallas",75201,"Seafood, Steakhouse",Print,500,4.0,(212) 757-2224,653 11th Ave,10036,American (New),0
Kenichi,184,3.3,(214) 871-8883,"2400 Victory Park Lane, Dallas",75219,"Asian, Japanese, Sushi",Avilas Mexican Restaurant,226,4.0,(214) 520-2700,4714 Maple Ave,75219,Mexican,0
Carmine's,60,3.5,(310) 441-4706,"10463 Santa Monica Blvd, Los Angeles",90025,Italian,Madison Food Explorers,10,5.0,(608) 444-3050,2406 Upham St,53704,American (Traditional),0
Plush Horse Ice Cream,94,4.6,(708) 448-0550,12301 South 86th Ave,60464,"Desserts, Ice Cream",YUJI Ramen,24,5.0,(718) 302-0598,150 Ainslie St,11211,Ramen,0
Bobtail Ice Cream Company,158,4.1,(773) 880-7372,"2951 N. Broadway Street, Chicago",60657,Ice Cream,Blackjack Pizza,9,4.5,(214) 565-1025,2536 Mrtn Lthr Kng Jr,75215,Pizza,0
Cici's Cafe,141,4.2,(818) 881-6704,"18912 Ventura Blvd, Los Angeles",91356,"American, Breakfast",Shojin Downtown,1106,4.5,(213) 617-0305,333 S Alameda StSte 310,90013,Japanese,0
Feed,120,4.1,(773) 489-4600,2803 W. Chicago Avenue,60622,Southern,Balzem,119,4.0,(646) 837-7033,202 Mott St,10012,Mediterranean,0
Chocolat Restaurant and Lounge,66,3.3,(212) 222-4545,"2217-23 Frederick Douglass Boulevard, New York",10026,American,Sunshine Restaurant,77,4.5,(323) 462-4646,861 N Western Ave,90029,Thai,0
Buddakan,1493,3.9,(212) 989-6699,"75 9th Avenue, New York",10011,"Chinese, Fusion, Asian",Jack’s Wife Freda,124,4.0,(646) 669-9888,50 Carmine St,10014,American (New),0
Sesame Inn,65,3.6,(708) 229-2373,2941 W. 95th Street,60805,"Chinese, Japanese, Thai, Sushi",Wah’s Golden Hen,210,4.5,(323) 661-0093,709 N Virgil Ave,90029,Chinese,0
Carl's Cakes LLC,29,3.4,(608) 825-3377,110 Market St,53590,,Mekelburg’s,38,4.5,(718) 399-2337,293 Grand Ave,11238,Specialty Food,0
Spacca Napoli,545,3.9,(773) 878-2420,"1769 W. Sunnyside Avenue, Chicago",60640,"Pizza, Italian",Pizza Pit,2,1.0,(608) 222-5001,13 Atlas Ct,53714,Pizza,0
Randazzo's Clam Bar,219,3.7,(718) 615-0010,"2023 Emmons Avenue, Brooklyn",11235,"Seafood, Italian",Cindi’s NY Delicatessen Restaurant & Bakery,88,4.0,(972) 241-9204,3565 Forest Ln,75234,Delis,0
SOBs,31,3.2,(212) 243-4940,"204 Varick Street, New York",10014,"Caribbean, Latin American",Bob’s Steak & Chop House,69,4.0,(214) 652-4800,555 S Lamar St,75202,Steakhouses,0
Park's BBQ,116,4.0,(213) 380-1717,"955 S Vermont Ave, Los Angeles",90006,"Asian, BBQ, Korean",Fabulous Freddies Italian Eatery,224,3.5,(312) 808-0147,701 W 31st St,60616,Pizza,0
Jekyll and Hyde,107,2.6,(212) 989-7701,"91 7th Avenue South, New York",10014,Pub Food,Bernie’s Lunch & Supper,41,4.0,(312) 624-9892,660 N Orleans St,60654,Mediterranean,0
Corner Bistro,782,3.7,(212) 242-9502,"331 W 4th Street, New York",10014,"Burger, Bar Food",Lakewood Landing,121,4.0,(214) 823-2410,5818 Live Oak St,75214,Dive Bars,0
John's Pizza of Times Square,1391,3.9,(212) 391-6840,"260 W 44th Street, New York",10036,"Italian, Pizza",Halverson’s Supper Club,12,3.5,(608) 873-3001,1965 Barber Dr,53589,American (Traditional),0
Four Cafe,68,4.1,(323) 550-1988,2122 1/2 Colorado Blvd,90041,"Sandwich, California",Twisted Root Burger Co.,299,4.0,(214) 361-2910,5609 SMU BlvdSuite 102,75206,"Burgers,墨西哥菜,快餐車",0
Start,80,3.4,(214) 265-1411,"4814 Greenville Avenue, Dallas",75206,"Fast Food, American",Wendy’s,6,3.5,(608) 271-8789,633 S Gammon Rd,53719,Fast Food,0
Lido,92,3.4,(646) 490-8575,"2168 Frederick Douglass Boulevard, New York",10026,Italian,La 1st St Taqueria,65,4.5,(323) 262-9787,1843 1/2 E 1st St,90033,Mexican,0
Sardi's,214,3.9,(212) 221-8440,"234 W 44th Street, New York",10036,"American, Seafood",Mexique,550,4.0,(312) 850-0288,1529 W Chicago Ave,60622,French,0
Bonnie's Grill,360,4.0,(718) 369-9527,"278 5th Avenue, Brooklyn",11215,"American, Burger",Bao Dim Sum House,1418,4.0,(323) 655-6556,8256 Beverly Blvd,90048,Dim Sum,0
Palermo Ristorante Italiano,178,3.7,(323) 663-1178,"1858 N Vermont Ave, Los Angeles",90027,Italian,Sammy’s Bar-B-Q,104,4.0,(214) 880-9064,2126 Leonard St,75201,Barbeque,0
Connie's Pizza,155,3.6,(312) 614-4020,"2373 S. Archer Avenue, Chicago",60616,"Italian, Pizza",Villa-O,275,3.5,(214) 780-1880,4514 Travis StSte 132,75205,Italian,0
The Assembly,119,3.6,(847) 843-3993,"2570 Hassell Road, Hoffman Estates",60169,"American, Burger",Open Sesame,275,4.5,(323) 525-1698,7458 Beverly Blvd,90036,Mediterranean,0
Bodhi Thai Bistro,115,4.1,(708) 484-9250,6211 W. Roosevelt Road,60402,Thai,Bistro Dre,241,4.0,(773) 697-9067,2965 N Lincoln Ave,60657,Desserts,0
Pinot Grill,42,3.4,(213) 842-0048,"135 N Grand Ave, Los Angeles",90012,,Zizi Limona,220,4.0,(347) 763-1463,129 Havemeyer St,11211,Mediterranean,0
Kalachandji's Restaurant & Palace,391,3.6,(214) 821-1048,"5430 Gurley Avenue, Dallas",75223,Indian,Dugg Burger,95,4.5,(214) 584-6261,9540 Garland RdSte 407,75218,Burgers,0
Jacob Restaurant Soul Food & Salad Bar,107,4.1,(212) 866-3663,"373 Lenox Avenue, New York",10027,"Southern, Healthy Food",Blowin’ Smoke BBQ Food Cart,12,4.5,(608) 850-9848,East Main and South Pinckney,53703,Barbeque,0
Catfish Floyd's,92,3.7,(214) 375-3736,"710 E Ann Arbor Avenue, Dallas",75216,"Southern, American",Becco,1683,4.0,(212) 397-7597,355 W 46th St,10036,"Italian,Italian,Italian,Italian,Italian,Italian",0
Pappas Bar-B-Q,93,3.3,(214) 956-9038,"2231 W NW Highway, Dallas",75220,"American, BBQ",Gonzalez Restaurant,68,4.0,(214) 946-5333,367 W Jefferson Blvd,75208,Tex-Mex,0
Taboon,152,3.6,(212) 713-0271,"773 10th Avenue, New York",10019,"Mediterranean, Middle Eastern",Stalzy’s Deli,64,3.5,(608) 249-7806,2701 Atwood Ave,53704,Delis,0
Pizza Guy,66,3.5,(972) 733-1222,"17390 Preston Road, Dallas",75252,Pizza,Big Al’s Smokehouse BBQ,113,3.5,(214) 350-2649,3317 Inwood Rd,75235,Barbeque,0
The 5 and Diamond Restaurant,64,3.7,(917) 860-4444,"2072 Frederick Douglass Boulevard, New York",10026,"New American, Breakfast, Fusion",OTB,64,4.5,(347) 763-1481,141 BroadwayWilliamsburg,11211,American (New),0
The Mermaid Inn,165,3.7,(212) 799-7400,"568 Amsterdam Avenue, New York",10024,"American, Seafood",Burger Lounge,137,4.0,(323) 462-2310,217 North Larchmont Blvd,90004,Burgers,0
Le Village,4,2.8,(212) 539-0231,"127 E 7th Street, New York",10009,French,Providence,1920,4.5,(323) 460-4170,5955 Melrose Ave,90038,Seafood,0
Sunprint On The Square,18,3.2,(608) 268-0114,"10 W. Mifflin St., Madison",53703,"Breakfast, Coffee and Tea",Parkway Family Restaurant,17,3.5,(608) 255-2355,1221 Ann St,53713,American (New),0
Five Napkin Burger,1046,4.2,(212) 757-2277,"630 9th Avenue, New York",10036,"American, Burger, Sushi",Ten Eleven Grill,18,4.0,(214) 565-3808,1011 Corinth St,75215,American (Traditional),0
L'Artusi,253,3.9,(212) 255-5757,"228 West 10th Street, New York",10014,Italian,Local,176,4.0,(214) 752-7500,2936 Elm St,75226,American (New),0
Uptown Pub,39,3.2,(214) 522-5100,"3605 McKinney Avenue, Dallas",75204,"American, Burger, Sandwich",Hotel Café,479,4.5,(323) 461-2040,1623 1/2 N Cahuenga Blvd,90028,Music Venues,0
Wu Liang Ye,136,3.5,(212) 398-2308,"36 W 48th Street, New York",10036,Chinese,Draft House Bar & Restaurant,31,3.5,(608) 848-3158,1010 Enterprise Dr,53593,American (Traditional),0
Anvil Pub,85,3.8,(214) 741-1271,"2638 Elm Street, Dallas",75226,"Bar Food, American",Malaparte,142,4.0,(212) 255-2122,753 Washington St,10014,Italian,0
Pasta Bowl,165,4.0,(773) 525-2695,"2434 N. Clark Street, Chicago",60614,Italian,Berlin Currywurst,510,4.0,(323) 663-1989,3827 W Sunset Blvd,90026,German,0
The Chicago Diner,26,3.3,(773) 252-3211,"2333 N. Milwaukee Avenue, Chicago",60647,American,P.F. Chang’s,62,3.0,(608) 831-2488,2237 Deming Way,53562,Chinese,0
"Joe's Seafood, Prime Steak & Stone Crab",869,4.0,(312) 379-5637,"60 E. Grand Avenue, Chicago",60611,"Steakhouse, Seafood",House of Blues,321,3.5,(214) 978-2583,2200 N Lamar St,75202,Music Venues,0
Mariano's Hacienda Ranch,310,3.8,(214) 691-3888,"6300 Skillman Street, Building J, Dallas",75231,Tex-Mex,Boqueria,148,4.5,(212) 343-2227,1460 2nd Ave,10075,Tapas/Small Plates,0
Pacific Burgers,25,3.4,(562) 861-5145,8019 Stewart And Gray Rd,90241,"American, Burger, Mexican",Iron Chef House,260,4.0,(718) 858-8517,92 Clark St,11201,Sushi Bars,0
Jorge's Tex-Mex,43,3.2,(214) 720-2211,"One Arts Plaza, 1722 Routh Street, Dallas",75201,Tex-Mex,Project Pie,48,4.5,(469) 547-1257,6030 Luther Ln,75225,Pizza,0
Dixie Kitchen & Bait Shop,111,3.7,(708) 474-1378,2352 E. 172nd Street,60438,Southern,IVY Kitchen,49,4.0,(214) 306-7444,5411 Beltline Rd,75254,American (New),0
Kyoto's Sushi,46,3.5,(818) 703-9132,"22906 Vanowen St, West Hills",91307,Japanese,Birch,119,4.5,(323) 960-3369,1634 N Cahuenga Blvd,90028,American (New),0
Carrabba's Italian Grill,100,3.5,(972) 732-7752,"17548 Dallas Parkway, Dallas",75287,"Italian, Pizza, Seafood",Hiatus Urban Barbeque,226,4.5,(323) 879-9700,1292 S La Brea Ave,90019,Barbeque,0
Big & Little's,37,3.9,(773) 857-6677,"1034 W. Belmont Avenue, Chicago",60657,"Sandwich, Burger, Taco, Mexican",Swine,272,4.0,(212) 255-7675,531 Hudson St,10014,American (New),0
Pizza Loves Emily,15,3.2,(347) 844-9588,"919 Fulton Street, Brooklyn",11238,"Pizza, American, Burger",The Tradewinds Social Club,32,4.0,(214) 337-9075,2843 W Davis St,75211,Dive Bars,0
Rapscallion,14,3.2,(469) 291-5660,"2023 Greenville Avenue, Suite 110, Dallas",75206,"New American, Seafood",Kostas Cafe,139,4.0,(214) 987-3225,4914 Greenville Ave,75206,Greek,0
Naples 15,103,3.5,(608) 250-6330,"15 N Butler St., Madison",53703,Italian,Ardesia,255,4.0,(212) 247-9191,510 W 52nd St,10019,Wine Bars,0
Lucky's Tavern,128,3.8,(323) 465-8259,6613 Hollywood Blvd,90028,"American, Burger, Pizza",Ambala Grill,9,4.5,(972) 620-1727,11641 Harry Hines BlvdSte 201,75229,Indian,0
Gemini Bistro,102,3.9,(773) 525-2522,"2075 N. Lincoln Avenue, Chicago",60614,"American, French",Bistro Petit,228,4.0,(718) 782-2582,170 S 3rd St,11211,French,0
Brass Ring,34,3.3,(608) 256-9359,"701 E Washington Ave Ste 104, Madison",53703,"American, Bar Food",Cabbage Patch,313,4.0,(213) 489-4489,520 W 6th St,90014,American (New),0
Nickel & Rye,18,3.1,(214) 389-2120,"2523 McKinney Avenue, Dallas",75201,"Bar Food, American, Taco",The Saint Austere,212,4.5,(718) 388-0012,613 Grand St,11211,"Tapas Bars,Italian,Cocktail Bars",0
John's Cafe,56,4.0,(214) 874-0800,"1733 Greenville Avenue, Dallas",75206,"Burger, Coffee and Tea, Southern",Boeufhaus,71,4.5,(773) 661-2116,1012 N Western Ave,60622,Brasseries,0
Pantheon Bar,4,2.9,(608) 251-6311,"316 State St, Madison",53703,,Eldorado Grill,180,4.0,(608) 280-9378,744 Williamson St,53703,Tex-Mex,0
Coral Tree Cafe,51,4.2,(818) 789-8733,17499 Ventura Blvd,91316,"Breakfast, Coffee and Tea",Soot Bull Jeep,722,4.0,(213) 387-3865,3136 W 8th St,90005,Korean,0
Plancha Taco,28,3.5,(323) 951-9911,"8250 W 3rd St #108, Los Angeles",90048,Mexican,Wurstküche,6856,4.0,(213) 687-4444,800 E 3rd St,90013,Hot Dogs,0
Triple Crown Restaurant,194,4.0,(312) 842-0088,2217 S. Wentworth Avenue,60616,"Chinese, Dim Sum, Seafood",Estrellón,32,3.5,(608) 251-2111,313 W Johnson St,53703,Spanish,0
Michael's,114,4.3,(773) 929-4149,"4091 N. Broadway, Chicago",60613,"Pizza, Italian",Double S BBQ,2,4.0,(608) 886-8292,1835 Monroe St,53711,Barbeque,0
Nick & Sam's Steakhouse,539,3.8,(214) 871-7444,"3008 Maple Avenue, Dallas",75201,"Steakhouse, Seafood, Sushi",Five Tacos,194,4.0,(212) 477-7090,119 St Marks Pl,10009,Mexican,0
Oceanique,106,3.6,(847) 864-3435,505 Main Street,60202,"French, Seafood",Desperados Mexican Restaurant,267,4.0,(214) 363-1850,4818 Greenville Ave,75206,Mexican,0
Austin Public,22,3.0,(718) 575-0070,"70-28 Austin Street, Queens",11375,American,Sangria Tapas Y Bar,225,3.5,(214) 520-4863,4524 Cole Ave,75205,Spanish,0
Johnny Pacific,111,4.0,(818) 885-6927,7574 Winnetka Ave,91306,Latin American,Lee Harvey’s,301,4.0,(214) 428-1555,1807 Gould St,75215,American (Traditional),0
Plaza Tavern & Grill,56,3.5,(608) 255-6592,"319 N Henry St, Madison",53703,"Burger, Bar Food",Gooseberry on the Square,6,2.5,(608) 467-6552,1 S Pinckney StSte 104,53703,Sandwiches,0
Pete's Tavern,167,3.8,(212) 473-7676,"129 East 18th Street, New York",10003,"American, Italian, Bar Food",Ginza of Tokyo,48,2.5,(608) 833-8282,6734 Odana Rd,53719,Japanese,0
Sushi Nakazawa,35,3.5,(212) 924-2212,"23 Commerce Street, New York",10014,"Sushi, Japanese",Taigu,18,3.5,(608) 831-3458,7610 Elmwood Ave,53562,Chinese,0
Olive Garden,31,3.2,(972) 234-3292,"9079 Vantage Point Drive, Dallas",75243,Italian,CBD Provisions,400,4.0,(214) 261-4500,1530 Main St,75201,Brasseries,0
Rainforest Cafe,64,2.1,(847) 855-7800,"Gurnee Mills Mall, 6170 W. Grand Avenue",60031,"American, Burger, Sandwich",bopNgrill Belmont,36,4.0,(773) 799-8868,921 W Belmont Ave,60657,Burgers,0
Yokumon,6,2.9,(310) 838-2739,10818-B Jefferson Boulevard,90230,Desserts,Ichiban Sichuan,121,3.5,(608) 819-8808,610 S Park St,53715,Chinese,0
Riva Crabhouse,98,3.2,(312) 644-7482,"Navy Pier, 600 E. Grand Avenue, Chicago",60611,"Seafood, Steakhouse",El Luchador,170,4.0,(646) 398-7499,87 South St,10038,Mexican,0
Waldy's Wood Fired Pizza & Penne,254,3.9,(212) 213-5042,"800 Sixth Avenue, New York",10001,Pizza,Mesa,183,4.0,(214) 941-4246,118 W Jefferson Blvd,75208,Mexican,0
Ernie's Mexican,99,3.5,(818) 985-4654,4410 Lankershim Blvd,91602,Mexican,Bunker Vietnamese,391,4.0,(718) 386-4282,46-63 Metropolitan Ave,11385,Vietnamese,0
Portofino Cucina Italiana,91,3.9,(213) 239-9019,"464 S Main St, Los Angeles",90013,Italian,Sarku Japan,2,3.0,(608) 836-0818,108 W Towne Mall,53719,Japanese,0
Jade Garden Chinese,81,3.5,(214) 821-0675,"4800 Bryan Street, Dallas",75204,"Asian, Chinese",Three Aces,620,4.0,(312) 243-1577,1321 W Taylor St,60607,Italian,0
Yama,103,3.7,(212) 475-0969,"122 E 17th Street, New York",10003,"Japanese, Sushi",Phò Envy,40,4.0,(214) 987-1468,8611 Hillcrest RdSte 190,75225,Vietnamese,0
Alegria on Sunset,316,3.7,(323) 913-1422,"3510 W Sunset Blvd, Los Angeles",90026,"Mexican, Southwestern",Barn Joo,567,4.0,(646) 398-9663,893 Broadway,10003,Korean,0
Baby Blues BBQ,226,3.9,(323) 656-1277,"7953 Santa Monica Blvd, Los Angeles",90046,BBQ,Milk & Honey,151,4.0,(718) 513-0441,1119 Newkirk Ave,11230,Cafes,0
Georgetown Cupcake,105,4.4,(212) 431-4504,"111 Mercer Street, New York",10012,Desserts,BeeHive Oven Biscuit Cafe,272,4.5,(347) 987-4960,182 S 2nd St,11211,Southern,0
M Burger,110,3.7,(312) 254-8500,"161 E. Huron Street, Chicago",60611,"American, Burger",The Social House,289,4.0,(214) 999-0046,2708 Routh St,75201,American (New),0
The Smith,74,3.5,(212) 496-5700,"1900 Broadway, New York",10023,American,Yxta Cocina Mexicana,616,4.0,(213) 596-5579,601 S Central Ave,90021,Mexican,0
El Basurero,205,3.8,(718) 545-7077,"32-17 Steinway Street, Queens",11103,Colombian,Noshi Sushi,901,4.0,(323) 469-3458,4430 Beverly Blvd,90004,Sushi Bars,0
B.B.Bop Seoul Kitchen,64,4.2,(214) 812-9342,"5323 Greenville Avenue Suite 5, Dallas",75206,"Asian, Korean",Mexicali Restaurant,77,4.0,(214) 341-9405,11277 E NW HwySte 148,75238,Tex-Mex,0
Ideya,99,3.6,(718) 636-6770,"636 Carlton Avenue, Brooklyn",11238,"Caribbean, Cuban, Latin American",Ziziki’s,189,4.0,(214) 521-2233,4514 Travis StSte 122,75205,Greek,0
Shamrock Bar,25,3.3,(608) 255-5029,"117 W Main St, Madison",53703,Bar Food,Upland,246,4.0,(212) 686-1006,345 Park Ave S,10010,American (New),0
Cabana,365,4.0,(718) 263-3600,107-10 70th Road,11375,"Cuban, Latin American",Campisis,71,3.5,(214) 350-2595,5405 W Lovers Ln,75209,Italian,0
Miceli's,147,3.6,(323) 851-3344,"3655 Cahuenga Blvd W, Hollywood",90068,Italian,Boqueria,789,4.0,(212) 255-4160,53 W 19th St,10011,Spanish,0
Ocho Mexican Grill,30,3.4,(888) 988-6246,"630 W 6th St Ste 110A, Los Angeles",90017,Mexican,Soba-ya,930,4.0,(212) 533-6966,229 E 9th St,10003,"Japanese,Japanese,Sushi Bars,Japanese,Japanese,Japanese",0
Cut,256,3.6,(310) 276-8500,9500 Wilshire Blvd,90212,"Steakhouse, American",Yang San Bak,202,4.0,(213) 365-9689,3601 W 6th St,90020,Korean,0
Riccardo Trattoria,152,3.7,(773) 549-0038,"2119 N. Clark Street, Chicago",60614,"Italian, Seafood",Print,500,4.0,(212) 757-2224,653 11th Ave,10036,American (New),0
China King,50,3.9,(920) 623-0113,107 N Ludington St,53925,Chinese,La Palma Puerto Rican Restaurant,89,4.0,(773) 862-0886,1340 N Homan Ave,60651,Latin American,0
Overland Cafe,143,3.8,(310) 559-9999,"3601 Overland Ave, Los Angeles",90034,"Breakfast, Vegetarian, California",Quesadilla La Reyna del Sur,238,4.0,(773) 235-8807,2235 N Western Ave,60647,Mexican,0
La Cevicheria,32,3.5,(323) 732-1253,"3809 W Pico Blvd, Los Angeles",90019,Latin American,Ostrich Farm,82,4.0,(213) 537-0657,1525 W Sunset Blvd,90026,American (Traditional),0
Toloache 50,365,3.8,(212) 581-1818,"251 W 50th Street, New York",10019,Mexican,David Burke Kitchen,869,4.0,(212) 201-9119,23 Grand St,10013,"American (New),American (New),American (New),Steakhouses,American (New),Seafood",0
Bistrot Zinc,210,3.7,(312) 337-1131,"1131 N. State Street, Chicago",60610,"European, French",Mekong,2,1.5,(608) 250-6280,600 Williamson StSte G,53703,Vietnamese,0
Dryhop Brewers,32,3.4,(773) 857-3155,"3155 N. Broadway Street, Chicago",60657,"American, Bar Food",Nora Restaurant and Bar,160,4.0,(214) 828-0095,1928 Greenville Ave,75206,Afghan,0
Baja Fresh Mexican Grill,24,3.2,(818) 762-7326,10760 Riverside Dr,91602,"Fast Food, Mexican, Tex-Mex",The Warehouse Bar & Pizzeria Chicago,21,4.5,(773) 661-6454,1419 W Fullerton Ave,60614,Pizza,0
Dozika,84,3.6,(847) 869-9740,601 Dempster Street,60201,"Asian, Japanese, Thai",Twisted Root Burger Co.,299,4.0,(214) 361-2910,5609 SMU BlvdSuite 102,75206,"Burgers,墨西哥菜,快餐車",0
Ricobene's,133,3.7,(312) 225-5555,"252 W. 26th Street, Chicago",60616,"Italian, Pizza, American",Mot Hai Ba,185,4.0,(972) 638-7468,6047 Lewis St,75206,Vietnamese,0
Cocina Real,25,3.3,(608) 831-0528,2518 Allen Blvd,53562,Mexican,Charcoal BBQ Bourbon & Beer,143,4.0,(323) 300-5500,2611 N Hyperion Ave,90027,Barbeque,0
L'Apicio,32,3.4,(212) 533-7400,"13 E 1st Street, New York",10003,Italian,T & B Grill,77,5.0,(773) 961-7016,3658 W Lawrence Ave,60625,Latin American,0
Gold Rush Cafe,149,3.6,(214) 823-6923,"1913 Skillman Street, Dallas",75206,"American, Sandwich",O’Cha Thai Cuisine,119,4.0,(773) 235-6242,2062 N Damen Ave,60647,Thai,0
Mexican Radio,168,3.5,(212) 343-0140,"19 Cleveland Place, New York",10012,Mexican,Pho Colonial,165,3.0,(469) 480-3059,1623 Main StSte 102,75201,Vietnamese,0
Cesar's Killer Margaritas,102,3.4,(773) 296-9097,"2924 N. Broadway Street, Chicago",60657,Mexican,RollnGo,168,4.0,(866) 765-5123,6110 Greenville AveSte 100,75206,Vietnamese,0
Asian House,11,3.1,(608) 268-0005,"1 Dempsey Rd, Madison",53714,"Asian, Chinese",Full Circle Tavern,142,4.5,(214) 208-3435,1319 S Lamar St,75215,American (Traditional),0
Tenzan,220,3.6,(212) 580-7300,"285 Columbus Avenue, New York",10023,"Japanese, Sushi",KazuNori,829,4.5,(213) 493-6956,421 S Main St,90013,Sushi Bars,0
Goff's Hamburgers,137,3.3,(214) 520-9133,"6401 Hillcrest Avenue, Dallas",75205,Burger,The Admiralty,3,4.0,(608) 256-9071,The Edgewater666 Wisconsin Ave,53703,French,0
Neighborhood Services,365,3.9,(214) 350-5027,"5027 W Lovers Lane, Dallas",75209,New American,Newell’s Deli,1,5.0,(608) 890-1256,35 N Park St,53715,Delis,0
Mon Ami Gabi,150,3.6,(630) 472-1900,"Oak Brook Mall, 260 Oakbrook Center",60523,French,Taste of Tehran,364,4.5,(310) 470-0022,1915 Westwood Blvd,90025,Persian/Iranian,0
Gyu-Kaku,101,3.9,(310) 659-5760,163 N La Cienega Blvd,90211,"BBQ, Japanese, Korean",Aldo’s Cafe,20,3.5,(608) 204-3943,330 N Orchard St,53715,"Cafes,American (New)",0
Rock & Reilly's Irish Pub,41,3.5,(310) 360-1400,8911 W. Sunset Blvd.,90069,"British, International, Bar Food",Chicago’s Dog House,270,4.0,(773) 248-3647,816 W Fullerton Ave,60614,Hot Dogs,0
Houlihan's,167,3.4,(972) 386-0609,"5225 Belt Line Road, Suite 220, Dallas",75254,American,Nickel Diner,1888,4.0,(213) 623-8301,524 S Main St,90013,Diners,0
Toi on Sunset,182,3.6,(323) 874-8062,"7505 W Sunset Blvd, Los Angeles",90046,Thai,AlMar,190,4.0,(718) 855-5288,111 Front St,11201,Italian,0
Henry's Tacos,86,3.6,(818) 769-0343,4389 Tujunga Ave,91604,"American, Mexican",El Ranchito,21,4.5,(214) 324-3303,1141 Peavy Rd,75218,Mexican,0
Wildberry Pancakes & Cafe,318,4.1,(847) 517-4000,1383 N. Meacham Road,60173,American,El Cubanito,192,4.5,(773) 235-2555,2555 N Pulaski Rd,60639,Cuban,0
Le Zie,209,3.6,(212) 206-8686,"172 7th Avenue, New York",10011,Italian,Wilson’s Bar,16,3.5,(608) 241-2226,2144 Atwood Ave,53704,Sports Bars,0
Athenian Room,463,4.1,(773) 348-5155,"807 W. Webster Avenue, Chicago",60614,Greek,Holy Ravioli,15,4.5,(214) 696-3993,4446 Lovers Ln,75225,Italian,0
Ipsento,101,4.0,(773) 904-8177,"2035 N. Western Avenue, Chicago",60647,"Cafe, Sandwich",Las Palmas,540,4.0,(773) 289-4991,1835 W North Ave,60622,Mexican,0
Sammy's Fish Box,309,3.6,(718) 509-6367,"41 City Island Avenue, Bronx",10464,"American, Seafood",Roberta’s,1502,4.0,(718) 417-1118,261 Moore St,11206,"Pizza,Convenience Stores,Mexican,American (Traditional),Caribbean,American (New)",0
Fedora Restaurant,100,4.2,(646) 449-9336,"239 W 4th Street, New York",10014,"American, French",Anvil Pub,256,3.5,(214) 741-1271,2638 Elm St,75226,Pubs,0
Park's BBQ,116,4.0,(213) 380-1717,"955 S Vermont Ave, Los Angeles",90006,"Asian, BBQ, Korean",The Jeffrey Craft Beer & Bites,352,4.0,(212) 355-2337,311 E 60th St,10022,"Bars,Bars,Eetcafés",0
Milton Family Restaurant,21,3.0,(608) 868-4611,541 Vernal Ave,53563,American,sweetgreen,65,4.5,(347) 987-3863,162 N 4th St,11211,Salad,0
Fabrocini's Italian,167,4.0,(818) 342-4490,18608 Ventura Blvd,91356,Italian,The Hollywood Corner,490,3.5,(323) 463-2220,1156 N Highland Ave,90038,American (Traditional),0
