#key=_id
#ltable=POINTER
#rtable=POINTER
#foreign_key_ltable=ltable.ID
#foreign_key_rtable=rtable.ID
_id,ltable.ID,rtable.ID,ltable.FirstAuthor,ltable.ISBN13,ltable.Publisher,ltable.Title,rtable.Author1,rtable.ISBN13,rtable.Publisher,rtable.Title
2318,2401,2049,Booker T. Washington, ,Heraklion Press,An Autobiography: The Story of My Life and Work,Booker T. Washington,9781482345094,CreateSpace Independent Publishing Platform,The Works of Booker T. Washington: Up From Slavery: An Autobiography & My Larger Education
2319,2401,2303,Booker T. Washington, ,Heraklion Press,An Autobiography: The Story of My Life and Work,Booker T. Washington,9781295966271,Scholar's Choice,Up from Slavery: An Autobiography - Scholar's Choice Edition
2320,2401,2840,Booker T. Washington, ,Heraklion Press,An Autobiography: The Story of My Life and Work,Booker T. Washington,9781290161169,HardPress Publishing,The Story of My Life and Work an Autobiography;
2321,2404,1945,Henry Bessemer,9780901462497, ,Sir Henry Bessemer F.R.S.: An Autobiography,Henry Bessemer,2940020578142,"London, Offices of _Engineering,_","Sir Henry Bessemer, F. R. S. An autobiography"
2322,2405,3236,Edwin Muir,9780862414238,Birlinn Ltd,An Autobiography,Edwin Muir,9780701207700,Random House Adult Trade Publishing Group,Autobiography
2323,2406,2500,Jack Rosenthal,9781861059604,Anova Books,By Jack Rosenthal: An Autobiography in Six Acts,Jack Rosenthal,9781861057488,Anova Books,By Jack Rosenthal: An Autobiography in Six Acts
2324,2408,812,James R. Wright,9781440177606,iUniverse,"FBI: Fidelity, Bravery, Integrity: An Autobiography",James R. Simmons,9781551112725,Broadview Press,Factory Lives: Four Nineteenth-Century Working-Class Autobiographies (1828-1850) / Edition 1
2325,2409,103,Booker T. Washington, ,Heraklion Press,An Autobiography: The Story of My Life and Work,Booker T. Washington,9781627557863,"Wilder Publications, Inc.",Up from Slavery: An Autobiography
2326,2409,149,Booker T. Washington, ,Heraklion Press,An Autobiography: The Story of My Life and Work,Booker T. Washington,2940012105042,Golgotha Press,50 Classic Autobiographies
2327,2409,227,Booker T. Washington, ,Heraklion Press,An Autobiography: The Story of My Life and Work,Booker T. Washington,9783849644024,Jazzybee Verlag,An Autobiography - The Story of My Life and Work
2328,2409,578,Booker T. Washington, ,Heraklion Press,An Autobiography: The Story of My Life and Work,Booker T. Washington,2940148325369,Bronson Tweed Publishing,Up From Slavery: An Autobiography of Booker T. Washington
2329,2409,716,Booker T. Washington, ,Heraklion Press,An Autobiography: The Story of My Life and Work,Booker T. Washington,9781300323471,Lulu.com,Up from Slavery : An Autobiography (Illustrated)
2330,2409,773,Booker T. Washington, ,Heraklion Press,An Autobiography: The Story of My Life and Work,Booker T. Washington,9781494802127,CreateSpace Independent Publishing Platform,Up From Slavery: The Autobiography of Booker T. Washington
2331,2409,875,Booker T. Washington, ,Heraklion Press,An Autobiography: The Story of My Life and Work,Washington Booker T. 1856-1915,9781313377201,HardPress Publishing,Up from Slavery: an Autobiography
2332,2409,996,Booker T. Washington, ,Heraklion Press,An Autobiography: The Story of My Life and Work,Booker T. Washington,9781633846586,"Wilder Publications, Inc.",The Booker T. Washington Reader: Up From Slavery: An Autobiography; My Larger Education; Character Building; The Negro Problem
2333,2409,1110,Booker T. Washington, ,Heraklion Press,An Autobiography: The Story of My Life and Work,Booker T. Washington,9780486287386,Dover Publications,Up from Slavery
2334,2409,1894,Booker T. Washington, ,Heraklion Press,An Autobiography: The Story of My Life and Work,Booker T. Washington,9780806521831,Kensington,Up From Slavery: The Autobiography Of Booker T. Washington: Aun Autobiography
2335,2409,2049,Booker T. Washington, ,Heraklion Press,An Autobiography: The Story of My Life and Work,Booker T. Washington,9781482345094,CreateSpace Independent Publishing Platform,The Works of Booker T. Washington: Up From Slavery: An Autobiography & My Larger Education
2336,2409,2303,Booker T. Washington, ,Heraklion Press,An Autobiography: The Story of My Life and Work,Booker T. Washington,9781295966271,Scholar's Choice,Up from Slavery: An Autobiography - Scholar's Choice Edition
2337,2409,2840,Booker T. Washington, ,Heraklion Press,An Autobiography: The Story of My Life and Work,Booker T. Washington,9781290161169,HardPress Publishing,The Story of My Life and Work an Autobiography;
2338,2412,1945,Henry Bessemer,9780901462497, ,Sir Henry Bessemer F.R.S.: An Autobiography,Henry Bessemer,2940020578142,"London, Offices of _Engineering,_","Sir Henry Bessemer, F. R. S. An autobiography"
2339,2416,2304,Ray Shepard,9780822008026,Cliffs Notes,Autobiography of Malcom X,Ray Shepard,9780822008026,Houghton Mifflin Harcourt,CliffsNotes on Malcolm X's The Autobiography of Malcolm X
2340,2418,2500,Jack Rosenthal,9781861059604,Anova Books,By Jack Rosenthal: An Autobiography in Six Acts,Jack Rosenthal,9781861057488,Anova Books,By Jack Rosenthal: An Autobiography in Six Acts
2341,2419,689,Rosemary Radford Ruether, ,Cascade Book,My Quests for Hope and Meaning: An Autobiography,Rosemary Radford Ruether,9781620327128,Wipf &amp; Stock Publishers,My Quests for Hope and Meaning: An Autobiography
2342,2420,1444,Harriet Martineau,9781417970162,Kessinger Publishing,Harriet Martineau's Autobiography Part One,Harriet Martineau,9781108022590,Cambridge University Press,Harriet Martineau's Autobiography 3 Volume Set
2343,2420,1522,Harriet Martineau,9781417970162,Kessinger Publishing,Harriet Martineau's Autobiography Part One,Harriet Martineau,9781153922876,General Books,Harriet Martineau's Autobiography (Volume 2)
2344,2420,2009,Harriet Martineau,9781417970162,Kessinger Publishing,Harriet Martineau's Autobiography Part One,Maria Weston Chapman Harriet Martineau,2940019732739,Smith Elder,Harriet Martineau's Autobiography
2345,2420,2999,Harriet Martineau,9781417970162,Kessinger Publishing,Harriet Martineau's Autobiography Part One,Harriet Martineau,2940026682553,"Smith, Elder, 1877","Harriet Martineau's autobiography, Volume 3"
2346,2420,3687,Harriet Martineau,9781417970162,Kessinger Publishing,Harriet Martineau's Autobiography Part One,Harriet Martineau,9781313227216,HardPress Publishing,Harriet Martineau's Autobiography .. Volume 2
2347,2421,868,George Shearing,9780826460158,Bloomsbury Academic,Lullaby of Birdland: The Autobiography of George Shearing,of Birdland: The Autobiography of George Shearing,9780826417244,Bloomsbury Academic,Lulla
2348,2424,521,Joe Torre,9780553478709,Random House Audio Publishing Group,Chasing the Dream: An Autobiography,Joe Torre,9780553579079,Random House Publishing Group,Chasing the Dream: An Autobiography
2349,2433,2476,Lester Maddox,9780385089562,Doubleday Books,Speaking Out: The Autobiography of Lester Garfield Maddox,Lester Maddox,9780385089562,Knopf Doubleday Publishing Group,Speaking Out: The Autobiography of Lester Garfield Maddox
2350,2435,356,George Takei, ,Gallery Books,To The Stars: Autobiography of George Takei (Star Trek: All),George Takei,9780743434201,Gallery Books,"To the Stars: The Autobiography of George Takei, Star Trek's Mr. Sulu"
2351,2439,2633,Jason Gaes,9780937603093,Melius Publishin,My Book for Kids with Cansur: A Child's Autobiography of Hope,Jason Gaes,9780937603048,"Melius Publishing, Incorporated",My Book for Kids with Cansur: A Child's Autobiography of Hope
2352,2440,1663,Arnold Brecht,9780691075273,Princeton University Press,"The Political Education of Arnold Brecht: An Autobiography, 1884-1970",Arnold Brecht,9780691621050,Princeton University Press,"Political Education of Arnold Brecht: An Autobiography, 1884-1970"
2353,2445,654,Raja Sharma, , ,The Autobiography of Benjamin Franklin-Complete Summary & Analysis,Raja Sharma,2940044257818,Raja Sharma,Ready Reference Treatise: The Autobiography of Miss Jane Pittman
2354,2445,1403,Raja Sharma, , ,The Autobiography of Benjamin Franklin-Complete Summary & Analysis,Raja Sharma,2940045205054,Raja Sharma,Ready Reference Treatise: The Autobiography of an Ex-Colored Man
2355,2448,752,Elizabeth Klarer, ,Light Technology Publishing,Beyond the Light Barrier: The Autobiography of Elizabeth Klarer,Elizabeth Klarer,9781891824777,"Light Technology Publishing, LLC",Beyond the Light Barrier: The Autobiography of Elizabeth Klarer
2356,2449,529,Emily Carr,9781553650836,Douglas & McIntyre,Growing Pains: The Autobiography of Emily Carr,Emily Carr,9781926685946,D &amp; M Publishers,Growing Pains: The Autobiography of Emily Carr
2357,2452,2156,Alice H. Cook,9781558612570,The Feminist Press at CUNY,A Lifetime of Labor: The Autobiography of Alice H. Cook,Alice H. Cook,9781558612570,"Feminist Press at CUNY, The",A Lifetime of Labor: The Autobiography of Alice H. Cook
2358,2453,2214,George W. Grayson,9780806123226,University of Oklahoma Press,A Creek Warrior for the Confederacy: The Autobiography of Chief G. W. Grayson,George W. Tayor,9781445550060,Read Books Design,Autobiography and Writings of George W. Taylor
2359,2453,2601,George W. Grayson,9780806123226,University of Oklahoma Press,A Creek Warrior for the Confederacy: The Autobiography of Chief G. W. Grayson,George W. Taylor,9781297969461,Sagwan Press,Autobiography and Writings of George W. Taylor
2360,2453,2938,George W. Grayson,9780806123226,University of Oklahoma Press,A Creek Warrior for the Confederacy: The Autobiography of Chief G. W. Grayson,George W.,9780812278118,University of Pennsylvania Press,Seven Ages of a Medical Scientist: An Autobiography
2361,2453,3383,George W. Grayson,9780806123226,University of Oklahoma Press,A Creek Warrior for the Confederacy: The Autobiography of Chief G. W. Grayson,John Collins George W. Taylor,2940017594926,[s.n.],Autobiography and Writings of George W. Taylor
2362,2453,3684,George W. Grayson,9780806123226,University of Oklahoma Press,A Creek Warrior for the Confederacy: The Autobiography of Chief G. W. Grayson,George W. Flattery Sr.,9780963467003,George Flattery,Pentecostal Pioneering: An Autobiography
2363,2454,1801,Victor Spinetti,9781861059437,Anova Books,Up Front . . .: His Strictly Confidential Autobiography,Victor Spinetti,9781905798254,Anova Books,Up Front . . .: His Strictly Confidential Autobiography
2364,2456,892,Genaro M. Padilla,9780299139742,University of Wisconsin Press,"My History, Not Yours: The Formation of Mexican American Autobiography",Genaro M. Padilla,9780299139742,University of Wisconsin Press,"My History, Not Yours: The Formation of Mexican American Autobiography / Edition 1"
2365,2457,3483,Bertram J. Cohler,9780299222048,University of Wisconsin Press,Writing Desire: Sixty Years of Gay Autobiography,Bertram Cohler,9780299222000,University of Wisconsin Press,Writing Desire: Sixty Years of Gay Autobiography
2366,2460,206,Clark Terry,9780520268463,University of California Press,Clark: The Autobiography of Clark Terry,Clark Terry,9780520287518,University of California Press,Clark: The Autobiography of Clark Terry
2367,2464,1027,Duncan Shearer,9781845023164,Black & White Publishing,"Shearer Wonderland: The Autobiography. Duncan Shearer, Paul Smith",Duncan Shearer,9781845025984,Black &amp; White Publishing,Shearer Wonderland: Duncan Shearer: The Autobiography
2368,2466,812,James R. Mancham,9781557788870,Paragon House,Seychelles Global Citizen: The Autobiography of the Founding President,James R. Simmons,9781551112725,Broadview Press,Factory Lives: Four Nineteenth-Century Working-Class Autobiographies (1828-1850) / Edition 1
2369,2466,2783,James R. Mancham,9781557788870,Paragon House,Seychelles Global Citizen: The Autobiography of the Founding President,James Mancham,9781557788870,Paragon House Publishers,Seychelles Global Citizen: The Autobiography of the Founding President
2370,2471,1750,Vinnie Jones,9780747221227,Headline Book Publishing,Vinnie: The Autobiography,Richard Dunwoody,9780747272182,"Headline Book Publishing, Limited",Obsessed: The Autobiography
2371,2473,63,Teresa of Ávila, ,Dover Publications,Autobiography of St. Teresa of Avila (Dover Books on Western Philosophy),St. Teresa of Avila,9780486475981,Dover Publications,Autobiography of St. Teresa of Avila
2372,2473,869,Teresa of Ávila, ,Dover Publications,Autobiography of St. Teresa of Avila (Dover Books on Western Philosophy),Teresa of Jesus,9781783360826,limovia.net,The Life of St. Teresa of Jesus: Autobiography
2373,2475,923,Frank Sanello,9781477581728,Createspace,The Autobiography of Frau Adolf Hitler: Translated and Edited by Frank Sanello,Frank Sanello,9781477581728,CreateSpace Publishing,The Autobiography of Frau Adolf Hitler
2374,2476,63,Teresa of Ávila, ,Dover Publications,Autobiography of St. Teresa of Avila (Dover Books on Western Philosophy),St. Teresa of Avila,9780486475981,Dover Publications,Autobiography of St. Teresa of Avila
2375,2476,869,Teresa of Ávila, ,Dover Publications,Autobiography of St. Teresa of Avila (Dover Books on Western Philosophy),Teresa of Jesus,9781783360826,limovia.net,The Life of St. Teresa of Jesus: Autobiography
2376,2477,736,Castle McLaughlin,9780981885865,Peabody Museum of Archaeology and Ethnolog,"A Lakota War Book from the Little Bighorn: The Pictographic ""Autobiography of Half Moon""",Castle  McLaughlin,9780981885865,Harvard,A Lakota War Book from the Little Bighorn: The Pictographic ''Autobiography of Half Moon''
2377,2478,923,Frank Sanello,9781477581728,Createspace,The Autobiography of Frau Adolf Hitler: Translated and Edited by Frank Sanello,Frank Sanello,9781477581728,CreateSpace Publishing,The Autobiography of Frau Adolf Hitler
2378,2479,736,Castle McLaughlin,9780981885865,Peabody Museum of Archaeology and Ethnolog,"A Lakota War Book from the Little Bighorn: The Pictographic ""Autobiography of Half Moon""",Castle  McLaughlin,9780981885865,Harvard,A Lakota War Book from the Little Bighorn: The Pictographic ''Autobiography of Half Moon''
2379,2481,1786,William A. Peniston,9780803260368,University of Nebraska Press,Queer Lives: Men's Autobiographies from Nineteenth-Century France,William Pitt SCARGILL M A Scargill,2940027397210,,The autobiography of a dissenting minister [W.P. Scargill].
2380,2481,2200,William A. Peniston,9780803260368,University of Nebraska Press,Queer Lives: Men's Autobiographies from Nineteenth-Century France,William A. Glasser,9781515097112,CreateSpace Publishing,The Autobiography of SATAN (Authorized Edition)
2381,2482,403,William F. Milliken,9780837613482,Bentley Publishers,"Equations of Motion: Adventure, Risk, and Innovation: The Engineering Autobiography of William F. Milliken",William F. Buckley Jr.,9781596983243,Regnery Publishing,Miles Gone By: A Literary Autobiography
2382,2482,458,William F. Milliken,9780837613482,Bentley Publishers,"Equations of Motion: Adventure, Risk, and Innovation: The Engineering Autobiography of William F. Milliken",William F. Buckley Jr.,9780307803023,The Crown Publishing Group,"Nearer, My God"
2383,2482,2022,William F. Milliken,9780837613482,Bentley Publishers,"Equations of Motion: Adventure, Risk, and Innovation: The Engineering Autobiography of William F. Milliken",William F. Cody,9781293935934,Scholar's Choice,An Autobiography of Buffalo Bill - Scholar's Choice Edition
2384,2482,2122,William F. Milliken,9780837613482,Bentley Publishers,"Equations of Motion: Adventure, Risk, and Innovation: The Engineering Autobiography of William F. Milliken",William F. Pinar,9780820418490,"Lang, Peter Publishing, Incorporated","Autobiography, Politics and Sexuality: Essays in Curriculum Theory, 1972-1992 / Edition 1"
2385,2483,1087,Billy McGill,9780803246874,University of Nebraska Press,"Billy ""the Hill"" and the Jump Hook: The Autobiography of a Forgotten Basketball Legend",Billy McGill,9780803246874,UNP - Nebraska,Billy the Hill and the Jump Hook: The Autobiography of a Forgotten Basketball Legend
2386,2485,731,Eileen Caddy,9781899171644,Findhorn Press,Flight into Freedom and Beyond: The Autobiography of the Co-Founder of the Findhorn Community,Eileen Caddy,9781899171644,Findhorn Press,Flight into Freedom and Beyond: The Autobiography of the Co-Founder of the Findhorn Community
